;FR20013;FR20046;FR20062;FR20065;FR20061;FR20077;FR20037;FR20017;FR20048
23/07/2018;-1.0;-1.0;12.1;-1.0;-1.0;8.7;-1.0;-1.0;-1.0
24/07/2018;19.2;-1.0;17.1;-1.0;-1.0;11.3;-1.0;-1.0;-1.0
25/07/2018;19.2;-1.0;18.0;-1.0;-1.0;12.7;-1.0;-1.0;-1.0
26/07/2018;-1.0;-1.0;14.9;-1.0;-1.0;11.1;-1.0;-1.0;-1.0
27/07/2018;17.6;-1.0;15.8;-1.0;-1.0;9.0;-1.0;-1.0;-1.0
28/07/2018;13.1;-1.0;11.8;-1.0;-1.0;7.6;-1.0;-1.0;-1.0
29/07/2018;11.8;-1.0;11.3;-1.0;-1.0;7.2;-1.0;-1.0;-1.0
30/07/2018;10.6;-1.0;9.7;-1.0;-1.0;6.5;-1.0;-1.0;-1.0
31/07/2018;10.1;-1.0;10.3;-1.0;-1.0;6.3;-1.0;-1.0;-1.0
01/08/2018;9.5;-1.0;7.8;-1.0;-1.0;4.6;-1.0;-1.0;-1.0
02/08/2018;12.1;-1.0;9.8;-1.0;-1.0;6.3;-1.0;-1.0;-1.0
03/08/2018;14.1;-1.0;12.3;-1.0;-1.0;9.6;-1.0;-1.0;-1.0
04/08/2018;16.8;-1.0;15.5;-1.0;-1.0;12.0;-1.0;-1.0;-1.0
05/08/2018;14.4;-1.0;14.3;-1.0;-1.0;10.8;-1.0;-1.0;-1.0
06/08/2018;15.6;-1.0;13.1;-1.0;-1.0;12.3;-1.0;-1.0;-1.0
07/08/2018;15.6;-1.0;14.6;-1.0;-1.0;11.9;-1.0;-1.0;-1.0
08/08/2018;16.1;-1.0;14.8;-1.0;-1.0;11.4;-1.0;-1.0;-1.0
09/08/2018;12.4;-1.0;10.7;-1.0;-1.0;7.7;-1.0;-1.0;-1.0
10/08/2018;-1.0;-1.0;5.2;-1.0;-1.0;2.4;-1.0;-1.0;-1.0
11/08/2018;-1.0;-1.0;5.5;-1.0;-1.0;2.7;-1.0;-1.0;-1.0
12/08/2018;-1.0;-1.0;8.7;-1.0;-1.0;3.9;-1.0;-1.0;-1.0
13/08/2018;-1.0;-1.0;7.3;-1.0;-1.0;3.8;-1.0;-1.0;-1.0
14/08/2018;-1.0;-1.0;4.5;-1.0;-1.0;1.8;-1.0;-1.0;-1.0
15/08/2018;-1.0;-1.0;6.2;-1.0;-1.0;3.6;-1.0;-1.0;-1.0
16/08/2018;-1.0;-1.0;8.0;-1.0;-1.0;5.4;-1.0;-1.0;-1.0
17/08/2018;11.3;-1.0;9.1;-1.0;-1.0;7.0;-1.0;-1.0;-1.0
18/08/2018;8.5;-1.0;7.2;-1.0;-1.0;5.0;-1.0;-1.0;-1.0
19/08/2018;6.1;-1.0;5.7;-1.0;-1.0;3.3;-1.0;-1.0;-1.0
20/08/2018;9.1;-1.0;8.0;-1.0;-1.0;6.1;-1.0;-1.0;-1.0
21/08/2018;10.2;-1.0;7.7;-1.0;-1.0;5.5;-1.0;-1.0;-1.0
22/08/2018;11.6;-1.0;9.0;-1.0;-1.0;7.1;-1.0;-1.0;-1.0
23/08/2018;11.7;-1.0;10.3;-1.0;-1.0;7.4;-1.0;-1.0;-1.0
24/08/2018;7.2;-1.0;5.6;-1.0;-1.0;3.7;-1.0;-1.0;-1.0
25/08/2018;7.4;-1.0;5.9;-1.0;-1.0;4.5;-1.0;-1.0;-1.0
26/08/2018;4.6;-1.0;4.1;-1.0;-1.0;2.3;-1.0;-1.0;-1.0
27/08/2018;8.2;-1.0;7.6;-1.0;-1.0;4.1;-1.0;-1.0;-1.0
28/08/2018;9.3;-1.0;7.2;-1.0;-1.0;4.7;-1.0;-1.0;-1.0
29/08/2018;11.5;-1.0;9.9;-1.0;-1.0;5.9;-1.0;-1.0;-1.0
30/08/2018;-1.0;-1.0;8.7;-1.0;-1.0;7.6;-1.0;-1.0;-1.0
31/08/2018;-1.0;-1.0;8.9;-1.0;-1.0;7.2;-1.0;-1.0;-1.0
01/09/2018;10.6;7.5;8.4;-1.0;-1.0;6.2;-1.0;-1.0;-1.0
02/09/2018;8.4;6.0;8.3;-1.0;-1.0;4.8;-1.0;-1.0;-1.0
03/09/2018;9.1;5.3;7.1;-1.0;-1.0;4.2;-1.0;-1.0;-1.0
04/09/2018;9.0;5.8;7.3;-1.0;-1.0;5.4;-1.0;-1.0;-1.0
05/09/2018;12.8;9.9;12.1;-1.0;-1.0;7.3;-1.0;-1.0;-1.0
06/09/2018;14.9;9.9;12.3;-1.0;-1.0;8.1;-1.0;-1.0;-1.0
07/09/2018;12.3;7.9;9.4;-1.0;-1.0;6.8;-1.0;-1.0;-1.0
08/09/2018;7.8;7.5;6.4;-1.0;-1.0;3.6;-1.0;-1.0;-1.0
09/09/2018;12.9;10.0;12.4;-1.0;-1.0;5.0;-1.0;-1.0;-1.0
10/09/2018;11.1;7.9;9.7;-1.0;-1.0;5.7;-1.0;-1.0;-1.0
11/09/2018;14.6;9.3;12.0;-1.0;-1.0;7.3;-1.0;-1.0;-1.0
12/09/2018;13.4;10.0;12.3;-1.0;-1.0;8.8;-1.0;-1.0;-1.0
13/09/2018;13.6;10.4;11.0;-1.0;-1.0;7.5;-1.0;-1.0;-1.0
14/09/2018;11.7;7.1;8.6;-1.0;-1.0;6.4;-1.0;-1.0;-1.0
15/09/2018;8.7;4.6;6.1;-1.0;-1.0;4.6;-1.0;-1.0;-1.0
16/09/2018;11.9;7.9;10.0;-1.0;-1.0;5.6;-1.0;-1.0;-1.0
17/09/2018;12.8;10.1;12.1;-1.0;-1.0;8.9;-1.0;-1.0;-1.0
18/09/2018;13.7;9.3;11.0;-1.0;-1.0;9.1;-1.0;-1.0;-1.0
19/09/2018;14.6;11.5;12.6;-1.0;-1.0;9.0;-1.0;-1.0;-1.0
20/09/2018;17.9;13.1;14.6;-1.0;-1.0;10.8;-1.0;-1.0;-1.0
21/09/2018;11.5;10.0;10.8;-1.0;-1.0;7.9;-1.0;-1.0;-1.0
22/09/2018;9.6;7.8;7.4;-1.0;-1.0;4.1;-1.0;-1.0;-1.0
23/09/2018;7.9;3.8;6.6;-1.0;-1.0;3.1;-1.0;-1.0;-1.0
24/09/2018;6.5;3.3;4.4;-1.0;-1.0;2.4;-1.0;-1.0;-1.0
25/09/2018;9.2;4.0;6.6;-1.0;-1.0;4.1;-1.0;-1.0;-1.0
26/09/2018;13.8;8.7;12.1;-1.0;-1.0;7.7;-1.0;-1.0;-1.0
27/09/2018;15.4;11.6;15.0;-1.0;-1.0;9.1;-1.0;-1.0;-1.0
28/09/2018;16.6;10.2;14.7;-1.0;-1.0;9.0;-1.0;-1.0;-1.0
29/09/2018;15.6;14.5;14.3;-1.0;-1.0;11.3;-1.0;-1.0;-1.0
30/09/2018;20.5;15.7;18.3;-1.0;-1.0;11.8;-1.0;-1.0;-1.0
01/10/2018;8.4;5.6;7.0;-1.0;-1.0;5.0;-1.0;-1.0;-1.0
02/10/2018;8.5;5.4;5.9;-1.0;-1.0;5.1;-1.0;-1.0;-1.0
03/10/2018;10.1;5.2;6.6;-1.0;-1.0;5.3;-1.0;-1.0;-1.0
04/10/2018;11.4;8.9;10.0;-1.0;-1.0;8.0;-1.0;-1.0;-1.0
05/10/2018;14.3;11.2;13.8;-1.0;-1.0;8.2;-1.0;-1.0;-1.0
06/10/2018;12.2;8.3;9.8;-1.0;-1.0;7.0;-1.0;-1.0;-1.0
07/10/2018;8.2;-1.0;4.4;-1.0;-1.0;2.8;-1.0;-1.0;-1.0
08/10/2018;24.2;-1.0;21.2;-1.0;-1.0;24.0;-1.0;-1.0;-1.0
09/10/2018;34.3;27.2;30.8;-1.0;-1.0;31.2;-1.0;-1.0;-1.0
10/10/2018;28.3;18.7;23.4;-1.0;-1.0;29.1;-1.0;-1.0;-1.0
11/10/2018;10.7;5.5;7.6;-1.0;-1.0;8.3;-1.0;-1.0;-1.0
12/10/2018;12.4;5.9;8.2;-1.0;-1.0;6.8;-1.0;-1.0;-1.0
13/10/2018;12.3;9.1;11.0;-1.0;-1.0;9.3;-1.0;-1.0;-1.0
14/10/2018;11.5;11.9;12.0;-1.0;-1.0;9.6;-1.0;-1.0;-1.0
15/10/2018;20.6;18.2;19.1;-1.0;-1.0;16.4;-1.0;-1.0;-1.0
16/10/2018;22.3;20.3;21.2;-1.0;-1.0;18.1;-1.0;-1.0;-1.0
17/10/2018;21.8;20.1;-1.0;-1.0;-1.0;16.7;-1.0;-1.0;-1.0
18/10/2018;19.7;23.3;-1.0;-1.0;-1.0;17.2;-1.0;-1.0;-1.0
19/10/2018;27.9;27.4;26.8;-1.0;-1.0;25.6;-1.0;-1.0;-1.0
20/10/2018;31.9;37.1;34.4;-1.0;-1.0;32.3;-1.0;-1.0;-1.0
21/10/2018;31.6;37.8;36.9;-1.0;-1.0;30.5;-1.0;-1.0;-1.0
22/10/2018;12.1;12.2;12.8;-1.0;-1.0;9.6;-1.0;-1.0;-1.0
23/10/2018;14.4;16.2;15.1;-1.0;-1.0;14.7;-1.0;-1.0;-1.0
24/10/2018;10.9;10.2;10.3;-1.0;-1.0;9.5;-1.0;-1.0;-1.0
25/10/2018;8.7;8.0;-1.0;-1.0;-1.0;5.5;-1.0;-1.0;-1.0
26/10/2018;18.5;16.9;-1.0;-1.0;-1.0;15.8;-1.0;-1.0;-1.0
27/10/2018;7.7;9.0;9.7;-1.0;-1.0;7.5;-1.0;-1.0;-1.0
28/10/2018;5.9;3.8;4.3;-1.0;-1.0;3.7;-1.0;-1.0;-1.0
29/10/2018;5.0;3.0;4.9;-1.0;-1.0;3.3;-1.0;-1.0;-1.0
30/10/2018;6.3;4.2;4.9;-1.0;-1.0;5.9;-1.0;-1.0;-1.0
31/10/2018;10.9;5.6;9.9;-1.0;-1.0;8.2;-1.0;-1.0;-1.0
01/11/2018;10.0;6.6;5.5;-1.0;-1.0;5.0;-1.0;-1.0;-1.0
02/11/2018;12.1;10.6;13.5;-1.0;-1.0;8.5;-1.0;-1.0;-1.0
03/11/2018;15.0;18.1;13.9;-1.0;-1.0;16.2;-1.0;-1.0;-1.0
04/11/2018;31.8;25.5;28.4;-1.0;-1.0;29.1;-1.0;-1.0;-1.0
05/11/2018;36.8;18.9;32.5;-1.0;-1.0;37.0;-1.0;-1.0;-1.0
06/11/2018;11.1;8.1;-1.0;-1.0;-1.0;13.4;-1.0;-1.0;-1.0
07/11/2018;-1.0;4.1;5.5;-1.0;-1.0;6.7;-1.0;-1.0;-1.0
08/11/2018;14.7;12.5;11.7;-1.0;-1.0;12.5;-1.0;-1.0;-1.0
09/11/2018;18.1;11.9;16.2;-1.0;-1.0;15.1;-1.0;-1.0;-1.0
10/11/2018;5.7;3.6;6.2;-1.0;-1.0;3.5;-1.0;-1.0;-1.0
11/11/2018;3.6;2.2;5.3;-1.0;-1.0;2.9;-1.0;-1.0;-1.0
12/11/2018;5.7;3.8;5.2;-1.0;-1.0;3.5;-1.0;-1.0;-1.0
13/11/2018;10.7;6.1;6.8;-1.0;-1.0;5.3;-1.0;-1.0;-1.0
14/11/2018;21.7;18.4;18.1;-1.0;-1.0;16.0;-1.0;-1.0;-1.0
15/11/2018;26.5;17.9;19.3;-1.0;-1.0;17.9;-1.0;-1.0;-1.0
16/11/2018;19.7;14.2;15.8;-1.0;-1.0;9.6;-1.0;-1.0;-1.0
17/11/2018;10.4;10.1;10.3;-1.0;-1.0;21.8;-1.0;-1.0;-1.0
18/11/2018;22.7;24.1;23.7;-1.0;-1.0;26.1;-1.0;-1.0;-1.0
19/11/2018;25.2;27.4;25.2;-1.0;-1.0;23.8;-1.0;-1.0;-1.0
20/11/2018;21.4;22.9;-1.0;-1.0;-1.0;29.4;-1.0;-1.0;-1.0
21/11/2018;29.0;23.3;-1.0;-1.0;-1.0;19.4;-1.0;-1.0;-1.0
22/11/2018;36.9;32.9;33.1;-1.0;-1.0;29.1;-1.0;-1.0;-1.0
23/11/2018;27.7;19.5;21.7;-1.0;-1.0;15.7;-1.0;-1.0;-1.0
24/11/2018;21.4;18.5;18.8;-1.0;-1.0;11.7;-1.0;-1.0;-1.0
25/11/2018;22.7;16.2;17.8;-1.0;-1.0;18.5;-1.0;-1.0;-1.0
26/11/2018;-1.0;16.0;16.1;-1.0;-1.0;17.2;-1.0;-1.0;-1.0
27/11/2018;-1.0;15.2;13.2;-1.0;-1.0;12.3;-1.0;-1.0;-1.0
28/11/2018;30.7;24.8;26.5;-1.0;-1.0;25.5;-1.0;-1.0;-1.0
29/11/2018;12.6;8.1;10.9;-1.0;-1.0;12.9;-1.0;-1.0;-1.0
30/11/2018;22.9;13.1;15.5;-1.0;-1.0;14.3;-1.0;-1.0;-1.0
01/12/2018;23.7;17.6;20.5;-1.0;-1.0;17.5;-1.0;-1.0;-1.0
02/12/2018;6.8;3.8;6.6;-1.0;-1.0;6.2;-1.0;-1.0;-1.0
03/12/2018;11.7;6.3;8.8;-1.0;-1.0;6.1;-1.0;-1.0;-1.0
04/12/2018;16.2;15.8;13.6;-1.0;-1.0;10.2;-1.0;-1.0;-1.0
05/12/2018;26.5;29.1;23.8;-1.0;-1.0;17.9;-1.0;-1.0;-1.0
06/12/2018;28.3;15.9;22.4;-1.0;-1.0;13.9;-1.0;-1.0;-1.0
07/12/2018;13.4;10.8;13.3;-1.0;-1.0;9.0;-1.0;-1.0;-1.0
08/12/2018;9.1;7.1;8.7;-1.0;-1.0;7.1;-1.0;-1.0;-1.0
09/12/2018;6.8;5.2;6.2;-1.0;-1.0;5.2;-1.0;-1.0;-1.0
10/12/2018;6.5;6.8;5.8;-1.0;-1.0;4.7;-1.0;-1.0;-1.0
11/12/2018;9.7;9.0;8.1;-1.0;-1.0;8.7;-1.0;-1.0;-1.0
12/12/2018;20.7;20.7;20.7;-1.0;-1.0;20.7;-1.0;-1.0;-1.0
13/12/2018;27.6;27.1;26.8;-1.0;-1.0;28.2;-1.0;-1.0;-1.0
14/12/2018;30.0;29.3;24.7;-1.0;-1.0;26.2;-1.0;-1.0;-1.0
15/12/2018;26.2;31.1;26.9;-1.0;-1.0;28.9;-1.0;-1.0;-1.0
16/12/2018;22.9;21.6;19.1;-1.0;-1.0;30.9;-1.0;-1.0;-1.0
17/12/2018;24.1;23.2;18.1;-1.0;-1.0;16.7;-1.0;-1.0;-1.0
18/12/2018;17.5;14.0;17.9;-1.0;-1.0;11.6;-1.0;-1.0;-1.0
19/12/2018;10.4;7.9;7.3;-1.0;-1.0;7.8;-1.0;-1.0;-1.0
20/12/2018;17.6;13.7;15.0;-1.0;-1.0;15.2;-1.0;-1.0;-1.0
21/12/2018;8.1;5.6;8.5;-1.0;-1.0;7.3;-1.0;-1.0;-1.0
22/12/2018;21.1;12.6;16.3;-1.0;-1.0;12.2;-1.0;-1.0;-1.0
23/12/2018;27.5;18.1;25.3;-1.0;-1.0;14.6;-1.0;-1.0;-1.0
24/12/2018;13.5;8.8;10.4;-1.0;-1.0;2.1;-1.0;-1.0;-1.0
25/12/2018;9.0;11.8;10.6;-1.0;-1.0;10.8;-1.0;-1.0;-1.0
26/12/2018;21.3;21.4;20.3;-1.0;-1.0;21.6;-1.0;-1.0;-1.0
27/12/2018;35.9;35.3;36.0;-1.0;-1.0;29.4;-1.0;-1.0;-1.0
28/12/2018;-1.0;33.5;35.1;-1.0;-1.0;29.7;-1.0;-1.0;-1.0
29/12/2018;-1.0;22.7;20.4;-1.0;-1.0;23.1;-1.0;-1.0;-1.0
30/12/2018;-1.0;14.9;12.4;-1.0;-1.0;14.4;-1.0;-1.0;-1.0
31/12/2018;-1.0;7.0;7.3;-1.0;-1.0;7.3;-1.0;-1.0;-1.0
01/01/2019;-1.0;7.7;7.5;-1.0;-1.0;5.8;-1.0;-1.0;-1.0
02/01/2019;-1.0;7.0;7.1;-1.0;-1.0;5.8;-1.0;-1.0;-1.0
03/01/2019;7.1;8.8;8.5;-1.0;-1.0;6.9;-1.0;-1.0;-1.0
04/01/2019;12.1;16.0;14.3;-1.0;-1.0;12.8;-1.0;-1.0;-1.0
05/01/2019;10.8;17.6;14.3;-1.0;-1.0;11.9;-1.0;-1.0;-1.0
06/01/2019;9.3;11.1;10.3;-1.0;-1.0;8.4;-1.0;-1.0;-1.0
07/01/2019;9.5;14.5;12.5;-1.0;-1.0;10.9;-1.0;-1.0;-1.0
08/01/2019;19.3;20.8;20.1;-1.0;-1.0;16.3;-1.0;-1.0;-1.0
09/01/2019;5.3;6.0;6.2;-1.0;-1.0;4.9;-1.0;-1.0;-1.0
10/01/2019;7.4;9.0;7.7;-1.0;-1.0;7.7;-1.0;-1.0;-1.0
11/01/2019;12.5;17.3;13.7;-1.0;-1.0;14.4;-1.0;-1.0;-1.0
12/01/2019;15.6;17.9;15.4;-1.0;-1.0;20.0;-1.0;-1.0;-1.0
13/01/2019;18.2;15.3;16.1;-1.0;-1.0;10.7;-1.0;-1.0;-1.0
14/01/2019;9.1;7.5;7.8;-1.0;-1.0;4.8;-1.0;-1.0;-1.0
15/01/2019;15.8;15.6;13.8;-1.0;-1.0;13.8;-1.0;-1.0;-1.0
16/01/2019;17.7;18.7;19.0;-1.0;-1.0;17.3;-1.0;-1.0;-1.0
17/01/2019;13.8;13.1;11.3;-1.0;-1.0;9.8;-1.0;-1.0;-1.0
18/01/2019;14.4;12.6;11.7;-1.0;-1.0;12.5;-1.0;-1.0;-1.0
19/01/2019;36.4;38.7;35.8;-1.0;-1.0;30.5;-1.0;-1.0;-1.0
20/01/2019;45.1;39.4;40.1;-1.0;-1.0;40.5;-1.0;-1.0;-1.0
21/01/2019;23.8;29.7;27.5;-1.0;-1.0;23.8;-1.0;-1.0;-1.0
22/01/2019;23.5;25.2;22.6;-1.0;-1.0;23.7;-1.0;-1.0;-1.0
23/01/2019;17.9;21.8;21.9;-1.0;-1.0;18.3;-1.0;-1.0;-1.0
24/01/2019;16.2;18.4;17.5;-1.0;-1.0;16.5;-1.0;-1.0;-1.0
25/01/2019;19.3;23.5;21.2;-1.0;-1.0;16.7;-1.0;-1.0;-1.0
26/01/2019;30.6;31.5;30.1;-1.0;-1.0;29.9;-1.0;-1.0;-1.0
27/01/2019;14.0;10.6;12.7;-1.0;-1.0;9.7;-1.0;-1.0;-1.0
28/01/2019;8.2;7.2;8.2;-1.0;-1.0;6.0;-1.0;-1.0;-1.0
29/01/2019;8.6;8.2;9.1;-1.0;-1.0;6.7;-1.0;-1.0;-1.0
30/01/2019;4.6;4.2;6.4;-1.0;-1.0;3.8;-1.0;-1.0;-1.0
31/01/2019;6.6;4.5;7.5;-1.0;-1.0;6.9;-1.0;-1.0;-1.0
01/02/2019;10.6;6.7;8.6;-1.0;-1.0;5.6;-1.0;-1.0;-1.0
02/02/2019;9.7;8.6;11.2;-1.0;-1.0;6.9;-1.0;-1.0;-1.0
03/02/2019;6.6;9.0;9.3;-1.0;-1.0;7.2;-1.0;-1.0;-1.0
04/02/2019;15.9;17.2;15.7;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/02/2019;30.5;36.5;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/02/2019;41.0;44.8;43.7;-1.0;-1.0;29.8;-1.0;-1.0;-1.0
07/02/2019;36.7;37.9;38.1;-1.0;-1.0;31.5;-1.0;-1.0;-1.0
08/02/2019;27.5;27.0;26.1;-1.0;-1.0;17.8;-1.0;-1.0;-1.0
09/02/2019;11.9;10.8;15.2;-1.0;-1.0;9.8;-1.0;-1.0;-1.0
10/02/2019;8.1;7.4;8.9;-1.0;-1.0;6.0;-1.0;-1.0;-1.0
11/02/2019;7.3;6.1;6.1;-1.0;-1.0;4.6;-1.0;-1.0;-1.0
12/02/2019;10.2;10.8;10.7;-1.0;-1.0;10.2;-1.0;-1.0;-1.0
13/02/2019;22.8;27.6;24.2;-1.0;-1.0;22.6;-1.0;-1.0;-1.0
14/02/2019;35.8;36.7;37.8;-1.0;-1.0;33.0;-1.0;-1.0;-1.0
15/02/2019;35.9;42.1;41.8;-1.0;-1.0;28.3;-1.0;-1.0;-1.0
16/02/2019;25.3;31.2;25.5;-1.0;-1.0;21.2;-1.0;-1.0;-1.0
17/02/2019;18.1;17.7;19.0;-1.0;-1.0;15.1;-1.0;-1.0;-1.0
18/02/2019;11.0;8.7;11.1;-1.0;-1.0;10.4;-1.0;-1.0;-1.0
19/02/2019;21.7;23.7;21.7;-1.0;-1.0;20.2;-1.0;-1.0;-1.0
20/02/2019;29.0;34.1;29.0;-1.0;-1.0;25.3;-1.0;-1.0;-1.0
21/02/2019;31.5;38.1;36.9;-1.0;-1.0;30.4;-1.0;-1.0;-1.0
22/02/2019;20.3;23.1;20.9;-1.0;-1.0;18.4;-1.0;-1.0;-1.0
23/02/2019;23.0;31.0;25.2;-1.0;-1.0;21.1;-1.0;-1.0;-1.0
24/02/2019;27.9;34.0;31.3;-1.0;-1.0;26.9;-1.0;-1.0;-1.0
25/02/2019;35.6;43.4;41.1;-1.0;-1.0;32.2;-1.0;-1.0;-1.0
26/02/2019;38.7;49.8;45.2;-1.0;-1.0;34.7;-1.0;-1.0;-1.0
27/02/2019;35.6;45.7;42.7;-1.0;-1.0;28.6;-1.0;-1.0;-1.0
28/02/2019;21.6;30.2;28.3;-1.0;-1.0;15.2;-1.0;-1.0;-1.0
01/03/2019;8.9;12.8;8.6;-1.0;-1.0;5.9;-1.0;-1.0;-1.0
02/03/2019;15.6;17.1;16.0;-1.0;-1.0;14.9;-1.0;-1.0;-1.0
03/03/2019;14.5;11.8;18.0;-1.0;-1.0;11.0;-1.0;-1.0;-1.0
04/03/2019;4.8;4.3;6.0;-1.0;-1.0;3.7;-1.0;-1.0;-1.0
05/03/2019;8.3;7.2;7.5;-1.0;-1.0;5.7;-1.0;-1.0;-1.0
06/03/2019;6.5;6.3;7.4;-1.0;-1.0;7.1;-1.0;-1.0;-1.0
07/03/2019;3.3;2.3;3.7;-1.0;-1.0;2.1;-1.0;-1.0;-1.0
08/03/2019;10.5;6.8;8.3;-1.0;-1.0;6.2;-1.0;-1.0;-1.0
09/03/2019;12.3;8.2;10.9;-1.0;-1.0;8.2;-1.0;-1.0;-1.0
10/03/2019;5.8;5.3;6.8;-1.0;-1.0;5.2;-1.0;-1.0;-1.0
11/03/2019;5.8;5.8;5.1;-1.0;-1.0;5.0;-1.0;-1.0;-1.0
12/03/2019;8.1;8.5;9.6;-1.0;-1.0;6.9;-1.0;-1.0;-1.0
13/03/2019;4.6;4.1;4.2;-1.0;-1.0;3.7;-1.0;-1.0;-1.0
14/03/2019;8.2;6.3;6.9;-1.0;-1.0;5.3;-1.0;-1.0;-1.0
15/03/2019;9.9;5.4;5.9;-1.0;-1.0;1.9;-1.0;-1.0;-1.0
16/03/2019;9.9;9.3;10.4;-1.0;-1.0;4.8;-1.0;-1.0;-1.0
17/03/2019;7.8;5.8;7.0;-1.0;-1.0;4.4;-1.0;-1.0;-1.0
18/03/2019;5.1;4.8;4.4;-1.0;-1.0;3.8;-1.0;-1.0;-1.0
19/03/2019;6.6;6.7;7.6;-1.0;-1.0;6.8;-1.0;-1.0;-1.0
20/03/2019;9.0;9.8;9.8;-1.0;-1.0;7.9;-1.0;-1.0;-1.0
21/03/2019;15.5;17.4;16.0;-1.0;-1.0;17.4;-1.0;-1.0;-1.0
22/03/2019;23.3;26.8;27.6;-1.0;-1.0;24.0;-1.0;-1.0;-1.0
23/03/2019;18.9;23.3;20.4;-1.0;-1.0;16.7;-1.0;-1.0;-1.0
24/03/2019;21.1;36.9;28.8;-1.0;-1.0;25.1;-1.0;-1.0;-1.0
25/03/2019;19.5;21.2;19.7;-1.0;-1.0;17.5;-1.0;-1.0;-1.0
26/03/2019;7.4;8.2;7.0;-1.0;-1.0;6.5;-1.0;-1.0;-1.0
27/03/2019;10.3;11.1;10.7;-1.0;-1.0;9.5;-1.0;-1.0;-1.0
28/03/2019;11.2;11.7;11.7;-1.0;-1.0;9.9;-1.0;-1.0;-1.0
29/03/2019;13.1;15.3;14.7;-1.0;-1.0;11.7;-1.0;-1.0;-1.0
30/03/2019;12.3;10.5;10.8;-1.0;-1.0;11.0;-1.0;-1.0;-1.0
31/03/2019;13.3;15.7;14.2;-1.0;-1.0;10.8;-1.0;-1.0;-1.0
01/04/2019;19.2;22.2;20.3;-1.0;-1.0;16.5;-1.0;-1.0;-1.0
02/04/2019;10.5;11.7;10.9;-1.0;-1.0;9.9;-1.0;-1.0;-1.0
03/04/2019;7.3;6.1;7.7;-1.0;-1.0;5.0;-1.0;-1.0;-1.0
04/04/2019;10.0;6.2;7.3;-1.0;-1.0;6.2;-1.0;-1.0;-1.0
05/04/2019;10.1;11.3;12.3;-1.0;-1.0;10.0;-1.0;-1.0;-1.0
06/04/2019;7.8;7.5;8.1;-1.0;-1.0;6.5;-1.0;-1.0;-1.0
07/04/2019;9.2;5.5;6.2;-1.0;-1.0;6.6;-1.0;-1.0;-1.0
08/04/2019;11.2;8.4;-1.0;-1.0;-1.0;7.6;-1.0;-1.0;-1.0
09/04/2019;11.0;9.0;-1.0;-1.0;-1.0;6.8;-1.0;-1.0;-1.0
10/04/2019;6.7;7.8;7.8;-1.0;-1.0;7.3;-1.0;-1.0;-1.0
11/04/2019;22.2;27.8;23.9;-1.0;-1.0;23.2;-1.0;-1.0;-1.0
12/04/2019;16.2;19.7;17.0;-1.0;-1.0;17.8;-1.0;-1.0;-1.0
13/04/2019;17.7;22.7;18.2;-1.0;-1.0;18.7;-1.0;-1.0;-1.0
14/04/2019;13.9;15.8;13.9;-1.0;-1.0;14.2;-1.0;-1.0;-1.0
15/04/2019;15.8;17.5;16.6;-1.0;-1.0;15.3;-1.0;-1.0;-1.0
16/04/2019;8.1;6.5;6.7;-1.0;-1.0;5.3;-1.0;-1.0;-1.0
17/04/2019;11.5;11.3;11.2;-1.0;-1.0;7.5;-1.0;-1.0;-1.0
18/04/2019;11.0;8.5;9.3;-1.0;-1.0;7.5;-1.0;-1.0;-1.0
19/04/2019;18.1;14.9;15.7;-1.0;-1.0;12.6;-1.0;-1.0;-1.0
20/04/2019;13.4;10.4;10.5;-1.0;-1.0;11.2;-1.0;-1.0;-1.0
21/04/2019;11.3;11.7;11.4;-1.0;-1.0;8.1;-1.0;-1.0;-1.0
22/04/2019;13.4;10.6;10.9;-1.0;-1.0;8.9;-1.0;-1.0;-1.0
23/04/2019;12.8;-1.0;10.7;-1.0;-1.0;10.1;-1.0;-1.0;-1.0
24/04/2019;7.7;-1.0;7.1;-1.0;-1.0;5.6;-1.0;-1.0;-1.0
25/04/2019;4.9;3.6;4.9;-1.0;-1.0;2.9;-1.0;-1.0;-1.0
26/04/2019;6.1;2.5;4.9;-1.0;-1.0;1.9;-1.0;-1.0;-1.0
27/04/2019;5.4;3.9;4.8;-1.0;-1.0;3.5;-1.0;-1.0;-1.0
28/04/2019;7.5;4.9;5.6;-1.0;-1.0;4.3;-1.0;-1.0;-1.0
29/04/2019;5.4;3.2;5.3;-1.0;-1.0;2.5;-1.0;-1.0;-1.0
30/04/2019;8.4;7.9;9.2;-1.0;-1.0;7.4;-1.0;-1.0;-1.0
01/05/2019;16.2;15.9;13.9;-1.0;-1.0;11.5;-1.0;-1.0;-1.0
02/05/2019;11.1;11.3;11.3;-1.0;-1.0;8.3;-1.0;-1.0;-1.0
03/05/2019;9.8;7.8;8.9;-1.0;-1.0;5.7;-1.0;-1.0;-1.0
04/05/2019;3.4;3.7;4.8;-1.0;-1.0;3.2;-1.0;-1.0;-1.0
05/05/2019;5.5;4.9;6.6;-1.0;-1.0;4.2;-1.0;-1.0;-1.0
06/05/2019;7.7;6.1;7.4;-1.0;-1.0;6.3;-1.0;-1.0;-1.0
07/05/2019;9.8;8.9;10.2;-1.0;-1.0;7.4;-1.0;-1.0;-1.0
