;FR20013;FR20046;FR20062;FR20065;FR20061;FR20077;FR20037;FR20017;FR20048
10/05/2013;10.0;2.3;5.0;6.0;5.0;-1.0;-1.0;-1.0;-1.0
11/05/2013;10.0;3.6;6.0;8.0;5.0;-1.0;-1.0;-1.0;-1.0
12/05/2013;8.0;2.6;5.0;6.0;5.0;-1.0;-1.0;-1.0;-1.0
13/05/2013;14.0;7.5;9.0;9.0;8.0;-1.0;-1.0;-1.0;-1.0
14/05/2013;15.0;6.3;8.0;13.0;10.0;-1.0;-1.0;-1.0;-1.0
15/05/2013;13.0;4.8;-1.0;11.0;7.0;-1.0;-1.0;-1.0;-1.0
16/05/2013;13.0;3.3;6.0;9.0;5.0;-1.0;-1.0;-1.0;-1.0
17/05/2013;17.0;7.1;10.0;13.0;9.0;-1.0;-1.0;-1.0;-1.0
18/05/2013;12.0;3.4;6.0;7.0;8.0;-1.0;-1.0;-1.0;-1.0
19/05/2013;7.0;2.3;5.0;5.0;5.0;-1.0;-1.0;-1.0;-1.0
20/05/2013;8.0;3.4;6.0;9.0;6.0;-1.0;-1.0;-1.0;-1.0
21/05/2013;15.0;5.1;8.0;12.0;7.0;-1.0;-1.0;-1.0;-1.0
22/05/2013;12.0;3.5;6.0;8.0;5.0;-1.0;-1.0;-1.0;-1.0
23/05/2013;12.0;5.7;8.0;9.0;7.0;-1.0;-1.0;-1.0;-1.0
24/05/2013;10.0;3.4;5.0;7.0;5.0;-1.0;-1.0;-1.0;-1.0
25/05/2013;7.0;2.5;4.0;6.0;4.0;-1.0;-1.0;-1.0;-1.0
26/05/2013;13.0;6.8;9.0;10.0;9.0;-1.0;-1.0;-1.0;-1.0
27/05/2013;-1.0;10.8;12.0;14.0;11.0;-1.0;-1.0;-1.0;-1.0
28/05/2013;17.0;5.6;8.0;12.0;9.0;-1.0;-1.0;-1.0;-1.0
29/05/2013;15.0;4.4;6.0;10.0;6.0;-1.0;-1.0;-1.0;-1.0
30/05/2013;14.0;2.4;5.0;6.0;5.0;-1.0;-1.0;-1.0;-1.0
31/05/2013;14.0;5.0;7.0;10.0;8.0;-1.0;-1.0;-1.0;-1.0
01/06/2013;20.0;11.1;14.0;14.0;14.0;-1.0;-1.0;-1.0;-1.0
02/06/2013;15.0;8.8;11.0;12.0;11.0;-1.0;-1.0;-1.0;-1.0
03/06/2013;13.0;5.0;7.0;9.0;7.0;-1.0;-1.0;-1.0;-1.0
04/06/2013;15.0;5.2;8.0;12.0;8.0;-1.0;-1.0;-1.0;-1.0
05/06/2013;24.0;13.0;14.0;-1.0;13.0;-1.0;-1.0;-1.0;-1.0
06/06/2013;21.0;8.5;10.0;-1.0;14.0;-1.0;-1.0;-1.0;-1.0
07/06/2013;23.0;9.5;12.0;-1.0;17.0;-1.0;-1.0;-1.0;-1.0
08/06/2013;21.0;9.8;12.0;16.0;15.0;-1.0;-1.0;-1.0;-1.0
09/06/2013;16.0;8.3;11.0;12.0;12.0;-1.0;-1.0;-1.0;-1.0
10/06/2013;18.0;6.4;9.0;12.0;9.0;-1.0;-1.0;-1.0;-1.0
11/06/2013;21.0;7.7;11.0;14.0;13.0;-1.0;-1.0;-1.0;-1.0
12/06/2013;20.0;8.2;10.0;14.0;12.0;-1.0;-1.0;-1.0;-1.0
13/06/2013;18.0;6.6;9.0;14.0;10.0;-1.0;-1.0;-1.0;-1.0
14/06/2013;15.0;3.1;5.0;7.0;7.0;-1.0;-1.0;-1.0;-1.0
15/06/2013;21.0;8.7;13.0;14.0;13.0;-1.0;-1.0;-1.0;-1.0
16/06/2013;15.0;6.3;10.0;11.0;13.0;-1.0;-1.0;-1.0;-1.0
17/06/2013;15.0;7.7;10.0;18.0;12.0;-1.0;-1.0;-1.0;-1.0
18/06/2013;28.0;16.7;16.0;24.0;20.0;-1.0;-1.0;-1.0;-1.0
19/06/2013;26.0;15.5;19.0;32.0;23.0;-1.0;-1.0;-1.0;-1.0
20/06/2013;16.0;7.6;10.0;23.0;12.0;-1.0;-1.0;-1.0;-1.0
21/06/2013;13.0;3.8;5.0;9.0;6.0;-1.0;-1.0;-1.0;-1.0
22/06/2013;12.0;4.5;6.0;8.0;7.0;-1.0;-1.0;-1.0;-1.0
23/06/2013;8.0;3.3;4.0;7.0;5.0;-1.0;-1.0;-1.0;-1.0
24/06/2013;9.0;3.2;6.0;10.0;6.0;-1.0;-1.0;-1.0;-1.0
25/06/2013;14.0;5.0;8.0;12.0;8.0;-1.0;-1.0;-1.0;-1.0
26/06/2013;13.0;6.3;9.0;12.0;9.0;-1.0;-1.0;-1.0;-1.0
27/06/2013;18.0;8.8;11.0;28.0;11.0;-1.0;-1.0;-1.0;-1.0
28/06/2013;17.0;7.3;10.0;-1.0;9.0;-1.0;-1.0;-1.0;-1.0
29/06/2013;15.0;3.7;7.0;-1.0;7.0;-1.0;-1.0;-1.0;-1.0
30/06/2013;14.0;6.3;8.0;-1.0;10.0;-1.0;-1.0;-1.0;-1.0
01/07/2013;22.0;8.8;11.0;-1.0;12.0;-1.0;-1.0;-1.0;-1.0
02/07/2013;23.0;10.9;14.0;31.0;15.0;-1.0;-1.0;-1.0;-1.0
03/07/2013;18.0;6.7;9.0;10.0;8.0;-1.0;-1.0;-1.0;-1.0
04/07/2013;14.0;4.3;6.0;8.0;8.0;-1.0;-1.0;-1.0;-1.0
05/07/2013;16.0;5.4;8.0;9.0;10.0;-1.0;-1.0;-1.0;-1.0
06/07/2013;19.0;9.0;11.0;12.0;14.0;-1.0;-1.0;-1.0;-1.0
07/07/2013;24.0;13.3;16.0;15.0;17.0;-1.0;-1.0;-1.0;-1.0
08/07/2013;36.0;16.2;18.0;18.0;20.0;-1.0;-1.0;-1.0;-1.0
09/07/2013;34.0;17.1;20.0;23.0;22.0;-1.0;-1.0;-1.0;-1.0
10/07/2013;32.0;16.1;20.0;24.0;26.0;-1.0;-1.0;-1.0;-1.0
11/07/2013;33.0;16.3;20.0;19.0;20.0;-1.0;-1.0;-1.0;-1.0
12/07/2013;23.0;10.8;14.0;17.0;16.0;-1.0;-1.0;-1.0;-1.0
13/07/2013;19.0;10.6;13.0;13.0;14.0;-1.0;-1.0;-1.0;-1.0
14/07/2013;22.0;15.6;17.0;18.0;18.0;-1.0;-1.0;-1.0;-1.0
15/07/2013;23.0;13.2;15.0;20.0;16.0;-1.0;-1.0;-1.0;-1.0
16/07/2013;26.0;14.5;16.0;20.0;18.0;-1.0;-1.0;-1.0;-1.0
17/07/2013;39.0;17.4;19.0;24.0;19.0;-1.0;-1.0;-1.0;-1.0
18/07/2013;29.0;-1.0;19.0;21.0;20.0;-1.0;-1.0;-1.0;-1.0
19/07/2013;30.0;-1.0;21.0;29.0;24.0;-1.0;-1.0;-1.0;-1.0
20/07/2013;20.0;-1.0;13.0;16.0;17.0;-1.0;-1.0;-1.0;-1.0
21/07/2013;22.0;-1.0;17.0;19.0;21.0;-1.0;-1.0;-1.0;-1.0
22/07/2013;29.0;-1.0;18.0;22.0;19.0;-1.0;-1.0;-1.0;-1.0
23/07/2013;21.0;9.8;14.0;35.0;14.0;-1.0;-1.0;-1.0;-1.0
24/07/2013;29.0;10.7;13.0;20.0;13.0;-1.0;-1.0;-1.0;-1.0
25/07/2013;27.0;16.5;19.0;29.0;17.0;-1.0;-1.0;-1.0;-1.0
26/07/2013;28.0;14.2;16.0;18.0;19.0;-1.0;-1.0;-1.0;-1.0
27/07/2013;24.0;11.5;14.0;14.0;14.0;-1.0;-1.0;-1.0;-1.0
28/07/2013;15.0;8.3;-1.0;11.0;10.0;-1.0;-1.0;-1.0;-1.0
29/07/2013;16.0;8.3;8.0;13.0;8.0;-1.0;-1.0;-1.0;-1.0
30/07/2013;13.0;5.6;6.0;9.0;8.0;-1.0;-1.0;-1.0;-1.0
31/07/2013;16.0;7.3;8.0;12.0;10.0;-1.0;-1.0;-1.0;-1.0
01/08/2013;16.0;10.3;10.0;25.0;13.0;-1.0;-1.0;-1.0;-1.0
02/08/2013;18.0;7.9;8.0;-1.0;12.0;-1.0;-1.0;-1.0;-1.0
03/08/2013;19.0;8.8;9.0;11.0;12.0;-1.0;-1.0;-1.0;-1.0
04/08/2013;17.0;7.6;8.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/08/2013;22.0;13.6;15.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/08/2013;24.0;13.2;14.0;22.0;15.0;-1.0;-1.0;-1.0;-1.0
07/08/2013;16.0;7.1;8.0;11.0;10.0;-1.0;-1.0;-1.0;-1.0
08/08/2013;15.0;7.4;8.0;11.0;11.0;-1.0;-1.0;-1.0;-1.0
09/08/2013;15.0;6.9;8.0;13.0;10.0;-1.0;-1.0;-1.0;-1.0
10/08/2013;11.0;4.2;5.0;8.0;7.0;-1.0;-1.0;-1.0;-1.0
11/08/2013;14.0;7.0;8.0;14.0;10.0;-1.0;-1.0;-1.0;-1.0
12/08/2013;18.0;10.2;12.0;13.0;11.0;-1.0;-1.0;-1.0;-1.0
13/08/2013;14.0;6.7;7.0;36.0;9.0;-1.0;-1.0;-1.0;-1.0
14/08/2013;-1.0;5.4;6.0;16.0;8.0;-1.0;-1.0;-1.0;-1.0
15/08/2013;-1.0;9.2;9.0;26.0;10.0;-1.0;-1.0;-1.0;-1.0
16/08/2013;-1.0;12.9;12.0;25.0;14.0;-1.0;-1.0;-1.0;-1.0
17/08/2013;-1.0;11.3;10.0;12.0;11.0;-1.0;-1.0;-1.0;-1.0
18/08/2013;-1.0;11.9;11.0;13.0;12.0;-1.0;-1.0;-1.0;-1.0
19/08/2013;-1.0;8.1;8.0;11.0;9.0;-1.0;-1.0;-1.0;-1.0
20/08/2013;7.0;5.9;6.0;9.0;8.0;-1.0;-1.0;-1.0;-1.0
21/08/2013;12.0;8.2;9.0;14.0;11.0;-1.0;-1.0;-1.0;-1.0
22/08/2013;16.0;12.8;12.0;20.0;12.0;-1.0;-1.0;-1.0;-1.0
23/08/2013;20.0;13.9;15.0;21.0;16.0;-1.0;-1.0;-1.0;-1.0
24/08/2013;15.0;12.7;13.0;14.0;13.0;-1.0;-1.0;-1.0;-1.0
25/08/2013;8.0;4.4;5.0;7.0;6.0;-1.0;-1.0;-1.0;-1.0
26/08/2013;11.0;5.5;6.0;11.0;7.0;-1.0;-1.0;-1.0;-1.0
27/08/2013;19.0;9.7;11.0;15.0;10.0;-1.0;-1.0;-1.0;-1.0
28/08/2013;16.0;9.2;10.0;14.0;12.0;-1.0;-1.0;-1.0;-1.0
29/08/2013;24.0;15.3;16.0;-1.0;18.0;-1.0;-1.0;-1.0;-1.0
30/08/2013;21.0;14.2;15.0;18.0;17.0;-1.0;-1.0;-1.0;-1.0
31/08/2013;19.0;13.9;14.0;15.0;16.0;-1.0;-1.0;-1.0;-1.0
01/09/2013;11.0;6.9;7.0;9.0;9.0;-1.0;-1.0;-1.0;-1.0
02/09/2013;11.0;-1.0;6.0;10.0;8.0;-1.0;-1.0;-1.0;-1.0
03/09/2013;17.0;7.1;8.0;11.0;10.0;-1.0;-1.0;-1.0;-1.0
04/09/2013;22.0;13.9;14.0;24.0;17.0;-1.0;-1.0;-1.0;-1.0
05/09/2013;20.0;12.8;11.0;18.0;17.0;-1.0;-1.0;-1.0;-1.0
06/09/2013;16.0;9.4;10.0;17.0;14.0;-1.0;-1.0;-1.0;-1.0
07/09/2013;14.0;7.6;9.0;14.0;11.0;-1.0;-1.0;-1.0;-1.0
08/09/2013;6.0;2.8;4.0;6.0;5.0;-1.0;-1.0;-1.0;-1.0
09/09/2013;9.0;4.1;-1.0;9.0;6.0;-1.0;-1.0;-1.0;-1.0
10/09/2013;9.0;5.3;8.0;10.0;7.0;-1.0;-1.0;-1.0;-1.0
11/09/2013;9.0;5.3;-1.0;8.0;8.0;-1.0;-1.0;-1.0;-1.0
12/09/2013;13.0;8.0;-1.0;11.0;10.0;-1.0;-1.0;-1.0;-1.0
13/09/2013;13.0;8.0;8.0;11.0;9.0;-1.0;-1.0;-1.0;-1.0
14/09/2013;12.0;7.5;9.0;13.0;11.0;-1.0;-1.0;-1.0;-1.0
15/09/2013;3.0;2.7;4.0;6.0;5.0;-1.0;-1.0;-1.0;-1.0
16/09/2013;12.0;6.2;8.0;11.0;8.0;-1.0;-1.0;-1.0;-1.0
17/09/2013;10.0;4.6;6.0;-1.0;5.0;-1.0;-1.0;-1.0;-1.0
18/09/2013;13.0;5.0;8.0;-1.0;7.0;-1.0;-1.0;-1.0;-1.0
19/09/2013;9.0;3.9;5.0;7.0;5.0;-1.0;-1.0;-1.0;-1.0
20/09/2013;13.0;5.9;8.0;12.0;9.0;-1.0;-1.0;-1.0;-1.0
21/09/2013;11.0;7.3;8.0;11.0;9.0;-1.0;-1.0;-1.0;-1.0
22/09/2013;13.0;9.2;11.0;13.0;12.0;-1.0;-1.0;-1.0;-1.0
23/09/2013;20.0;11.8;13.0;19.0;13.0;-1.0;-1.0;-1.0;-1.0
24/09/2013;22.0;13.4;16.0;20.0;17.0;-1.0;-1.0;-1.0;-1.0
25/09/2013;24.0;12.1;14.0;19.0;19.0;-1.0;-1.0;-1.0;-1.0
26/09/2013;29.0;17.1;19.0;24.0;22.0;-1.0;-1.0;-1.0;-1.0
27/09/2013;27.0;16.3;19.0;26.0;22.0;-1.0;-1.0;-1.0;-1.0
28/09/2013;20.0;13.1;14.0;17.0;16.0;-1.0;-1.0;-1.0;-1.0
29/09/2013;12.0;5.9;8.0;-1.0;9.0;-1.0;-1.0;-1.0;-1.0
30/09/2013;16.0;6.7;9.0;-1.0;10.0;-1.0;-1.0;-1.0;-1.0
01/10/2013;21.0;10.2;14.0;-1.0;14.0;-1.0;-1.0;-1.0;-1.0
02/10/2013;29.0;12.2;17.0;23.0;19.0;-1.0;-1.0;-1.0;-1.0
03/10/2013;17.0;8.7;11.0;16.0;14.0;-1.0;-1.0;-1.0;-1.0
04/10/2013;21.0;9.4;13.0;17.0;15.0;-1.0;-1.0;-1.0;-1.0
05/10/2013;9.0;2.9;6.0;8.0;6.0;-1.0;-1.0;-1.0;-1.0
06/10/2013;4.0;3.0;6.0;9.0;7.0;-1.0;-1.0;-1.0;-1.0
07/10/2013;12.0;6.1;9.0;11.0;9.0;-1.0;-1.0;-1.0;-1.0
08/10/2013;20.0;14.5;17.0;20.0;17.0;-1.0;-1.0;-1.0;-1.0
09/10/2013;23.0;17.1;17.0;21.0;17.0;-1.0;-1.0;-1.0;-1.0
10/10/2013;12.0;8.8;10.0;13.0;8.0;-1.0;-1.0;-1.0;-1.0
11/10/2013;10.0;5.2;7.0;9.0;7.0;-1.0;-1.0;-1.0;-1.0
12/10/2013;15.0;10.9;11.0;15.0;11.0;-1.0;-1.0;-1.0;-1.0
13/10/2013;19.0;16.1;14.0;18.0;13.0;-1.0;-1.0;-1.0;-1.0
14/10/2013;22.0;14.1;17.0;22.0;17.0;-1.0;-1.0;-1.0;-1.0
15/10/2013;17.0;10.0;14.0;17.0;16.0;-1.0;-1.0;-1.0;-1.0
16/10/2013;18.0;8.4;13.0;16.0;13.0;-1.0;-1.0;-1.0;-1.0
17/10/2013;11.0;4.8;9.0;10.0;9.0;-1.0;-1.0;-1.0;-1.0
18/10/2013;19.0;12.3;16.0;19.0;17.0;-1.0;-1.0;-1.0;-1.0
19/10/2013;11.0;8.6;12.0;17.0;15.0;-1.0;-1.0;-1.0;-1.0
20/10/2013;8.0;4.4;6.0;11.0;9.0;-1.0;-1.0;-1.0;-1.0
21/10/2013;15.0;8.4;11.0;16.0;14.0;-1.0;-1.0;-1.0;-1.0
22/10/2013;12.0;9.8;14.0;19.0;15.0;-1.0;-1.0;-1.0;-1.0
23/10/2013;14.0;7.3;9.0;14.0;10.0;-1.0;-1.0;-1.0;-1.0
24/10/2013;18.0;9.2;14.0;18.0;15.0;-1.0;-1.0;-1.0;-1.0
25/10/2013;8.0;6.3;8.0;16.0;11.0;-1.0;-1.0;-1.0;-1.0
26/10/2013;12.0;9.2;12.0;18.0;16.0;-1.0;-1.0;-1.0;-1.0
27/10/2013;7.0;6.4;7.0;15.0;7.0;-1.0;-1.0;-1.0;-1.0
28/10/2013;9.0;7.4;8.0;15.0;8.0;-1.0;-1.0;-1.0;-1.0
29/10/2013;11.0;5.2;6.0;10.0;7.0;-1.0;-1.0;-1.0;-1.0
30/10/2013;8.0;5.1;7.0;9.0;8.0;-1.0;-1.0;-1.0;-1.0
31/10/2013;22.0;16.3;16.0;19.0;18.0;-1.0;-1.0;-1.0;-1.0
01/11/2013;25.0;24.1;28.0;29.0;31.0;-1.0;-1.0;-1.0;-1.0
02/11/2013;15.0;8.8;11.0;14.0;13.0;-1.0;-1.0;-1.0;-1.0
03/11/2013;7.0;5.1;6.0;8.0;7.0;-1.0;-1.0;-1.0;-1.0
04/11/2013;8.0;3.2;7.0;12.0;6.0;-1.0;-1.0;-1.0;-1.0
05/11/2013;13.0;6.5;10.0;11.0;10.0;-1.0;-1.0;-1.0;-1.0
06/11/2013;20.0;9.0;14.0;17.0;13.0;-1.0;-1.0;-1.0;-1.0
07/11/2013;29.0;17.9;22.0;25.0;15.0;-1.0;-1.0;-1.0;-1.0
08/11/2013;20.0;10.4;-1.0;-1.0;15.0;-1.0;-1.0;-1.0;-1.0
09/11/2013;9.0;3.1;6.0;-1.0;6.0;-1.0;-1.0;-1.0;-1.0
10/11/2013;5.0;2.1;-1.0;-1.0;5.0;-1.0;-1.0;-1.0;-1.0
11/11/2013;5.0;3.7;6.0;-1.0;5.0;-1.0;-1.0;-1.0;-1.0
12/11/2013;20.0;14.2;15.0;-1.0;18.0;-1.0;-1.0;-1.0;-1.0
13/11/2013;16.0;12.9;13.0;-1.0;13.0;-1.0;-1.0;-1.0;-1.0
14/11/2013;14.0;12.3;12.0;12.0;11.0;-1.0;-1.0;-1.0;-1.0
15/11/2013;14.0;9.9;12.0;12.0;12.0;-1.0;-1.0;-1.0;-1.0
16/11/2013;29.0;23.8;29.0;29.0;28.0;-1.0;-1.0;-1.0;-1.0
17/11/2013;43.0;36.7;39.0;41.0;35.0;-1.0;-1.0;-1.0;-1.0
18/11/2013;49.0;35.4;49.0;45.0;33.0;-1.0;-1.0;-1.0;-1.0
19/11/2013;15.0;10.7;12.0;15.0;13.0;-1.0;-1.0;-1.0;-1.0
20/11/2013;-1.0;5.0;7.0;9.0;6.0;-1.0;-1.0;-1.0;-1.0
21/11/2013;17.0;11.3;13.0;17.0;14.0;-1.0;-1.0;-1.0;-1.0
22/11/2013;9.0;5.4;7.0;8.0;6.0;-1.0;-1.0;-1.0;-1.0
23/11/2013;12.0;9.3;11.0;13.0;10.0;-1.0;-1.0;-1.0;-1.0
24/11/2013;10.0;8.0;9.0;10.0;9.0;-1.0;-1.0;-1.0;-1.0
25/11/2013;9.0;5.1;6.0;8.0;5.0;-1.0;-1.0;-1.0;-1.0
26/11/2013;12.0;7.9;10.0;11.0;10.0;-1.0;-1.0;-1.0;-1.0
27/11/2013;28.0;20.2;20.0;21.0;18.0;-1.0;-1.0;-1.0;-1.0
28/11/2013;47.0;40.9;31.0;35.0;36.0;-1.0;-1.0;-1.0;-1.0
29/11/2013;62.0;52.0;54.0;57.0;50.0;-1.0;-1.0;-1.0;-1.0
30/11/2013;25.0;22.5;25.0;25.0;20.0;-1.0;-1.0;-1.0;-1.0
01/12/2013;15.0;11.9;14.0;15.0;12.0;-1.0;-1.0;-1.0;-1.0
02/12/2013;31.0;36.0;29.0;33.0;22.0;-1.0;-1.0;-1.0;-1.0
03/12/2013;75.0;57.9;62.0;61.0;51.0;-1.0;-1.0;-1.0;-1.0
04/12/2013;71.0;50.0;61.0;62.0;59.0;-1.0;-1.0;-1.0;-1.0
05/12/2013;48.0;39.1;42.0;46.0;42.0;-1.0;-1.0;-1.0;-1.0
06/12/2013;38.0;30.3;30.0;32.0;25.0;-1.0;-1.0;-1.0;-1.0
07/12/2013;17.0;12.4;12.0;14.0;19.0;-1.0;-1.0;-1.0;-1.0
08/12/2013;49.0;50.6;47.0;44.0;28.0;-1.0;-1.0;-1.0;-1.0
09/12/2013;80.0;64.0;77.0;70.0;48.0;-1.0;-1.0;-1.0;-1.0
10/12/2013;83.0;56.8;66.0;60.0;49.0;-1.0;-1.0;-1.0;-1.0
11/12/2013;82.0;63.4;69.0;67.0;59.0;-1.0;-1.0;-1.0;-1.0
12/12/2013;68.0;58.8;58.0;54.0;46.0;-1.0;-1.0;-1.0;-1.0
13/12/2013;66.0;50.6;63.0;55.0;46.0;-1.0;-1.0;-1.0;-1.0
14/12/2013;68.0;39.9;48.0;47.0;51.0;-1.0;-1.0;-1.0;-1.0
15/12/2013;53.0;31.4;38.0;38.0;35.0;-1.0;-1.0;-1.0;-1.0
16/12/2013;41.0;55.0;44.0;41.0;38.0;-1.0;-1.0;-1.0;-1.0
17/12/2013;22.0;13.6;13.0;15.0;26.0;-1.0;-1.0;-1.0;-1.0
18/12/2013;31.0;21.2;20.0;27.0;27.0;-1.0;-1.0;-1.0;-1.0
19/12/2013;13.0;8.7;10.0;-1.0;14.0;-1.0;-1.0;-1.0;-1.0
20/12/2013;14.0;9.4;12.0;-1.0;14.0;-1.0;-1.0;-1.0;-1.0
21/12/2013;18.0;18.7;16.0;21.0;27.0;-1.0;-1.0;-1.0;-1.0
22/12/2013;9.0;5.8;8.0;14.0;10.0;-1.0;-1.0;-1.0;-1.0
23/12/2013;14.0;9.0;12.0;16.0;11.0;-1.0;-1.0;-1.0;-1.0
24/12/2013;7.0;3.9;7.0;12.0;6.0;-1.0;-1.0;-1.0;-1.0
25/12/2013;7.0;3.3;5.0;8.0;5.0;-1.0;-1.0;-1.0;-1.0
26/12/2013;6.0;2.3;4.0;6.0;5.0;-1.0;-1.0;-1.0;-1.0
27/12/2013;20.0;15.7;15.0;17.0;16.0;-1.0;-1.0;-1.0;-1.0
28/12/2013;8.0;4.2;6.0;13.0;9.0;-1.0;-1.0;-1.0;-1.0
29/12/2013;18.0;15.0;14.0;19.0;14.0;-1.0;-1.0;-1.0;-1.0
30/12/2013;40.0;19.5;24.0;24.0;30.0;-1.0;-1.0;-1.0;-1.0
31/12/2013;24.0;19.0;22.0;24.0;25.0;-1.0;-1.0;-1.0;-1.0
01/01/2014;6.0;3.8;7.0;11.0;7.0;-1.0;-1.0;-1.0;-1.0
02/01/2014;12.0;7.0;8.0;15.0;11.0;-1.0;-1.0;-1.0;-1.0
03/01/2014;10.0;5.0;8.0;12.0;11.0;-1.0;-1.0;-1.0;-1.0
04/01/2014;7.0;4.7;5.0;7.0;11.0;-1.0;-1.0;-1.0;-1.0
05/01/2014;13.0;10.6;10.0;11.0;11.0;-1.0;-1.0;-1.0;-1.0
06/01/2014;14.0;7.8;11.0;13.0;13.0;-1.0;-1.0;-1.0;-1.0
07/01/2014;8.0;2.7;6.0;10.0;8.0;-1.0;-1.0;-1.0;-1.0
08/01/2014;11.0;5.2;9.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/01/2014;12.0;5.9;10.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/01/2014;34.0;24.7;27.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/01/2014;34.0;26.5;31.0;37.0;45.0;-1.0;-1.0;-1.0;-1.0
12/01/2014;38.0;29.2;35.0;39.0;35.0;-1.0;-1.0;-1.0;-1.0
13/01/2014;32.0;22.3;-1.0;34.0;34.0;-1.0;-1.0;-1.0;-1.0
14/01/2014;18.0;8.1;-1.0;15.0;15.0;-1.0;-1.0;-1.0;-1.0
15/01/2014;21.0;14.1;18.0;19.0;21.0;-1.0;-1.0;-1.0;-1.0
16/01/2014;13.0;5.8;7.0;11.0;13.0;-1.0;-1.0;-1.0;-1.0
17/01/2014;19.0;9.6;9.0;12.0;20.0;-1.0;-1.0;-1.0;-1.0
18/01/2014;7.0;9.3;5.0;11.0;10.0;-1.0;-1.0;-1.0;-1.0
19/01/2014;18.0;14.4;13.0;16.0;10.0;-1.0;-1.0;-1.0;-1.0
20/01/2014;8.0;4.3;4.0;8.0;5.0;-1.0;-1.0;-1.0;-1.0
21/01/2014;13.0;10.4;8.0;13.0;12.0;-1.0;-1.0;-1.0;-1.0
22/01/2014;30.0;18.5;18.0;22.0;24.0;-1.0;-1.0;-1.0;-1.0
23/01/2014;32.0;25.5;23.0;27.0;26.0;-1.0;-1.0;-1.0;-1.0
24/01/2014;11.0;7.9;7.0;11.0;12.0;-1.0;-1.0;-1.0;-1.0
25/01/2014;27.0;24.5;22.0;27.0;26.0;-1.0;-1.0;-1.0;-1.0
26/01/2014;23.0;20.3;18.0;24.0;17.0;-1.0;-1.0;-1.0;-1.0
27/01/2014;15.0;9.3;9.0;12.0;10.0;-1.0;-1.0;-1.0;-1.0
28/01/2014;18.0;13.7;14.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0
29/01/2014;7.0;-1.0;4.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0
30/01/2014;21.0;-1.0;14.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0
31/01/2014;27.0;22.0;19.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/02/2014;12.0;9.9;7.0;15.0;5.0;-1.0;-1.0;-1.0;-1.0
02/02/2014;10.0;6.8;5.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/02/2014;16.0;14.1;12.0;15.0;6.0;-1.0;-1.0;-1.0;-1.0
04/02/2014;11.0;8.2;6.0;10.0;10.0;-1.0;-1.0;-1.0;-1.0
05/02/2014;9.0;5.6;4.0;8.0;6.0;-1.0;-1.0;-1.0;-1.0
06/02/2014;11.0;9.8;9.0;14.0;8.0;-1.0;-1.0;-1.0;-1.0
07/02/2014;14.0;7.8;7.0;12.0;5.0;-1.0;-1.0;-1.0;-1.0
08/02/2014;8.0;6.0;6.0;12.0;6.0;-1.0;-1.0;-1.0;-1.0
09/02/2014;5.0;3.0;3.0;8.0;1.0;-1.0;-1.0;-1.0;-1.0
10/02/2014;10.0;4.3;3.0;8.0;3.0;-1.0;-1.0;-1.0;-1.0
11/02/2014;14.0;-1.0;8.0;13.0;8.0;-1.0;-1.0;-1.0;-1.0
12/02/2014;11.0;-1.0;6.0;11.0;5.0;-1.0;-1.0;-1.0;-1.0
13/02/2014;7.0;3.7;3.0;8.0;2.0;-1.0;-1.0;-1.0;-1.0
14/02/2014;12.0;8.1;7.0;11.0;7.0;-1.0;-1.0;-1.0;-1.0
15/02/2014;7.0;3.5;4.0;11.0;5.0;-1.0;-1.0;-1.0;-1.0
16/02/2014;14.0;8.8;5.0;12.0;7.0;-1.0;-1.0;-1.0;-1.0
17/02/2014;28.0;17.8;18.0;23.0;18.0;-1.0;-1.0;-1.0;-1.0
18/02/2014;33.0;27.9;24.0;28.0;24.0;-1.0;-1.0;-1.0;-1.0
19/02/2014;16.0;12.2;10.0;15.0;11.0;-1.0;-1.0;-1.0;-1.0
20/02/2014;17.0;15.7;12.0;16.0;11.0;-1.0;-1.0;-1.0;-1.0
21/02/2014;22.0;13.3;13.0;19.0;9.0;-1.0;-1.0;-1.0;-1.0
22/02/2014;16.0;13.2;13.0;18.0;12.0;-1.0;-1.0;-1.0;-1.0
23/02/2014;24.0;14.0;15.0;21.0;14.0;-1.0;-1.0;-1.0;-1.0
24/02/2014;9.0;-1.0;8.0;17.0;5.0;-1.0;-1.0;-1.0;-1.0
25/02/2014;7.0;4.4;7.0;12.0;5.0;-1.0;-1.0;-1.0;-1.0
26/02/2014;16.0;6.5;10.0;13.0;3.0;-1.0;-1.0;-1.0;-1.0
27/02/2014;21.0;15.5;17.0;22.0;11.0;-1.0;-1.0;-1.0;-1.0
28/02/2014;14.0;7.2;9.0;14.0;7.0;-1.0;-1.0;-1.0;-1.0
