;FR20003;FR20017;FR20038;FR20045;FR20026;FR20049;FR20019;FR20002;FR20037;FR20029;FR20033;FR20013;FR20020;FR20008;FR20030;FR20004;FR20048;FR20016;FR20031;FR20046;FR20061;FR20062;FR20063;FR20065;FR20069;FR20070;FR20071;FR20077
01/04/2006;59.0;18.0;16.0;27.0;-1.0;0.0;90.0;76.0;24.0;31.0;-1.0;121.0;116.0;61.0;-1.0;21.0;5.0;26.0;17.0;40.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
02/04/2006;27.0;9.0;5.0;5.0;-1.0;0.0;35.0;52.0;7.0;13.0;-1.0;67.0;66.0;27.0;-1.0;17.0;0.0;11.0;8.0;10.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/04/2006;44.0;5.0;5.0;31.0;-1.0;0.0;9.0;30.0;8.0;15.0;-1.0;156.0;54.0;32.0;-1.0;4.0;0.0;13.0;12.0;-1.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
04/04/2006;59.0;23.0;15.0;36.0;-1.0;0.0;57.0;63.0;18.0;26.0;-1.0;215.0;67.0;37.0;-1.0;16.0;5.0;39.0;29.0;-1.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/04/2006;50.0;6.0;10.0;9.0;-1.0;0.0;17.0;29.0;2.0;8.0;-1.0;113.0;24.0;34.0;-1.0;5.0;0.0;9.0;6.0;1.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/04/2006;37.0;4.0;15.0;18.0;-1.0;0.0;4.0;18.0;3.0;10.0;-1.0;145.0;20.0;22.0;-1.0;2.0;0.0;11.0;9.0;1.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/04/2006;52.0;20.0;13.0;59.0;-1.0;0.0;23.0;51.0;13.0;36.0;-1.0;148.0;68.0;54.0;-1.0;14.0;2.0;40.0;33.0;21.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/04/2006;41.0;7.0;7.0;11.0;-1.0;0.0;43.0;37.0;20.0;19.0;-1.0;86.0;67.0;50.0;-1.0;13.0;3.0;15.0;11.0;19.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/04/2006;13.0;1.0;3.0;2.0;-1.0;0.0;3.0;17.0;1.0;1.0;-1.0;71.0;36.0;13.0;-1.0;1.0;0.0;3.0;4.0;0.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/04/2006;56.0;3.0;13.0;24.0;-1.0;0.0;6.0;38.0;2.0;9.0;-1.0;129.0;-1.0;18.0;-1.0;4.0;0.0;9.0;9.0;0.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/04/2006;42.0;7.0;17.0;24.0;-1.0;0.0;5.0;25.0;3.0;13.0;-1.0;129.0;-1.0;30.0;-1.0;3.0;1.0;12.0;11.0;1.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/04/2006;80.0;25.0;17.0;41.0;-1.0;0.0;69.0;76.0;20.0;31.0;-1.0;208.0;68.0;64.0;-1.0;29.0;4.0;37.0;28.0;19.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/04/2006;87.0;51.0;29.0;43.0;-1.0;0.0;115.0;104.0;39.0;58.0;-1.0;234.0;98.0;83.0;-1.0;24.0;9.0;70.0;49.0;45.0;45.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/04/2006;73.0;45.0;28.0;26.0;-1.0;0.0;65.0;75.0;37.0;39.0;-1.0;231.0;83.0;70.0;-1.0;15.0;6.0;36.0;33.0;18.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/04/2006;13.0;2.0;0.0;1.0;-1.0;0.0;13.0;11.0;0.0;0.0;-1.0;38.0;1.0;26.0;-1.0;1.0;0.0;1.0;1.0;0.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/04/2006;16.0;1.0;4.0;5.0;-1.0;0.0;9.0;21.0;1.0;1.0;-1.0;49.0;9.0;19.0;-1.0;1.0;0.0;4.0;3.0;0.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/04/2006;10.0;1.0;3.0;5.0;-1.0;0.0;4.0;10.0;1.0;3.0;-1.0;54.0;6.0;6.0;-1.0;0.0;0.0;3.0;4.0;1.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/04/2006;30.0;3.0;11.0;9.0;-1.0;0.0;2.0;18.0;1.0;-1.0;-1.0;107.0;3.0;13.0;-1.0;1.0;0.0;9.0;7.0;0.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/04/2006;41.0;4.0;5.0;21.0;-1.0;0.0;6.0;31.0;9.0;-1.0;-1.0;166.0;6.0;25.0;-1.0;4.0;1.0;13.0;10.0;1.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
20/04/2006;45.0;12.0;4.0;36.0;-1.0;0.0;40.0;55.0;8.0;31.0;-1.0;161.0;27.0;37.0;-1.0;10.0;2.0;31.0;16.0;26.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
21/04/2006;41.0;7.0;9.0;8.0;-1.0;0.0;60.0;35.0;4.0;17.0;-1.0;127.0;24.0;47.0;-1.0;7.0;3.0;10.0;4.0;9.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
22/04/2006;25.0;2.0;6.0;1.0;-1.0;0.0;24.0;25.0;2.0;9.0;-1.0;71.0;7.0;23.0;-1.0;2.0;0.0;3.0;3.0;2.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
23/04/2006;11.0;1.0;2.0;6.0;-1.0;0.0;9.0;16.0;3.0;6.0;-1.0;55.0;7.0;11.0;-1.0;1.0;0.0;3.0;3.0;1.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
24/04/2006;53.0;7.0;5.0;11.0;-1.0;0.0;39.0;39.0;13.0;12.0;-1.0;150.0;16.0;32.0;-1.0;-1.0;1.0;12.0;6.0;7.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
25/04/2006;43.0;7.0;11.0;27.0;-1.0;0.0;17.0;31.0;12.0;21.0;-1.0;168.0;9.0;23.0;-1.0;-1.0;2.0;17.0;17.0;8.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
26/04/2006;34.0;-1.0;6.0;37.0;-1.0;0.0;9.0;21.0;5.0;18.0;-1.0;132.0;13.0;18.0;-1.0;-1.0;2.0;15.0;15.0;5.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
27/04/2006;32.0;-1.0;3.0;11.0;-1.0;0.0;2.0;13.0;3.0;9.0;-1.0;121.0;3.0;12.0;-1.0;1.0;0.0;12.0;6.0;1.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
28/04/2006;31.0;-1.0;1.0;8.0;-1.0;0.0;2.0;11.0;2.0;15.0;-1.0;79.0;1.0;8.0;-1.0;1.0;1.0;11.0;6.0;0.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
29/04/2006;10.0;1.0;1.0;3.0;-1.0;0.0;1.0;7.0;1.0;9.0;-1.0;59.0;0.0;4.0;-1.0;0.0;0.0;5.0;4.0;0.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
30/04/2006;8.0;0.0;0.0;1.0;-1.0;0.0;4.0;11.0;0.0;2.0;-1.0;42.0;3.0;5.0;-1.0;0.0;0.0;3.0;3.0;0.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/05/2006;12.0;1.0;1.0;0.0;-1.0;0.0;14.0;14.0;1.0;1.0;-1.0;67.0;6.0;8.0;-1.0;1.0;0.0;4.0;2.0;0.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
02/05/2006;26.0;3.0;2.0;2.0;-1.0;0.0;22.0;22.0;1.0;1.0;-1.0;87.0;1.0;33.0;-1.0;1.0;0.0;5.0;1.0;0.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/05/2006;32.0;4.0;1.0;2.0;-1.0;0.0;45.0;33.0;2.0;3.0;-1.0;152.0;10.0;42.0;-1.0;3.0;0.0;3.0;2.0;1.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
04/05/2006;42.0;10.0;9.0;14.0;-1.0;0.0;59.0;44.0;26.0;26.0;-1.0;158.0;27.0;46.0;-1.0;10.0;2.0;19.0;10.0;14.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/05/2006;43.0;4.0;11.0;10.0;-1.0;0.0;31.0;33.0;7.0;10.0;-1.0;146.0;5.0;26.0;-1.0;3.0;1.0;8.0;6.0;2.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/05/2006;20.0;1.0;1.0;2.0;-1.0;0.0;23.0;23.0;2.0;1.0;-1.0;86.0;3.0;19.0;-1.0;1.0;0.0;2.0;2.0;0.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/05/2006;11.0;0.0;1.0;0.0;-1.0;0.0;15.0;15.0;0.0;0.0;-1.0;43.0;1.0;9.0;-1.0;0.0;0.0;1.0;1.0;0.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/05/2006;10.0;0.0;0.0;1.0;-1.0;-1.0;12.0;19.0;0.0;0.0;-1.0;45.0;0.0;10.0;-1.0;0.0;0.0;1.0;1.0;0.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/05/2006;46.0;2.0;2.0;24.0;-1.0;-1.0;14.0;31.0;6.0;11.0;-1.0;138.0;3.0;17.0;-1.0;2.0;2.0;14.0;9.0;1.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/05/2006;37.0;3.0;3.0;15.0;-1.0;-1.0;6.0;29.0;10.0;16.0;-1.0;147.0;2.0;19.0;-1.0;4.0;0.0;20.0;10.0;0.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/05/2006;48.0;4.0;3.0;11.0;-1.0;0.0;40.0;38.0;-1.0;10.0;-1.0;202.0;4.0;43.0;-1.0;4.0;1.0;12.0;6.0;2.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/05/2006;43.0;6.0;3.0;4.0;-1.0;0.0;64.0;41.0;-1.0;4.0;-1.0;134.0;12.0;54.0;-1.0;5.0;0.0;15.0;6.0;2.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/05/2006;33.0;4.0;6.0;3.0;-1.0;0.0;25.0;35.0;8.0;12.0;-1.0;98.0;14.0;34.0;-1.0;7.0;0.0;8.0;6.0;8.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/05/2006;16.0;3.0;2.0;9.0;-1.0;0.0;8.0;19.0;3.0;7.0;-1.0;54.0;6.0;8.0;-1.0;3.0;0.0;4.0;3.0;1.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/05/2006;44.0;5.0;8.0;8.0;-1.0;-1.0;43.0;36.0;8.0;8.0;-1.0;113.0;13.0;46.0;-1.0;7.0;1.0;10.0;2.0;7.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/05/2006;47.0;4.0;2.0;5.0;-1.0;-1.0;44.0;34.0;2.0;6.0;-1.0;146.0;5.0;43.0;-1.0;6.0;0.0;5.0;3.0;3.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/05/2006;50.0;18.0;13.0;19.0;-1.0;-1.0;53.0;64.0;20.0;21.0;-1.0;166.0;14.0;68.0;-1.0;18.0;4.0;22.0;15.0;14.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/05/2006;51.0;4.0;2.0;13.0;-1.0;-1.0;40.0;37.0;4.0;8.0;-1.0;156.0;7.0;42.0;-1.0;4.0;0.0;10.0;6.0;1.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/05/2006;65.0;8.0;7.0;29.0;-1.0;0.0;53.0;54.0;10.0;21.0;-1.0;102.0;44.0;32.0;-1.0;10.0;4.0;18.0;11.0;15.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
20/05/2006;43.0;2.0;1.0;1.0;-1.0;0.0;24.0;21.0;2.0;2.0;-1.0;34.0;34.0;41.0;-1.0;1.0;0.0;3.0;1.0;0.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
21/05/2006;14.0;1.0;2.0;0.0;-1.0;0.0;11.0;13.0;3.0;1.0;-1.0;24.0;24.0;28.0;-1.0;0.0;0.0;2.0;1.0;0.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
22/05/2006;34.0;2.0;0.0;6.0;-1.0;0.0;22.0;25.0;1.0;4.0;-1.0;87.0;19.0;29.0;-1.0;2.0;0.0;5.0;5.0;0.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
23/05/2006;37.0;4.0;5.0;17.0;-1.0;0.0;4.0;13.0;9.0;9.0;-1.0;149.0;34.0;21.0;-1.0;2.0;1.0;16.0;9.0;5.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
24/05/2006;40.0;2.0;2.0;19.0;-1.0;0.0;3.0;31.0;5.0;8.0;-1.0;136.0;22.0;28.0;-1.0;2.0;1.0;19.0;8.0;0.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
25/05/2006;17.0;1.0;2.0;4.0;-1.0;0.0;13.0;19.0;3.0;3.0;-1.0;69.0;23.0;10.0;-1.0;2.0;1.0;9.0;3.0;1.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
26/05/2006;39.0;2.0;2.0;21.0;-1.0;0.0;10.0;25.0;4.0;8.0;-1.0;137.0;31.0;16.0;-1.0;2.0;0.0;8.0;6.0;8.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
27/05/2006;37.0;4.0;5.0;26.0;-1.0;0.0;10.0;40.0;6.0;18.0;-1.0;87.0;28.0;22.0;-1.0;2.0;1.0;12.0;8.0;6.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
28/05/2006;18.0;2.0;4.0;7.0;-1.0;0.0;11.0;-1.0;5.0;7.0;-1.0;63.0;21.0;10.0;-1.0;2.0;1.0;7.0;4.0;4.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
29/05/2006;65.0;4.0;3.0;12.0;-1.0;0.0;28.0;-1.0;3.0;5.0;-1.0;103.0;10.0;25.0;-1.0;5.0;1.0;9.0;5.0;2.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
30/05/2006;42.0;3.0;2.0;11.0;-1.0;0.0;5.0;12.0;2.0;-1.0;-1.0;123.0;4.0;16.0;-1.0;2.0;0.0;24.0;10.0;0.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
31/05/2006;35.0;2.0;2.0;10.0;-1.0;0.0;2.0;6.0;2.0;-1.0;-1.0;121.0;4.0;12.0;-1.0;1.0;0.0;31.0;7.0;0.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/06/2006;42.0;3.0;1.0;9.0;-1.0;0.0;2.0;6.0;2.0;9.0;-1.0;138.0;3.0;10.0;-1.0;1.0;0.0;37.0;8.0;1.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
02/06/2006;32.0;4.0;2.0;6.0;-1.0;0.0;1.0;6.0;1.0;16.0;-1.0;108.0;3.0;8.0;-1.0;1.0;0.0;29.0;7.0;0.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/06/2006;15.0;1.0;1.0;3.0;-1.0;0.0;0.0;2.0;1.0;7.0;-1.0;50.0;2.0;2.0;-1.0;0.0;0.0;11.0;4.0;0.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
04/06/2006;9.0;1.0;0.0;1.0;-1.0;0.0;0.0;1.0;0.0;4.0;-1.0;40.0;2.0;2.0;-1.0;0.0;0.0;6.0;2.0;0.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/06/2006;21.0;1.0;1.0;3.0;-1.0;0.0;0.0;4.0;1.0;5.0;-1.0;65.0;2.0;5.0;-1.0;0.0;0.0;6.0;3.0;0.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/06/2006;36.0;4.0;-1.0;11.0;-1.0;0.0;3.0;12.0;8.0;12.0;-1.0;147.0;3.0;13.0;-1.0;3.0;0.0;14.0;8.0;0.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/06/2006;34.0;2.0;-1.0;12.0;-1.0;0.0;4.0;8.0;3.0;7.0;-1.0;156.0;5.0;16.0;-1.0;2.0;0.0;13.0;7.0;0.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/06/2006;57.0;7.0;8.0;22.0;-1.0;0.0;40.0;36.0;9.0;13.0;-1.0;155.0;19.0;32.0;-1.0;12.0;3.0;23.0;9.0;6.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/06/2006;38.0;3.0;6.0;3.0;-1.0;0.0;40.0;26.0;5.0;15.0;-1.0;123.0;6.0;44.0;-1.0;4.0;1.0;4.0;1.0;2.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/06/2006;18.0;1.0;0.0;1.0;-1.0;0.0;13.0;14.0;1.0;2.0;-1.0;73.0;4.0;20.0;-1.0;1.0;0.0;1.0;0.0;0.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/06/2006;11.0;0.0;-1.0;0.0;-1.0;0.0;7.0;11.0;1.0;3.0;-1.0;50.0;7.0;8.0;-1.0;0.0;0.0;2.0;1.0;0.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/06/2006;33.0;1.0;1.0;1.0;-1.0;0.0;26.0;16.0;1.0;1.0;-1.0;90.0;0.0;34.0;-1.0;1.0;0.0;2.0;1.0;0.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/06/2006;38.0;2.0;2.0;1.0;-1.0;0.0;40.0;21.0;1.0;1.0;-1.0;133.0;0.0;40.0;-1.0;2.0;0.0;2.0;1.0;0.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/06/2006;45.0;2.0;-1.0;1.0;-1.0;0.0;40.0;22.0;1.0;2.0;-1.0;130.0;1.0;42.0;-1.0;3.0;0.0;2.0;1.0;0.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/06/2006;47.0;1.0;-1.0;8.0;-1.0;0.0;34.0;22.0;1.0;1.0;-1.0;99.0;1.0;38.0;-1.0;3.0;0.0;2.0;1.0;0.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/06/2006;66.0;2.0;1.0;4.0;-1.0;1.0;43.0;30.0;2.0;2.0;-1.0;112.0;1.0;39.0;-1.0;3.0;0.0;3.0;3.0;0.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/06/2006;39.0;3.0;2.0;3.0;-1.0;1.0;26.0;27.0;2.0;3.0;-1.0;92.0;7.0;25.0;-1.0;3.0;0.0;2.0;3.0;2.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/06/2006;22.0;1.0;2.0;1.0;-1.0;0.0;20.0;21.0;3.0;3.0;-1.0;60.0;12.0;20.0;-1.0;1.0;0.0;3.0;2.0;2.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/06/2006;54.0;4.0;4.0;9.0;-1.0;0.0;38.0;32.0;8.0;7.0;-1.0;127.0;6.0;37.0;-1.0;5.0;0.0;6.0;2.0;1.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
20/06/2006;66.0;5.0;3.0;11.0;-1.0;0.0;45.0;38.0;2.0;4.0;-1.0;177.0;14.0;37.0;-1.0;9.0;1.0;9.0;6.0;8.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
21/06/2006;42.0;3.0;4.0;11.0;-1.0;0.0;14.0;18.0;6.0;12.0;-1.0;156.0;12.0;18.0;-1.0;2.0;1.0;9.0;8.0;3.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
22/06/2006;45.0;2.0;2.0;9.0;-1.0;0.0;5.0;16.0;5.0;6.0;-1.0;158.0;8.0;15.0;-1.0;2.0;1.0;11.0;6.0;-1.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
23/06/2006;41.0;2.0;1.0;11.0;-1.0;0.0;4.0;15.0;1.0;5.0;-1.0;135.0;4.0;10.0;-1.0;2.0;0.0;9.0;13.0;1.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
24/06/2006;40.0;1.0;2.0;5.0;-1.0;0.0;17.0;24.0;4.0;3.0;-1.0;73.0;7.0;16.0;-1.0;1.0;-1.0;4.0;-1.0;1.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
25/06/2006;15.0;0.0;1.0;-1.0;-1.0;0.0;9.0;13.0;1.0;1.0;-1.0;46.0;-1.0;6.0;-1.0;1.0;-1.0;1.0;1.0;-1.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
26/06/2006;38.0;6.0;8.0;-1.0;-1.0;0.0;25.0;20.0;7.0;10.0;-1.0;128.0;-1.0;14.0;-1.0;5.0;1.0;13.0;8.0;3.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
27/06/2006;47.0;2.0;4.0;12.0;-1.0;-1.0;18.0;22.0;10.0;11.0;-1.0;168.0;14.0;16.0;-1.0;3.0;1.0;9.0;7.0;1.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
28/06/2006;51.0;1.0;2.0;10.0;-1.0;1.0;32.0;24.0;4.0;5.0;-1.0;158.0;9.0;17.0;-1.0;3.0;2.0;7.0;8.0;3.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
29/06/2006;34.0;2.0;1.0;8.0;-1.0;2.0;3.0;5.0;3.0;4.0;-1.0;129.0;6.0;9.0;-1.0;2.0;0.0;8.0;11.0;1.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
30/06/2006;41.0;1.0;2.0;10.0;-1.0;0.0;5.0;10.0;5.0;13.0;-1.0;129.0;4.0;15.0;-1.0;2.0;1.0;10.0;8.0;1.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/07/2006;16.0;0.0;0.0;4.0;-1.0;0.0;2.0;8.0;1.0;4.0;-1.0;77.0;0.0;2.0;-1.0;0.0;0.0;3.0;3.0;0.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
02/07/2006;8.0;0.0;1.0;2.0;-1.0;0.0;6.0;8.0;0.0;1.0;-1.0;45.0;2.0;3.0;-1.0;1.0;1.0;1.0;2.0;1.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/07/2006;40.0;2.0;3.0;7.0;-1.0;0.0;24.0;24.0;5.0;8.0;-1.0;102.0;5.0;15.0;-1.0;3.0;2.0;5.0;4.0;2.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
04/07/2006;41.0;3.0;2.0;7.0;-1.0;1.0;35.0;25.0;7.0;7.0;-1.0;125.0;7.0;39.0;-1.0;4.0;0.0;6.0;3.0;3.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/07/2006;41.0;2.0;3.0;8.0;-1.0;1.0;21.0;23.0;4.0;4.0;-1.0;129.0;2.0;21.0;-1.0;2.0;0.0;7.0;7.0;1.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/07/2006;51.0;2.0;-1.0;9.0;-1.0;0.0;31.0;33.0;2.0;4.0;-1.0;130.0;3.0;18.0;-1.0;3.0;1.0;7.0;10.0;1.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/07/2006;42.0;4.0;-1.0;10.0;-1.0;0.0;18.0;18.0;8.0;7.0;-1.0;134.0;7.0;16.0;-1.0;4.0;0.0;13.0;13.0;1.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/07/2006;25.0;1.0;2.0;7.0;-1.0;0.0;11.0;15.0;4.0;7.0;-1.0;92.0;2.0;7.0;-1.0;2.0;0.0;7.0;7.0;1.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/07/2006;26.0;2.0;1.0;2.0;-1.0;0.0;19.0;28.0;3.0;6.0;-1.0;47.0;8.0;13.0;-1.0;1.0;1.0;4.0;3.0;2.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/07/2006;42.0;2.0;4.0;19.0;-1.0;0.0;10.0;14.0;8.0;14.0;-1.0;144.0;3.0;14.0;-1.0;1.0;0.0;11.0;8.0;2.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/07/2006;43.0;3.0;7.0;10.0;-1.0;0.0;33.0;26.0;15.0;11.0;-1.0;138.0;16.0;20.0;-1.0;6.0;2.0;13.0;8.0;4.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/07/2006;27.0;1.0;1.0;6.0;-1.0;0.0;3.0;7.0;1.0;5.0;-1.0;111.0;0.0;8.0;-1.0;1.0;0.0;8.0;5.0;0.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/07/2006;42.0;4.0;3.0;4.0;-1.0;1.0;12.0;19.0;4.0;3.0;-1.0;122.0;2.0;12.0;-1.0;2.0;1.0;11.0;8.0;1.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/07/2006;8.0;0.0;2.0;1.0;-1.0;0.0;6.0;7.0;2.0;2.0;-1.0;53.0;0.0;3.0;-1.0;1.0;0.0;2.0;3.0;0.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/07/2006;9.0;0.0;1.0;1.0;-1.0;0.0;7.0;8.0;2.0;2.0;-1.0;63.0;0.0;5.0;-1.0;0.0;0.0;2.0;3.0;0.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/07/2006;6.0;0.0;1.0;2.0;-1.0;0.0;5.0;8.0;1.0;1.0;-1.0;42.0;0.0;4.0;-1.0;0.0;0.0;2.0;2.0;0.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
