;FR20030;FR20026;FR20017;FR20002;FR20013;FR20045;FR20029;FR20049;FR20019;FR20038;FR20020;FR20008;FR20033;FR20037;FR20003;FR20004;FR20048;FR20016;FR20031;FR20046;FR20061;FR20062;FR20063;FR20065;FR20069;FR20070;FR20071;FR20077
05/03/2006;-1.0;-1.0;19.0;30.0;43.0;20.0;36.0;6.0;11.0;23.0;24.0;32.0;-1.0;11.0;39.0;15.0;7.0;20.0;22.0;16.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/03/2006;-1.0;-1.0;55.0;68.0;109.0;52.0;53.0;5.0;39.0;41.0;47.0;77.0;-1.0;39.0;78.0;49.0;15.0;51.0;61.0;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/03/2006;-1.0;-1.0;56.0;79.0;110.0;35.0;45.0;16.0;50.0;38.0;49.0;80.0;-1.0;39.0;81.0;56.0;22.0;47.0;53.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/03/2006;-1.0;-1.0;57.0;74.0;105.0;31.0;33.0;8.0;37.0;30.0;52.0;104.0;-1.0;34.0;96.0;59.0;26.0;44.0;34.0;39.0;50.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/03/2006;-1.0;-1.0;31.0;62.0;67.0;45.0;42.0;-1.0;48.0;17.0;40.0;85.0;-1.0;34.0;95.0;31.0;19.0;29.0;31.0;32.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/03/2006;-1.0;-1.0;55.0;77.0;84.0;55.0;46.0;-1.0;74.0;33.0;55.0;82.0;-1.0;40.0;94.0;48.0;22.0;45.0;42.0;46.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/03/2006;-1.0;-1.0;27.0;52.0;47.0;35.0;22.0;4.0;30.0;20.0;31.0;55.0;-1.0;14.0;67.0;24.0;10.0;30.0;31.0;22.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/03/2006;-1.0;-1.0;16.0;17.0;40.0;14.0;23.0;5.0;9.0;21.0;18.0;20.0;-1.0;9.0;28.0;9.0;4.0;17.0;15.0;12.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/03/2006;-1.0;-1.0;36.0;43.0;89.0;48.0;45.0;7.0;27.0;42.0;35.0;54.0;-1.0;26.0;70.0;26.0;10.0;38.0;41.0;23.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/03/2006;-1.0;-1.0;70.0;79.0;112.0;75.0;74.0;14.0;62.0;54.0;60.0;92.0;-1.0;64.0;93.0;63.0;28.0;63.0;77.0;54.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/03/2006;-1.0;-1.0;79.0;96.0;115.0;82.0;77.0;19.0;86.0;67.0;70.0;97.0;-1.0;71.0;108.0;73.0;44.0;74.0;83.0;61.0;43.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/03/2006;-1.0;-1.0;58.0;61.0;109.0;70.0;74.0;16.0;41.0;59.0;52.0;76.0;-1.0;61.0;92.0;46.0;-1.0;50.0;64.0;39.0;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/03/2006;-1.0;-1.0;79.0;77.0;113.0;70.0;80.0;19.0;65.0;63.0;61.0;95.0;-1.0;69.0;93.0;64.0;-1.0;66.0;82.0;52.0;43.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/03/2006;-1.0;-1.0;69.0;80.0;97.0;51.0;60.0;26.0;60.0;56.0;56.0;90.0;-1.0;55.0;78.0;60.0;28.0;49.0;67.0;52.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/03/2006;-1.0;-1.0;55.0;72.0;95.0;43.0;35.0;30.0;66.0;44.0;55.0;81.0;-1.0;37.0;77.0;53.0;22.0;38.0;45.0;47.0;36.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
20/03/2006;-1.0;-1.0;51.0;67.0;103.0;33.0;26.0;21.0;65.0;24.0;56.0;99.0;-1.0;27.0;85.0;52.0;16.0;33.0;27.0;39.0;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
21/03/2006;-1.0;-1.0;65.0;82.0;94.0;-1.0;35.0;15.0;78.0;35.0;61.0;94.0;-1.0;38.0;94.0;64.0;20.0;45.0;36.0;47.0;40.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
22/03/2006;-1.0;-1.0;65.0;87.0;96.0;-1.0;55.0;12.0;76.0;45.0;63.0;82.0;-1.0;46.0;91.0;63.0;29.0;56.0;65.0;54.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
23/03/2006;-1.0;-1.0;68.0;97.0;110.0;57.0;58.0;12.0;91.0;47.0;67.0;90.0;-1.0;48.0;101.0;64.0;34.0;64.0;68.0;58.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
24/03/2006;-1.0;-1.0;42.0;66.0;87.0;20.0;24.0;11.0;57.0;15.0;43.0;87.0;-1.0;15.0;82.0;47.0;13.0;32.0;18.0;28.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
25/03/2006;-1.0;-1.0;44.0;69.0;70.0;28.0;26.0;6.0;56.0;13.0;43.0;73.0;-1.0;13.0;78.0;42.0;15.0;31.0;21.0;36.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
26/03/2006;-1.0;-1.0;23.0;40.0;42.0;12.0;14.0;6.0;27.0;10.0;30.0;49.0;-1.0;9.0;52.0;26.0;9.0;15.0;7.0;21.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
27/03/2006;-1.0;-1.0;25.0;47.0;56.0;21.0;19.0;5.0;30.0;5.0;31.0;63.0;-1.0;8.0;64.0;27.0;7.0;21.0;15.0;19.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
28/03/2006;-1.0;-1.0;38.0;70.0;81.0;38.0;35.0;4.0;68.0;12.0;44.0;63.0;-1.0;17.0;79.0;37.0;17.0;33.0;26.0;36.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
29/03/2006;-1.0;-1.0;55.0;78.0;111.0;37.0;41.0;4.0;83.0;26.0;52.0;94.0;-1.0;29.0;94.0;51.0;19.0;42.0;23.0;46.0;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
30/03/2006;-1.0;-1.0;40.0;64.0;82.0;23.0;26.0;7.0;50.0;17.0;39.0;77.0;-1.0;15.0;81.0;45.0;14.0;27.0;14.0;29.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
31/03/2006;-1.0;-1.0;51.0;90.0;114.0;48.0;47.0;4.0;81.0;18.0;47.0;80.0;-1.0;26.0;101.0;49.0;20.0;43.0;32.0;45.0;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/04/2006;-1.0;-1.0;50.0;71.0;81.0;42.0;43.0;5.0;76.0;32.0;48.0;66.0;-1.0;34.0;80.0;53.0;30.0;45.0;40.0;42.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
02/04/2006;-1.0;-1.0;32.0;62.0;61.0;27.0;29.0;3.0;48.0;12.0;31.0;44.0;-1.0;14.0;58.0;37.0;12.0;26.0;21.0;22.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/04/2006;-1.0;-1.0;36.0;59.0;104.0;53.0;45.0;3.0;41.0;22.0;42.0;57.0;-1.0;24.0;74.0;34.0;12.0;42.0;42.0;-1.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
04/04/2006;-1.0;-1.0;50.0;67.0;127.0;44.0;56.0;6.0;67.0;40.0;45.0;56.0;-1.0;39.0;73.0;40.0;22.0;45.0;52.0;-1.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/04/2006;-1.0;-1.0;31.0;49.0;75.0;32.0;35.0;8.0;35.0;19.0;34.0;54.0;-1.0;12.0;63.0;26.0;9.0;25.0;21.0;19.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/04/2006;-1.0;-1.0;29.0;48.0;92.0;46.0;45.0;4.0;28.0;27.0;34.0;48.0;-1.0;21.0;62.0;21.0;8.0;32.0;29.0;16.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/04/2006;-1.0;-1.0;61.0;79.0;114.0;71.0;64.0;3.0;69.0;36.0;61.0;76.0;-1.0;43.0;86.0;51.0;23.0;56.0;65.0;49.0;36.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/04/2006;-1.0;-1.0;45.0;69.0;84.0;25.0;35.0;3.0;70.0;23.0;44.0;84.0;-1.0;27.0;80.0;48.0;22.0;30.0;27.0;31.0;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/04/2006;-1.0;-1.0;31.0;45.0;82.0;21.0;28.0;2.0;24.0;13.0;31.0;44.0;-1.0;12.0;46.0;22.0;5.0;17.0;22.0;13.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/04/2006;-1.0;-1.0;31.0;59.0;87.0;42.0;44.0;0.0;32.0;26.0;-1.0;49.0;-1.0;18.0;66.0;29.0;10.0;25.0;33.0;20.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/04/2006;-1.0;-1.0;42.0;53.0;90.0;46.0;48.0;1.0;29.0;26.0;-1.0;60.0;-1.0;18.0;64.0;30.0;11.0;34.0;40.0;24.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/04/2006;-1.0;-1.0;61.0;84.0;123.0;61.0;62.0;1.0;76.0;50.0;60.0;70.0;-1.0;43.0;87.0;52.0;28.0;49.0;63.0;45.0;45.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/04/2006;-1.0;-1.0;59.0;83.0;136.0;47.0;54.0;1.0;82.0;36.0;49.0;78.0;-1.0;38.0;82.0;44.0;28.0;43.0;59.0;41.0;49.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/04/2006;-1.0;-1.0;66.0;85.0;148.0;36.0;52.0;2.0;74.0;46.0;54.0;77.0;-1.0;40.0;86.0;51.0;23.0;49.0;57.0;41.0;40.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/04/2006;-1.0;-1.0;19.0;36.0;48.0;7.0;10.0;1.0;24.0;-1.0;22.0;49.0;-1.0;-1.0;50.0;17.0;3.0;13.0;3.0;9.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/04/2006;-1.0;-1.0;26.0;48.0;63.0;21.0;18.0;-1.0;24.0;11.0;31.0;50.0;-1.0;-1.0;49.0;19.0;5.0;22.0;14.0;15.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/04/2006;-1.0;-1.0;20.0;28.0;64.0;14.0;24.0;-1.0;16.0;9.0;25.0;30.0;-1.0;7.0;38.0;12.0;2.0;17.0;15.0;10.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/04/2006;-1.0;-1.0;30.0;46.0;81.0;25.0;-1.0;-1.0;14.0;16.0;28.0;44.0;-1.0;9.0;52.0;19.0;3.0;25.0;24.0;10.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/04/2006;-1.0;-1.0;41.0;58.0;106.0;50.0;-1.0;1.0;29.0;22.0;38.0;60.0;-1.0;38.0;67.0;29.0;8.0;37.0;40.0;20.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
20/04/2006;-1.0;-1.0;57.0;77.0;102.0;40.0;48.0;2.0;66.0;26.0;50.0;71.0;-1.0;38.0;78.0;48.0;15.0;44.0;49.0;38.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
21/04/2006;-1.0;-1.0;47.0;69.0;89.0;23.0;30.0;2.0;77.0;19.0;37.0;79.0;-1.0;23.0;76.0;47.0;10.0;29.0;22.0;27.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
22/04/2006;-1.0;-1.0;33.0;58.0;66.0;12.0;22.0;1.0;49.0;16.0;31.0;67.0;-1.0;19.0;64.0;33.0;4.0;20.0;17.0;21.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
23/04/2006;-1.0;-1.0;29.0;44.0;65.0;28.0;34.0;1.0;30.0;18.0;32.0;48.0;-1.0;23.0;48.0;24.0;7.0;27.0;29.0;16.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
24/04/2006;-1.0;-1.0;43.0;65.0;91.0;36.0;38.0;2.0;58.0;21.0;36.0;60.0;-1.0;32.0;73.0;-1.0;15.0;35.0;30.0;26.0;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
25/04/2006;-1.0;-1.0;43.0;54.0;102.0;41.0;48.0;0.0;39.0;25.0;38.0;54.0;-1.0;35.0;67.0;-1.0;10.0;40.0;41.0;24.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
26/04/2006;-1.0;-1.0;-1.0;36.0;78.0;41.0;39.0;1.0;25.0;21.0;34.0;40.0;-1.0;26.0;56.0;-1.0;11.0;33.0;35.0;18.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
27/04/2006;-1.0;-1.0;-1.0;28.0;58.0;21.0;32.0;0.0;13.0;15.0;24.0;34.0;-1.0;15.0;46.0;15.0;4.0;22.0;20.0;11.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
28/04/2006;-1.0;-1.0;-1.0;30.0;52.0;21.0;44.0;4.0;13.0;15.0;23.0;32.0;-1.0;15.0;47.0;15.0;7.0;21.0;21.0;13.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
29/04/2006;-1.0;-1.0;19.0;25.0;49.0;13.0;31.0;1.0;7.0;6.0;18.0;23.0;-1.0;11.0;32.0;10.0;4.0;14.0;15.0;8.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
30/04/2006;-1.0;-1.0;21.0;33.0;51.0;13.0;22.0;0.0;21.0;7.0;27.0;31.0;-1.0;13.0;38.0;15.0;4.0;17.0;20.0;11.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/05/2006;-1.0;-1.0;26.0;43.0;74.0;10.0;19.0;3.0;48.0;11.0;34.0;42.0;-1.0;18.0;52.0;25.0;7.0;19.0;19.0;18.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
02/05/2006;-1.0;-1.0;30.0;47.0;66.0;13.0;17.0;3.0;38.0;11.0;19.0;62.0;-1.0;11.0;62.0;24.0;4.0;20.0;9.0;13.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/05/2006;-1.0;-1.0;49.0;76.0;107.0;19.0;26.0;5.0;84.0;14.0;49.0;84.0;-1.0;24.0;80.0;43.0;10.0;31.0;22.0;29.0;40.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
04/05/2006;-1.0;-1.0;52.0;87.0;125.0;33.0;54.0;3.0;102.0;26.0;48.0;100.0;-1.0;43.0;102.0;51.0;17.0;49.0;35.0;40.0;49.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/05/2006;-1.0;-1.0;43.0;68.0;110.0;43.0;41.0;0.0;49.0;28.0;42.0;60.0;-1.0;32.0;82.0;34.0;16.0;42.0;32.0;26.0;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/05/2006;-1.0;-1.0;30.0;53.0;77.0;19.0;21.0;2.0;43.0;9.0;30.0;52.0;-1.0;22.0;57.0;26.0;12.0;21.0;15.0;18.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/05/2006;-1.0;-1.0;19.0;36.0;51.0;9.0;9.0;1.0;28.0;-1.0;18.0;33.0;-1.0;9.0;43.0;17.0;6.0;11.0;9.0;10.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/05/2006;-1.0;-1.0;17.0;40.0;49.0;11.0;11.0;-1.0;24.0;-1.0;16.0;34.0;-1.0;10.0;37.0;15.0;5.0;13.0;12.0;8.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/05/2006;-1.0;-1.0;33.0;52.0;74.0;40.0;40.0;-1.0;31.0;13.0;30.0;49.0;-1.0;27.0;71.0;23.0;15.0;32.0;36.0;22.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/05/2006;-1.0;-1.0;32.0;42.0;83.0;33.0;32.0;-1.0;23.0;21.0;27.0;46.0;-1.0;26.0;60.0;25.0;9.0;31.0;35.0;15.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/05/2006;-1.0;-1.0;40.0;65.0;113.0;27.0;32.0;10.0;62.0;21.0;32.0;81.0;-1.0;-1.0;83.0;36.0;15.0;33.0;27.0;24.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/05/2006;-1.0;-1.0;56.0;81.0;97.0;30.0;37.0;6.0;87.0;35.0;43.0;95.0;-1.0;-1.0;87.0;47.0;14.0;48.0;34.0;30.0;45.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/05/2006;-1.0;-1.0;42.0;68.0;72.0;19.0;28.0;5.0;49.0;30.0;29.0;62.0;-1.0;31.0;69.0;40.0;10.0;33.0;26.0;24.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/05/2006;-1.0;-1.0;29.0;45.0;59.0;24.0;24.0;4.0;27.0;19.0;24.0;35.0;-1.0;22.0;50.0;21.0;8.0;28.0;30.0;18.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/05/2006;-1.0;-1.0;36.0;61.0;77.0;22.0;25.0;-1.0;52.0;22.0;22.0;77.0;-1.0;27.0;72.0;36.0;14.0;30.0;20.0;25.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/05/2006;-1.0;-1.0;46.0;71.0;105.0;29.0;26.0;-1.0;67.0;22.0;32.0;84.0;-1.0;25.0;87.0;46.0;10.0;36.0;22.0;33.0;36.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/05/2006;-1.0;-1.0;57.0;85.0;123.0;32.0;27.0;-1.0;76.0;31.0;32.0;103.0;-1.0;30.0;88.0;50.0;18.0;41.0;25.0;42.0;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/05/2006;-1.0;-1.0;50.0;73.0;110.0;42.0;42.0;-1.0;62.0;32.0;36.0;84.0;-1.0;32.0;84.0;45.0;14.0;49.0;37.0;38.0;43.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/05/2006;-1.0;-1.0;28.0;70.0;68.0;41.0;34.0;4.0;58.0;17.0;25.0;47.0;-1.0;23.0;77.0;27.0;17.0;25.0;25.0;23.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
20/05/2006;-1.0;-1.0;27.0;44.0;44.0;16.0;21.0;4.0;45.0;10.0;22.0;67.0;-1.0;18.0;68.0;24.0;8.0;24.0;17.0;19.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
21/05/2006;-1.0;-1.0;17.0;31.0;31.0;6.0;13.0;3.0;27.0;6.0;11.0;53.0;-1.0;11.0;40.0;13.0;3.0;14.0;6.0;9.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
22/05/2006;-1.0;-1.0;29.0;49.0;62.0;24.0;28.0;4.0;43.0;6.0;24.0;62.0;-1.0;14.0;61.0;26.0;7.0;31.0;21.0;17.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
23/05/2006;-1.0;-1.0;28.0;38.0;94.0;29.0;27.0;2.0;22.0;14.0;24.0;42.0;-1.0;17.0;58.0;20.0;7.0;34.0;25.0;17.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
24/05/2006;-1.0;-1.0;28.0;52.0;100.0;40.0;37.0;3.0;22.0;12.0;26.0;56.0;-1.0;24.0;62.0;20.0;8.0;37.0;30.0;16.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
25/05/2006;-1.0;-1.0;19.0;46.0;66.0;21.0;24.0;3.0;35.0;12.0;19.0;36.0;-1.0;15.0;38.0;18.0;10.0;20.0;16.0;17.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
26/05/2006;-1.0;-1.0;22.0;39.0;82.0;28.0;24.0;3.0;30.0;13.0;22.0;38.0;-1.0;16.0;44.0;18.0;8.0;26.0;21.0;22.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
27/05/2006;-1.0;-1.0;22.0;38.0;49.0;23.0;21.0;3.0;21.0;10.0;19.0;34.0;-1.0;14.0;37.0;15.0;8.0;23.0;18.0;17.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
28/05/2006;-1.0;-1.0;14.0;-1.0;45.0;11.0;15.0;2.0;18.0;8.0;11.0;20.0;-1.0;9.0;24.0;10.0;6.0;15.0;10.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
29/05/2006;-1.0;-1.0;18.0;-1.0;48.0;23.0;21.0;3.0;26.0;7.0;18.0;37.0;-1.0;13.0;46.0;17.0;7.0;19.0;13.0;12.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
30/05/2006;-1.0;-1.0;24.0;34.0;70.0;27.0;-1.0;3.0;18.0;11.0;19.0;42.0;-1.0;15.0;46.0;15.0;3.0;29.0;23.0;10.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
31/05/2006;-1.0;-1.0;20.0;25.0;69.0;24.0;-1.0;3.0;13.0;14.0;17.0;37.0;-1.0;15.0;44.0;10.0;4.0;29.0;18.0;13.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/06/2006;-1.0;-1.0;23.0;26.0;81.0;24.0;32.0;2.0;13.0;12.0;18.0;37.0;-1.0;14.0;50.0;10.0;4.0;30.0;18.0;12.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
02/06/2006;-1.0;-1.0;23.0;24.0;71.0;17.0;43.0;2.0;12.0;9.0;15.0;29.0;-1.0;10.0;40.0;9.0;4.0;27.0;16.0;10.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/06/2006;-1.0;-1.0;16.0;21.0;52.0;11.0;34.0;2.0;9.0;4.0;10.0;23.0;-1.0;7.0;28.0;6.0;3.0;18.0;12.0;7.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
04/06/2006;-1.0;-1.0;12.0;14.0;46.0;8.0;19.0;2.0;9.0;3.0;8.0;21.0;-1.0;5.0;19.0;6.0;3.0;13.0;6.0;5.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/06/2006;-1.0;-1.0;16.0;18.0;58.0;11.0;21.0;1.0;9.0;4.0;10.0;26.0;-1.0;9.0;33.0;7.0;3.0;16.0;9.0;5.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/06/2006;-1.0;-1.0;26.0;31.0;84.0;26.0;30.0;1.0;17.0;-1.0;42.0;37.0;-1.0;21.0;45.0;16.0;6.0;29.0;23.0;12.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/06/2006;-1.0;-1.0;27.0;37.0;96.0;38.0;38.0;2.0;24.0;-1.0;25.0;49.0;-1.0;29.0;58.0;22.0;7.0;34.0;28.0;15.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/06/2006;-1.0;-1.0;49.0;71.0;132.0;54.0;45.0;4.0;64.0;35.0;51.0;80.0;-1.0;36.0;86.0;49.0;21.0;59.0;48.0;31.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/06/2006;-1.0;-1.0;40.0;74.0;131.0;19.0;34.0;7.0;77.0;26.0;34.0;103.0;-1.0;28.0;99.0;44.0;13.0;36.0;16.0;26.0;44.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/06/2006;-1.0;-1.0;19.0;55.0;101.0;9.0;15.0;5.0;46.0;14.0;31.0;78.0;-1.0;12.0;61.0;25.0;6.0;18.0;7.0;19.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/06/2006;-1.0;-1.0;18.0;46.0;88.0;10.0;26.0;3.0;41.0;-1.0;30.0;43.0;-1.0;16.0;55.0;21.0;9.0;27.0;19.0;19.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/06/2006;-1.0;-1.0;28.0;58.0;104.0;9.0;13.0;5.0;59.0;10.0;16.0;96.0;-1.0;10.0;80.0;31.0;6.0;24.0;6.0;12.0;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/06/2006;-1.0;-1.0;34.0;69.0;134.0;14.0;17.0;6.0;79.0;15.0;21.0;101.0;-1.0;18.0;84.0;39.0;10.0;25.0;8.0;17.0;44.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/06/2006;-1.0;-1.0;34.0;75.0;123.0;12.0;18.0;7.0;77.0;-1.0;26.0;105.0;-1.0;17.0;94.0;43.0;7.0;24.0;8.0;17.0;48.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/06/2006;-1.0;-1.0;29.0;71.0;89.0;19.0;17.0;6.0;59.0;-1.0;20.0;102.0;-1.0;14.0;93.0;37.0;6.0;27.0;9.0;18.0;43.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/06/2006;-1.0;-1.0;47.0;83.0;93.0;34.0;30.0;8.0;77.0;22.0;38.0;99.0;-1.0;28.0;102.0;49.0;15.0;43.0;32.0;28.0;50.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/06/2006;-1.0;-1.0;35.0;62.0;81.0;18.0;20.0;7.0;53.0;18.0;38.0;68.0;-1.0;20.0;68.0;37.0;12.0;29.0;23.0;24.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/06/2006;-1.0;-1.0;25.0;53.0;65.0;12.0;19.0;3.0;46.0;13.0;27.0;61.0;-1.0;19.0;59.0;31.0;9.0;28.0;15.0;18.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/06/2006;-1.0;-1.0;37.0;77.0;84.0;34.0;31.0;3.0;67.0;19.0;39.0;85.0;-1.0;27.0;88.0;42.0;14.0;39.0;23.0;28.0;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
