;FR20030;FR20026;FR20017;FR20002;FR20013;FR20045;FR20029;FR20049;FR20019;FR20038;FR20020;FR20008;FR20033;FR20037;FR20003;FR20004;FR20048;FR20016;FR20031;FR20046;FR20061;FR20062;FR20063;FR20065;FR20069;FR20070;FR20071;FR20077
26/02/2009;-1.0;-1.0;99.0;109.0;127.0;69.0;72.0;8.0;-1.0;-1.0;-1.0;106.0;-1.0;65.0;112.0;85.0;45.0;-1.0;92.0;65.0;59.0;78.0;95.0;-1.0;-1.0;-1.0;-1.0;-1.0
27/02/2009;-1.0;-1.0;52.0;70.0;95.0;64.0;59.0;8.0;46.0;-1.0;-1.0;64.0;-1.0;44.0;88.0;36.0;17.0;-1.0;63.0;32.0;50.0;43.0;51.0;-1.0;-1.0;-1.0;-1.0;-1.0
28/02/2009;-1.0;-1.0;45.0;71.0;75.0;31.0;30.0;9.0;62.0;-1.0;-1.0;76.0;-1.0;30.0;77.0;38.0;24.0;-1.0;35.0;32.0;48.0;41.0;56.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/03/2009;-1.0;-1.0;30.0;55.0;58.0;21.0;25.0;7.0;49.0;-1.0;-1.0;-1.0;-1.0;19.0;66.0;22.0;16.0;-1.0;17.0;17.0;41.0;29.0;54.0;-1.0;-1.0;-1.0;-1.0;-1.0
02/03/2009;-1.0;-1.0;52.0;76.0;83.0;62.0;49.0;5.0;63.0;-1.0;-1.0;-1.0;-1.0;48.0;84.0;43.0;28.0;-1.0;53.0;45.0;39.0;41.0;70.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/03/2009;-1.0;-1.0;58.0;74.0;91.0;55.0;44.0;7.0;54.0;-1.0;-1.0;84.0;-1.0;44.0;83.0;49.0;22.0;-1.0;49.0;38.0;44.0;-1.0;63.0;-1.0;-1.0;-1.0;-1.0;-1.0
04/03/2009;-1.0;-1.0;36.0;56.0;69.0;29.0;29.0;6.0;43.0;-1.0;-1.0;68.0;-1.0;24.0;73.0;31.0;13.0;-1.0;25.0;23.0;35.0;-1.0;51.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/03/2009;-1.0;-1.0;32.0;43.0;85.0;43.0;36.0;3.0;30.0;-1.0;-1.0;51.0;-1.0;23.0;67.0;20.0;11.0;-1.0;36.0;22.0;22.0;-1.0;35.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/03/2009;-1.0;-1.0;45.0;52.0;90.0;41.0;37.0;8.0;40.0;-1.0;-1.0;56.0;-1.0;24.0;71.0;31.0;18.0;-1.0;44.0;24.0;23.0;36.0;47.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/03/2009;-1.0;-1.0;35.0;47.0;80.0;42.0;32.0;5.0;29.0;-1.0;-1.0;46.0;-1.0;26.0;60.0;26.0;14.0;-1.0;39.0;19.0;33.0;26.0;40.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/03/2009;-1.0;-1.0;49.0;69.0;98.0;31.0;29.0;4.0;66.0;-1.0;-1.0;73.0;-1.0;30.0;80.0;41.0;19.0;-1.0;30.0;33.0;36.0;45.0;59.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/03/2009;-1.0;-1.0;47.0;67.0;100.0;50.0;46.0;6.0;56.0;-1.0;-1.0;67.0;-1.0;37.0;86.0;36.0;17.0;-1.0;44.0;30.0;39.0;42.0;61.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/03/2009;-1.0;-1.0;66.0;83.0;112.0;44.0;47.0;4.0;90.0;-1.0;-1.0;88.0;-1.0;41.0;100.0;-1.0;29.0;-1.0;41.0;46.0;60.0;67.0;74.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/03/2009;-1.0;-1.0;40.0;52.0;92.0;51.0;45.0;6.0;41.0;-1.0;-1.0;62.0;-1.0;31.0;80.0;-1.0;17.0;-1.0;47.0;27.0;37.0;36.0;46.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/03/2009;-1.0;-1.0;76.0;82.0;123.0;52.0;57.0;7.0;99.0;-1.0;-1.0;86.0;-1.0;55.0;103.0;62.0;24.0;-1.0;74.0;51.0;43.0;67.0;93.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/03/2009;-1.0;-1.0;71.0;79.0;132.0;64.0;57.0;7.0;82.0;-1.0;-1.0;79.0;-1.0;51.0;100.0;64.0;36.0;-1.0;77.0;49.0;46.0;72.0;75.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/03/2009;-1.0;-1.0;48.0;73.0;85.0;40.0;33.0;7.0;64.0;-1.0;-1.0;67.0;-1.0;30.0;81.0;50.0;29.0;-1.0;44.0;34.0;35.0;50.0;53.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/03/2009;-1.0;-1.0;18.0;24.0;60.0;17.0;20.0;12.0;14.0;-1.0;-1.0;25.0;-1.0;10.0;41.0;11.0;7.0;-1.0;13.0;6.0;14.0;12.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/03/2009;-1.0;-1.0;30.0;43.0;93.0;42.0;44.0;5.0;24.0;-1.0;-1.0;45.0;-1.0;28.0;62.0;23.0;10.0;-1.0;32.0;13.0;23.0;21.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/03/2009;-1.0;-1.0;53.0;69.0;113.0;55.0;68.0;8.0;43.0;-1.0;-1.0;71.0;-1.0;50.0;82.0;45.0;19.0;-1.0;53.0;28.0;33.0;39.0;57.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/03/2009;-1.0;-1.0;-1.0;52.0;110.0;53.0;55.0;10.0;30.0;-1.0;-1.0;57.0;-1.0;48.0;72.0;35.0;16.0;-1.0;40.0;22.0;30.0;31.0;40.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/03/2009;-1.0;-1.0;-1.0;40.0;87.0;37.0;51.0;7.0;25.0;-1.0;-1.0;46.0;-1.0;33.0;61.0;35.0;16.0;-1.0;35.0;23.0;30.0;28.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0
20/03/2009;-1.0;-1.0;26.0;31.0;66.0;23.0;42.0;6.0;18.0;24.0;-1.0;33.0;-1.0;14.0;53.0;16.0;10.0;-1.0;22.0;16.0;19.0;20.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0
21/03/2009;-1.0;-1.0;24.0;40.0;54.0;24.0;31.0;4.0;17.0;20.0;-1.0;30.0;-1.0;16.0;49.0;18.0;9.0;-1.0;24.0;13.0;16.0;18.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0
22/03/2009;-1.0;-1.0;31.0;34.0;69.0;22.0;30.0;8.0;19.0;23.0;-1.0;36.0;-1.0;17.0;55.0;19.0;11.0;-1.0;26.0;17.0;21.0;20.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0
23/03/2009;-1.0;-1.0;46.0;73.0;91.0;47.0;41.0;7.0;60.0;31.0;-1.0;62.0;-1.0;37.0;89.0;42.0;23.0;-1.0;49.0;44.0;36.0;48.0;62.0;-1.0;-1.0;-1.0;-1.0;-1.0
24/03/2009;-1.0;-1.0;31.0;49.0;79.0;40.0;37.0;5.0;27.0;26.0;-1.0;49.0;-1.0;20.0;70.0;22.0;13.0;-1.0;35.0;22.0;19.0;27.0;42.0;-1.0;-1.0;-1.0;-1.0;-1.0
25/03/2009;-1.0;-1.0;50.0;77.0;91.0;54.0;46.0;5.0;78.0;41.0;-1.0;-1.0;-1.0;36.0;86.0;46.0;31.0;-1.0;43.0;46.0;35.0;53.0;80.0;-1.0;-1.0;-1.0;-1.0;-1.0
26/03/2009;-1.0;-1.0;50.0;79.0;122.0;45.0;36.0;5.0;62.0;28.0;-1.0;-1.0;-1.0;26.0;82.0;41.0;27.0;-1.0;38.0;42.0;35.0;41.0;71.0;-1.0;-1.0;-1.0;-1.0;-1.0
27/03/2009;-1.0;-1.0;40.0;74.0;69.0;45.0;43.0;5.0;65.0;30.0;-1.0;64.0;-1.0;28.0;82.0;40.0;22.0;-1.0;30.0;35.0;28.0;44.0;69.0;-1.0;-1.0;-1.0;-1.0;-1.0
28/03/2009;-1.0;-1.0;27.0;58.0;76.0;21.0;18.0;5.0;45.0;18.0;-1.0;56.0;-1.0;17.0;61.0;28.0;7.0;-1.0;21.0;17.0;26.0;28.0;55.0;-1.0;-1.0;-1.0;-1.0;-1.0
29/03/2009;-1.0;-1.0;18.0;32.0;44.0;18.0;29.0;3.0;19.0;15.0;-1.0;28.0;-1.0;11.0;43.0;14.0;5.0;-1.0;14.0;14.0;13.0;13.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0
30/03/2009;-1.0;-1.0;28.0;36.0;76.0;34.0;38.0;5.0;20.0;26.0;-1.0;43.0;-1.0;20.0;51.0;19.0;8.0;-1.0;27.0;17.0;19.0;19.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0
31/03/2009;-1.0;-1.0;34.0;47.0;83.0;43.0;46.0;7.0;27.0;29.0;-1.0;46.0;-1.0;26.0;-1.0;25.0;16.0;-1.0;40.0;28.0;25.0;30.0;49.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/04/2009;-1.0;-1.0;33.0;51.0;94.0;46.0;41.0;8.0;38.0;29.0;-1.0;51.0;-1.0;33.0;-1.0;30.0;22.0;-1.0;37.0;31.0;28.0;29.0;47.0;-1.0;-1.0;-1.0;-1.0;-1.0
02/04/2009;-1.0;-1.0;46.0;70.0;99.0;45.0;40.0;10.0;60.0;32.0;-1.0;68.0;-1.0;40.0;83.0;46.0;26.0;-1.0;46.0;49.0;35.0;45.0;72.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/04/2009;-1.0;-1.0;40.0;75.0;97.0;48.0;35.0;9.0;50.0;20.0;-1.0;75.0;-1.0;32.0;86.0;32.0;14.0;-1.0;34.0;33.0;36.0;40.0;72.0;-1.0;-1.0;-1.0;-1.0;-1.0
04/04/2009;-1.0;-1.0;32.0;50.0;75.0;42.0;33.0;8.0;33.0;23.0;-1.0;45.0;-1.0;27.0;58.0;26.0;19.0;-1.0;34.0;31.0;26.0;31.0;48.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/04/2009;-1.0;-1.0;27.0;49.0;75.0;44.0;41.0;7.0;30.0;20.0;-1.0;45.0;-1.0;27.0;52.0;16.0;12.0;-1.0;33.0;26.0;21.0;24.0;53.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/04/2009;-1.0;-1.0;37.0;61.0;67.0;31.0;34.0;9.0;51.0;-1.0;-1.0;60.0;-1.0;33.0;68.0;36.0;16.0;-1.0;27.0;32.0;35.0;-1.0;69.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/04/2009;-1.0;-1.0;50.0;86.0;86.0;51.0;42.0;8.0;73.0;-1.0;-1.0;76.0;-1.0;34.0;83.0;44.0;18.0;-1.0;37.0;48.0;43.0;-1.0;89.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/04/2009;-1.0;-1.0;44.0;85.0;99.0;44.0;49.0;5.0;50.0;36.0;-1.0;67.0;-1.0;43.0;67.0;34.0;18.0;-1.0;49.0;38.0;33.0;-1.0;65.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/04/2009;-1.0;-1.0;37.0;66.0;81.0;37.0;38.0;6.0;51.0;24.0;-1.0;65.0;-1.0;32.0;75.0;31.0;14.0;-1.0;30.0;31.0;25.0;36.0;60.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/04/2009;-1.0;-1.0;31.0;59.0;87.0;13.0;20.0;6.0;41.0;19.0;-1.0;60.0;-1.0;17.0;60.0;30.0;8.0;-1.0;12.0;16.0;28.0;28.0;60.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/04/2009;-1.0;-1.0;25.0;61.0;88.0;24.0;30.0;6.0;44.0;17.0;-1.0;52.0;-1.0;15.0;62.0;23.0;8.0;-1.0;19.0;19.0;21.0;25.0;58.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/04/2009;-1.0;-1.0;15.0;45.0;44.0;23.0;19.0;4.0;17.0;13.0;-1.0;31.0;-1.0;13.0;38.0;11.0;6.0;-1.0;14.0;13.0;12.0;14.0;35.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/04/2009;-1.0;-1.0;10.0;51.0;22.0;22.0;11.0;4.0;16.0;16.0;-1.0;25.0;-1.0;12.0;34.0;11.0;4.0;-1.0;13.0;10.0;9.0;13.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/04/2009;-1.0;-1.0;32.0;67.0;96.0;29.0;35.0;6.0;46.0;30.0;-1.0;64.0;-1.0;29.0;66.0;28.0;11.0;-1.0;28.0;27.0;32.0;28.0;57.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/04/2009;-1.0;-1.0;31.0;54.0;78.0;24.0;20.0;5.0;41.0;22.0;-1.0;60.0;-1.0;19.0;60.0;26.0;6.0;-1.0;14.0;21.0;30.0;26.0;58.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/04/2009;-1.0;-1.0;31.0;60.0;84.0;36.0;34.0;4.0;54.0;12.0;-1.0;60.0;-1.0;23.0;68.0;25.0;9.0;-1.0;16.0;21.0;26.0;31.0;62.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/04/2009;-1.0;-1.0;46.0;73.0;71.0;49.0;41.0;3.0;67.0;20.0;-1.0;62.0;-1.0;34.0;78.0;40.0;18.0;-1.0;32.0;36.0;33.0;45.0;62.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/04/2009;-1.0;-1.0;24.0;55.0;56.0;42.0;33.0;3.0;30.0;13.0;-1.0;43.0;-1.0;21.0;53.0;19.0;17.0;-1.0;24.0;21.0;23.0;22.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/04/2009;-1.0;-1.0;22.0;37.0;54.0;30.0;23.0;3.0;23.0;11.0;-1.0;34.0;-1.0;17.0;41.0;16.0;15.0;-1.0;20.0;16.0;17.0;20.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0
20/04/2009;-1.0;-1.0;27.0;40.0;73.0;41.0;34.0;4.0;22.0;17.0;-1.0;42.0;-1.0;26.0;59.0;18.0;14.0;-1.0;26.0;15.0;19.0;22.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0
21/04/2009;-1.0;-1.0;26.0;40.0;67.0;40.0;53.0;5.0;23.0;16.0;-1.0;44.0;-1.0;21.0;60.0;17.0;15.0;-1.0;24.0;15.0;20.0;-1.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0
22/04/2009;-1.0;-1.0;26.0;34.0;77.0;32.0;41.0;6.0;18.0;17.0;-1.0;39.0;-1.0;21.0;55.0;15.0;13.0;-1.0;19.0;16.0;16.0;-1.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0
23/04/2009;-1.0;-1.0;30.0;45.0;90.0;40.0;32.0;5.0;20.0;19.0;-1.0;51.0;-1.0;25.0;61.0;23.0;13.0;-1.0;25.0;17.0;21.0;-1.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0
24/04/2009;-1.0;-1.0;38.0;57.0;90.0;33.0;28.0;7.0;45.0;21.0;-1.0;54.0;-1.0;28.0;65.0;34.0;16.0;-1.0;20.0;17.0;28.0;-1.0;53.0;-1.0;-1.0;-1.0;-1.0;-1.0
25/04/2009;-1.0;-1.0;32.0;57.0;84.0;17.0;13.0;4.0;52.0;13.0;-1.0;67.0;-1.0;17.0;70.0;30.0;12.0;-1.0;10.0;13.0;23.0;25.0;63.0;-1.0;-1.0;-1.0;-1.0;-1.0
26/04/2009;-1.0;-1.0;26.0;53.0;78.0;29.0;21.0;4.0;36.0;16.0;-1.0;45.0;-1.0;22.0;51.0;25.0;13.0;-1.0;19.0;17.0;17.0;23.0;58.0;-1.0;-1.0;-1.0;-1.0;-1.0
27/04/2009;-1.0;-1.0;33.0;54.0;91.0;39.0;34.0;4.0;51.0;19.0;-1.0;49.0;-1.0;29.0;65.0;29.0;17.0;-1.0;31.0;29.0;28.0;29.0;64.0;-1.0;-1.0;-1.0;-1.0;-1.0
28/04/2009;-1.0;-1.0;31.0;54.0;77.0;28.0;33.0;3.0;49.0;19.0;-1.0;54.0;-1.0;18.0;66.0;26.0;13.0;-1.0;19.0;17.0;23.0;26.0;58.0;-1.0;-1.0;-1.0;-1.0;-1.0
29/04/2009;-1.0;-1.0;21.0;47.0;66.0;40.0;30.0;3.0;46.0;18.0;-1.0;42.0;-1.0;22.0;61.0;21.0;14.0;-1.0;26.0;16.0;25.0;23.0;61.0;-1.0;-1.0;-1.0;-1.0;-1.0
30/04/2009;-1.0;-1.0;31.0;45.0;93.0;37.0;36.0;4.0;34.0;24.0;-1.0;45.0;-1.0;33.0;65.0;25.0;17.0;-1.0;35.0;20.0;23.0;26.0;53.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/05/2009;-1.0;-1.0;17.0;44.0;48.0;28.0;26.0;3.0;15.0;15.0;-1.0;23.0;-1.0;15.0;43.0;16.0;12.0;-1.0;20.0;9.0;16.0;13.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0
02/05/2009;-1.0;-1.0;17.0;35.0;44.0;25.0;24.0;4.0;13.0;11.0;-1.0;29.0;-1.0;9.0;39.0;14.0;11.0;-1.0;18.0;8.0;19.0;14.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/05/2009;-1.0;-1.0;11.0;22.0;40.0;17.0;17.0;3.0;7.0;8.0;-1.0;21.0;-1.0;7.0;31.0;7.0;7.0;-1.0;10.0;4.0;5.0;5.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0
04/05/2009;-1.0;-1.0;24.0;33.0;62.0;31.0;30.0;3.0;15.0;18.0;-1.0;41.0;-1.0;14.0;51.0;14.0;9.0;-1.0;23.0;11.0;18.0;13.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/05/2009;-1.0;-1.0;28.0;41.0;72.0;41.0;31.0;3.0;21.0;18.0;-1.0;54.0;-1.0;20.0;58.0;21.0;14.0;-1.0;31.0;15.0;18.0;19.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/05/2009;-1.0;-1.0;38.0;52.0;92.0;32.0;40.0;3.0;47.0;31.0;-1.0;57.0;-1.0;37.0;61.0;33.0;16.0;-1.0;38.0;32.0;22.0;32.0;51.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/05/2009;-1.0;-1.0;47.0;69.0;110.0;28.0;28.0;5.0;68.0;23.0;-1.0;79.0;-1.0;26.0;65.0;42.0;19.0;-1.0;32.0;26.0;31.0;37.0;62.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/05/2009;-1.0;-1.0;15.0;39.0;42.0;14.0;13.0;4.0;25.0;10.0;-1.0;44.0;-1.0;9.0;43.0;14.0;9.0;-1.0;10.0;9.0;20.0;15.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/05/2009;-1.0;-1.0;19.0;39.0;39.0;17.0;15.0;4.0;28.0;9.0;-1.0;54.0;-1.0;13.0;43.0;18.0;10.0;-1.0;14.0;13.0;16.0;15.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/05/2009;-1.0;-1.0;17.0;49.0;69.0;11.0;11.0;4.0;36.0;10.0;-1.0;50.0;-1.0;8.0;43.0;19.0;10.0;-1.0;11.0;6.0;21.0;15.0;41.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/05/2009;-1.0;-1.0;28.0;48.0;73.0;19.0;15.0;-1.0;41.0;11.0;-1.0;64.0;-1.0;12.0;57.0;27.0;12.0;-1.0;15.0;11.0;32.0;24.0;54.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/05/2009;-1.0;-1.0;41.0;58.0;-1.0;19.0;18.0;-1.0;51.0;14.0;-1.0;79.0;-1.0;15.0;74.0;35.0;14.0;-1.0;17.0;19.0;36.0;29.0;71.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/05/2009;-1.0;-1.0;41.0;66.0;-1.0;22.0;27.0;-1.0;60.0;22.0;-1.0;81.0;-1.0;26.0;84.0;40.0;13.0;-1.0;24.0;22.0;44.0;34.0;72.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/05/2009;-1.0;-1.0;38.0;67.0;74.0;40.0;30.0;-1.0;58.0;16.0;-1.0;68.0;-1.0;24.0;82.0;36.0;17.0;-1.0;24.0;27.0;35.0;36.0;70.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/05/2009;-1.0;-1.0;35.0;61.0;89.0;32.0;32.0;-1.0;63.0;17.0;-1.0;63.0;-1.0;27.0;69.0;33.0;10.0;-1.0;29.0;20.0;32.0;33.0;71.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/05/2009;-1.0;-1.0;30.0;61.0;81.0;24.0;22.0;-1.0;49.0;16.0;-1.0;51.0;-1.0;20.0;62.0;33.0;9.0;-1.0;26.0;20.0;18.0;-1.0;46.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/05/2009;-1.0;-1.0;10.0;30.0;24.0;10.0;10.0;-1.0;21.0;5.0;-1.0;31.0;-1.0;6.0;42.0;10.0;5.0;-1.0;10.0;7.0;12.0;13.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/05/2009;-1.0;-1.0;27.0;44.0;82.0;37.0;28.0;-1.0;28.0;16.0;-1.0;43.0;-1.0;26.0;57.0;22.0;11.0;-1.0;29.0;17.0;19.0;20.0;41.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/05/2009;-1.0;-1.0;40.0;69.0;93.0;36.0;34.0;6.0;65.0;22.0;-1.0;76.0;-1.0;28.0;80.0;40.0;21.0;-1.0;31.0;31.0;24.0;31.0;71.0;-1.0;-1.0;-1.0;-1.0;-1.0
20/05/2009;-1.0;-1.0;33.0;59.0;84.0;25.0;28.0;6.0;44.0;16.0;-1.0;70.0;-1.0;22.0;71.0;31.0;-1.0;-1.0;20.0;19.0;25.0;25.0;55.0;-1.0;-1.0;-1.0;-1.0;-1.0
21/05/2009;-1.0;-1.0;16.0;39.0;47.0;6.0;13.0;3.0;21.0;8.0;-1.0;42.0;-1.0;10.0;42.0;18.0;-1.0;-1.0;9.0;7.0;14.0;16.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0
22/05/2009;-1.0;-1.0;31.0;48.0;83.0;26.0;26.0;4.0;30.0;17.0;-1.0;39.0;-1.0;23.0;47.0;26.0;-1.0;-1.0;27.0;23.0;15.0;23.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0
23/05/2009;-1.0;-1.0;33.0;58.0;63.0;19.0;-1.0;6.0;39.0;14.0;-1.0;64.0;-1.0;20.0;64.0;36.0;-1.0;-1.0;14.0;16.0;28.0;27.0;55.0;-1.0;-1.0;-1.0;-1.0;-1.0
24/05/2009;-1.0;-1.0;27.0;63.0;75.0;16.0;-1.0;4.0;37.0;15.0;-1.0;64.0;-1.0;19.0;59.0;33.0;-1.0;-1.0;12.0;15.0;23.0;23.0;51.0;-1.0;-1.0;-1.0;-1.0;-1.0
25/05/2009;-1.0;-1.0;33.0;-1.0;83.0;24.0;-1.0;4.0;49.0;13.0;-1.0;87.0;-1.0;22.0;80.0;35.0;-1.0;-1.0;11.0;19.0;27.0;27.0;68.0;-1.0;-1.0;-1.0;-1.0;-1.0
26/05/2009;-1.0;-1.0;22.0;-1.0;66.0;33.0;-1.0;2.0;24.0;17.0;-1.0;47.0;-1.0;21.0;54.0;21.0;11.0;-1.0;25.0;16.0;14.0;20.0;42.0;-1.0;-1.0;-1.0;-1.0;-1.0
27/05/2009;-1.0;-1.0;16.0;25.0;59.0;24.0;-1.0;3.0;12.0;10.0;-1.0;37.0;-1.0;11.0;52.0;12.0;6.0;-1.0;16.0;9.0;10.0;14.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0
28/05/2009;-1.0;-1.0;19.0;36.0;58.0;26.0;31.0;3.0;14.0;10.0;-1.0;39.0;-1.0;17.0;50.0;15.0;7.0;-1.0;18.0;11.0;14.0;15.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0
29/05/2009;-1.0;-1.0;16.0;23.0;65.0;18.0;34.0;3.0;11.0;13.0;-1.0;29.0;-1.0;11.0;50.0;10.0;7.0;-1.0;16.0;9.0;12.0;14.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0
30/05/2009;-1.0;-1.0;20.0;47.0;87.0;20.0;18.0;5.0;25.0;12.0;-1.0;46.0;-1.0;17.0;44.0;21.0;9.0;-1.0;20.0;9.0;13.0;16.0;32.0;-1.0;-1.0;-1.0;-1.0;-1.0
31/05/2009;-1.0;-1.0;12.0;30.0;55.0;6.0;18.0;4.0;12.0;11.0;-1.0;27.0;-1.0;12.0;31.0;12.0;6.0;-1.0;12.0;6.0;9.0;9.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/06/2009;-1.0;-1.0;9.0;20.0;44.0;9.0;28.0;3.0;7.0;9.0;-1.0;21.0;-1.0;9.0;34.0;8.0;-1.0;-1.0;11.0;5.0;7.0;8.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0
02/06/2009;-1.0;-1.0;19.0;23.0;74.0;22.0;38.0;3.0;11.0;17.0;-1.0;37.0;-1.0;11.0;50.0;11.0;-1.0;-1.0;17.0;11.0;11.0;14.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/06/2009;-1.0;-1.0;20.0;28.0;88.0;27.0;35.0;4.0;13.0;19.0;-1.0;43.0;-1.0;19.0;55.0;13.0;7.0;-1.0;21.0;11.0;14.0;16.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0
04/06/2009;-1.0;-1.0;21.0;36.0;87.0;37.0;34.0;4.0;18.0;21.0;-1.0;48.0;-1.0;18.0;62.0;20.0;8.0;-1.0;24.0;12.0;17.0;18.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/06/2009;-1.0;-1.0;39.0;61.0;99.0;28.0;34.0;11.0;52.0;25.0;-1.0;86.0;-1.0;26.0;70.0;41.0;14.0;-1.0;28.0;20.0;27.0;34.0;55.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/06/2009;-1.0;-1.0;17.0;41.0;40.0;7.0;17.0;3.0;30.0;11.0;-1.0;45.0;-1.0;14.0;52.0;18.0;5.0;-1.0;11.0;10.0;14.0;22.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/06/2009;-1.0;-1.0;13.0;39.0;25.0;14.0;22.0;2.0;31.0;10.0;-1.0;36.0;-1.0;16.0;46.0;15.0;6.0;-1.0;11.0;8.0;-1.0;18.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/06/2009;-1.0;-1.0;27.0;49.0;52.0;21.0;29.0;4.0;37.0;17.0;-1.0;57.0;-1.0;22.0;59.0;26.0;12.0;-1.0;20.0;19.0;-1.0;27.0;46.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/06/2009;-1.0;-1.0;24.0;57.0;65.0;21.0;26.0;2.0;43.0;13.0;-1.0;52.0;-1.0;19.0;66.0;31.0;9.0;-1.0;16.0;17.0;-1.0;26.0;51.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/06/2009;-1.0;-1.0;26.0;48.0;58.0;18.0;25.0;2.0;42.0;17.0;-1.0;62.0;-1.0;26.0;64.0;30.0;9.0;-1.0;16.0;17.0;27.0;34.0;44.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/06/2009;-1.0;-1.0;18.0;46.0;71.0;31.0;26.0;2.0;24.0;11.0;-1.0;45.0;-1.0;15.0;63.0;17.0;11.0;-1.0;21.0;11.0;14.0;20.0;35.0;-1.0;-1.0;-1.0;-1.0;-1.0
