"date";"nb_deces";"no";"no2";"o3";"pm25";"pm10"
"2014-09";963;15.233;28.1603333333333;59.142;14.8103333333333;22.3756666666667
"2014-10";982;31.7861290322581;33.2258064516129;38.968064516129;15.851935483871;25.0667741935484
"2014-11";984;52.0003333333333;37.6836666666667;27.103;19.8703333333333;28.7056666666667
"2014-12";1169;44.6445161290323;35.0361290322581;27.0312903225806;18.7967741935484;25.3270967741935
"2015-01";1233;45.4841935483871;42.5322580645161;33.6332258064516;23.0483870967742;29.1667741935484
"2015-02";1262;27.3878571428571;37.7557142857143;46.4453571428571;23.4432142857143;27.6257142857143
"2015-03";1181;29.0461290322581;38.8467741935484;51.1251612903226;30.5196774193548;34.8812903225806
"2015-04";1010;18.4793333333333;31.8476666666667;70.3116666666667;12.7703333333333;21.5803333333333
"2015-05";997;9.85;26.1245161290323;73.34;12.1041935483871;18.74
"2015-06";966;10.2033333333333;25.4766666666667;80.4913333333333;15.029;21.0146666666667
"2015-07";1060;9.19354838709677;24.7358064516129;86.7664516129032;14.5838709677419;22.2583870967742
"2015-08";1012;9.44838709677419;25.51;79.5374193548387;11.0087096774194;18.2251612903226
"2015-09";998;12.0746666666667;25.2036666666667;61.7173333333333;8.23333333333333;14.525
"2015-10";1099;25.8283870967742;33.2087096774194;31.9925806451613;18.1232258064516;23.5445161290323
"2015-11";1032;56.3953333333333;40.7336666666667;27.7356666666667;21.3256666666667;29.287
"2015-12";1061;71.3838709677419;43.7706451612903;28.3003225806452;25.8145161290323;36.0393548387097
"2016-01";1133;33.2796774193548;36.7577419354839;31.3074193548387;15.8938709677419;23.0567741935484
"2016-02";1111;29.3503448275862;35.3610344827586;39.8793103448276;15.9496551724138;23.6255172413793
"2016-03";1154;19.3651612903226;33.9064516129032;48.858064516129;19.7632258064516;27.2096774193548
"2016-04";1032;15.1416666666667;28.9233333333333;57.9973333333333;8.76366666666667;16.629
"2016-05";1031;14.581935483871;27.5432258064516;64.7412903225806;11.3758064516129;15.9412903225806
"2016-06";932;13.739;27.074;55.1446666666667;9.14666666666667;14.3453333333333
"2016-07";994;13.418064516129;28.6429032258065;64.1358064516129;10.1970967741935;18.5706451612903
"2016-08";936;12.9358064516129;28.2190322580645;66.2016129032258;8.96064516129032;17.8716129032258
"2016-09";987;16.0846666666667;30.7453333333333;62.7366666666667;13.6583333333333;21.8316666666667
"2016-10";1087;27.0651612903226;32.0758064516129;31.2787096774194;15.9712903225806;18.8958064516129
"2016-11";1033;43.5356666666667;39.207;29.3363333333333;19.7873333333333;22.009
"2016-12";1366;107.159677419355;52.2316129032258;14.5487096774194;42.0338709677419;45.92
"2017-01";1534;50.6448387096774;47.118064516129;31.9451612903226;35.0609677419355;42.8551612903226
"2017-02";1069;46.32;50.2675;46.3439285714286;18.9246428571429;28.1510714285714
"2017-03";1089;32.2316129032258;46.2554838709677;58.3516129032258;14.1293548387097;21.8306451612903
"2017-04";1009;14.6326666666667;31.2336666666667;72.005;10.488;18.3663333333333
"2017-05";1035;20.78;35.2964516129032;69.5977419354839;9.29677419354839;15.8877419354839
"2017-06";962;18.9033333333333;34.4753333333333;76.0613333333333;9.965;19.623
"2017-07";1040;20.2506451612903;32.5674193548387;70.3041935483871;8.10516129032258;16.8845161290323
"2017-08";1010;17.9848387096774;32.7070967741936;72.8674193548387;8.13709677419355;17.3964516129032
"2017-09";953;19.6943333333333;39.6613333333333;55.3266666666667;7.33266666666667;15.1686666666667
"2017-10";1098;30.8361290322581;44.55;44.0648387096774;10.7090322580645;22.2474193548387
"2017-11";1099;44.2556666666667;44.232;37.6693333333333;16.2066666666667;25.513
"2017-12";1244;32.0645161290323;38.5238709677419;36.7061290322581;12.2477419354839;16.8109677419355
"2018-01";1239;34.6851612903226;41.0287096774194;35.1912903225806;11.1506451612903;16.0309677419355
"2018-02";1111;22.9514285714286;36.695;37.4432142857143;17.5207142857143;23.2125
"2018-03";1281;20.8670967741935;37.4338709677419;52.0796774193548;11.6774193548387;15.7590322580645
"2018-04";1010;18.952;34.731;72.0886666666667;9.23166666666667;17.7206666666667
"2018-05";984;15.6616129032258;27.8561290322581;73.5129032258065;11.5864516129032;17.69
"2018-06";914;14.472;26.2726666666667;71.2406666666667;8.45566666666667;15.3313333333333
"2018-07";951;15.28;34.0883870967742;88.2712903225806;11.8116129032258;18.2474193548387
"2018-08";1033;12.498064516129;26.5225806451613;79.3358064516129;9.83322580645161;15.6512903225806
"2018-09";996;20.7723333333333;39.8993333333333;66.5283333333333;10.4823333333333;19.1626666666667
"2018-10";1010;24.3835483870968;35.908064516129;45.7564516129032;14.6964516129032;22.1803225806452
"2018-11";1022;50.235;41.926;27.6253333333333;16.9356666666667;21.6466666666667
"2018-12";1063;43.9522580645161;45.8835483870968;31.6525806451613;17.3693548387097;21.1590322580645
"2019-01";1260;25.6716129032258;39.76;42.001935483871;15.59;20.7103225806452
"2019-02";1234;51.5535714285714;55.8792857142857;43.4017857142857;24.8217857142857;33.0910714285714
"2019-03";1133;22.618064516129;40.2238709677419;65.2822580645161;10.9406451612903;18.1661290322581
"2019-04";1074;21.1013333333333;35.3673333333333;75.9076666666667;10.8826666666667;17.848
"2019-05";1010;13.9661290322581;25.3709677419355;77.0864516129032;7.12935483870968;11.5738709677419
"2019-06";940;23.979;36.4373333333333;77.6506666666667;8.76366666666667;16.7083333333333
"2019-07";1017;18.1745161290323;36.0261290322581;87.8103225806452;9.49096774193548;17.7945161290323
"2019-08";985;12.7106451612903;30.8351612903226;66.6132258064516;7.85354838709677;13.928064516129
"2019-09";927;15.5896666666667;32.0183333333333;59.775;5.96333333333333;14.1656666666667
"2019-10";1100;26.9267741935484;34.8638709677419;36.4729032258064;9.00258064516129;17.2187096774194
"2019-11";1059;31.1196666666667;39.1086666666667;35.0136666666667;13.3233333333333;17.9633333333333
"2019-12";1153;44.7890322580645;39.9367741935484;37.0483870967742;19.6225806451613;24.9467741935484
