;FR20003;FR20017;FR20038;FR20045;FR20026;FR20049;FR20019;FR20002;FR20037;FR20029;FR20033;FR20013;FR20020;FR20008;FR20030;FR20004;FR20048;FR20016;FR20031;FR20046;FR20061;FR20062;FR20063;FR20065;FR20069;FR20070;FR20071;FR20077;indicateur;moyenne;q1;mediane;q3;d10
30/09/2008;71.0;19.0;21.0;52.0;-1.0;0.0;51.0;35.0;37.0;39.0;-1.0;116.0;-1.0;60.0;-1.0;9.0;10.0;-1.0;32.0;26.0;32.0;12.0;96.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.77;1;1;1;1;0
01/10/2008;70.0;12.0;6.0;20.0;-1.0;0.0;55.0;-1.0;11.0;17.0;-1.0;151.0;-1.0;80.0;-1.0;12.0;1.0;-1.0;7.0;17.0;22.0;11.0;74.0;-1.0;-1.0;-1.0;-1.0;-1.0;37.52;1;1;1;1;0
02/10/2008;58.0;14.0;11.0;17.0;-1.0;0.0;37.0;-1.0;12.0;15.0;-1.0;158.0;-1.0;57.0;-1.0;11.0;2.0;-1.0;16.0;10.0;7.0;8.0;68.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.8;1;1;1;0;0
03/10/2008;60.0;7.0;5.0;26.0;-1.0;0.0;38.0;-1.0;6.0;8.0;-1.0;97.0;-1.0;40.0;-1.0;8.0;5.0;-1.0;10.0;8.0;8.0;6.0;54.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.68;0;1;1;0;0
04/10/2008;30.0;9.0;7.0;10.0;-1.0;0.0;24.0;-1.0;6.0;7.0;-1.0;59.0;-1.0;30.0;-1.0;7.0;2.0;-1.0;11.0;10.0;6.0;8.0;45.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.21;0;1;0;0;0
05/10/2008;14.0;5.0;5.0;4.0;-1.0;0.0;23.0;-1.0;5.0;4.0;-1.0;45.0;-1.0;38.0;-1.0;7.0;3.0;-1.0;5.0;7.0;8.0;6.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.22;0;1;0;0;0
06/10/2008;49.0;22.0;17.0;9.0;-1.0;1.0;64.0;-1.0;16.0;9.0;-1.0;138.0;-1.0;101.0;-1.0;24.0;4.0;-1.0;7.0;14.0;24.0;16.0;117.0;-1.0;-1.0;-1.0;-1.0;-1.0;43.3;1;1;1;1;0
07/10/2008;57.0;25.0;16.0;33.0;-1.0;1.0;59.0;42.0;23.0;25.0;-1.0;98.0;-1.0;86.0;-1.0;34.0;14.0;-1.0;15.0;38.0;34.0;28.0;88.0;-1.0;-1.0;-1.0;-1.0;-1.0;45.8;1;1;1;1;0
08/10/2008;97.0;14.0;20.0;31.0;-1.0;0.0;31.0;27.0;26.0;21.0;-1.0;178.0;-1.0;52.0;-1.0;10.0;2.0;-1.0;21.0;3.0;12.0;8.0;47.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.96;1;1;1;0;0
09/10/2008;106.0;13.0;9.0;34.0;-1.0;0.0;11.0;32.0;9.0;14.0;-1.0;136.0;-1.0;34.0;-1.0;10.0;3.0;-1.0;20.0;4.0;9.0;9.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.03;1;1;1;0;0
10/10/2008;89.0;29.0;20.0;39.0;-1.0;1.0;62.0;42.0;25.0;26.0;-1.0;148.0;-1.0;76.0;-1.0;19.0;6.0;-1.0;26.0;36.0;29.0;21.0;95.0;-1.0;-1.0;-1.0;-1.0;-1.0;46.73;1;1;1;1;0
11/10/2008;101.0;37.0;14.0;22.0;-1.0;1.0;62.0;55.0;14.0;18.0;-1.0;88.0;-1.0;83.0;-1.0;29.0;10.0;-1.0;21.0;24.0;27.0;32.0;55.0;-1.0;-1.0;-1.0;-1.0;-1.0;54.9;1;1;1;1;0
12/10/2008;53.0;24.0;3.0;0.0;-1.0;0.0;13.0;44.0;4.0;9.0;-1.0;36.0;-1.0;48.0;-1.0;4.0;1.0;-1.0;11.0;0.0;8.0;6.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.38;0;1;1;0;0
13/10/2008;131.0;44.0;34.0;29.0;-1.0;1.0;76.0;49.0;28.0;36.0;-1.0;148.0;-1.0;137.0;-1.0;28.0;4.0;-1.0;18.0;32.0;51.0;27.0;121.0;-1.0;-1.0;-1.0;-1.0;-1.0;68.78;1;1;1;1;1
14/10/2008;118.0;59.0;34.0;50.0;-1.0;0.0;61.0;79.0;52.0;61.0;-1.0;155.0;-1.0;108.0;-1.0;36.0;15.0;-1.0;61.0;32.0;40.0;46.0;156.0;-1.0;-1.0;-1.0;-1.0;-1.0;73.39;1;1;1;1;1
15/10/2008;118.0;51.0;28.0;39.0;-1.0;0.0;91.0;69.0;44.0;39.0;-1.0;173.0;-1.0;99.0;-1.0;47.0;11.0;-1.0;42.0;42.0;24.0;40.0;146.0;-1.0;-1.0;-1.0;-1.0;-1.0;71.02;1;1;1;1;1
16/10/2008;108.0;29.0;18.0;33.0;-1.0;0.0;58.0;53.0;22.0;24.0;-1.0;156.0;-1.0;-1.0;-1.0;15.0;6.0;-1.0;17.0;22.0;28.0;24.0;97.0;-1.0;-1.0;-1.0;-1.0;-1.0;46.16;1;1;1;1;0
17/10/2008;67.0;7.0;3.0;16.0;-1.0;0.0;3.0;27.0;5.0;11.0;-1.0;96.0;-1.0;-1.0;-1.0;5.0;3.0;-1.0;12.0;1.0;6.0;4.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.14;0;1;1;0;0
18/10/2008;54.0;19.0;8.0;19.0;-1.0;0.0;30.0;42.0;10.0;18.0;-1.0;77.0;-1.0;44.0;-1.0;12.0;4.0;-1.0;18.0;5.0;13.0;11.0;61.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.89;1;1;1;0;0
19/10/2008;64.0;35.0;12.0;20.0;-1.0;1.0;55.0;47.0;10.0;17.0;-1.0;66.0;-1.0;62.0;-1.0;15.0;6.0;-1.0;24.0;26.0;11.0;24.0;102.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.51;1;1;1;1;0
20/10/2008;103.0;67.0;26.0;26.0;-1.0;0.0;66.0;69.0;7.0;45.0;-1.0;91.0;-1.0;113.0;-1.0;20.0;3.0;-1.0;50.0;36.0;26.0;37.0;131.0;-1.0;-1.0;-1.0;-1.0;-1.0;67.23;1;1;1;1;1
21/10/2008;60.0;9.0;1.0;4.0;-1.0;0.0;24.0;27.0;1.0;2.0;-1.0;95.0;-1.0;89.0;-1.0;8.0;2.0;-1.0;2.0;1.0;18.0;6.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.52;1;1;1;0;0
22/10/2008;65.0;4.0;15.0;12.0;-1.0;0.0;2.0;17.0;2.0;12.0;-1.0;62.0;-1.0;24.0;-1.0;3.0;2.0;-1.0;8.0;0.0;2.0;2.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.99;0;1;0;0;0
23/10/2008;75.0;17.0;11.0;30.0;-1.0;1.0;12.0;22.0;7.0;13.0;-1.0;144.0;-1.0;51.0;-1.0;13.0;4.0;-1.0;21.0;7.0;19.0;9.0;44.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.93;1;1;1;0;0
24/10/2008;137.0;54.0;31.0;38.0;-1.0;2.0;62.0;66.0;32.0;40.0;-1.0;192.0;-1.0;95.0;-1.0;46.0;14.0;-1.0;54.0;22.0;40.0;42.0;103.0;-1.0;-1.0;-1.0;-1.0;-1.0;71.62;1;1;1;1;1
25/10/2008;62.0;21.0;11.0;14.0;-1.0;0.0;30.0;30.0;15.0;16.0;-1.0;104.0;-1.0;55.0;-1.0;21.0;5.0;-1.0;23.0;7.0;22.0;14.0;60.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.22;1;1;1;0;0
26/10/2008;88.0;49.0;15.0;27.0;-1.0;0.0;77.0;71.0;23.0;26.0;-1.0;90.0;-1.0;94.0;-1.0;47.0;10.0;-1.0;39.0;32.0;28.0;53.0;102.0;-1.0;-1.0;-1.0;-1.0;-1.0;66.13;1;1;1;1;1
27/10/2008;157.0;46.0;23.0;50.0;-1.0;0.0;97.0;79.0;29.0;39.0;-1.0;187.0;-1.0;144.0;-1.0;40.0;18.0;-1.0;27.0;49.0;45.0;47.0;122.0;-1.0;-1.0;-1.0;-1.0;-1.0;84.56;1;1;1;1;1
28/10/2008;102.0;17.0;13.0;39.0;-1.0;0.0;14.0;33.0;12.0;14.0;-1.0;173.0;-1.0;45.0;-1.0;9.0;4.0;-1.0;26.0;3.0;15.0;11.0;40.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.49;1;1;1;1;0
29/10/2008;80.0;7.0;19.0;17.0;-1.0;0.0;5.0;30.0;4.0;12.0;-1.0;116.0;-1.0;33.0;-1.0;4.0;2.0;-1.0;11.0;1.0;7.0;5.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.78;0;1;1;0;0
30/10/2008;69.0;9.0;3.0;5.0;-1.0;1.0;29.0;32.0;2.0;5.0;-1.0;96.0;-1.0;66.0;-1.0;7.0;2.0;-1.0;2.0;1.0;12.0;5.0;43.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.27;1;1;1;0;0
31/10/2008;111.0;57.0;43.0;31.0;-1.0;2.0;78.0;86.0;37.0;39.0;-1.0;239.0;-1.0;88.0;-1.0;36.0;8.0;-1.0;60.0;29.0;31.0;39.0;119.0;-1.0;-1.0;-1.0;-1.0;-1.0;69.23;1;1;1;1;1
01/11/2008;30.0;7.0;3.0;2.0;-1.0;0.0;16.0;22.0;1.0;1.0;-1.0;51.0;-1.0;26.0;-1.0;2.0;3.0;-1.0;5.0;1.0;4.0;4.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.77;0;1;0;0;0
02/11/2008;25.0;7.0;4.0;5.0;-1.0;1.0;11.0;27.0;3.0;2.0;-1.0;59.0;-1.0;21.0;-1.0;3.0;4.0;-1.0;6.0;1.0;6.0;3.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.95;0;1;0;0;0
03/11/2008;58.0;18.0;10.0;10.0;-1.0;0.0;38.0;43.0;8.0;5.0;-1.0;109.0;-1.0;75.0;-1.0;7.0;5.0;-1.0;6.0;10.0;14.0;9.0;77.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.64;1;1;1;1;0
04/11/2008;89.0;55.0;45.0;103.0;-1.0;0.0;58.0;67.0;42.0;59.0;-1.0;151.0;-1.0;79.0;-1.0;20.0;20.0;-1.0;52.0;43.0;40.0;22.0;141.0;-1.0;-1.0;-1.0;-1.0;-1.0;56.38;1;1;1;1;0
05/11/2008;97.0;36.0;24.0;26.0;-1.0;1.0;74.0;62.0;20.0;18.0;-1.0;173.0;-1.0;95.0;-1.0;29.0;14.0;-1.0;20.0;23.0;28.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;57.17;1;1;1;1;0
06/11/2008;144.0;51.0;32.0;63.0;-1.0;1.0;131.0;93.0;40.0;38.0;-1.0;210.0;-1.0;135.0;-1.0;43.0;24.0;-1.0;54.0;70.0;43.0;51.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;86.8;1;1;1;1;1
07/11/2008;138.0;51.0;24.0;47.0;-1.0;1.0;119.0;96.0;37.0;40.0;-1.0;182.0;-1.0;107.0;-1.0;49.0;23.0;-1.0;40.0;65.0;55.0;52.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;82.45;1;1;1;1;1
08/11/2008;79.0;29.0;11.0;26.0;-1.0;0.0;53.0;68.0;12.0;16.0;-1.0;90.0;-1.0;96.0;-1.0;29.0;7.0;-1.0;17.0;27.0;29.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;52.72;1;1;1;1;0
09/11/2008;22.0;3.0;1.0;1.0;-1.0;0.0;9.0;15.0;1.0;1.0;-1.0;32.0;-1.0;41.0;-1.0;3.0;4.0;-1.0;1.0;2.0;3.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.41;0;1;0;0;0
10/11/2008;41.0;7.0;4.0;2.0;-1.0;1.0;15.0;20.0;1.0;2.0;-1.0;62.0;-1.0;69.0;-1.0;4.0;5.0;-1.0;1.0;0.0;7.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.03;0;1;1;0;0
11/11/2008;17.0;3.0;1.0;3.0;-1.0;0.0;11.0;19.0;1.0;1.0;-1.0;45.0;-1.0;21.0;-1.0;3.0;4.0;-1.0;3.0;0.0;4.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.49;0;0;0;0;0
12/11/2008;90.0;26.0;21.0;48.0;-1.0;0.0;33.0;60.0;35.0;34.0;-1.0;150.0;-1.0;89.0;-1.0;18.0;12.0;-1.0;53.0;18.0;49.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;48.69;1;1;1;1;0
13/11/2008;39.0;6.0;17.0;11.0;-1.0;0.0;3.0;11.0;3.0;15.0;-1.0;72.0;-1.0;-1.0;-1.0;3.0;5.0;-1.0;8.0;1.0;5.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.56;0;0;0;0;0
14/11/2008;63.0;10.0;10.0;27.0;-1.0;1.0;12.0;44.0;10.0;-1.0;-1.0;100.0;-1.0;-1.0;-1.0;8.0;6.0;-1.0;19.0;2.0;19.0;7.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.17;0;1;1;0;0
15/11/2008;60.0;31.0;12.0;9.0;-1.0;0.0;60.0;55.0;10.0;-1.0;-1.0;118.0;-1.0;70.0;-1.0;25.0;6.0;-1.0;28.0;8.0;19.0;23.0;87.0;-1.0;-1.0;-1.0;-1.0;-1.0;44.07;1;1;1;1;0
16/11/2008;29.0;11.0;10.0;4.0;-1.0;0.0;22.0;34.0;7.0;8.0;-1.0;61.0;-1.0;24.0;-1.0;5.0;5.0;-1.0;14.0;2.0;4.0;5.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.85;0;1;0;0;0
17/11/2008;62.0;16.0;25.0;41.0;-1.0;0.0;12.0;44.0;15.0;21.0;-1.0;110.0;-1.0;45.0;-1.0;11.0;7.0;-1.0;22.0;5.0;17.0;10.0;43.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.12;1;1;1;0;0
18/11/2008;126.0;54.0;32.0;50.0;-1.0;1.0;78.0;-1.0;31.0;40.0;-1.0;213.0;-1.0;110.0;-1.0;44.0;9.0;-1.0;40.0;42.0;63.0;40.0;127.0;-1.0;-1.0;-1.0;-1.0;-1.0;74.39;1;1;1;1;1
19/11/2008;75.0;16.0;22.0;41.0;-1.0;0.0;8.0;-1.0;9.0;16.0;-1.0;157.0;-1.0;49.0;-1.0;9.0;3.0;-1.0;32.0;4.0;18.0;7.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.37;1;1;1;0;0
20/11/2008;146.0;55.0;28.0;101.0;-1.0;0.0;143.0;97.0;-1.0;67.0;-1.0;171.0;-1.0;109.0;-1.0;49.0;36.0;-1.0;57.0;102.0;57.0;56.0;202.0;-1.0;-1.0;-1.0;-1.0;-1.0;88.82;1;1;1;1;1
21/11/2008;115.0;38.0;20.0;30.0;-1.0;0.0;82.0;79.0;-1.0;22.0;-1.0;179.0;-1.0;100.0;-1.0;39.0;6.0;-1.0;18.0;30.0;24.0;30.0;92.0;-1.0;-1.0;-1.0;-1.0;-1.0;66.15;1;1;1;1;1
22/11/2008;47.0;5.0;14.0;6.0;-1.0;0.0;25.0;36.0;2.0;3.0;-1.0;58.0;-1.0;28.0;-1.0;7.0;0.0;-1.0;8.0;1.0;10.0;4.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.72;0;1;1;0;0
23/11/2008;14.0;2.0;3.0;2.0;-1.0;1.0;11.0;23.0;1.0;2.0;-1.0;32.0;-1.0;23.0;-1.0;4.0;0.0;-1.0;3.0;0.0;3.0;2.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.03;0;0;0;0;0
24/11/2008;94.0;29.0;17.0;25.0;-1.0;0.0;-1.0;69.0;8.0;17.0;-1.0;165.0;-1.0;94.0;-1.0;25.0;7.0;-1.0;22.0;11.0;31.0;23.0;71.0;-1.0;-1.0;-1.0;-1.0;-1.0;54.33;1;1;1;1;0
25/11/2008;52.0;10.0;26.0;17.0;-1.0;1.0;-1.0;17.0;4.0;21.0;-1.0;105.0;-1.0;27.0;-1.0;5.0;1.0;-1.0;15.0;1.0;8.0;6.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.07;0;1;0;0;0
26/11/2008;64.0;15.0;20.0;41.0;-1.0;0.0;-1.0;34.0;10.0;17.0;-1.0;139.0;-1.0;51.0;-1.0;11.0;2.0;-1.0;23.0;5.0;17.0;9.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.14;1;1;1;0;0
27/11/2008;161.0;143.0;64.0;109.0;-1.0;3.0;133.0;185.0;85.0;110.0;-1.0;227.0;-1.0;193.0;-1.0;121.0;37.0;-1.0;133.0;85.0;115.0;98.0;278.0;-1.0;-1.0;-1.0;-1.0;-1.0;148.7;1;1;1;1;1
28/11/2008;93.0;82.0;82.0;49.0;-1.0;4.0;75.0;125.0;68.0;82.0;-1.0;209.0;-1.0;100.0;-1.0;80.0;16.0;-1.0;92.0;36.0;44.0;63.0;99.0;-1.0;-1.0;-1.0;-1.0;-1.0;88.53;1;1;1;1;1
29/11/2008;82.0;67.0;30.0;40.0;-1.0;4.0;87.0;104.0;24.0;33.0;-1.0;166.0;-1.0;101.0;-1.0;58.0;17.0;-1.0;60.0;32.0;45.0;59.0;92.0;-1.0;-1.0;-1.0;-1.0;-1.0;77.35;1;1;1;1;1
30/11/2008;16.0;2.0;2.0;1.0;-1.0;1.0;12.0;19.0;1.0;1.0;-1.0;23.0;-1.0;27.0;-1.0;2.0;1.0;-1.0;1.0;0.0;2.0;2.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.06;0;0;0;0;0
01/12/2008;83.0;52.0;12.0;60.0;-1.0;1.0;91.0;105.0;19.0;37.0;-1.0;209.0;-1.0;94.0;-1.0;40.0;13.0;-1.0;54.0;31.0;12.0;36.0;144.0;-1.0;-1.0;-1.0;-1.0;-1.0;68.7;1;1;1;1;1
02/12/2008;65.0;30.0;28.0;77.0;-1.0;0.0;56.0;77.0;41.0;48.0;-1.0;143.0;-1.0;72.0;-1.0;23.0;15.0;-1.0;35.0;44.0;31.0;20.0;102.0;-1.0;-1.0;-1.0;-1.0;-1.0;48.67;1;1;1;1;0
03/12/2008;46.0;9.0;6.0;4.0;-1.0;-1.0;26.0;43.0;3.0;6.0;-1.0;101.0;-1.0;81.0;-1.0;10.0;1.0;-1.0;-1.0;4.0;15.0;7.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.49;1;1;1;0;0
04/12/2008;56.0;13.0;10.0;6.0;-1.0;-1.0;30.0;40.0;4.0;10.0;-1.0;103.0;-1.0;114.0;-1.0;17.0;1.0;-1.0;3.0;11.0;29.0;13.0;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;40.41;1;1;1;1;0
05/12/2008;81.0;10.0;4.0;21.0;-1.0;0.0;55.0;-1.0;3.0;13.0;-1.0;75.0;-1.0;71.0;-1.0;8.0;1.0;-1.0;4.0;6.0;20.0;15.0;42.0;-1.0;-1.0;-1.0;-1.0;-1.0;36.63;1;1;1;1;0
06/12/2008;62.0;15.0;13.0;33.0;-1.0;0.0;32.0;-1.0;7.0;22.0;-1.0;77.0;-1.0;84.0;-1.0;14.0;3.0;-1.0;21.0;18.0;18.0;11.0;66.0;-1.0;-1.0;-1.0;-1.0;-1.0;36.43;1;1;1;1;0
07/12/2008;30.0;12.0;17.0;35.0;-1.0;0.0;15.0;-1.0;8.0;25.0;-1.0;58.0;-1.0;40.0;-1.0;10.0;3.0;-1.0;35.0;10.0;14.0;6.0;74.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.12;0;1;1;0;0
08/12/2008;103.0;57.0;40.0;116.0;-1.0;2.0;118.0;-1.0;54.0;51.0;-1.0;176.0;-1.0;142.0;-1.0;33.0;14.0;-1.0;50.0;94.0;53.0;40.0;173.0;-1.0;-1.0;-1.0;-1.0;-1.0;78.43;1;1;1;1;1
09/12/2008;218.0;170.0;90.0;118.0;-1.0;1.0;230.0;-1.0;74.0;152.0;-1.0;255.0;-1.0;211.0;-1.0;142.0;20.0;-1.0;184.0;183.0;142.0;128.0;303.0;-1.0;-1.0;-1.0;-1.0;-1.0;177.21;1;1;1;1;1
10/12/2008;53.0;13.0;-1.0;26.0;-1.0;0.0;-1.0;33.0;9.0;-1.0;-1.0;94.0;-1.0;49.0;-1.0;7.0;2.0;-1.0;18.0;5.0;15.0;7.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.39;0;1;1;0;0
11/12/2008;73.0;18.0;-1.0;26.0;-1.0;0.0;-1.0;51.0;4.0;18.0;-1.0;68.0;-1.0;62.0;-1.0;11.0;1.0;-1.0;27.0;3.0;9.0;7.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.67;1;1;1;1;0
12/12/2008;73.0;14.0;-1.0;24.0;-1.0;0.0;10.0;44.0;4.0;14.0;-1.0;107.0;-1.0;44.0;-1.0;10.0;2.0;-1.0;26.0;2.0;15.0;7.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.14;1;1;1;0;0
13/12/2008;42.0;9.0;-1.0;9.0;-1.0;1.0;50.0;49.0;6.0;9.0;-1.0;73.0;-1.0;58.0;-1.0;7.0;1.0;-1.0;7.0;3.0;19.0;10.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.4;1;1;1;0;0
14/12/2008;43.0;31.0;-1.0;11.0;-1.0;0.0;44.0;71.0;6.0;6.0;-1.0;107.0;-1.0;59.0;-1.0;30.0;2.0;-1.0;19.0;5.0;19.0;19.0;55.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.28;1;1;1;1;0
15/12/2008;84.0;42.0;-1.0;45.0;-1.0;0.0;36.0;73.0;24.0;37.0;-1.0;169.0;-1.0;78.0;-1.0;35.0;9.0;-1.0;56.0;20.0;39.0;21.0;44.0;-1.0;-1.0;-1.0;-1.0;-1.0;53.84;1;1;1;1;0
16/12/2008;74.0;28.0;-1.0;46.0;-1.0;1.0;21.0;36.0;21.0;30.0;-1.0;200.0;-1.0;70.0;-1.0;21.0;9.0;-1.0;37.0;13.0;29.0;18.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;39.8;1;1;1;1;0
17/12/2008;59.0;28.0;-1.0;42.0;-1.0;1.0;30.0;44.0;15.0;23.0;-1.0;195.0;-1.0;59.0;-1.0;21.0;7.0;-1.0;41.0;10.0;25.0;16.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;37.18;1;1;1;1;0
18/12/2008;54.0;23.0;-1.0;29.0;-1.0;0.0;13.0;22.0;17.0;27.0;-1.0;189.0;-1.0;55.0;-1.0;12.0;4.0;-1.0;27.0;8.0;31.0;12.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.74;0;1;1;0;0
19/12/2008;171.0;139.0;-1.0;63.0;-1.0;0.0;166.0;177.0;80.0;77.0;-1.0;307.0;-1.0;208.0;-1.0;121.0;18.0;-1.0;109.0;55.0;149.0;110.0;167.0;-1.0;-1.0;-1.0;-1.0;-1.0;152.67;1;1;1;1;1
20/12/2008;121.0;115.0;-1.0;92.0;-1.0;0.0;172.0;161.0;75.0;90.0;-1.0;206.0;-1.0;224.0;-1.0;52.0;22.0;-1.0;125.0;128.0;105.0;74.0;222.0;-1.0;-1.0;-1.0;-1.0;-1.0;127.34;1;1;1;1;1
21/12/2008;26.0;25.0;-1.0;13.0;-1.0;0.0;22.0;41.0;16.0;25.0;-1.0;85.0;-1.0;49.0;-1.0;8.0;5.0;-1.0;30.0;14.0;21.0;9.0;51.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.24;0;1;1;0;0
22/12/2008;48.0;7.0;-1.0;14.0;-1.0;0.0;4.0;17.0;2.0;6.0;-1.0;122.0;-1.0;37.0;-1.0;3.0;2.0;-1.0;12.0;2.0;7.0;4.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.26;0;1;0;0;0
23/12/2008;61.0;26.0;-1.0;10.0;-1.0;0.0;36.0;33.0;8.0;10.0;-1.0;194.0;-1.0;61.0;-1.0;15.0;3.0;-1.0;23.0;6.0;8.0;13.0;50.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.35;1;1;1;0;0
24/12/2008;51.0;11.0;-1.0;21.0;-1.0;0.0;11.0;26.0;14.0;8.0;-1.0;138.0;-1.0;38.0;-1.0;5.0;3.0;-1.0;16.0;4.0;9.0;7.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.2;0;1;1;0;0
25/12/2008;18.0;3.0;-1.0;10.0;-1.0;0.0;6.0;22.0;2.0;6.0;-1.0;45.0;-1.0;16.0;-1.0;3.0;3.0;-1.0;9.0;3.0;4.0;2.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.36;0;0;0;0;0
26/12/2008;28.0;7.0;-1.0;16.0;-1.0;0.0;5.0;26.0;7.0;10.0;-1.0;73.0;-1.0;34.0;-1.0;6.0;2.0;-1.0;13.0;2.0;9.0;3.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.48;0;1;0;0;0
27/12/2008;33.0;22.0;-1.0;50.0;-1.0;2.0;30.0;46.0;19.0;31.0;-1.0;88.0;-1.0;60.0;-1.0;23.0;9.0;-1.0;35.0;27.0;29.0;15.0;79.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.57;1;1;1;0;0
28/12/2008;29.0;28.0;-1.0;37.0;-1.0;1.0;51.0;55.0;30.0;23.0;-1.0;97.0;-1.0;69.0;-1.0;29.0;12.0;-1.0;39.0;21.0;18.0;23.0;89.0;-1.0;-1.0;-1.0;-1.0;-1.0;39.51;1;1;1;1;0
29/12/2008;66.0;49.0;-1.0;44.0;-1.0;3.0;62.0;71.0;62.0;65.0;-1.0;151.0;-1.0;111.0;-1.0;47.0;12.0;-1.0;69.0;31.0;47.0;30.0;96.0;-1.0;-1.0;-1.0;-1.0;-1.0;62.19;1;1;1;1;0
30/12/2008;69.0;71.0;-1.0;28.0;-1.0;4.0;75.0;89.0;28.0;52.0;-1.0;209.0;-1.0;115.0;-1.0;54.0;6.0;-1.0;80.0;17.0;60.0;40.0;126.0;-1.0;-1.0;-1.0;-1.0;-1.0;72.69;1;1;1;1;1
31/12/2008;46.0;6.0;-1.0;4.0;-1.0;1.0;12.0;27.0;1.0;2.0;-1.0;44.0;-1.0;116.0;-1.0;4.0;2.0;-1.0;3.0;1.0;55.0;8.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.6;1;1;1;0;0
01/01/2009;15.0;3.0;-1.0;2.0;-1.0;1.0;2.0;12.0;1.0;1.0;-1.0;53.0;-1.0;15.0;-1.0;2.0;1.0;-1.0;5.0;0.0;3.0;1.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;7.75;0;0;0;0;0
02/01/2009;39.0;5.0;-1.0;4.0;-1.0;0.0;10.0;23.0;1.0;4.0;-1.0;100.0;-1.0;33.0;-1.0;3.0;1.0;-1.0;10.0;0.0;4.0;3.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.12;0;1;0;0;0
03/01/2009;38.0;8.0;-1.0;9.0;-1.0;0.0;4.0;30.0;2.0;5.0;-1.0;82.0;-1.0;37.0;-1.0;5.0;2.0;-1.0;13.0;1.0;8.0;5.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.25;0;1;0;0;0
