;FR20003;FR20017;FR20038;FR20045;FR20026;FR20049;FR20019;FR20002;FR20037;FR20029;FR20033;FR20013;FR20020;FR20008;FR20030;FR20004;FR20048;FR20016;FR20031;FR20046;FR20061;FR20062;FR20063;FR20065;FR20069;FR20070;FR20071;FR20077;indicateur;moyenne;q1;mediane;q3;d10
19/04/2016;-1.0;4.0;-1.0;9.0;-1.0;0.0;1.0;-1.0;2.0;4.0;-1.0;60.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;5.0;-1.0;9.0;1.0;-1.0;17.0;64.0;8.0;-1.0;-1.0;8.98;0;0;0;0;0
20/04/2016;-1.0;16.0;-1.0;19.0;-1.0;1.0;19.0;-1.0;6.0;18.0;-1.0;85.0;-1.0;-1.0;-1.0;6.0;1.0;-1.0;14.0;6.0;9.0;5.0;-1.0;40.0;108.0;14.0;-1.0;-1.0;20.72;0;1;1;0;0
21/04/2016;-1.0;23.0;-1.0;26.0;-1.0;0.0;43.0;-1.0;21.0;18.0;-1.0;78.0;-1.0;-1.0;-1.0;19.0;2.0;-1.0;12.0;19.0;12.0;20.0;-1.0;50.0;89.0;30.0;-1.0;-1.0;31.67;1;1;1;0;0
22/04/2016;-1.0;7.0;-1.0;5.0;-1.0;0.0;26.0;-1.0;3.0;2.0;-1.0;99.0;-1.0;-1.0;-1.0;5.0;0.0;-1.0;5.0;3.0;5.0;4.0;-1.0;40.0;89.0;11.0;-1.0;-1.0;17.52;0;1;0;0;0
23/04/2016;-1.0;2.0;-1.0;5.0;-1.0;0.0;3.0;-1.0;0.0;2.0;-1.0;35.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;3.0;1.0;2.0;2.0;-1.0;21.0;19.0;7.0;-1.0;-1.0;6.9;0;0;0;0;0
24/04/2016;-1.0;2.0;-1.0;1.0;-1.0;0.0;0.0;-1.0;0.0;3.0;-1.0;28.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;2.0;1.0;1.0;1.0;-1.0;11.0;22.0;5.0;-1.0;-1.0;4.87;0;0;0;0;0
25/04/2016;-1.0;5.0;-1.0;3.0;-1.0;0.0;9.0;-1.0;1.0;1.0;-1.0;78.0;-1.0;-1.0;-1.0;2.0;0.0;-1.0;4.0;1.0;5.0;4.0;-1.0;21.0;71.0;8.0;-1.0;-1.0;11.08;0;0;0;0;0
26/04/2016;-1.0;5.0;-1.0;12.0;-1.0;0.0;31.0;-1.0;1.0;4.0;-1.0;73.0;-1.0;-1.0;-1.0;3.0;1.0;-1.0;3.0;4.0;6.0;-1.0;-1.0;27.0;20.0;19.0;-1.0;-1.0;14.61;0;1;0;0;0
27/04/2016;-1.0;4.0;-1.0;12.0;-1.0;0.0;9.0;-1.0;4.0;3.0;-1.0;82.0;-1.0;-1.0;-1.0;4.0;1.0;-1.0;7.0;5.0;4.0;2.0;-1.0;21.0;97.0;9.0;-1.0;-1.0;12.48;0;1;0;0;0
28/04/2016;-1.0;14.0;-1.0;13.0;-1.0;0.0;22.0;-1.0;4.0;10.0;-1.0;81.0;-1.0;-1.0;-1.0;5.0;1.0;-1.0;13.0;8.0;7.0;8.0;-1.0;38.0;105.0;19.0;-1.0;-1.0;21.17;0;1;1;0;0
29/04/2016;-1.0;13.0;-1.0;22.0;-1.0;0.0;37.0;-1.0;6.0;15.0;-1.0;92.0;-1.0;-1.0;-1.0;17.0;2.0;-1.0;14.0;13.0;10.0;13.0;-1.0;42.0;122.0;23.0;-1.0;-1.0;27.06;0;1;1;0;0
30/04/2016;-1.0;5.0;-1.0;12.0;-1.0;0.0;27.0;-1.0;2.0;6.0;-1.0;45.0;-1.0;-1.0;-1.0;8.0;0.0;-1.0;5.0;10.0;6.0;3.0;-1.0;43.0;61.0;14.0;-1.0;-1.0;17.27;0;1;0;0;0
01/05/2016;-1.0;1.0;-1.0;2.0;-1.0;0.0;1.0;-1.0;0.0;3.0;-1.0;14.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;3.0;1.0;1.0;0.0;-1.0;14.0;25.0;5.0;-1.0;-1.0;6.01;0;0;0;0;0
02/05/2016;-1.0;3.0;-1.0;3.0;-1.0;0.0;0.0;-1.0;0.0;7.0;-1.0;46.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;4.0;1.0;10.0;6.0;-1.0;12.0;37.0;7.0;-1.0;-1.0;7.46;0;0;0;0;0
03/05/2016;-1.0;4.0;-1.0;12.0;-1.0;0.0;2.0;-1.0;0.0;10.0;-1.0;54.0;-1.0;-1.0;-1.0;3.0;0.0;-1.0;5.0;2.0;8.0;8.0;-1.0;15.0;44.0;9.0;-1.0;-1.0;9.32;0;0;0;0;0
04/05/2016;-1.0;5.0;-1.0;8.0;-1.0;0.0;1.0;-1.0;0.0;4.0;-1.0;66.0;-1.0;-1.0;-1.0;2.0;0.0;-1.0;6.0;2.0;3.0;-1.0;-1.0;11.0;54.0;10.0;-1.0;-1.0;9.43;0;0;0;0;0
05/05/2016;-1.0;2.0;-1.0;10.0;-1.0;0.0;8.0;-1.0;0.0;4.0;-1.0;44.0;-1.0;-1.0;-1.0;2.0;0.0;-1.0;2.0;1.0;1.0;-1.0;-1.0;24.0;25.0;5.0;-1.0;-1.0;9.02;0;0;0;0;0
06/05/2016;-1.0;2.0;-1.0;1.0;-1.0;0.0;9.0;-1.0;0.0;0.0;-1.0;30.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;1.0;-1.0;2.0;-1.0;-1.0;18.0;18.0;5.0;-1.0;-1.0;7.28;0;0;0;0;0
07/05/2016;-1.0;2.0;-1.0;1.0;-1.0;0.0;11.0;-1.0;0.0;0.0;-1.0;34.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;0.0;-1.0;2.0;-1.0;-1.0;23.0;15.0;3.0;-1.0;-1.0;7.92;0;0;0;0;0
08/05/2016;-1.0;1.0;-1.0;0.0;-1.0;0.0;7.0;-1.0;0.0;0.0;-1.0;18.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;0.0;-1.0;1.0;-1.0;-1.0;32.0;9.0;3.0;-1.0;-1.0;9.0;0;0;0;0;0
09/05/2016;-1.0;8.0;-1.0;5.0;-1.0;1.0;37.0;-1.0;0.0;1.0;-1.0;87.0;-1.0;-1.0;-1.0;4.0;1.0;-1.0;4.0;-1.0;7.0;-1.0;-1.0;36.0;78.0;9.0;-1.0;-1.0;19.39;0;1;0;0;0
10/05/2016;-1.0;5.0;-1.0;4.0;-1.0;0.0;23.0;-1.0;0.0;1.0;-1.0;57.0;-1.0;-1.0;-1.0;3.0;0.0;-1.0;1.0;6.0;4.0;-1.0;-1.0;28.0;30.0;8.0;-1.0;-1.0;12.62;0;1;0;0;0
11/05/2016;-1.0;6.0;-1.0;3.0;-1.0;0.0;32.0;-1.0;0.0;1.0;-1.0;96.0;-1.0;-1.0;-1.0;3.0;0.0;-1.0;5.0;8.0;6.0;2.0;-1.0;84.0;99.0;8.0;-1.0;-1.0;24.58;0;1;1;0;0
12/05/2016;-1.0;5.0;-1.0;9.0;-1.0;0.0;41.0;-1.0;1.0;3.0;-1.0;64.0;-1.0;-1.0;-1.0;3.0;1.0;-1.0;2.0;8.0;4.0;3.0;-1.0;53.0;67.0;15.0;-1.0;-1.0;19.2;0;1;0;0;0
13/05/2016;-1.0;4.0;-1.0;14.0;-1.0;0.0;25.0;-1.0;1.0;6.0;-1.0;60.0;-1.0;-1.0;-1.0;4.0;1.0;-1.0;4.0;8.0;4.0;5.0;-1.0;51.0;35.0;22.0;-1.0;-1.0;18.06;0;1;0;0;0
14/05/2016;-1.0;2.0;-1.0;2.0;-1.0;0.0;0.0;-1.0;0.0;1.0;-1.0;28.0;-1.0;-1.0;-1.0;2.0;0.0;-1.0;3.0;2.0;1.0;0.0;-1.0;59.0;40.0;8.0;-1.0;-1.0;18.32;0;1;0;0;0
15/05/2016;-1.0;1.0;-1.0;1.0;-1.0;0.0;0.0;-1.0;0.0;1.0;-1.0;28.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;2.0;1.0;1.0;0.0;-1.0;15.0;20.0;5.0;-1.0;-1.0;6.25;0;0;0;0;0
16/05/2016;-1.0;2.0;-1.0;6.0;-1.0;0.0;1.0;-1.0;0.0;2.0;-1.0;36.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;3.0;2.0;2.0;0.0;-1.0;32.0;30.0;6.0;-1.0;-1.0;10.55;0;0;0;0;0
17/05/2016;-1.0;9.0;-1.0;18.0;-1.0;0.0;12.0;-1.0;3.0;8.0;-1.0;66.0;-1.0;-1.0;-1.0;4.0;1.0;-1.0;9.0;10.0;8.0;3.0;-1.0;56.0;99.0;10.0;-1.0;-1.0;20.05;0;1;1;0;0
18/05/2016;-1.0;8.0;-1.0;8.0;-1.0;0.0;26.0;-1.0;9.0;-1.0;-1.0;56.0;-1.0;-1.0;-1.0;5.0;2.0;-1.0;3.0;8.0;10.0;6.0;-1.0;57.0;40.0;14.0;-1.0;-1.0;19.13;0;1;0;0;0
19/05/2016;-1.0;5.0;-1.0;8.0;-1.0;0.0;9.0;-1.0;1.0;-1.0;-1.0;73.0;-1.0;-1.0;-1.0;3.0;0.0;-1.0;5.0;4.0;3.0;1.0;-1.0;26.0;77.0;11.0;-1.0;-1.0;12.48;0;1;0;0;0
20/05/2016;-1.0;20.0;-1.0;14.0;-1.0;0.0;28.0;-1.0;7.0;11.0;-1.0;97.0;-1.0;-1.0;-1.0;11.0;2.0;-1.0;17.0;12.0;15.0;15.0;-1.0;45.0;117.0;21.0;-1.0;-1.0;27.08;0;1;1;0;0
21/05/2016;-1.0;5.0;-1.0;5.0;-1.0;0.0;15.0;-1.0;5.0;4.0;-1.0;33.0;-1.0;-1.0;-1.0;4.0;1.0;-1.0;2.0;9.0;6.0;2.0;-1.0;47.0;34.0;10.0;-1.0;-1.0;14.38;0;1;0;0;0
22/05/2016;-1.0;0.0;-1.0;1.0;-1.0;0.0;7.0;-1.0;0.0;0.0;-1.0;9.0;-1.0;-1.0;-1.0;0.0;0.0;-1.0;0.0;1.0;1.0;0.0;-1.0;44.0;4.0;4.0;-1.0;-1.0;18.51;0;1;0;0;0
23/05/2016;-1.0;4.0;-1.0;13.0;-1.0;0.0;17.0;-1.0;2.0;4.0;-1.0;58.0;-1.0;-1.0;-1.0;3.0;1.0;-1.0;5.0;3.0;4.0;2.0;-1.0;26.0;36.0;14.0;-1.0;-1.0;11.31;0;0;0;0;0
24/05/2016;-1.0;4.0;-1.0;9.0;-1.0;0.0;1.0;-1.0;0.0;1.0;-1.0;57.0;-1.0;-1.0;-1.0;3.0;0.0;-1.0;5.0;3.0;3.0;1.0;-1.0;26.0;72.0;10.0;-1.0;-1.0;11.43;0;0;0;0;0
25/05/2016;-1.0;21.0;-1.0;12.0;-1.0;1.0;34.0;-1.0;9.0;12.0;-1.0;92.0;-1.0;-1.0;-1.0;13.0;2.0;-1.0;14.0;14.0;11.0;11.0;-1.0;-1.0;131.0;25.0;-1.0;-1.0;25.14;0;1;1;0;0
26/05/2016;-1.0;25.0;-1.0;19.0;-1.0;0.0;45.0;-1.0;12.0;10.0;-1.0;80.0;-1.0;-1.0;-1.0;11.0;2.0;-1.0;8.0;15.0;10.0;11.0;-1.0;-1.0;89.0;29.0;-1.0;-1.0;24.5;0;1;1;0;0
27/05/2016;-1.0;9.0;-1.0;8.0;-1.0;0.0;28.0;-1.0;4.0;6.0;-1.0;88.0;-1.0;-1.0;-1.0;6.0;0.0;-1.0;4.0;11.0;8.0;3.0;-1.0;40.0;85.0;11.0;-1.0;-1.0;17.93;0;1;0;0;0
28/05/2016;-1.0;2.0;-1.0;1.0;-1.0;0.0;13.0;-1.0;0.0;0.0;-1.0;42.0;-1.0;-1.0;-1.0;2.0;0.0;-1.0;1.0;2.0;3.0;0.0;-1.0;47.0;28.0;5.0;-1.0;-1.0;14.28;0;1;0;0;0
29/05/2016;-1.0;2.0;-1.0;2.0;-1.0;0.0;19.0;-1.0;0.0;0.0;-1.0;30.0;-1.0;-1.0;-1.0;2.0;0.0;-1.0;1.0;3.0;3.0;0.0;-1.0;29.0;17.0;9.0;-1.0;-1.0;11.07;0;0;0;0;0
30/05/2016;-1.0;6.0;-1.0;6.0;-1.0;0.0;21.0;-1.0;1.0;2.0;-1.0;44.0;-1.0;-1.0;-1.0;3.0;0.0;-1.0;2.0;3.0;4.0;4.0;-1.0;54.0;24.0;17.0;-1.0;-1.0;16.82;0;1;0;0;0
31/05/2016;-1.0;5.0;-1.0;5.0;-1.0;0.0;29.0;-1.0;-1.0;1.0;-1.0;55.0;-1.0;-1.0;-1.0;4.0;0.0;-1.0;1.0;3.0;5.0;4.0;-1.0;33.0;14.0;19.0;-1.0;-1.0;13.52;0;1;0;0;0
01/06/2016;-1.0;6.0;-1.0;10.0;-1.0;0.0;22.0;-1.0;-1.0;3.0;-1.0;68.0;-1.0;-1.0;-1.0;5.0;1.0;-1.0;7.0;6.0;6.0;5.0;-1.0;30.0;67.0;15.0;-1.0;-1.0;15.25;0;1;0;0;0
02/06/2016;-1.0;17.0;-1.0;18.0;-1.0;0.0;44.0;-1.0;11.0;10.0;-1.0;99.0;-1.0;-1.0;-1.0;12.0;1.0;-1.0;8.0;14.0;15.0;11.0;-1.0;48.0;80.0;33.0;-1.0;-1.0;27.58;0;1;1;0;0
03/06/2016;-1.0;8.0;-1.0;12.0;-1.0;0.0;9.0;-1.0;6.0;4.0;-1.0;95.0;-1.0;-1.0;-1.0;4.0;1.0;-1.0;11.0;6.0;8.0;3.0;-1.0;38.0;87.0;15.0;-1.0;-1.0;16.89;0;1;0;0;0
04/06/2016;-1.0;3.0;-1.0;-1.0;-1.0;0.0;5.0;-1.0;2.0;1.0;-1.0;64.0;-1.0;-1.0;-1.0;2.0;0.0;-1.0;4.0;3.0;2.0;1.0;-1.0;52.0;49.0;5.0;-1.0;-1.0;13.74;0;1;0;0;0
05/06/2016;-1.0;1.0;-1.0;-1.0;-1.0;0.0;1.0;-1.0;0.0;0.0;-1.0;32.0;-1.0;-1.0;-1.0;0.0;0.0;-1.0;3.0;2.0;2.0;0.0;-1.0;30.0;31.0;6.0;-1.0;-1.0;12.41;0;1;0;0;0
06/06/2016;-1.0;6.0;-1.0;-1.0;-1.0;0.0;14.0;-1.0;1.0;5.0;-1.0;74.0;-1.0;-1.0;-1.0;0.0;0.0;-1.0;6.0;6.0;8.0;3.0;-1.0;24.0;93.0;10.0;-1.0;-1.0;15.82;0;1;0;0;0
07/06/2016;-1.0;7.0;-1.0;-1.0;-1.0;0.0;21.0;-1.0;5.0;2.0;-1.0;73.0;-1.0;-1.0;-1.0;5.0;1.0;-1.0;4.0;7.0;7.0;8.0;-1.0;47.0;72.0;13.0;-1.0;-1.0;18.73;0;1;0;0;0
08/06/2016;-1.0;5.0;-1.0;11.0;-1.0;0.0;5.0;-1.0;2.0;6.0;-1.0;52.0;-1.0;-1.0;-1.0;2.0;1.0;-1.0;6.0;4.0;5.0;4.0;-1.0;22.0;77.0;11.0;-1.0;-1.0;11.9;0;1;0;0;0
09/06/2016;-1.0;4.0;-1.0;3.0;-1.0;0.0;0.0;-1.0;0.0;1.0;-1.0;49.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;3.0;1.0;3.0;1.0;-1.0;14.0;49.0;7.0;-1.0;-1.0;7.62;0;0;0;0;0
10/06/2016;-1.0;4.0;-1.0;6.0;-1.0;0.0;21.0;-1.0;1.0;2.0;-1.0;69.0;-1.0;-1.0;-1.0;2.0;0.0;-1.0;3.0;2.0;4.0;5.0;-1.0;29.0;76.0;9.0;-1.0;-1.0;13.45;0;1;0;0;0
11/06/2016;-1.0;2.0;-1.0;1.0;-1.0;0.0;7.0;-1.0;0.0;0.0;-1.0;43.0;-1.0;-1.0;-1.0;2.0;0.0;-1.0;3.0;2.0;2.0;1.0;-1.0;55.0;47.0;7.0;-1.0;-1.0;14.37;0;1;0;0;0
12/06/2016;-1.0;2.0;-1.0;2.0;-1.0;0.0;6.0;-1.0;0.0;0.0;-1.0;40.0;-1.0;-1.0;-1.0;2.0;0.0;-1.0;2.0;3.0;2.0;0.0;-1.0;25.0;32.0;6.0;-1.0;-1.0;9.76;0;0;0;0;0
13/06/2016;-1.0;8.0;-1.0;6.0;-1.0;0.0;32.0;-1.0;1.0;1.0;-1.0;87.0;-1.0;-1.0;-1.0;4.0;0.0;-1.0;4.0;6.0;8.0;7.0;-1.0;35.0;87.0;-1.0;-1.0;-1.0;18.75;0;1;0;0;0
14/06/2016;-1.0;-1.0;-1.0;8.0;-1.0;0.0;27.0;-1.0;3.0;5.0;-1.0;54.0;-1.0;-1.0;-1.0;4.0;0.0;-1.0;3.0;6.0;5.0;4.0;-1.0;23.0;62.0;-1.0;-1.0;-1.0;15.27;0;1;0;0;0
15/06/2016;-1.0;-1.0;-1.0;5.0;-1.0;0.0;22.0;-1.0;0.0;1.0;-1.0;43.0;-1.0;-1.0;-1.0;7.0;0.0;-1.0;1.0;3.0;6.0;3.0;-1.0;33.0;22.0;13.0;-1.0;-1.0;14.5;0;1;0;0;0
16/06/2016;-1.0;6.0;-1.0;-1.0;-1.0;0.0;25.0;-1.0;0.0;1.0;-1.0;62.0;-1.0;-1.0;-1.0;3.0;0.0;-1.0;-1.0;4.0;5.0;4.0;-1.0;35.0;57.0;10.0;-1.0;-1.0;14.41;0;1;0;0;0
17/06/2016;-1.0;7.0;-1.0;7.0;-1.0;0.0;27.0;-1.0;1.0;1.0;-1.0;52.0;-1.0;-1.0;-1.0;5.0;1.0;-1.0;-1.0;5.0;5.0;5.0;-1.0;32.0;41.0;13.0;-1.0;-1.0;14.32;0;1;0;0;0
18/06/2016;-1.0;2.0;-1.0;8.0;-1.0;0.0;7.0;-1.0;0.0;0.0;-1.0;41.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;4.0;4.0;5.0;1.0;-1.0;38.0;49.0;6.0;-1.0;-1.0;11.3;0;0;0;0;0
19/06/2016;-1.0;1.0;-1.0;3.0;-1.0;0.0;0.0;-1.0;0.0;0.0;-1.0;25.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;2.0;2.0;2.0;0.0;-1.0;12.0;29.0;6.0;-1.0;-1.0;6.44;0;0;0;0;0
20/06/2016;-1.0;8.0;-1.0;8.0;-1.0;0.0;5.0;-1.0;2.0;5.0;-1.0;67.0;-1.0;-1.0;-1.0;3.0;0.0;-1.0;5.0;3.0;4.0;2.0;-1.0;25.0;-1.0;8.0;-1.0;-1.0;8.88;0;0;0;0;0
21/06/2016;-1.0;11.0;-1.0;5.0;-1.0;0.0;21.0;-1.0;2.0;4.0;-1.0;107.0;-1.0;-1.0;-1.0;6.0;0.0;-1.0;6.0;4.0;8.0;6.0;-1.0;47.0;-1.0;11.0;-1.0;-1.0;16.15;0;1;0;0;0
22/06/2016;-1.0;12.0;-1.0;12.0;-1.0;0.0;34.0;-1.0;8.0;12.0;-1.0;80.0;-1.0;-1.0;-1.0;7.0;3.0;-1.0;6.0;7.0;12.0;11.0;-1.0;33.0;85.0;18.0;-1.0;-1.0;20.28;0;1;1;0;0
23/06/2016;-1.0;5.0;-1.0;1.0;-1.0;0.0;16.0;-1.0;0.0;1.0;-1.0;38.0;-1.0;-1.0;-1.0;2.0;0.0;-1.0;1.0;2.0;3.0;4.0;-1.0;21.0;30.0;8.0;-1.0;-1.0;9.29;0;0;0;0;0
24/06/2016;-1.0;6.0;-1.0;5.0;-1.0;0.0;12.0;-1.0;4.0;7.0;-1.0;73.0;-1.0;-1.0;-1.0;4.0;1.0;-1.0;3.0;3.0;8.0;8.0;-1.0;26.0;60.0;9.0;-1.0;-1.0;12.97;0;1;0;0;0
25/06/2016;-1.0;3.0;-1.0;2.0;-1.0;0.0;2.0;-1.0;0.0;1.0;-1.0;35.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;3.0;2.0;3.0;1.0;-1.0;26.0;24.0;7.0;-1.0;-1.0;7.97;0;0;0;0;0
26/06/2016;-1.0;1.0;-1.0;2.0;-1.0;0.0;1.0;-1.0;0.0;2.0;-1.0;24.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;2.0;2.0;2.0;0.0;-1.0;19.0;24.0;5.0;-1.0;-1.0;7.03;0;0;0;0;0
27/06/2016;-1.0;4.0;-1.0;5.0;-1.0;0.0;2.0;-1.0;1.0;2.0;-1.0;53.0;-1.0;-1.0;-1.0;2.0;0.0;-1.0;4.0;3.0;4.0;1.0;-1.0;13.0;51.0;9.0;-1.0;-1.0;7.84;0;0;0;0;0
28/06/2016;-1.0;4.0;-1.0;11.0;-1.0;0.0;-1.0;-1.0;1.0;6.0;-1.0;69.0;-1.0;-1.0;-1.0;3.0;0.0;-1.0;6.0;4.0;6.0;4.0;-1.0;34.0;80.0;10.0;-1.0;-1.0;14.46;0;1;0;0;0
29/06/2016;-1.0;5.0;-1.0;10.0;-1.0;0.0;-1.0;-1.0;3.0;4.0;-1.0;104.0;-1.0;-1.0;-1.0;2.0;1.0;-1.0;4.0;3.0;5.0;4.0;-1.0;59.0;76.0;9.0;-1.0;-1.0;18.57;0;1;0;0;0
30/06/2016;-1.0;6.0;-1.0;6.0;-1.0;0.0;9.0;-1.0;2.0;2.0;-1.0;111.0;-1.0;-1.0;-1.0;3.0;0.0;-1.0;3.0;2.0;4.0;4.0;-1.0;46.0;80.0;8.0;-1.0;-1.0;16.22;0;1;0;0;0
01/07/2016;-1.0;6.0;-1.0;9.0;-1.0;0.0;15.0;-1.0;6.0;8.0;-1.0;63.0;-1.0;-1.0;-1.0;4.0;0.0;-1.0;2.0;3.0;5.0;4.0;-1.0;53.0;88.0;10.0;-1.0;-1.0;18.59;0;1;0;0;0
02/07/2016;-1.0;3.0;-1.0;3.0;-1.0;0.0;5.0;-1.0;0.0;0.0;-1.0;56.0;-1.0;-1.0;-1.0;2.0;0.0;-1.0;1.0;3.0;2.0;1.0;-1.0;44.0;56.0;6.0;-1.0;-1.0;12.87;0;1;0;0;0
03/07/2016;-1.0;2.0;-1.0;6.0;-1.0;0.0;3.0;-1.0;0.0;2.0;-1.0;33.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;0.0;4.0;2.0;0.0;-1.0;30.0;40.0;6.0;-1.0;-1.0;10.95;0;0;0;0;0
04/07/2016;-1.0;5.0;-1.0;9.0;-1.0;0.0;4.0;-1.0;2.0;4.0;-1.0;63.0;-1.0;-1.0;-1.0;3.0;1.0;-1.0;4.0;3.0;4.0;3.0;-1.0;35.0;80.0;8.0;-1.0;-1.0;13.68;0;1;0;0;0
05/07/2016;-1.0;5.0;-1.0;11.0;-1.0;0.0;9.0;-1.0;3.0;7.0;-1.0;56.0;-1.0;-1.0;-1.0;4.0;1.0;-1.0;6.0;4.0;7.0;7.0;-1.0;46.0;75.0;10.0;-1.0;-1.0;16.82;0;1;0;0;0
06/07/2016;-1.0;4.0;-1.0;5.0;-1.0;0.0;2.0;-1.0;1.0;2.0;-1.0;61.0;-1.0;-1.0;-1.0;3.0;0.0;-1.0;5.0;2.0;4.0;7.0;-1.0;25.0;59.0;6.0;-1.0;-1.0;10.98;0;0;0;0;0
07/07/2016;-1.0;4.0;-1.0;10.0;-1.0;0.0;3.0;-1.0;1.0;7.0;-1.0;70.0;-1.0;-1.0;-1.0;2.0;1.0;-1.0;6.0;2.0;4.0;4.0;-1.0;52.0;73.0;5.0;-1.0;-1.0;15.53;0;1;0;0;0
08/07/2016;-1.0;6.0;-1.0;4.0;-1.0;0.0;15.0;-1.0;2.0;4.0;-1.0;67.0;-1.0;-1.0;-1.0;3.0;1.0;-1.0;3.0;5.0;5.0;6.0;-1.0;77.0;72.0;8.0;-1.0;-1.0;21.71;0;1;1;0;0
09/07/2016;-1.0;1.0;-1.0;3.0;-1.0;0.0;1.0;-1.0;1.0;1.0;-1.0;38.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;2.0;1.0;2.0;0.0;-1.0;14.0;27.0;4.0;-1.0;-1.0;5.98;0;0;0;0;0
10/07/2016;-1.0;1.0;-1.0;1.0;-1.0;0.0;12.0;-1.0;0.0;0.0;-1.0;23.0;-1.0;-1.0;-1.0;2.0;0.0;-1.0;0.0;2.0;2.0;1.0;-1.0;53.0;14.0;2.0;-1.0;-1.0;11.61;0;0;0;0;0
11/07/2016;-1.0;5.0;-1.0;5.0;-1.0;0.0;5.0;-1.0;2.0;4.0;-1.0;61.0;-1.0;-1.0;-1.0;2.0;1.0;-1.0;5.0;2.0;5.0;4.0;-1.0;51.0;73.0;4.0;-1.0;-1.0;15.41;0;1;0;0;0
12/07/2016;-1.0;4.0;-1.0;7.0;-1.0;0.0;12.0;-1.0;1.0;4.0;-1.0;54.0;-1.0;-1.0;-1.0;3.0;-1.0;-1.0;5.0;4.0;5.0;7.0;-1.0;48.0;93.0;7.0;-1.0;-1.0;17.3;0;1;0;0;0
13/07/2016;-1.0;4.0;-1.0;14.0;-1.0;0.0;7.0;-1.0;3.0;11.0;-1.0;44.0;-1.0;-1.0;-1.0;3.0;-1.0;-1.0;5.0;5.0;6.0;3.0;-1.0;25.0;56.0;6.0;-1.0;-1.0;10.5;0;0;0;0;0
14/07/2016;-1.0;1.0;-1.0;6.0;-1.0;0.0;1.0;-1.0;0.0;4.0;-1.0;20.0;-1.0;-1.0;-1.0;2.0;0.0;-1.0;3.0;4.0;2.0;0.0;-1.0;16.0;29.0;2.0;-1.0;-1.0;6.36;0;0;0;0;0
15/07/2016;-1.0;2.0;-1.0;3.0;-1.0;0.0;0.0;-1.0;0.0;4.0;-1.0;33.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;4.0;2.0;3.0;0.0;-1.0;17.0;27.0;3.0;-1.0;-1.0;7.02;0;0;0;0;0
16/07/2016;-1.0;2.0;-1.0;2.0;-1.0;0.0;0.0;-1.0;0.0;2.0;-1.0;30.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;2.0;2.0;2.0;0.0;-1.0;13.0;15.0;2.0;-1.0;-1.0;5.1;0;0;0;0;0
17/07/2016;-1.0;1.0;-1.0;7.0;-1.0;0.0;1.0;-1.0;0.0;2.0;-1.0;30.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;1.0;2.0;2.0;0.0;-1.0;32.0;23.0;2.0;-1.0;-1.0;9.07;0;0;0;0;0
18/07/2016;-1.0;6.0;-1.0;-1.0;-1.0;0.0;19.0;-1.0;3.0;5.0;-1.0;71.0;-1.0;-1.0;-1.0;9.0;1.0;-1.0;4.0;7.0;5.0;5.0;-1.0;-1.0;82.0;16.0;-1.0;-1.0;13.94;0;1;0;0;0
19/07/2016;-1.0;6.0;-1.0;-1.0;-1.0;0.0;24.0;-1.0;3.0;5.0;-1.0;59.0;-1.0;-1.0;-1.0;3.0;1.0;-1.0;1.0;4.0;7.0;2.0;-1.0;82.0;47.0;7.0;-1.0;-1.0;20.97;0;1;1;0;0
20/07/2016;-1.0;4.0;-1.0;-1.0;-1.0;0.0;21.0;-1.0;0.0;0.0;-1.0;44.0;-1.0;-1.0;-1.0;3.0;0.0;-1.0;1.0;2.0;4.0;2.0;-1.0;69.0;35.0;6.0;-1.0;-1.0;17.47;0;1;0;0;0
21/07/2016;-1.0;3.0;-1.0;-1.0;-1.0;0.0;3.0;-1.0;6.0;1.0;-1.0;53.0;-1.0;-1.0;-1.0;1.0;0.0;-1.0;6.0;1.0;1.0;0.0;-1.0;65.0;61.0;6.0;-1.0;-1.0;19.62;0;1;1;0;0
22/07/2016;-1.0;5.0;-1.0;6.0;-1.0;0.0;14.0;-1.0;0.0;2.0;-1.0;68.0;-1.0;-1.0;-1.0;3.0;0.0;-1.0;3.0;-1.0;4.0;2.0;-1.0;55.0;51.0;10.0;-1.0;-1.0;16.58;0;1;0;0;0
