;FR20013;FR20046;FR20062;FR20065;FR20061;FR20077;FR20037;FR20017;FR20048;indicateur;moyenne;q1;mediane;q3;d10;seuil_oms
30/05/2014;9.0;4.7;7.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;6.89;0;0;0;0;0;0
31/05/2014;12.0;7.1;9.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;9.55;0;0;0;0;0;0
01/06/2014;12.0;8.2;9.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.14;0;0;0;0;0;0
02/06/2014;14.0;9.7;11.0;16.0;9.0;-1.0;-1.0;-1.0;-1.0;11.79;0;1;0;0;0;0
03/06/2014;16.0;8.8;10.0;16.0;8.0;-1.0;-1.0;-1.0;-1.0;12.26;0;1;0;0;0;0
04/06/2014;12.0;9.6;11.0;19.0;7.0;-1.0;-1.0;-1.0;-1.0;10.78;0;1;0;0;0;0
05/06/2014;14.0;-1.0;8.0;15.0;5.0;-1.0;-1.0;-1.0;-1.0;13.27;0;1;0;0;0;0
06/06/2014;11.0;-1.0;12.0;24.0;10.0;-1.0;-1.0;-1.0;-1.0;11.26;0;1;0;0;0;0
07/06/2014;15.0;13.1;13.0;24.0;11.0;-1.0;-1.0;-1.0;-1.0;14.05;0;1;0;0;0;0
08/06/2014;15.0;15.6;16.0;29.0;14.0;-1.0;-1.0;-1.0;-1.0;15.43;0;1;0;0;0;0
09/06/2014;-1.0;23.2;23.0;32.0;17.0;-1.0;-1.0;-1.0;-1.0;23.01;1;1;1;0;0;0
10/06/2014;-1.0;15.3;19.0;29.0;13.0;-1.0;-1.0;-1.0;-1.0;15.59;0;1;0;0;0;0
11/06/2014;19.0;9.8;13.0;17.0;8.0;-1.0;-1.0;-1.0;-1.0;14.2;0;1;0;0;0;0
12/06/2014;18.0;14.3;18.0;20.0;14.0;-1.0;-1.0;-1.0;-1.0;16.16;0;1;1;0;0;0
13/06/2014;23.0;16.0;19.0;22.0;14.0;-1.0;-1.0;-1.0;-1.0;19.34;0;1;1;0;0;0
14/06/2014;12.0;9.9;13.0;12.0;9.0;-1.0;-1.0;-1.0;-1.0;10.94;0;1;0;0;0;0
15/06/2014;8.0;6.4;10.0;11.0;6.0;-1.0;-1.0;-1.0;-1.0;7.26;0;0;0;0;0;0
16/06/2014;11.0;6.9;9.0;14.0;7.0;-1.0;-1.0;-1.0;-1.0;8.95;0;0;0;0;0;0
17/06/2014;-1.0;9.7;12.0;14.0;9.0;-1.0;-1.0;-1.0;-1.0;9.83;0;0;0;0;0;0
18/06/2014;-1.0;10.1;11.0;17.0;10.0;-1.0;-1.0;-1.0;-1.0;10.28;0;0;0;0;0;0
19/06/2014;-1.0;15.0;15.0;22.0;13.0;-1.0;-1.0;-1.0;-1.0;15.03;0;1;0;0;0;0
20/06/2014;15.0;8.4;9.0;14.0;9.0;-1.0;-1.0;-1.0;-1.0;11.59;0;1;0;0;0;0
21/06/2014;13.0;8.3;10.0;17.0;8.0;-1.0;-1.0;-1.0;-1.0;10.63;0;0;0;0;0;0
22/06/2014;18.0;16.4;17.0;25.0;11.0;-1.0;-1.0;-1.0;-1.0;17.09;0;1;1;0;0;0
23/06/2014;19.0;12.0;15.0;22.0;13.0;-1.0;-1.0;-1.0;-1.0;15.49;0;1;0;0;0;0
24/06/2014;16.0;9.8;13.0;18.0;11.0;-1.0;-1.0;-1.0;-1.0;12.9;0;1;0;0;0;0
25/06/2014;16.0;9.4;12.0;15.0;10.0;-1.0;-1.0;-1.0;-1.0;12.63;0;1;0;0;0;0
26/06/2014;14.0;8.9;11.0;16.0;8.0;-1.0;-1.0;-1.0;-1.0;11.38;0;1;0;0;0;0
27/06/2014;16.0;11.8;13.0;20.0;9.0;-1.0;-1.0;-1.0;-1.0;13.8;0;1;0;0;0;0
28/06/2014;14.0;12.6;15.0;26.0;10.0;-1.0;-1.0;-1.0;-1.0;13.37;0;1;0;0;0;0
29/06/2014;6.0;3.1;5.0;10.0;2.0;-1.0;-1.0;-1.0;-1.0;4.54;0;0;0;0;0;0
30/06/2014;10.0;5.0;6.0;13.0;5.0;-1.0;-1.0;-1.0;-1.0;7.46;0;0;0;0;0;0
01/07/2014;13.0;9.4;9.0;18.0;6.0;-1.0;-1.0;-1.0;-1.0;11.07;0;1;0;0;0;0
02/07/2014;14.0;8.0;10.0;17.0;7.0;-1.0;-1.0;-1.0;-1.0;10.92;0;1;0;0;0;0
03/07/2014;15.0;10.4;13.0;22.0;9.0;-1.0;-1.0;-1.0;-1.0;12.7;0;1;0;0;0;0
04/07/2014;14.0;11.7;13.0;15.0;10.0;-1.0;-1.0;-1.0;-1.0;12.79;0;1;0;0;0;0
05/07/2014;13.0;9.5;12.0;21.0;7.0;-1.0;-1.0;-1.0;-1.0;11.24;0;1;0;0;0;0
06/07/2014;9.0;9.2;11.0;19.0;7.0;-1.0;-1.0;-1.0;-1.0;9.18;0;0;0;0;0;0
07/07/2014;8.0;4.6;6.0;13.0;4.0;-1.0;-1.0;-1.0;-1.0;6.3;0;0;0;0;0;0
08/07/2014;3.0;5.9;7.0;12.0;4.0;-1.0;-1.0;-1.0;-1.0;4.57;0;0;0;0;0;0
09/07/2014;-1.0;3.7;5.0;9.0;3.0;-1.0;-1.0;-1.0;-1.0;3.82;0;0;0;0;0;0
10/07/2014;-1.0;2.6;4.0;11.0;2.0;-1.0;-1.0;-1.0;-1.0;2.8;0;0;0;0;0;0
11/07/2014;7.0;4.0;4.0;12.0;3.0;-1.0;-1.0;-1.0;-1.0;5.47;0;0;0;0;0;0
12/07/2014;14.0;10.8;9.0;16.0;8.0;-1.0;-1.0;-1.0;-1.0;12.24;0;1;0;0;0;0
13/07/2014;17.0;9.1;9.0;15.0;5.0;-1.0;-1.0;-1.0;-1.0;12.74;0;1;0;0;0;0
14/07/2014;9.0;8.0;7.0;12.0;4.0;-1.0;-1.0;-1.0;-1.0;8.37;0;0;0;0;0;0
15/07/2014;12.0;-1.0;8.0;15.0;7.0;-1.0;-1.0;-1.0;-1.0;11.63;0;1;0;0;0;0
16/07/2014;15.0;12.0;12.0;18.0;10.0;-1.0;-1.0;-1.0;-1.0;13.41;0;1;0;0;0;0
17/07/2014;21.0;16.8;17.0;27.0;13.0;-1.0;-1.0;-1.0;-1.0;18.77;0;1;1;0;0;0
18/07/2014;19.0;14.7;17.0;24.0;14.0;-1.0;-1.0;-1.0;-1.0;16.84;0;1;1;0;0;0
19/07/2014;10.0;7.7;11.0;12.0;8.0;-1.0;-1.0;-1.0;-1.0;8.9;0;0;0;0;0;0
20/07/2014;12.0;7.4;11.0;15.0;7.0;-1.0;-1.0;-1.0;-1.0;9.7;0;0;0;0;0;0
21/07/2014;13.0;7.9;11.0;22.0;7.0;-1.0;-1.0;-1.0;-1.0;10.48;0;0;0;0;0;0
22/07/2014;11.0;6.7;-1.0;16.0;7.0;-1.0;-1.0;-1.0;-1.0;8.87;0;0;0;0;0;0
23/07/2014;21.0;15.0;-1.0;25.0;15.0;-1.0;-1.0;-1.0;-1.0;17.99;0;1;1;0;0;0
24/07/2014;20.0;15.4;15.0;24.0;15.0;-1.0;-1.0;-1.0;-1.0;17.64;0;1;1;0;0;0
25/07/2014;20.0;14.4;16.0;24.0;14.0;-1.0;-1.0;-1.0;-1.0;17.16;0;1;1;0;0;0
26/07/2014;16.0;12.2;15.0;20.0;10.0;-1.0;-1.0;-1.0;-1.0;14.05;0;1;0;0;0;0
27/07/2014;15.0;11.8;13.0;19.0;12.0;-1.0;-1.0;-1.0;-1.0;13.41;0;1;0;0;0;0
28/07/2014;12.0;9.2;9.0;16.0;9.0;-1.0;-1.0;-1.0;-1.0;10.58;0;0;0;0;0;0
29/07/2014;10.0;4.3;6.0;12.0;5.0;-1.0;-1.0;-1.0;-1.0;7.12;0;0;0;0;0;0
30/07/2014;14.0;7.9;10.0;20.0;8.0;-1.0;-1.0;-1.0;-1.0;10.94;0;1;0;0;0;0
31/07/2014;14.0;8.9;9.0;15.0;10.0;-1.0;-1.0;-1.0;-1.0;11.4;0;1;0;0;0;0
01/08/2014;18.0;13.3;14.0;24.0;11.0;-1.0;-1.0;-1.0;-1.0;15.57;0;1;0;0;0;0
02/08/2014;16.0;7.2;10.0;18.0;8.0;-1.0;-1.0;-1.0;-1.0;11.53;0;1;0;0;0;0
03/08/2014;13.0;6.6;9.0;19.0;8.0;-1.0;-1.0;-1.0;-1.0;9.84;0;0;0;0;0;0
04/08/2014;14.0;9.0;11.0;22.0;8.0;-1.0;-1.0;-1.0;-1.0;11.5;0;1;0;0;0;0
05/08/2014;11.0;7.7;9.0;14.0;7.0;-1.0;-1.0;-1.0;-1.0;9.32;0;0;0;0;0;0
06/08/2014;-1.0;11.9;11.0;17.0;10.0;-1.0;-1.0;-1.0;-1.0;11.87;0;1;0;0;0;0
07/08/2014;-1.0;11.2;13.0;22.0;10.0;-1.0;-1.0;-1.0;-1.0;11.43;0;1;0;0;0;0
08/08/2014;12.0;8.9;12.0;22.0;8.0;-1.0;-1.0;-1.0;-1.0;10.54;0;0;0;0;0;0
09/08/2014;10.0;4.3;6.0;17.0;4.0;-1.0;-1.0;-1.0;-1.0;7.14;0;0;0;0;0;0
10/08/2014;11.0;10.6;11.0;24.0;8.0;-1.0;-1.0;-1.0;-1.0;10.87;0;1;0;0;0;0
11/08/2014;11.0;6.1;7.0;13.0;5.0;-1.0;-1.0;-1.0;-1.0;8.46;0;0;0;0;0;0
12/08/2014;11.0;6.3;9.0;14.0;6.0;-1.0;-1.0;-1.0;-1.0;8.63;0;0;0;0;0;0
13/08/2014;7.0;4.4;6.0;11.0;5.0;-1.0;-1.0;-1.0;-1.0;5.75;0;0;0;0;0;0
14/08/2014;8.0;4.3;6.0;12.0;4.0;-1.0;-1.0;-1.0;-1.0;6.15;0;0;0;0;0;0
15/08/2014;6.0;3.1;4.0;10.0;3.0;-1.0;-1.0;-1.0;-1.0;4.55;0;0;0;0;0;0
16/08/2014;7.0;4.5;5.0;8.0;4.0;-1.0;-1.0;-1.0;-1.0;5.71;0;0;0;0;0;0
17/08/2014;11.0;7.4;8.0;15.0;5.0;-1.0;-1.0;-1.0;-1.0;9.11;0;0;0;0;0;0
18/08/2014;11.0;9.0;9.0;16.0;8.0;-1.0;-1.0;-1.0;-1.0;9.99;0;0;0;0;0;0
19/08/2014;11.0;6.5;8.0;12.0;6.0;-1.0;-1.0;-1.0;-1.0;8.69;0;0;0;0;0;0
20/08/2014;10.0;7.3;7.0;10.0;5.0;-1.0;-1.0;-1.0;-1.0;8.52;0;0;0;0;0;0
21/08/2014;11.0;6.3;7.0;10.0;5.0;-1.0;-1.0;-1.0;-1.0;8.52;0;0;0;0;0;0
22/08/2014;11.0;8.4;9.0;12.0;5.0;-1.0;-1.0;-1.0;-1.0;9.56;0;0;0;0;0;0
23/08/2014;6.0;3.6;6.0;7.0;2.0;-1.0;-1.0;-1.0;-1.0;4.76;0;0;0;0;0;0
24/08/2014;8.0;4.7;5.0;7.0;5.0;-1.0;-1.0;-1.0;-1.0;6.29;0;0;0;0;0;0
25/08/2014;11.0;9.0;9.0;17.0;7.0;-1.0;-1.0;-1.0;-1.0;9.97;0;0;0;0;0;0
26/08/2014;12.0;7.3;8.0;21.0;7.0;-1.0;-1.0;-1.0;-1.0;9.67;0;0;0;0;0;0
27/08/2014;10.0;5.6;6.0;11.0;6.0;-1.0;-1.0;-1.0;-1.0;7.75;0;0;0;0;0;0
28/08/2014;14.0;8.6;9.0;18.0;8.0;-1.0;-1.0;-1.0;-1.0;11.23;0;1;0;0;0;0
29/08/2014;13.0;6.9;8.0;21.0;9.0;-1.0;-1.0;-1.0;-1.0;10.01;0;0;0;0;0;0
30/08/2014;10.0;5.5;5.0;12.0;6.0;-1.0;-1.0;-1.0;-1.0;7.69;0;0;0;0;0;0
31/08/2014;9.0;5.6;6.0;11.0;7.0;-1.0;-1.0;-1.0;-1.0;7.31;0;0;0;0;0;0
01/09/2014;9.0;5.7;6.0;9.0;5.0;-1.0;-1.0;-1.0;-1.0;7.27;0;0;0;0;0;0
02/09/2014;11.0;7.6;8.0;11.0;7.0;-1.0;-1.0;-1.0;-1.0;9.22;0;0;0;0;0;0
03/09/2014;15.0;9.2;10.0;16.0;9.0;-1.0;-1.0;-1.0;-1.0;12.01;0;1;0;0;0;0
04/09/2014;16.0;12.1;13.0;20.0;12.0;-1.0;-1.0;-1.0;-1.0;14.03;0;1;0;0;0;0
05/09/2014;18.0;14.6;14.0;24.0;13.0;-1.0;-1.0;-1.0;-1.0;16.24;0;1;1;0;0;0
06/09/2014;18.0;13.6;15.0;23.0;12.0;-1.0;-1.0;-1.0;-1.0;15.75;0;1;0;0;0;0
07/09/2014;18.0;14.3;15.0;24.0;12.0;-1.0;-1.0;-1.0;-1.0;16.09;0;1;0;0;0;0
08/09/2014;20.0;17.2;20.0;32.0;16.0;-1.0;-1.0;-1.0;-1.0;18.7;0;1;1;0;0;0
09/09/2014;17.0;13.5;14.0;25.0;10.0;-1.0;-1.0;-1.0;-1.0;15.17;0;1;0;0;0;0
10/09/2014;21.0;18.6;18.0;27.0;17.0;-1.0;-1.0;-1.0;-1.0;19.76;1;1;1;0;0;0
11/09/2014;21.0;16.9;17.0;21.0;16.0;-1.0;-1.0;-1.0;-1.0;18.84;0;1;1;0;0;0
12/09/2014;12.0;7.9;9.0;12.0;8.0;-1.0;-1.0;-1.0;-1.0;9.89;0;0;0;0;0;0
13/09/2014;11.0;7.7;9.0;14.0;9.0;-1.0;-1.0;-1.0;-1.0;9.39;0;0;0;0;0;0
14/09/2014;13.0;10.9;10.0;16.0;10.0;-1.0;-1.0;-1.0;-1.0;11.9;0;1;0;0;0;0
15/09/2014;17.0;14.6;16.0;26.0;14.0;-1.0;-1.0;-1.0;-1.0;15.87;0;1;0;0;0;0
16/09/2014;15.0;9.0;11.0;19.0;12.0;-1.0;-1.0;-1.0;-1.0;12.06;0;1;0;0;0;0
17/09/2014;14.0;9.2;12.0;21.0;10.0;-1.0;-1.0;-1.0;-1.0;11.67;0;1;0;0;0;0
18/09/2014;14.0;8.0;11.0;17.0;9.0;-1.0;-1.0;-1.0;-1.0;11.01;0;1;0;0;0;0
19/09/2014;13.0;7.4;9.0;17.0;8.0;-1.0;-1.0;-1.0;-1.0;10.19;0;0;0;0;0;0
20/09/2014;16.0;8.4;12.0;19.0;10.0;-1.0;-1.0;-1.0;-1.0;12.21;0;1;0;0;0;0
21/09/2014;16.0;7.5;9.0;14.0;6.0;-1.0;-1.0;-1.0;-1.0;11.54;0;1;0;0;0;0
22/09/2014;20.0;11.6;16.0;15.0;12.0;-1.0;-1.0;-1.0;-1.0;15.67;0;1;0;0;0;0
23/09/2014;23.0;15.9;20.0;20.0;14.0;-1.0;-1.0;-1.0;-1.0;19.29;0;1;1;0;0;0
24/09/2014;29.0;19.7;25.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.41;1;1;1;0;0;0
25/09/2014;23.0;14.9;20.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.01;0;1;1;0;0;0
26/09/2014;18.0;10.7;13.0;14.0;11.0;-1.0;-1.0;-1.0;-1.0;14.21;0;1;0;0;0;0
27/09/2014;21.0;16.1;19.0;22.0;13.0;-1.0;-1.0;-1.0;-1.0;18.42;0;1;1;0;0;0
28/09/2014;19.0;15.5;17.0;24.0;14.0;-1.0;-1.0;-1.0;-1.0;17.22;0;1;1;0;0;0
29/09/2014;24.0;15.4;17.0;26.0;17.0;-1.0;-1.0;-1.0;-1.0;19.64;0;1;1;0;0;0
30/09/2014;22.0;13.3;15.0;27.0;15.0;-1.0;-1.0;-1.0;-1.0;17.63;0;1;1;0;0;0
01/10/2014;20.0;12.1;14.0;21.0;12.0;-1.0;-1.0;-1.0;-1.0;15.94;0;1;0;0;0;0
02/10/2014;24.0;15.6;16.0;21.0;12.0;-1.0;-1.0;-1.0;-1.0;19.49;0;1;1;0;0;0
03/10/2014;26.0;17.9;-1.0;27.0;16.0;-1.0;-1.0;-1.0;-1.0;21.81;1;1;1;0;0;0
04/10/2014;28.0;19.1;-1.0;29.0;18.0;-1.0;-1.0;-1.0;-1.0;23.43;1;1;1;0;0;0
05/10/2014;17.0;11.5;-1.0;18.0;9.0;-1.0;-1.0;-1.0;-1.0;14.12;0;1;0;0;0;0
06/10/2014;10.0;6.7;-1.0;13.0;7.0;-1.0;-1.0;-1.0;-1.0;8.36;0;0;0;0;0;0
07/10/2014;12.0;-1.0;12.0;-1.0;7.0;-1.0;-1.0;-1.0;-1.0;11.69;0;1;0;0;0;0
08/10/2014;11.0;-1.0;13.0;-1.0;10.0;-1.0;-1.0;-1.0;-1.0;11.01;0;1;0;0;0;0
09/10/2014;11.0;8.2;11.0;-1.0;8.0;-1.0;-1.0;-1.0;-1.0;9.57;0;0;0;0;0;0
10/10/2014;12.0;2.9;8.0;-1.0;5.0;-1.0;-1.0;-1.0;-1.0;7.38;0;0;0;0;0;0
11/10/2014;8.0;3.9;8.0;-1.0;7.0;-1.0;-1.0;-1.0;-1.0;6.02;0;0;0;0;0;0
12/10/2014;13.0;10.4;15.0;-1.0;11.0;-1.0;-1.0;-1.0;-1.0;11.74;0;1;0;0;0;0
13/10/2014;13.0;-1.0;8.0;-1.0;8.0;-1.0;-1.0;-1.0;-1.0;12.51;0;1;0;0;0;0
14/10/2014;16.0;6.6;12.0;-1.0;14.0;-1.0;-1.0;-1.0;-1.0;11.4;0;1;0;0;0;0
15/10/2014;14.0;6.9;12.0;-1.0;13.0;-1.0;-1.0;-1.0;-1.0;10.56;0;0;0;0;0;0
16/10/2014;17.0;9.2;-1.0;-1.0;13.0;-1.0;-1.0;-1.0;-1.0;13.1;0;1;0;0;0;0
17/10/2014;14.0;5.1;-1.0;12.0;7.0;-1.0;-1.0;-1.0;-1.0;9.5;0;0;0;0;0;0
18/10/2014;15.0;8.2;14.0;17.0;13.0;-1.0;-1.0;-1.0;-1.0;11.75;0;1;0;0;0;0
19/10/2014;14.0;7.1;12.0;17.0;13.0;-1.0;-1.0;-1.0;-1.0;10.73;0;1;0;0;0;0
20/10/2014;22.0;17.6;21.0;26.0;19.0;-1.0;-1.0;-1.0;-1.0;19.87;1;1;1;0;0;0
21/10/2014;16.0;12.7;18.0;20.0;12.0;-1.0;-1.0;-1.0;-1.0;14.41;0;1;0;0;0;0
22/10/2014;10.0;5.0;9.0;8.0;6.0;-1.0;-1.0;-1.0;-1.0;7.48;0;0;0;0;0;0
23/10/2014;11.0;8.2;10.0;13.0;9.0;-1.0;-1.0;-1.0;-1.0;9.63;0;0;0;0;0;0
24/10/2014;20.0;10.2;14.0;16.0;19.0;-1.0;-1.0;-1.0;-1.0;15.22;0;1;0;0;0;0
25/10/2014;29.0;15.7;22.0;25.0;24.0;-1.0;-1.0;-1.0;-1.0;22.43;1;1;1;0;0;0
26/10/2014;20.0;22.5;19.0;18.0;14.0;-1.0;-1.0;-1.0;-1.0;20.94;1;1;1;0;0;0
27/10/2014;30.0;24.6;28.0;30.0;23.0;-1.0;-1.0;-1.0;-1.0;27.21;1;1;1;1;0;1
28/10/2014;31.0;22.9;30.0;32.0;27.0;-1.0;-1.0;-1.0;-1.0;27.07;1;1;1;1;0;1
29/10/2014;27.0;26.0;24.0;27.0;23.0;-1.0;-1.0;-1.0;-1.0;26.35;1;1;1;1;0;1
30/10/2014;34.0;26.9;30.0;31.0;26.0;-1.0;-1.0;-1.0;-1.0;30.3;1;1;1;1;0;1
31/10/2014;32.0;28.4;35.0;37.0;31.0;-1.0;-1.0;-1.0;-1.0;30.39;1;1;1;1;0;1
01/11/2014;33.0;24.9;29.0;33.0;34.0;-1.0;-1.0;-1.0;-1.0;29.16;1;1;1;1;0;1
02/11/2014;23.0;16.4;23.0;25.0;22.0;-1.0;-1.0;-1.0;-1.0;19.9;1;1;1;0;0;0
03/11/2014;8.0;3.2;-1.0;15.0;7.0;-1.0;-1.0;-1.0;-1.0;5.76;0;0;0;0;0;0
04/11/2014;6.0;0.6;-1.0;9.0;2.0;-1.0;-1.0;-1.0;-1.0;3.33;0;0;0;0;0;0
05/11/2014;18.0;14.6;14.0;-1.0;12.0;-1.0;-1.0;-1.0;-1.0;16.12;0;1;1;0;0;0
06/11/2014;18.0;16.0;15.0;-1.0;14.0;-1.0;-1.0;-1.0;-1.0;16.87;0;1;1;0;0;0
07/11/2014;33.0;35.5;32.0;-1.0;25.0;-1.0;-1.0;-1.0;-1.0;33.91;1;1;1;1;0;1
08/11/2014;39.0;28.3;40.0;-1.0;21.0;-1.0;-1.0;-1.0;-1.0;33.35;1;1;1;1;0;1
09/11/2014;33.0;25.7;29.0;-1.0;23.0;-1.0;-1.0;-1.0;-1.0;29.14;1;1;1;1;0;1
10/11/2014;28.0;21.8;24.0;-1.0;23.0;-1.0;-1.0;-1.0;-1.0;24.82;1;1;1;1;0;0
11/11/2014;10.0;5.3;11.0;-1.0;11.0;-1.0;-1.0;-1.0;-1.0;7.82;0;0;0;0;0;0
12/11/2014;19.0;14.6;18.0;-1.0;16.0;-1.0;-1.0;-1.0;-1.0;16.8;0;1;1;0;0;0
13/11/2014;21.0;14.0;20.0;18.0;16.0;-1.0;-1.0;-1.0;-1.0;17.5;0;1;1;0;0;0
14/11/2014;17.0;10.0;15.0;14.0;12.0;-1.0;-1.0;-1.0;-1.0;13.48;0;1;0;0;0;0
15/11/2014;17.0;11.3;15.0;14.0;12.0;-1.0;-1.0;-1.0;-1.0;14.09;0;1;0;0;0;0
16/11/2014;6.0;3.2;9.0;11.0;8.0;-1.0;-1.0;-1.0;-1.0;4.87;0;0;0;0;0;0
17/11/2014;13.0;6.7;9.0;9.0;9.0;-1.0;-1.0;-1.0;-1.0;9.8;0;0;0;0;0;0
18/11/2014;18.0;12.0;16.0;17.0;18.0;-1.0;-1.0;-1.0;-1.0;15.14;0;1;0;0;0;0
19/11/2014;-1.0;15.6;24.0;21.0;13.0;-1.0;-1.0;-1.0;-1.0;15.85;0;1;0;0;0;0
20/11/2014;29.0;19.6;24.0;24.0;19.0;-1.0;-1.0;-1.0;-1.0;24.12;1;1;1;0;0;0
21/11/2014;31.0;16.0;19.0;24.0;29.0;-1.0;-1.0;-1.0;-1.0;23.6;1;1;1;0;0;0
22/11/2014;24.0;11.1;16.0;22.0;19.0;-1.0;-1.0;-1.0;-1.0;17.62;0;1;1;0;0;0
23/11/2014;22.0;13.9;17.0;18.0;24.0;-1.0;-1.0;-1.0;-1.0;18.13;0;1;1;0;0;0
24/11/2014;32.0;32.4;29.0;35.0;30.0;-1.0;-1.0;-1.0;-1.0;32.1;1;1;1;1;0;1
25/11/2014;48.0;39.0;41.0;46.0;34.0;-1.0;-1.0;-1.0;-1.0;43.18;1;1;1;1;1;1
26/11/2014;39.0;36.8;35.0;35.0;46.0;-1.0;-1.0;-1.0;-1.0;38.08;1;1;1;1;1;1
27/11/2014;19.0;13.4;16.0;23.0;15.0;-1.0;-1.0;-1.0;-1.0;16.24;0;1;1;0;0;0
28/11/2014;20.0;12.5;15.0;20.0;18.0;-1.0;-1.0;-1.0;-1.0;16.33;0;1;1;0;0;0
29/11/2014;24.0;15.6;22.0;21.0;21.0;-1.0;-1.0;-1.0;-1.0;19.89;1;1;1;0;0;0
30/11/2014;23.0;15.2;21.0;20.0;18.0;-1.0;-1.0;-1.0;-1.0;19.11;0;1;1;0;0;0
01/12/2014;12.0;5.1;10.0;11.0;8.0;-1.0;-1.0;-1.0;-1.0;8.59;0;0;0;0;0;0
02/12/2014;7.0;2.3;7.0;7.0;5.0;-1.0;-1.0;-1.0;-1.0;4.73;0;0;0;0;0;0
03/12/2014;13.0;8.4;12.0;13.0;10.0;-1.0;-1.0;-1.0;-1.0;10.73;0;1;0;0;0;0
04/12/2014;26.0;17.5;21.0;24.0;23.0;-1.0;-1.0;-1.0;-1.0;21.8;1;1;1;0;0;0
05/12/2014;18.0;12.5;16.0;19.0;15.0;-1.0;-1.0;-1.0;-1.0;15.3;0;1;0;0;0;0
06/12/2014;14.0;13.3;15.0;16.0;13.0;-1.0;-1.0;-1.0;-1.0;13.68;0;1;0;0;0;0
07/12/2014;18.0;15.9;17.0;19.0;15.0;-1.0;-1.0;-1.0;-1.0;16.91;0;1;1;0;0;0
08/12/2014;21.0;17.0;20.0;20.0;18.0;-1.0;-1.0;-1.0;-1.0;19.0;0;1;1;0;0;0
09/12/2014;-1.0;7.0;11.0;11.0;10.0;-1.0;-1.0;-1.0;-1.0;7.41;0;0;0;0;0;0
10/12/2014;22.0;19.2;-1.0;23.0;19.0;-1.0;-1.0;-1.0;-1.0;20.58;1;1;1;0;0;0
11/12/2014;24.0;20.6;26.0;26.0;17.0;-1.0;-1.0;-1.0;-1.0;22.24;1;1;1;0;0;0
12/12/2014;18.0;15.2;16.0;21.0;14.0;-1.0;-1.0;-1.0;-1.0;16.56;0;1;1;0;0;0
13/12/2014;7.0;3.3;10.0;23.0;14.0;-1.0;-1.0;-1.0;-1.0;5.74;0;0;0;0;0;0
14/12/2014;20.0;13.8;17.0;21.0;22.0;-1.0;-1.0;-1.0;-1.0;17.12;0;1;1;0;0;0
15/12/2014;26.0;19.6;22.0;27.0;26.0;-1.0;-1.0;-1.0;-1.0;22.94;1;1;1;0;0;0
16/12/2014;17.0;7.6;13.0;15.0;15.0;-1.0;-1.0;-1.0;-1.0;12.43;0;1;0;0;0;0
17/12/2014;17.0;11.6;17.0;17.0;13.0;-1.0;-1.0;-1.0;-1.0;14.34;0;1;0;0;0;0
18/12/2014;33.0;16.8;23.0;28.0;18.0;-1.0;-1.0;-1.0;-1.0;24.68;1;1;1;1;0;0
19/12/2014;44.0;32.0;40.0;39.0;20.0;-1.0;-1.0;-1.0;-1.0;37.46;1;1;1;1;1;1
20/12/2014;20.0;11.3;15.0;15.0;7.0;-1.0;-1.0;-1.0;-1.0;15.35;0;1;0;0;0;0
21/12/2014;11.0;13.2;11.0;12.0;12.0;-1.0;-1.0;-1.0;-1.0;12.08;0;1;0;0;0;0
22/12/2014;36.0;28.2;35.0;28.0;26.0;-1.0;-1.0;-1.0;-1.0;31.91;1;1;1;1;0;1
23/12/2014;46.0;42.6;43.0;40.0;39.0;-1.0;-1.0;-1.0;-1.0;44.05;1;1;1;1;1;1
24/12/2014;47.0;49.8;45.0;43.0;42.0;-1.0;-1.0;-1.0;-1.0;48.07;1;1;1;1;1;1
25/12/2014;34.0;21.3;27.0;25.0;28.0;-1.0;-1.0;-1.0;-1.0;27.62;1;1;1;1;0;1
26/12/2014;15.0;14.2;14.0;12.0;14.0;-1.0;-1.0;-1.0;-1.0;14.54;0;1;0;0;0;0
27/12/2014;15.0;12.2;14.0;13.0;11.0;-1.0;-1.0;-1.0;-1.0;13.52;0;1;0;0;0;0
28/12/2014;10.0;11.4;13.0;13.0;8.0;-1.0;-1.0;-1.0;-1.0;10.68;0;1;0;0;0;0
29/12/2014;15.0;16.7;16.0;16.0;13.0;-1.0;-1.0;-1.0;-1.0;15.76;0;1;0;0;0;0
30/12/2014;18.0;21.7;21.0;19.0;16.0;-1.0;-1.0;-1.0;-1.0;19.74;1;1;1;0;0;0
31/12/2014;16.0;18.5;17.0;17.0;14.0;-1.0;-1.0;-1.0;-1.0;17.14;0;1;1;0;0;0
01/01/2015;35.0;39.5;33.0;32.0;28.0;-1.0;-1.0;-1.0;-1.0;36.81;1;1;1;1;1;1
02/01/2015;66.0;67.6;62.0;58.0;55.0;-1.0;-1.0;-1.0;-1.0;66.23;1;1;1;1;1;1
03/01/2015;60.0;48.6;48.0;49.0;48.0;-1.0;-1.0;-1.0;-1.0;53.92;1;1;1;1;1;1
04/01/2015;-1.0;15.0;12.0;13.0;8.0;-1.0;-1.0;-1.0;-1.0;14.43;0;1;0;0;0;0
