;FR20038;FR20061;FR20029;FR20013;FR20031;FR20019;FR20037;FR20046;FR20045;FR20062;FR20063;FR20048;FR20017;FR20065;FR20069;FR20070;FR20071;FR20077;indicateur;moyenne;q1;mediane;q3;d10;seuil_oms
08/04/2016;-1.0;6.0;12.0;16.0;13.0;10.0;9.3;9.8;11.0;10.0;-1.0;10.0;13.0;-1.0;14.0;13.0;-1.0;-1.0;10.0;0;0;0;0;0;0
09/04/2016;-1.0;11.0;19.0;20.0;17.0;11.0;15.4;14.3;15.0;17.0;-1.0;14.0;16.0;20.0;19.0;18.0;-1.0;-1.0;15.88;0;1;0;0;0;0
10/04/2016;-1.0;12.0;22.0;21.0;22.0;23.0;21.0;20.9;20.0;21.0;-1.0;19.0;24.0;25.0;18.0;23.0;-1.0;-1.0;20.54;0;1;0;0;0;0
11/04/2016;-1.0;8.0;14.0;17.0;13.0;17.0;15.3;11.0;13.0;14.0;-1.0;11.0;22.0;16.0;8.0;17.0;-1.0;-1.0;13.69;0;0;0;0;0;0
12/04/2016;-1.0;10.0;16.0;17.0;15.0;18.0;14.7;14.6;15.0;18.0;-1.0;14.0;19.0;19.0;12.0;23.0;-1.0;-1.0;16.62;0;1;0;0;0;0
13/04/2016;-1.0;7.0;14.0;24.0;15.0;18.0;11.7;12.1;13.0;13.0;-1.0;10.0;14.0;13.0;17.0;14.0;-1.0;-1.0;11.85;0;0;0;0;0;0
14/04/2016;-1.0;13.0;13.0;-1.0;13.0;15.0;12.9;12.1;12.0;13.0;-1.0;10.0;12.0;14.0;15.0;14.0;-1.0;-1.0;13.16;0;0;0;0;0;0
15/04/2016;-1.0;10.0;18.0;-1.0;18.0;15.0;18.8;13.9;16.0;15.0;-1.0;14.0;18.0;19.0;20.0;18.0;-1.0;-1.0;15.69;0;0;0;0;0;0
16/04/2016;-1.0;6.0;20.0;11.0;15.0;13.0;16.0;13.6;15.0;13.0;-1.0;13.0;15.0;43.0;6.0;16.0;-1.0;-1.0;18.93;0;1;0;0;0;0
17/04/2016;-1.0;3.0;9.0;8.0;9.0;11.0;8.6;7.5;8.0;7.0;-1.0;7.0;9.0;9.0;6.0;8.0;-1.0;-1.0;7.16;0;0;0;0;0;0
18/04/2016;-1.0;5.0;9.0;11.0;10.0;11.0;8.4;7.2;8.0;8.0;-1.0;7.0;13.0;10.0;10.0;11.0;-1.0;-1.0;8.64;0;0;0;0;0;0
19/04/2016;-1.0;11.0;16.0;18.0;19.0;9.0;14.8;-1.0;14.0;13.0;-1.0;12.0;16.0;14.0;15.0;15.0;-1.0;-1.0;13.82;0;0;0;0;0;0
20/04/2016;-1.0;17.0;25.0;32.0;25.0;18.0;22.6;-1.0;22.0;22.0;-1.0;18.0;28.0;25.0;27.0;25.0;-1.0;-1.0;22.93;0;1;1;0;0;0
21/04/2016;-1.0;20.0;28.0;31.0;28.0;33.0;29.1;25.2;34.0;26.0;-1.0;23.0;32.0;31.0;26.0;30.0;-1.0;-1.0;27.09;1;1;1;0;0;0
22/04/2016;-1.0;23.0;21.0;28.0;21.0;20.0;21.2;18.1;-1.0;20.0;-1.0;17.0;24.0;23.0;23.0;22.0;-1.0;-1.0;21.67;0;1;1;0;0;0
23/04/2016;-1.0;7.0;13.0;12.0;13.0;10.0;12.3;10.0;-1.0;11.0;-1.0;10.0;13.0;14.0;9.0;13.0;-1.0;-1.0;11.24;0;0;0;0;0;0
24/04/2016;-1.0;7.0;16.0;13.0;15.0;13.0;13.9;13.0;-1.0;12.0;-1.0;13.0;16.0;15.0;9.0;16.0;-1.0;-1.0;13.06;0;0;0;0;0;0
25/04/2016;-1.0;7.0;12.0;17.0;12.0;7.0;13.9;9.0;-1.0;11.0;-1.0;9.0;13.0;11.0;14.0;12.0;-1.0;-1.0;10.31;0;0;0;0;0;0
26/04/2016;-1.0;25.0;12.0;16.0;11.0;16.0;10.9;10.0;13.0;11.0;-1.0;10.0;13.0;12.0;8.0;15.0;-1.0;-1.0;14.91;0;0;0;0;0;0
27/04/2016;-1.0;9.0;16.0;18.0;17.0;-1.0;14.9;14.3;15.0;-1.0;-1.0;14.0;17.0;10.0;16.0;15.0;-1.0;-1.0;12.71;0;0;0;0;0;0
28/04/2016;-1.0;10.0;15.0;24.0;16.0;15.0;13.5;14.3;16.0;13.0;-1.0;12.0;19.0;17.0;21.0;17.0;-1.0;-1.0;14.87;0;0;0;0;0;0
29/04/2016;-1.0;15.0;21.0;30.0;20.0;20.0;19.2;18.6;18.0;17.0;-1.0;13.0;20.0;21.0;29.0;22.0;-1.0;-1.0;19.3;0;1;0;0;0;0
30/04/2016;-1.0;-1.0;13.0;17.0;14.0;22.0;11.9;14.2;14.0;13.0;-1.0;11.0;15.0;21.0;-1.0;19.0;-1.0;-1.0;17.16;0;1;0;0;0;0
01/05/2016;-1.0;7.0;11.0;9.0;10.0;8.0;8.7;9.7;10.0;9.0;-1.0;9.0;10.0;10.0;9.0;13.0;-1.0;-1.0;9.85;0;0;0;0;0;0
02/05/2016;-1.0;17.0;22.0;26.0;19.0;9.0;19.3;19.1;15.0;19.0;-1.0;16.0;21.0;23.0;21.0;28.0;-1.0;-1.0;21.52;0;1;0;0;0;0
03/05/2016;-1.0;9.0;14.0;18.0;14.0;7.0;11.0;12.5;12.0;13.0;-1.0;11.0;15.0;16.0;15.0;16.0;-1.0;-1.0;13.36;0;0;0;0;0;0
04/05/2016;-1.0;11.0;16.0;23.0;15.0;10.0;14.5;13.5;13.0;14.0;-1.0;13.0;16.0;15.0;16.0;22.0;-1.0;-1.0;15.38;0;0;0;0;0;0
05/05/2016;-1.0;12.0;18.0;22.0;15.0;14.0;14.0;15.1;14.0;15.0;-1.0;14.0;16.0;21.0;16.0;21.0;-1.0;-1.0;16.97;0;1;0;0;0;0
06/05/2016;-1.0;14.0;16.0;23.0;16.0;26.0;16.5;-1.0;13.0;16.0;-1.0;13.0;21.0;23.0;15.0;20.0;-1.0;-1.0;18.83;0;1;0;0;0;0
07/05/2016;-1.0;15.0;16.0;22.0;14.0;22.0;15.1;-1.0;16.0;15.0;-1.0;14.0;17.0;23.0;16.0;19.0;-1.0;-1.0;18.39;0;1;0;0;0;0
08/05/2016;-1.0;13.0;16.0;19.0;15.0;31.0;15.3;-1.0;14.0;15.0;-1.0;15.0;17.0;24.0;13.0;19.0;-1.0;-1.0;18.12;0;1;0;0;0;0
09/05/2016;-1.0;11.0;13.0;25.0;13.0;-1.0;12.4;-1.0;12.0;14.0;-1.0;12.0;16.0;18.0;20.0;21.0;-1.0;-1.0;16.21;0;1;0;0;0;0
10/05/2016;-1.0;13.0;17.0;23.0;15.0;28.0;16.8;17.0;16.0;17.0;-1.0;15.0;19.0;20.0;16.0;21.0;-1.0;-1.0;17.73;0;1;0;0;0;0
11/05/2016;-1.0;9.0;12.0;23.0;13.0;20.0;11.4;13.7;12.0;13.0;-1.0;12.0;15.0;25.0;21.0;16.0;-1.0;-1.0;15.55;0;0;0;0;0;0
12/05/2016;-1.0;3.0;8.0;13.0;10.0;14.0;8.4;9.5;9.0;10.0;-1.0;8.0;12.0;17.0;13.0;16.0;-1.0;-1.0;11.18;0;0;0;0;0;0
13/05/2016;-1.0;3.0;8.0;12.0;8.0;14.0;7.5;8.3;9.0;8.0;-1.0;7.0;9.0;16.0;12.0;13.0;-1.0;-1.0;9.81;0;0;0;0;0;0
14/05/2016;-1.0;10.0;15.0;17.0;14.0;16.0;13.0;14.5;15.0;15.0;-1.0;14.0;18.0;25.0;23.0;20.0;-1.0;-1.0;17.08;0;1;0;0;0;0
15/05/2016;-1.0;7.0;16.0;16.0;13.0;13.0;13.5;13.1;14.0;14.0;-1.0;13.0;16.0;16.0;16.0;16.0;-1.0;-1.0;13.29;0;0;0;0;0;0
16/05/2016;-1.0;8.0;14.0;17.0;12.0;12.0;12.7;11.7;12.0;13.0;-1.0;11.0;16.0;17.0;18.0;15.0;-1.0;-1.0;13.13;0;0;0;0;0;0
17/05/2016;-1.0;12.0;17.0;25.0;17.0;12.0;15.7;16.2;15.0;15.0;-1.0;13.0;19.0;23.0;26.0;20.0;-1.0;-1.0;17.77;0;1;0;0;0;0
18/05/2016;-1.0;-1.0;-1.0;26.0;15.0;51.0;15.3;16.4;16.0;19.0;-1.0;16.0;23.0;29.0;19.0;26.0;-1.0;-1.0;22.84;0;1;1;0;0;0
19/05/2016;-1.0;5.0;7.0;16.0;11.0;13.0;7.9;7.8;9.0;8.0;-1.0;8.0;13.0;10.0;15.0;14.0;-1.0;-1.0;9.41;0;0;0;0;0;0
20/05/2016;-1.0;11.0;15.0;24.0;17.0;15.0;13.4;13.6;13.0;16.0;-1.0;11.0;20.0;20.0;23.0;19.0;-1.0;-1.0;16.06;0;1;0;0;0;0
21/05/2016;-1.0;12.0;15.0;19.0;15.0;17.0;16.3;14.7;14.0;16.0;-1.0;13.0;18.0;32.0;16.0;20.0;-1.0;-1.0;19.2;0;1;0;0;0;0
22/05/2016;-1.0;-1.0;13.0;9.0;14.0;16.0;14.6;10.9;12.0;12.0;-1.0;11.0;15.0;18.0;7.0;13.0;-1.0;-1.0;13.99;0;0;0;0;0;0
23/05/2016;-1.0;3.0;8.0;9.0;9.0;9.0;7.4;6.3;8.0;7.0;-1.0;7.0;9.0;8.0;6.0;9.0;-1.0;-1.0;6.84;0;0;0;0;0;0
24/05/2016;-1.0;8.0;11.0;15.0;11.0;8.0;9.2;10.1;9.0;10.0;-1.0;9.0;13.0;13.0;15.0;13.0;-1.0;-1.0;11.06;0;0;0;0;0;0
25/05/2016;-1.0;17.0;17.0;27.0;19.0;18.0;16.5;15.5;15.0;18.0;-1.0;12.0;23.0;24.0;27.0;25.0;-1.0;-1.0;20.27;0;1;0;0;0;0
26/05/2016;-1.0;20.0;20.0;29.0;21.0;26.0;21.9;19.7;21.0;22.0;-1.0;16.0;26.0;31.0;26.0;29.0;-1.0;-1.0;24.69;0;1;1;0;0;0
27/05/2016;-1.0;25.0;27.0;36.0;26.0;29.0;26.2;24.8;25.0;26.0;-1.0;24.0;31.0;35.0;33.0;35.0;-1.0;-1.0;29.71;1;1;1;0;0;0
28/05/2016;-1.0;21.0;27.0;29.0;24.0;27.0;27.3;21.7;23.0;23.0;-1.0;21.0;25.0;34.0;21.0;29.0;-1.0;-1.0;26.32;1;1;1;0;0;0
29/05/2016;-1.0;9.0;9.0;11.0;8.0;15.0;7.7;8.2;8.0;8.0;-1.0;7.0;8.0;12.0;4.0;11.0;-1.0;-1.0;9.71;0;0;0;0;0;0
30/05/2016;-1.0;6.0;8.0;11.0;8.0;12.0;6.9;-1.0;8.0;8.0;-1.0;6.0;10.0;15.0;4.0;12.0;-1.0;-1.0;10.45;0;0;0;0;0;0
31/05/2016;-1.0;7.0;7.0;12.0;7.0;15.0;8.0;6.8;8.0;7.0;-1.0;6.0;9.0;12.0;5.0;13.0;-1.0;-1.0;9.46;0;0;0;0;0;0
01/06/2016;-1.0;6.0;8.0;11.0;11.0;9.0;-1.0;6.5;8.0;7.0;-1.0;7.0;10.0;11.0;10.0;10.0;-1.0;-1.0;8.53;0;0;0;0;0;0
02/06/2016;-1.0;10.0;11.0;21.0;10.0;17.0;9.4;9.2;10.0;11.0;-1.0;8.0;12.0;16.0;14.0;18.0;-1.0;-1.0;12.93;0;0;0;0;0;0
03/06/2016;-1.0;9.0;11.0;17.0;11.0;9.0;9.5;8.2;9.0;9.0;-1.0;8.0;12.0;12.0;14.0;12.0;-1.0;-1.0;10.41;0;0;0;0;0;0
04/06/2016;-1.0;12.0;14.0;22.0;15.0;12.0;13.0;11.0;11.0;12.0;-1.0;11.0;14.0;20.0;15.0;17.0;-1.0;-1.0;14.82;0;0;0;0;0;0
05/06/2016;-1.0;8.0;11.0;14.0;11.0;10.0;9.4;9.4;9.0;10.0;-1.0;9.0;11.0;14.0;11.0;13.0;-1.0;-1.0;10.99;0;0;0;0;0;0
06/06/2016;-1.0;13.0;15.0;26.0;17.0;14.0;13.6;14.3;13.0;14.0;-1.0;11.0;20.0;18.0;21.0;19.0;-1.0;-1.0;16.21;0;1;0;0;0;0
07/06/2016;-1.0;17.0;18.0;26.0;18.0;23.0;17.2;17.2;18.0;18.0;-1.0;16.0;21.0;22.0;22.0;23.0;-1.0;-1.0;19.7;0;1;0;0;0;0
08/06/2016;-1.0;19.0;18.0;27.0;18.0;17.0;17.0;14.2;17.0;17.0;-1.0;15.0;22.0;20.0;21.0;21.0;-1.0;-1.0;18.69;0;1;0;0;0;0
09/06/2016;-1.0;16.0;18.0;-1.0;18.0;14.0;17.7;15.0;16.0;16.0;-1.0;15.0;19.0;19.0;18.0;20.0;-1.0;-1.0;17.6;0;1;0;0;0;0
10/06/2016;-1.0;17.0;18.0;36.0;19.0;19.0;18.4;16.4;17.0;19.0;-1.0;16.0;22.0;25.0;-1.0;24.0;-1.0;-1.0;20.56;0;1;0;0;0;0
11/06/2016;-1.0;10.0;12.0;18.0;12.0;16.0;10.8;11.1;10.0;11.0;-1.0;10.0;11.0;19.0;19.0;15.0;-1.0;-1.0;13.4;0;0;0;0;0;0
12/06/2016;-1.0;8.0;10.0;16.0;10.0;10.0;9.8;9.4;8.0;10.0;-1.0;8.0;10.0;14.0;17.0;12.0;-1.0;-1.0;10.75;0;0;0;0;0;0
13/06/2016;-1.0;10.0;9.0;22.0;10.0;17.0;9.6;9.0;9.0;10.0;-1.0;8.0;11.0;15.0;22.0;-1.0;-1.0;-1.0;11.23;0;0;0;0;0;0
14/06/2016;-1.0;9.0;11.0;16.0;11.0;14.0;11.4;9.5;10.0;9.0;-1.0;10.0;11.0;12.0;16.0;-1.0;-1.0;-1.0;10.41;0;0;0;0;0;0
15/06/2016;-1.0;8.0;9.0;18.0;8.0;15.0;7.5;7.5;8.0;9.0;-1.0;7.0;11.0;14.0;9.0;12.0;-1.0;-1.0;10.21;0;0;0;0;0;0
16/06/2016;-1.0;6.0;9.0;15.0;-1.0;15.0;8.1;7.8;-1.0;7.0;-1.0;7.0;10.0;13.0;15.0;8.0;-1.0;-1.0;8.79;0;0;0;0;0;0
17/06/2016;-1.0;7.0;9.0;18.0;-1.0;18.0;8.7;9.9;11.0;7.0;-1.0;9.0;10.0;14.0;14.0;11.0;-1.0;-1.0;10.36;0;0;0;0;0;0
18/06/2016;-1.0;9.0;10.0;14.0;7.0;11.0;9.6;8.0;9.0;7.0;-1.0;8.0;9.0;13.0;16.0;10.0;-1.0;-1.0;9.9;0;0;0;0;0;0
19/06/2016;-1.0;8.0;9.0;15.0;7.0;10.0;8.8;7.7;8.0;8.0;-1.0;7.0;9.0;11.0;14.0;10.0;-1.0;-1.0;9.15;0;0;0;0;0;0
20/06/2016;-1.0;12.0;13.0;25.0;11.0;11.0;12.9;12.0;10.0;11.0;-1.0;9.0;14.0;16.0;-1.0;14.0;-1.0;-1.0;13.48;0;0;0;0;0;0
21/06/2016;-1.0;17.0;14.0;31.0;13.0;20.0;13.7;11.6;10.0;15.0;-1.0;9.0;18.0;22.0;-1.0;18.0;-1.0;-1.0;16.93;0;1;0;0;0;0
22/06/2016;-1.0;19.0;19.0;32.0;17.0;20.0;20.6;16.2;16.0;19.0;-1.0;13.0;21.0;24.0;29.0;22.0;-1.0;-1.0;20.36;0;1;0;0;0;0
23/06/2016;-1.0;22.0;21.0;35.0;18.0;24.0;20.4;20.1;18.0;22.0;-1.0;15.0;29.0;27.0;24.0;24.0;-1.0;-1.0;23.38;0;1;1;0;0;0
24/06/2016;-1.0;26.0;24.0;45.0;23.0;24.0;24.7;21.4;24.0;24.0;-1.0;18.0;28.0;26.0;29.0;24.0;-1.0;-1.0;24.68;0;1;1;0;0;0
25/06/2016;-1.0;11.0;11.0;19.0;13.0;13.0;14.4;12.2;13.0;12.0;-1.0;12.0;13.0;15.0;16.0;14.0;-1.0;-1.0;13.15;0;0;0;0;0;0
26/06/2016;-1.0;10.0;13.0;15.0;11.0;10.0;11.7;9.9;10.0;11.0;-1.0;10.0;11.0;13.0;15.0;13.0;-1.0;-1.0;11.49;0;0;0;0;0;0
27/06/2016;-1.0;11.0;13.0;21.0;14.0;8.0;11.4;10.6;11.0;11.0;-1.0;10.0;14.0;13.0;20.0;13.0;-1.0;-1.0;12.11;0;0;0;0;0;0
28/06/2016;-1.0;12.0;15.0;29.0;13.0;15.0;13.5;11.7;13.0;12.0;-1.0;11.0;15.0;17.0;32.0;14.0;-1.0;-1.0;13.88;0;0;0;0;0;0
29/06/2016;-1.0;15.0;18.0;45.0;17.0;-1.0;18.2;15.7;16.0;17.0;-1.0;15.0;20.0;23.0;36.0;18.0;-1.0;-1.0;18.25;0;1;0;0;0;0
30/06/2016;-1.0;14.0;17.0;46.0;19.0;17.0;19.6;15.2;17.0;17.0;-1.0;15.0;20.0;22.0;26.0;19.0;-1.0;-1.0;18.01;0;1;0;0;0;0
01/07/2016;-1.0;16.0;17.0;31.0;17.0;16.0;18.4;16.4;16.0;17.0;-1.0;14.0;21.0;26.0;31.0;19.0;-1.0;-1.0;19.42;0;1;0;0;0;0
02/07/2016;-1.0;10.0;15.0;23.0;14.0;17.0;15.0;12.1;13.0;13.0;-1.0;12.0;14.0;20.0;21.0;13.0;-1.0;-1.0;13.94;0;0;0;0;0;0
03/07/2016;-1.0;11.0;13.0;20.0;14.0;12.0;13.8;12.3;13.0;13.0;-1.0;11.0;13.0;15.0;19.0;13.0;-1.0;-1.0;12.97;0;0;0;0;0;0
04/07/2016;-1.0;13.0;13.0;27.0;13.0;12.0;13.1;10.8;11.0;12.0;-1.0;11.0;14.0;16.0;23.0;15.0;-1.0;-1.0;13.75;0;0;0;0;0;0
05/07/2016;-1.0;16.0;18.0;27.0;17.0;15.0;18.1;14.3;15.0;17.0;-1.0;14.0;23.0;21.0;-1.0;19.0;-1.0;-1.0;17.96;0;1;0;0;0;0
06/07/2016;-1.0;12.0;14.0;29.0;12.0;12.0;13.1;10.7;11.0;13.0;-1.0;11.0;13.0;15.0;26.0;15.0;-1.0;-1.0;13.27;0;0;0;0;0;0
07/07/2016;-1.0;14.0;18.0;32.0;16.0;12.0;17.3;14.6;16.0;16.0;-1.0;21.0;19.0;23.0;30.0;19.0;-1.0;-1.0;17.81;0;1;0;0;0;0
08/07/2016;-1.0;20.0;23.0;37.0;21.0;26.0;21.3;22.1;21.0;25.0;-1.0;21.0;25.0;37.0;35.0;26.0;-1.0;-1.0;25.85;1;1;1;0;0;0
09/07/2016;-1.0;19.0;24.0;26.0;22.0;17.0;23.2;20.9;21.0;25.0;-1.0;22.0;22.0;22.0;28.0;22.0;-1.0;-1.0;21.28;0;1;0;0;0;0
10/07/2016;-1.0;21.0;25.0;24.0;23.0;24.0;25.1;27.2;21.0;28.0;-1.0;23.0;25.0;36.0;26.0;26.0;-1.0;-1.0;27.11;1;1;1;0;0;0
11/07/2016;-1.0;20.0;27.0;36.0;25.0;28.0;27.1;23.4;26.0;27.0;-1.0;28.0;29.0;30.0;36.0;24.0;-1.0;-1.0;24.96;0;1;1;0;0;0
12/07/2016;-1.0;12.0;17.0;23.0;16.0;17.0;16.6;13.5;16.0;17.0;-1.0;15.0;17.0;20.0;26.0;17.0;-1.0;-1.0;15.87;0;1;0;0;0;0
13/07/2016;-1.0;9.0;14.0;27.0;13.0;13.0;14.8;11.1;13.0;9.0;-1.0;11.0;12.0;10.0;20.0;13.0;-1.0;-1.0;11.27;0;0;0;0;0;0
14/07/2016;-1.0;7.0;12.0;14.0;12.0;11.0;11.4;13.3;13.0;8.0;-1.0;11.0;14.0;10.0;-1.0;11.0;-1.0;-1.0;10.67;0;0;0;0;0;0
15/07/2016;-1.0;9.0;11.0;18.0;12.0;9.0;10.2;9.0;10.0;9.0;-1.0;11.0;10.0;10.0;-1.0;12.0;-1.0;-1.0;10.09;0;0;0;0;0;0
16/07/2016;-1.0;11.0;13.0;18.0;12.0;9.0;12.3;11.7;12.0;11.0;-1.0;12.0;12.0;15.0;-1.0;14.0;-1.0;-1.0;12.83;0;0;0;0;0;0
17/07/2016;-1.0;15.0;15.0;20.0;15.0;12.0;14.4;15.3;14.0;14.0;-1.0;15.0;13.0;21.0;-1.0;18.0;-1.0;-1.0;16.82;0;1;0;0;0;0
18/07/2016;-1.0;17.0;21.0;34.0;18.0;31.0;20.0;-1.0;17.0;19.0;-1.0;22.0;20.0;-1.0;-1.0;27.0;-1.0;-1.0;21.54;0;1;0;0;0;0
19/07/2016;-1.0;27.0;21.0;35.0;16.0;29.0;20.4;-1.0;17.0;24.0;-1.0;33.0;22.0;35.0;30.0;26.0;-1.0;-1.0;27.75;1;1;1;0;0;0
20/07/2016;-1.0;26.0;20.0;37.0;18.0;-1.0;21.2;17.1;19.0;20.0;-1.0;19.0;27.0;27.0;24.0;22.0;-1.0;-1.0;23.1;0;1;1;0;0;0
21/07/2016;-1.0;32.0;35.0;53.0;31.0;31.0;38.2;29.9;33.0;36.0;-1.0;52.0;38.0;43.0;45.0;37.0;-1.0;-1.0;35.89;1;1;1;1;0;0
22/07/2016;-1.0;19.0;18.0;29.0;17.0;23.0;17.9;16.9;18.0;19.0;-1.0;21.0;19.0;24.0;30.0;22.0;-1.0;-1.0;20.23;0;1;0;0;0;0
23/07/2016;-1.0;19.0;18.0;20.0;16.0;16.0;18.1;16.7;16.0;18.0;-1.0;19.0;16.0;23.0;-1.0;22.0;-1.0;-1.0;19.69;0;1;0;0;0;0
24/07/2016;-1.0;17.0;15.0;18.0;15.0;14.0;15.2;14.4;13.0;15.0;-1.0;16.0;14.0;21.0;-1.0;-1.0;-1.0;-1.0;16.93;0;1;0;0;0;0
25/07/2016;-1.0;18.0;17.0;28.0;16.0;15.0;18.6;-1.0;16.0;18.0;-1.0;45.0;18.0;21.0;-1.0;-1.0;-1.0;-1.0;19.29;0;1;0;0;0;0
26/07/2016;-1.0;16.0;15.0;28.0;14.0;15.0;15.5;12.9;13.0;15.0;-1.0;29.0;16.0;19.0;24.0;-1.0;-1.0;-1.0;16.04;0;1;0;0;0;0
27/07/2016;-1.0;16.0;17.0;32.0;16.0;16.0;16.2;13.1;16.0;18.0;-1.0;22.0;19.0;22.0;25.0;20.0;-1.0;-1.0;17.83;0;1;0;0;0;0
28/07/2016;-1.0;16.0;17.0;31.0;16.0;17.0;16.4;15.9;16.0;17.0;-1.0;24.0;20.0;22.0;29.0;20.0;-1.0;-1.0;18.5;0;1;0;0;0;0
29/07/2016;-1.0;15.0;17.0;28.0;14.0;14.0;15.8;14.9;9.0;15.0;-1.0;24.0;16.0;23.0;25.0;16.0;-1.0;-1.0;17.09;0;1;0;0;0;0
30/07/2016;-1.0;19.0;18.0;19.0;16.0;22.0;19.1;18.4;17.0;20.0;-1.0;20.0;21.0;29.0;28.0;20.0;-1.0;-1.0;21.29;0;1;0;0;0;0
31/07/2016;-1.0;13.0;12.0;16.0;11.0;14.0;12.1;13.2;13.0;13.0;-1.0;13.0;13.0;20.0;-1.0;14.0;-1.0;-1.0;14.65;0;0;0;0;0;0
01/08/2016;-1.0;12.0;11.0;21.0;11.0;11.0;10.6;10.8;11.0;11.0;-1.0;12.0;10.0;14.0;-1.0;13.0;-1.0;-1.0;12.19;0;0;0;0;0;0
02/08/2016;-1.0;17.0;16.0;25.0;16.0;18.0;17.4;16.8;15.0;18.0;-1.0;18.0;17.0;26.0;27.0;19.0;-1.0;-1.0;19.35;0;1;0;0;0;0
03/08/2016;-1.0;17.0;19.0;-1.0;16.0;17.0;18.7;15.8;16.0;19.0;-1.0;17.0;17.0;26.0;27.0;20.0;-1.0;-1.0;19.43;0;1;0;0;0;0
04/08/2016;-1.0;17.0;19.0;-1.0;17.0;25.0;19.6;17.6;19.0;21.0;-1.0;19.0;22.0;24.0;28.0;24.0;-1.0;-1.0;20.62;0;1;0;0;0;0
05/08/2016;-1.0;8.0;9.0;14.0;8.0;9.0;7.8;8.3;9.0;8.0;-1.0;8.0;7.0;11.0;16.0;11.0;-1.0;-1.0;9.32;0;0;0;0;0;0
06/08/2016;-1.0;13.0;11.0;16.0;11.0;11.0;11.9;11.2;12.0;12.0;-1.0;11.0;11.0;14.0;17.0;15.0;-1.0;-1.0;13.04;0;0;0;0;0;0
07/08/2016;-1.0;12.0;10.0;15.0;10.0;10.0;10.8;11.1;11.0;12.0;-1.0;10.0;10.0;15.0;-1.0;13.0;-1.0;-1.0;12.42;0;0;0;0;0;0
08/08/2016;-1.0;15.0;13.0;20.0;13.0;14.0;13.6;14.3;13.0;16.0;-1.0;16.0;14.0;26.0;-1.0;17.0;-1.0;-1.0;17.43;0;1;0;0;0;0
09/08/2016;-1.0;16.0;15.0;20.0;14.0;16.0;15.1;14.8;17.0;17.0;-1.0;17.0;14.0;17.0;21.0;18.0;-1.0;-1.0;16.21;0;1;0;0;0;0
10/08/2016;-1.0;18.0;18.0;28.0;16.0;17.0;16.7;15.6;19.0;18.0;-1.0;17.0;18.0;20.0;-1.0;21.0;-1.0;-1.0;18.49;0;1;0;0;0;0
11/08/2016;-1.0;13.0;12.0;21.0;12.0;13.0;14.1;12.0;14.0;13.0;-1.0;15.0;13.0;17.0;-1.0;16.0;-1.0;-1.0;14.36;0;0;0;0;0;0
12/08/2016;-1.0;13.0;13.0;20.0;11.0;12.0;12.3;11.8;12.0;12.0;-1.0;13.0;13.0;19.0;23.0;16.0;-1.0;-1.0;14.63;0;0;0;0;0;0
13/08/2016;-1.0;16.0;15.0;18.0;15.0;16.0;14.2;16.6;14.0;18.0;-1.0;15.0;18.0;25.0;25.0;21.0;-1.0;-1.0;19.1;0;1;0;0;0;0
14/08/2016;-1.0;19.0;16.0;17.0;15.0;15.0;14.4;15.4;14.0;17.0;-1.0;14.0;14.0;27.0;21.0;17.0;-1.0;-1.0;18.8;0;1;0;0;0;0
15/08/2016;-1.0;17.0;15.0;15.0;14.0;15.0;12.4;14.0;13.0;14.0;-1.0;13.0;13.0;19.0;16.0;14.0;-1.0;-1.0;15.54;0;0;0;0;0;0
16/08/2016;-1.0;19.0;16.0;21.0;14.0;16.0;15.9;15.1;14.0;16.0;-1.0;16.0;17.0;27.0;19.0;18.0;-1.0;-1.0;19.22;0;1;0;0;0;0
17/08/2016;-1.0;19.0;18.0;22.0;18.0;22.0;17.4;18.4;17.0;20.0;-1.0;19.0;18.0;29.0;18.0;23.0;-1.0;-1.0;21.64;0;1;0;0;0;0
18/08/2016;-1.0;13.0;16.0;19.0;16.0;20.0;16.0;15.1;14.0;16.0;-1.0;14.0;16.0;24.0;21.0;18.0;-1.0;-1.0;17.3;0;1;0;0;0;0
19/08/2016;-1.0;14.0;17.0;22.0;18.0;13.0;15.7;14.4;15.0;15.0;-1.0;14.0;14.0;24.0;23.0;18.0;-1.0;-1.0;17.29;0;1;0;0;0;0
20/08/2016;-1.0;12.0;14.0;14.0;13.0;18.0;11.1;9.7;11.0;13.0;-1.0;11.0;13.0;14.0;20.0;14.0;-1.0;-1.0;12.43;0;0;0;0;0;0
21/08/2016;-1.0;11.0;14.0;16.0;14.0;14.0;11.3;9.5;12.0;12.0;-1.0;11.0;16.0;15.0;17.0;15.0;-1.0;-1.0;12.81;0;0;0;0;0;0
22/08/2016;-1.0;11.0;13.0;20.0;13.0;10.0;11.2;10.1;12.0;11.0;-1.0;11.0;14.0;14.0;-1.0;16.0;-1.0;-1.0;12.78;0;0;0;0;0;0
23/08/2016;-1.0;16.0;17.0;26.0;17.0;19.0;15.8;15.3;17.0;17.0;-1.0;16.0;19.0;27.0;-1.0;23.0;-1.0;-1.0;19.89;0;1;0;0;0;0
24/08/2016;-1.0;20.0;20.0;25.0;19.0;25.0;19.1;20.2;23.0;23.0;-1.0;19.0;24.0;36.0;29.0;28.0;-1.0;-1.0;25.32;1;1;1;0;0;0
