;FR20045;FR20049;FR20003;FR20017;FR20020;FR20037;FR20036;FR20004;FR20048;FR20046;FR20204;FR20061;FR20062;FR20077;indicateur;moyenne;q1;mediane;q3;d10
01/01/2007;52.0;69.0;-1.0;44.0;37.0;50.0;52.0;47.0;58.0;46.0;-1.0;39.0;-1.0;-1.0;55.08;1;1;1;0;0
02/01/2007;29.0;76.0;-1.0;41.0;32.0;44.0;37.0;42.0;51.0;35.0;-1.0;46.0;-1.0;-1.0;47.5;0;1;0;0;0
03/01/2007;13.0;61.0;-1.0;19.0;14.0;22.0;19.0;22.0;28.0;15.0;-1.0;22.0;-1.0;-1.0;30.3;0;0;0;0;0
04/01/2007;5.0;59.0;-1.0;8.0;4.0;6.0;5.0;8.0;7.0;1.0;-1.0;2.0;-1.0;-1.0;21.62;0;0;0;0;0
05/01/2007;5.0;62.0;-1.0;5.0;2.0;6.0;3.0;10.0;4.0;0.0;-1.0;2.0;-1.0;-1.0;22.96;0;0;0;0;0
06/01/2007;10.0;45.0;-1.0;5.0;5.0;16.0;13.0;5.0;15.0;4.0;-1.0;3.0;-1.0;-1.0;18.83;0;0;0;0;0
07/01/2007;13.0;57.0;-1.0;6.0;3.0;12.0;14.0;5.0;14.0;1.0;-1.0;7.0;-1.0;-1.0;23.26;0;0;0;0;0
08/01/2007;25.0;56.0;-1.0;7.0;9.0;15.0;17.0;7.0;29.0;11.0;-1.0;5.0;-1.0;-1.0;27.53;0;0;0;0;0
09/01/2007;13.0;40.0;-1.0;6.0;4.0;10.0;12.0;4.0;15.0;2.0;-1.0;2.0;-1.0;-1.0;17.84;0;0;0;0;0
10/01/2007;25.0;49.0;-1.0;19.0;18.0;30.0;27.0;22.0;42.0;24.0;-1.0;16.0;-1.0;-1.0;31.13;0;0;0;0;0
11/01/2007;13.0;55.0;-1.0;12.0;9.0;17.0;12.0;16.0;24.0;10.0;-1.0;15.0;-1.0;-1.0;25.99;0;0;0;0;0
12/01/2007;13.0;60.0;-1.0;13.0;9.0;12.0;13.0;13.0;26.0;14.0;-1.0;19.0;-1.0;-1.0;26.71;0;0;0;0;0
13/01/2007;9.0;46.0;-1.0;3.0;3.0;8.0;6.0;3.0;11.0;3.0;-1.0;3.0;-1.0;-1.0;17.58;0;0;0;0;0
14/01/2007;15.0;56.0;-1.0;14.0;12.0;13.0;14.0;14.0;24.0;16.0;-1.0;11.0;-1.0;-1.0;26.54;0;0;0;0;0
15/01/2007;11.0;32.0;-1.0;5.0;6.0;5.0;7.0;5.0;23.0;7.0;-1.0;4.0;-1.0;-1.0;14.89;0;0;0;0;0
16/01/2007;21.0;49.0;-1.0;7.0;8.0;11.0;14.0;5.0;39.0;12.0;-1.0;2.0;-1.0;-1.0;23.48;0;0;0;0;0
17/01/2007;31.0;53.0;-1.0;10.0;16.0;18.0;21.0;9.0;42.0;20.0;-1.0;5.0;-1.0;-1.0;29.58;0;0;0;0;0
18/01/2007;38.0;62.0;-1.0;18.0;-1.0;23.0;28.0;16.0;41.0;30.0;-1.0;8.0;-1.0;-1.0;37.44;0;1;0;0;0
19/01/2007;9.0;51.0;-1.0;7.0;-1.0;10.0;8.0;7.0;20.0;4.0;-1.0;8.0;-1.0;-1.0;20.82;0;0;0;0;0
20/01/2007;4.0;42.0;-1.0;2.0;-1.0;5.0;3.0;3.0;7.0;3.0;-1.0;7.0;-1.0;-1.0;14.94;0;0;0;0;0
21/01/2007;27.0;58.0;-1.0;28.0;-1.0;29.0;30.0;34.0;37.0;26.0;-1.0;28.0;-1.0;-1.0;38.62;0;1;0;0;0
22/01/2007;4.0;53.0;-1.0;8.0;-1.0;7.0;6.0;9.0;13.0;9.0;-1.0;10.0;-1.0;-1.0;20.37;0;0;0;0;0
23/01/2007;10.0;37.0;-1.0;13.0;-1.0;13.0;11.0;17.0;21.0;15.0;-1.0;16.0;-1.0;-1.0;20.32;0;0;0;0;0
24/01/2007;23.0;55.0;-1.0;30.0;-1.0;34.0;30.0;33.0;37.0;32.0;-1.0;31.0;-1.0;-1.0;36.29;0;1;0;0;0
25/01/2007;12.0;43.0;-1.0;20.0;-1.0;21.0;18.0;24.0;21.0;17.0;-1.0;18.0;-1.0;-1.0;25.47;0;0;0;0;0
26/01/2007;15.0;49.0;-1.0;25.0;-1.0;25.0;21.0;25.0;25.0;21.0;-1.0;20.0;-1.0;-1.0;28.79;0;0;0;0;0
27/01/2007;20.0;53.0;-1.0;22.0;-1.0;27.0;25.0;26.0;27.0;23.0;-1.0;16.0;-1.0;-1.0;32.09;0;0;0;0;0
28/01/2007;41.0;53.0;-1.0;35.0;-1.0;41.0;42.0;36.0;44.0;43.0;-1.0;31.0;-1.0;-1.0;43.11;0;1;0;0;0
29/01/2007;22.0;61.0;-1.0;29.0;-1.0;27.0;27.0;34.0;37.0;28.0;-1.0;25.0;-1.0;-1.0;37.77;0;1;0;0;0
30/01/2007;14.0;42.0;-1.0;14.0;-1.0;17.0;13.0;17.0;20.0;20.0;-1.0;15.0;-1.0;-1.0;23.21;0;0;0;0;0
31/01/2007;17.0;31.0;-1.0;8.0;-1.0;10.0;12.0;9.0;28.0;16.0;-1.0;10.0;-1.0;-1.0;18.29;0;0;0;0;0
01/02/2007;10.0;41.0;-1.0;14.0;-1.0;21.0;13.0;15.0;22.0;15.0;-1.0;17.0;20.0;-1.0;21.02;0;0;0;0;0
02/02/2007;6.0;32.0;-1.0;6.0;-1.0;11.0;7.0;7.0;9.0;7.0;-1.0;8.0;16.0;-1.0;14.3;0;0;0;0;0
03/02/2007;5.0;39.0;-1.0;10.0;-1.0;19.0;9.0;11.0;11.0;11.0;-1.0;16.0;24.0;-1.0;17.92;0;0;0;0;0
04/02/2007;9.0;42.0;-1.0;11.0;-1.0;20.0;11.0;13.0;19.0;13.0;-1.0;17.0;23.0;-1.0;20.51;0;0;0;0;0
05/02/2007;32.0;60.0;-1.0;17.0;-1.0;32.0;30.0;16.0;48.0;27.0;-1.0;6.0;32.0;-1.0;34.96;0;1;0;0;0
06/02/2007;15.0;48.0;-1.0;8.0;-1.0;17.0;14.0;11.0;29.0;15.0;-1.0;9.0;18.0;-1.0;23.09;0;0;0;0;0
07/02/2007;21.0;49.0;-1.0;17.0;-1.0;24.0;20.0;20.0;29.0;20.0;-1.0;12.0;27.0;-1.0;28.76;0;0;0;0;0
08/02/2007;37.0;60.0;-1.0;22.0;-1.0;31.0;36.0;24.0;47.0;31.0;-1.0;12.0;32.0;-1.0;39.08;0;1;0;0;0
09/02/2007;9.0;43.0;-1.0;4.0;-1.0;11.0;7.0;9.0;15.0;4.0;-1.0;6.0;15.0;-1.0;18.59;0;0;0;0;0
10/02/2007;25.0;58.0;-1.0;9.0;-1.0;19.0;26.0;13.0;35.0;12.0;-1.0;12.0;16.0;-1.0;29.93;0;0;0;0;0
11/02/2007;55.0;63.0;-1.0;38.0;-1.0;44.0;53.0;40.0;58.0;46.0;-1.0;32.0;46.0;-1.0;51.97;1;1;1;0;0
12/02/2007;45.0;71.0;-1.0;51.0;-1.0;53.0;51.0;52.0;60.0;49.0;-1.0;44.0;60.0;-1.0;55.82;1;1;1;0;0
13/02/2007;34.0;68.0;-1.0;33.0;-1.0;44.0;36.0;36.0;56.0;40.0;-1.0;36.0;49.0;-1.0;45.32;0;1;0;0;0
14/02/2007;43.0;47.0;-1.0;24.0;-1.0;38.0;37.0;24.0;49.0;27.0;-1.0;14.0;37.0;-1.0;37.64;0;1;0;0;0
15/02/2007;30.0;52.0;-1.0;29.0;-1.0;32.0;29.0;32.0;38.0;29.0;-1.0;28.0;47.0;-1.0;37.86;0;1;0;0;0
16/02/2007;22.0;48.0;-1.0;8.0;-1.0;25.0;19.0;12.0;26.0;11.0;-1.0;7.0;18.0;-1.0;25.64;0;0;0;0;0
17/02/2007;47.0;66.0;-1.0;30.0;-1.0;38.0;42.0;32.0;40.0;29.0;-1.0;21.0;52.0;-1.0;47.78;0;1;0;0;0
18/02/2007;28.0;68.0;-1.0;13.0;-1.0;17.0;18.0;15.0;23.0;13.0;-1.0;11.0;31.0;-1.0;34.6;0;1;0;0;0
19/02/2007;27.0;69.0;-1.0;24.0;-1.0;24.0;21.0;32.0;34.0;19.0;-1.0;21.0;45.0;-1.0;40.78;0;1;0;0;0
20/02/2007;25.0;47.0;-1.0;14.0;-1.0;20.0;26.0;17.0;29.0;15.0;-1.0;11.0;24.0;-1.0;28.68;0;0;0;0;0
21/02/2007;30.0;60.0;-1.0;14.0;-1.0;18.0;23.0;19.0;35.0;16.0;-1.0;10.0;22.0;-1.0;33.79;0;0;0;0;0
22/02/2007;53.0;53.0;-1.0;32.0;-1.0;38.0;39.0;34.0;50.0;41.0;-1.0;22.0;27.0;-1.0;44.29;0;1;0;0;0
23/02/2007;57.0;63.0;-1.0;30.0;-1.0;41.0;45.0;36.0;64.0;41.0;-1.0;24.0;29.0;-1.0;49.35;0;1;0;0;0
24/02/2007;68.0;78.0;-1.0;59.0;-1.0;58.0;68.0;61.0;75.0;66.0;-1.0;49.0;46.0;-1.0;66.96;1;1;1;0;0
25/02/2007;62.0;75.0;-1.0;64.0;-1.0;61.0;70.0;66.0;71.0;62.0;-1.0;61.0;49.0;-1.0;66.3;1;1;1;0;0
26/02/2007;28.0;68.0;-1.0;44.0;-1.0;41.0;40.0;42.0;49.0;43.0;-1.0;46.0;38.0;-1.0;44.87;0;1;0;0;0
27/02/2007;30.0;58.0;-1.0;29.0;-1.0;32.0;31.0;28.0;41.0;22.0;-1.0;27.0;25.0;-1.0;36.79;0;1;0;0;0
28/02/2007;29.0;70.0;-1.0;29.0;-1.0;46.0;36.0;34.0;46.0;27.0;-1.0;34.0;21.0;-1.0;41.6;0;1;0;0;0
01/03/2007;51.0;74.0;-1.0;43.0;-1.0;58.0;46.0;46.0;64.0;43.0;-1.0;27.0;30.0;-1.0;53.74;1;1;1;0;0
02/03/2007;46.0;69.0;-1.0;43.0;-1.0;55.0;51.0;42.0;56.0;43.0;-1.0;38.0;34.0;-1.0;50.62;0;1;0;0;0
03/03/2007;52.0;69.0;-1.0;42.0;-1.0;49.0;49.0;42.0;60.0;41.0;-1.0;33.0;37.0;-1.0;52.33;1;1;1;0;0
04/03/2007;54.0;73.0;-1.0;46.0;-1.0;57.0;53.0;53.0;61.0;46.0;-1.0;38.0;37.0;-1.0;57.38;1;1;1;0;0
05/03/2007;50.0;74.0;-1.0;38.0;-1.0;52.0;44.0;43.0;58.0;42.0;-1.0;42.0;33.0;-1.0;52.71;1;1;1;0;0
06/03/2007;46.0;80.0;-1.0;43.0;-1.0;53.0;46.0;47.0;59.0;43.0;-1.0;35.0;33.0;-1.0;54.54;1;1;1;0;0
07/03/2007;56.0;78.0;-1.0;47.0;-1.0;55.0;52.0;47.0;70.0;50.0;-1.0;39.0;39.0;-1.0;57.79;1;1;1;0;0
08/03/2007;42.0;75.0;-1.0;41.0;-1.0;50.0;48.0;50.0;59.0;45.0;-1.0;48.0;42.0;-1.0;53.8;1;1;1;0;0
09/03/2007;38.0;76.0;-1.0;47.0;-1.0;50.0;44.0;53.0;56.0;44.0;-1.0;35.0;42.0;-1.0;53.47;1;1;1;0;0
10/03/2007;66.0;79.0;-1.0;69.0;-1.0;75.0;69.0;76.0;69.0;59.0;-1.0;63.0;61.0;-1.0;72.13;1;1;1;1;0
11/03/2007;54.0;82.0;-1.0;60.0;-1.0;64.0;57.0;67.0;61.0;50.0;-1.0;59.0;53.0;-1.0;65.47;1;1;1;0;0
12/03/2007;21.0;76.0;-1.0;22.0;-1.0;30.0;22.0;32.0;42.0;18.0;-1.0;25.0;22.0;-1.0;39.33;0;1;0;0;0
13/03/2007;27.0;88.0;-1.0;36.0;-1.0;39.0;36.0;46.0;56.0;34.0;-1.0;29.0;29.0;-1.0;50.01;0;1;0;0;0
14/03/2007;45.0;-1.0;-1.0;61.0;-1.0;51.0;69.0;69.0;71.0;58.0;-1.0;53.0;67.0;-1.0;59.48;1;1;1;0;0
15/03/2007;22.0;-1.0;-1.0;28.0;-1.0;35.0;32.0;35.0;54.0;30.0;-1.0;28.0;33.0;-1.0;29.48;0;0;0;0;0
16/03/2007;34.0;86.0;-1.0;44.0;-1.0;54.0;47.0;52.0;52.0;41.0;-1.0;42.0;48.0;-1.0;55.53;1;1;1;0;0
17/03/2007;55.0;81.0;-1.0;67.0;-1.0;67.0;70.0;64.0;68.0;56.0;-1.0;50.0;61.0;-1.0;66.38;1;1;1;0;0
18/03/2007;63.0;88.0;-1.0;78.0;-1.0;79.0;82.0;79.0;68.0;59.0;-1.0;65.0;64.0;-1.0;75.94;1;1;1;1;0
19/03/2007;38.0;77.0;-1.0;57.0;-1.0;63.0;56.0;65.0;62.0;45.0;-1.0;52.0;33.0;-1.0;57.42;1;1;1;0;0
20/03/2007;47.0;67.0;-1.0;51.0;-1.0;60.0;54.0;59.0;56.0;45.0;-1.0;53.0;30.0;-1.0;55.05;1;1;1;0;0
21/03/2007;44.0;69.0;-1.0;47.0;-1.0;57.0;51.0;53.0;36.0;40.0;-1.0;50.0;33.0;-1.0;53.01;1;1;1;0;0
22/03/2007;33.0;66.0;-1.0;36.0;-1.0;49.0;42.0;41.0;42.0;35.0;-1.0;42.0;30.0;-1.0;44.81;0;1;0;0;0
23/03/2007;32.0;70.0;-1.0;47.0;-1.0;48.0;41.0;51.0;44.0;31.0;-1.0;49.0;33.0;-1.0;48.62;0;1;0;0;0
24/03/2007;28.0;44.0;-1.0;26.0;-1.0;34.0;32.0;30.0;38.0;24.0;-1.0;22.0;23.0;-1.0;32.83;0;0;0;0;0
25/03/2007;30.0;49.0;-1.0;37.0;-1.0;40.0;34.0;42.0;41.0;30.0;-1.0;29.0;32.0;-1.0;39.06;0;1;0;0;0
26/03/2007;35.0;70.0;-1.0;24.0;-1.0;38.0;34.0;29.0;49.0;23.0;-1.0;24.0;24.0;-1.0;41.87;0;1;0;0;0
27/03/2007;57.0;87.0;-1.0;49.0;-1.0;61.0;59.0;50.0;70.0;44.0;-1.0;45.0;24.0;-1.0;60.73;1;1;1;0;0
28/03/2007;42.0;93.0;-1.0;44.0;-1.0;55.0;58.0;66.0;78.0;47.0;-1.0;45.0;30.0;-1.0;63.05;1;1;1;0;0
29/03/2007;43.0;94.0;-1.0;45.0;-1.0;53.0;53.0;-1.0;68.0;37.0;-1.0;45.0;25.0;-1.0;61.49;1;1;1;0;0
30/03/2007;45.0;68.0;-1.0;41.0;-1.0;46.0;50.0;44.0;60.0;39.0;83.0;33.0;23.0;-1.0;49.68;0;1;0;0;0
31/03/2007;30.0;77.0;-1.0;36.0;-1.0;44.0;37.0;38.0;42.0;31.0;90.0;35.0;19.0;-1.0;44.94;0;1;0;0;0
01/04/2007;25.0;69.0;-1.0;25.0;-1.0;33.0;30.0;25.0;37.0;21.0;91.0;27.0;13.0;-1.0;36.62;0;1;0;0;0
02/04/2007;24.0;77.0;-1.0;22.0;-1.0;46.0;30.0;24.0;41.0;20.0;93.0;23.0;10.0;-1.0;38.0;0;1;0;0;0
03/04/2007;46.0;98.0;-1.0;66.0;-1.0;71.0;65.0;65.0;71.0;50.0;104.0;60.0;54.0;-1.0;67.96;1;1;1;1;0
04/04/2007;36.0;61.0;-1.0;43.0;-1.0;55.0;49.0;48.0;51.0;36.0;61.0;44.0;43.0;-1.0;47.88;0;1;0;0;0
05/04/2007;24.0;70.0;-1.0;40.0;-1.0;46.0;39.0;46.0;47.0;37.0;77.0;38.0;40.0;-1.0;45.45;0;1;0;0;0
06/04/2007;29.0;84.0;-1.0;41.0;-1.0;55.0;35.0;53.0;57.0;33.0;100.0;41.0;43.0;-1.0;52.56;1;1;1;0;0
07/04/2007;49.0;93.0;-1.0;54.0;-1.0;70.0;57.0;55.0;69.0;41.0;110.0;50.0;48.0;-1.0;63.4;1;1;1;0;0
08/04/2007;52.0;78.0;-1.0;64.0;-1.0;70.0;67.0;67.0;70.0;44.0;97.0;57.0;63.0;-1.0;65.47;1;1;1;0;0
09/04/2007;55.0;87.0;-1.0;56.0;-1.0;67.0;62.0;60.0;74.0;41.0;110.0;55.0;47.0;-1.0;65.13;1;1;1;0;0
10/04/2007;46.0;102.0;-1.0;60.0;-1.0;60.0;63.0;67.0;70.0;45.0;112.0;57.0;61.0;-1.0;69.93;1;1;1;1;0
11/04/2007;54.0;106.0;-1.0;58.0;-1.0;61.0;57.0;66.0;73.0;-1.0;121.0;54.0;70.0;-1.0;73.32;1;1;1;1;0
12/04/2007;-1.0;94.0;-1.0;43.0;-1.0;51.0;43.0;41.0;63.0;-1.0;104.0;40.0;41.0;-1.0;61.6;1;1;1;0;0
13/04/2007;-1.0;82.0;-1.0;41.0;-1.0;53.0;41.0;43.0;60.0;-1.0;96.0;42.0;37.0;-1.0;57.1;1;1;1;0;0
14/04/2007;55.0;94.0;-1.0;66.0;-1.0;78.0;69.0;65.0;74.0;-1.0;97.0;63.0;63.0;-1.0;70.47;1;1;1;1;0
15/04/2007;77.0;104.0;-1.0;79.0;-1.0;97.0;79.0;93.0;89.0;-1.0;118.0;75.0;88.0;-1.0;89.98;1;1;1;1;1
16/04/2007;63.0;120.0;-1.0;85.0;-1.0;88.0;80.0;87.0;92.0;-1.0;131.0;68.0;-1.0;-1.0;89.09;1;1;1;1;1
17/04/2007;60.0;111.0;-1.0;72.0;-1.0;90.0;69.0;84.0;86.0;-1.0;126.0;72.0;-1.0;-1.0;83.54;1;1;1;1;1
18/04/2007;63.0;82.0;-1.0;66.0;-1.0;77.0;75.0;72.0;76.0;-1.0;90.0;63.0;-1.0;-1.0;72.52;1;1;1;1;0
19/04/2007;45.0;86.0;-1.0;58.0;-1.0;61.0;63.0;61.0;73.0;-1.0;105.0;53.0;-1.0;-1.0;63.93;1;1;1;0;0
20/04/2007;49.0;108.0;-1.0;66.0;-1.0;65.0;60.0;75.0;75.0;-1.0;126.0;62.0;-1.0;-1.0;75.77;1;1;1;1;0
21/04/2007;63.0;111.0;-1.0;74.0;-1.0;87.0;70.0;79.0;92.0;-1.0;136.0;72.0;-1.0;-1.0;83.08;1;1;1;1;1
22/04/2007;61.0;116.0;-1.0;71.0;-1.0;87.0;78.0;78.0;82.0;-1.0;138.0;74.0;-1.0;-1.0;84.33;1;1;1;1;1
23/04/2007;54.0;113.0;-1.0;64.0;-1.0;69.0;65.0;65.0;75.0;-1.0;139.0;60.0;-1.0;-1.0;76.2;1;1;1;1;0
24/04/2007;44.0;116.0;-1.0;66.0;-1.0;76.0;59.0;75.0;82.0;-1.0;132.0;66.0;59.0;-1.0;75.22;1;1;1;1;0
25/04/2007;79.0;124.0;-1.0;76.0;-1.0;79.0;76.0;77.0;87.0;72.0;136.0;67.0;70.0;-1.0;89.84;1;1;1;1;1
26/04/2007;81.0;107.0;-1.0;66.0;-1.0;83.0;76.0;70.0;85.0;79.0;124.0;61.0;66.0;-1.0;83.42;1;1;1;1;1
27/04/2007;46.0;84.0;-1.0;47.0;-1.0;67.0;52.0;51.0;61.0;43.0;115.0;41.0;49.0;-1.0;58.62;1;1;1;0;0
28/04/2007;72.0;106.0;-1.0;74.0;-1.0;86.0;74.0;73.0;82.0;68.0;138.0;59.0;71.0;-1.0;81.75;1;1;1;1;0
29/04/2007;82.0;106.0;-1.0;83.0;-1.0;92.0;86.0;93.0;85.0;74.0;127.0;80.0;83.0;-1.0;92.02;1;1;1;1;1
30/04/2007;75.0;93.0;-1.0;76.0;-1.0;85.0;79.0;83.0;82.0;81.0;-1.0;73.0;77.0;-1.0;82.66;1;1;1;1;1
01/05/2007;84.0;85.0;-1.0;78.0;-1.0;73.0;84.0;82.0;85.0;84.0;111.0;64.0;77.0;-1.0;83.11;1;1;1;1;1
02/05/2007;64.0;81.0;-1.0;60.0;-1.0;75.0;67.0;60.0;71.0;64.0;100.0;46.0;58.0;-1.0;67.31;1;1;1;0;0
03/05/2007;34.0;73.0;-1.0;39.0;-1.0;50.0;41.0;39.0;53.0;41.0;89.0;35.0;33.0;-1.0;46.74;0;1;0;0;0
04/05/2007;49.0;103.0;-1.0;61.0;-1.0;70.0;53.0;64.0;53.0;55.0;107.0;62.0;59.0;-1.0;69.27;1;1;1;1;0
05/05/2007;50.0;82.0;-1.0;70.0;-1.0;81.0;67.0;64.0;61.0;63.0;87.0;67.0;61.0;-1.0;65.17;1;1;1;0;0
06/05/2007;90.0;88.0;-1.0;87.0;-1.0;97.0;91.0;87.0;84.0;85.0;95.0;86.0;85.0;-1.0;88.24;1;1;1;1;1
07/05/2007;41.0;70.0;-1.0;60.0;-1.0;67.0;61.0;55.0;57.0;55.0;75.0;52.0;53.0;-1.0;55.65;1;1;1;0;0
08/05/2007;31.0;41.0;-1.0;27.0;-1.0;37.0;32.0;26.0;34.0;30.0;46.0;31.0;27.0;-1.0;32.13;0;0;0;0;0
09/05/2007;33.0;55.0;-1.0;32.0;-1.0;49.0;36.0;37.0;48.0;31.0;65.0;34.0;32.0;-1.0;40.36;0;1;0;0;0
10/05/2007;59.0;86.0;-1.0;47.0;-1.0;67.0;57.0;53.0;67.0;57.0;98.0;42.0;47.0;-1.0;63.58;1;1;1;0;0
11/05/2007;44.0;79.0;-1.0;51.0;-1.0;67.0;58.0;54.0;68.0;57.0;88.0;57.0;48.0;-1.0;58.05;1;1;1;0;0
12/05/2007;53.0;67.0;-1.0;47.0;-1.0;61.0;58.0;50.0;65.0;50.0;80.0;48.0;48.0;-1.0;56.02;1;1;1;0;0
13/05/2007;105.0;98.0;-1.0;94.0;-1.0;113.0;106.0;97.0;102.0;96.0;126.0;83.0;87.0;-1.0;99.37;1;1;1;1;1
14/05/2007;43.0;66.0;-1.0;44.0;-1.0;62.0;48.0;44.0;60.0;46.0;-1.0;31.0;43.0;-1.0;50.01;0;1;0;0;0
15/05/2007;40.0;74.0;-1.0;48.0;-1.0;60.0;50.0;51.0;59.0;43.0;-1.0;50.0;47.0;-1.0;53.85;1;1;1;0;0
16/05/2007;28.0;61.0;-1.0;25.0;-1.0;41.0;-1.0;28.0;43.0;29.0;71.0;26.0;27.0;-1.0;37.83;0;1;0;0;0
17/05/2007;37.0;44.0;-1.0;25.0;-1.0;42.0;33.0;23.0;43.0;34.0;46.0;22.0;24.0;-1.0;33.62;0;0;0;0;0
18/05/2007;36.0;39.0;-1.0;36.0;-1.0;47.0;42.0;39.0;54.0;42.0;48.0;29.0;38.0;-1.0;38.36;0;1;0;0;0
19/05/2007;40.0;63.0;-1.0;46.0;-1.0;58.0;43.0;50.0;54.0;42.0;79.0;40.0;46.0;-1.0;49.91;0;1;0;0;0
20/05/2007;81.0;75.0;-1.0;64.0;-1.0;80.0;77.0;64.0;81.0;68.0;94.0;46.0;64.0;-1.0;72.76;1;1;1;1;0
21/05/2007;88.0;84.0;-1.0;57.0;-1.0;69.0;73.0;58.0;95.0;69.0;117.0;53.0;63.0;-1.0;75.15;1;1;1;1;0
22/05/2007;58.0;97.0;-1.0;59.0;-1.0;67.0;64.0;69.0;80.0;64.0;122.0;57.0;62.0;-1.0;72.69;1;1;1;1;0
23/05/2007;67.0;99.0;-1.0;81.0;-1.0;83.0;83.0;90.0;74.0;85.0;115.0;77.0;85.0;-1.0;85.08;1;1;1;1;1
24/05/2007;59.0;87.0;-1.0;65.0;-1.0;80.0;65.0;64.0;78.0;73.0;118.0;57.0;63.0;-1.0;69.09;1;1;1;1;0
25/05/2007;72.0;89.0;-1.0;58.0;-1.0;69.0;66.0;55.0;87.0;69.0;112.0;55.0;59.0;-1.0;70.43;1;1;1;1;0
26/05/2007;76.0;90.0;-1.0;61.0;-1.0;76.0;68.0;68.0;80.0;71.0;102.0;63.0;62.0;-1.0;75.78;1;1;1;1;0
27/05/2007;65.0;76.0;-1.0;59.0;-1.0;71.0;66.0;60.0;68.0;65.0;75.0;61.0;57.0;-1.0;66.06;1;1;1;0;0
28/05/2007;75.0;68.0;-1.0;72.0;-1.0;84.0;78.0;70.0;75.0;76.0;81.0;67.0;66.0;-1.0;71.21;1;1;1;1;0
29/05/2007;55.0;75.0;-1.0;63.0;-1.0;74.0;63.0;63.0;69.0;60.0;85.0;64.0;59.0;-1.0;63.82;1;1;1;0;0
30/05/2007;54.0;81.0;-1.0;46.0;-1.0;64.0;52.0;49.0;63.0;52.0;98.0;53.0;44.0;-1.0;59.1;1;1;1;0;0
31/05/2007;31.0;56.0;-1.0;25.0;-1.0;39.0;31.0;25.0;43.0;33.0;70.0;26.0;24.0;-1.0;35.7;0;1;0;0;0
01/06/2007;26.0;66.0;-1.0;32.0;-1.0;45.0;31.0;30.0;47.0;35.0;73.0;39.0;31.0;-1.0;39.11;0;1;0;0;0
02/06/2007;68.0;71.0;-1.0;59.0;-1.0;76.0;67.0;60.0;73.0;72.0;74.0;63.0;61.0;-1.0;65.96;1;1;1;0;0
03/06/2007;72.0;95.0;-1.0;77.0;-1.0;82.0;73.0;79.0;75.0;77.0;105.0;71.0;75.0;-1.0;80.65;1;1;1;1;0
04/06/2007;62.0;86.0;-1.0;65.0;-1.0;-1.0;62.0;71.0;77.0;67.0;103.0;61.0;67.0;-1.0;71.59;1;1;1;1;0
05/06/2007;51.0;87.0;-1.0;60.0;-1.0;-1.0;53.0;62.0;66.0;62.0;104.0;60.0;59.0;-1.0;64.94;1;1;1;0;0
06/06/2007;48.0;81.0;-1.0;50.0;-1.0;-1.0;55.0;54.0;62.0;62.0;102.0;46.0;58.0;-1.0;60.23;1;1;1;0;0
07/06/2007;60.0;70.0;-1.0;51.0;-1.0;57.0;56.0;55.0;77.0;69.0;103.0;52.0;52.0;-1.0;60.49;1;1;1;0;0
08/06/2007;61.0;87.0;-1.0;61.0;-1.0;68.0;-1.0;66.0;80.0;69.0;103.0;59.0;65.0;-1.0;70.73;1;1;1;1;0
09/06/2007;67.0;103.0;-1.0;76.0;-1.0;68.0;53.0;77.0;73.0;75.0;118.0;69.0;76.0;-1.0;79.41;1;1;1;1;0
10/06/2007;87.0;94.0;-1.0;77.0;-1.0;68.0;80.0;73.0;88.0;86.0;104.0;67.0;74.0;-1.0;83.39;1;1;1;1;1
11/06/2007;36.0;76.0;-1.0;33.0;-1.0;29.0;36.0;37.0;56.0;44.0;91.0;36.0;41.0;-1.0;47.79;0;1;0;0;0
12/06/2007;43.0;75.0;-1.0;49.0;-1.0;45.0;41.0;51.0;59.0;51.0;83.0;44.0;52.0;-1.0;54.71;1;1;1;0;0
13/06/2007;63.0;93.0;-1.0;56.0;-1.0;45.0;49.0;58.0;70.0;64.0;102.0;58.0;56.0;-1.0;68.2;1;1;1;1;0
14/06/2007;82.0;95.0;-1.0;77.0;-1.0;82.0;75.0;80.0;92.0;87.0;99.0;57.0;73.0;-1.0;83.71;1;1;1;1;1
15/06/2007;44.0;59.0;-1.0;37.0;-1.0;40.0;42.0;39.0;57.0;48.0;71.0;40.0;37.0;-1.0;46.07;0;1;0;0;0
16/06/2007;55.0;73.0;-1.0;49.0;-1.0;45.0;54.0;53.0;63.0;60.0;83.0;48.0;46.0;-1.0;58.62;1;1;1;0;0
17/06/2007;66.0;74.0;-1.0;55.0;-1.0;57.0;63.0;71.0;73.0;67.0;85.0;52.0;56.0;-1.0;68.46;1;1;1;1;0
18/06/2007;61.0;68.0;-1.0;44.0;-1.0;52.0;51.0;51.0;67.0;62.0;75.0;41.0;48.0;-1.0;58.22;1;1;1;0;0
19/06/2007;75.0;94.0;-1.0;53.0;-1.0;53.0;63.0;54.0;76.0;71.0;95.0;47.0;59.0;-1.0;72.0;1;1;1;1;0
20/06/2007;57.0;87.0;-1.0;65.0;-1.0;71.0;67.0;74.0;79.0;70.0;94.0;74.0;69.0;-1.0;71.92;1;1;1;1;0
21/06/2007;58.0;90.0;-1.0;71.0;-1.0;68.0;-1.0;72.0;77.0;74.0;-1.0;70.0;70.0;-1.0;73.03;1;1;1;1;0
