;FR20045;FR20049;FR20003;FR20017;FR20020;FR20037;FR20036;FR20004;FR20048;FR20046;FR20204;FR20061;FR20062;FR20077;indicateur;moyenne;q1;mediane;q3;d10
29/08/2016;45.0;59.0;-1.0;41.0;-1.0;52.0;-1.0;48.0;40.0;48.0;-1.0;53.0;52.0;-1.0;50.67;0;1;0;0;0
30/08/2016;51.0;73.0;-1.0;50.0;-1.0;66.0;-1.0;-1.0;51.0;59.0;-1.0;64.0;61.0;-1.0;61.69;1;1;1;0;0
31/08/2016;61.0;93.0;-1.0;61.0;-1.0;69.0;-1.0;-1.0;66.0;62.0;-1.0;65.0;68.0;-1.0;75.49;1;1;1;1;0
01/09/2016;60.0;101.0;-1.0;66.0;-1.0;80.0;-1.0;-1.0;70.0;83.0;-1.0;73.0;54.0;-1.0;77.03;1;1;1;1;0
02/09/2016;59.0;107.0;-1.0;57.0;-1.0;79.0;-1.0;80.0;67.0;72.0;-1.0;71.0;-1.0;-1.0;81.64;1;1;1;1;0
03/09/2016;70.0;113.0;-1.0;56.0;-1.0;76.0;-1.0;75.0;68.0;62.0;-1.0;69.0;-1.0;-1.0;85.47;1;1;1;1;1
04/09/2016;67.0;87.0;-1.0;54.0;-1.0;68.0;-1.0;63.0;63.0;64.0;-1.0;59.0;-1.0;-1.0;72.04;1;1;1;1;0
05/09/2016;26.0;32.0;-1.0;22.0;-1.0;33.0;-1.0;32.0;23.0;29.0;-1.0;25.0;-1.0;-1.0;29.88;0;0;0;0;0
06/09/2016;55.0;-1.0;-1.0;-1.0;-1.0;61.0;-1.0;61.0;45.0;55.0;-1.0;59.0;-1.0;-1.0;57.91;1;1;1;0;0
07/09/2016;71.0;-1.0;-1.0;-1.0;-1.0;74.0;-1.0;73.0;76.0;72.0;-1.0;69.0;-1.0;-1.0;72.0;1;1;1;1;0
08/09/2016;81.0;84.0;-1.0;75.0;-1.0;91.0;-1.0;77.0;79.0;75.0;-1.0;72.0;-1.0;-1.0;80.55;1;1;1;1;0
09/09/2016;55.0;76.0;-1.0;62.0;-1.0;66.0;-1.0;69.0;61.0;66.0;-1.0;62.0;-1.0;-1.0;66.59;1;1;1;0;0
10/09/2016;45.0;87.0;-1.0;57.0;-1.0;67.0;-1.0;68.0;59.0;52.0;-1.0;61.0;-1.0;-1.0;66.45;1;1;1;0;0
11/09/2016;56.0;93.0;-1.0;78.0;-1.0;76.0;-1.0;81.0;64.0;62.0;-1.0;65.0;-1.0;-1.0;76.5;1;1;1;1;0
12/09/2016;84.0;96.0;-1.0;73.0;-1.0;78.0;-1.0;76.0;85.0;79.0;-1.0;69.0;-1.0;-1.0;85.13;1;1;1;1;1
13/09/2016;102.0;103.0;-1.0;90.0;-1.0;100.0;-1.0;93.0;98.0;100.0;-1.0;82.0;95.0;-1.0;98.83;1;1;1;1;1
14/09/2016;67.0;91.0;-1.0;68.0;-1.0;78.0;-1.0;72.0;66.0;64.0;-1.0;65.0;71.0;-1.0;75.97;1;1;1;1;0
15/09/2016;53.0;60.0;-1.0;49.0;-1.0;53.0;-1.0;56.0;52.0;54.0;-1.0;51.0;56.0;-1.0;56.2;1;1;1;0;0
16/09/2016;35.0;56.0;-1.0;29.0;-1.0;33.0;-1.0;35.0;38.0;37.0;-1.0;28.0;35.0;-1.0;41.21;0;1;0;0;0
17/09/2016;31.0;43.0;-1.0;33.0;-1.0;32.0;-1.0;35.0;20.0;31.0;-1.0;33.0;34.0;-1.0;36.01;0;1;0;0;0
18/09/2016;25.0;40.0;-1.0;28.0;-1.0;30.0;-1.0;27.0;11.0;24.0;-1.0;34.0;28.0;-1.0;30.33;0;0;0;0;0
19/09/2016;49.0;60.0;-1.0;41.0;-1.0;50.0;-1.0;49.0;36.0;47.0;-1.0;43.0;50.0;-1.0;52.23;1;1;1;0;0
20/09/2016;41.0;61.0;-1.0;41.0;-1.0;36.0;-1.0;47.0;36.0;43.0;-1.0;35.0;48.0;-1.0;49.32;0;1;0;0;0
21/09/2016;-1.0;64.0;-1.0;38.0;-1.0;32.0;-1.0;47.0;34.0;35.0;-1.0;36.0;42.0;-1.0;53.29;1;1;1;0;0
22/09/2016;-1.0;77.0;-1.0;35.0;-1.0;38.0;-1.0;48.0;39.0;36.0;-1.0;42.0;46.0;-1.0;59.75;1;1;1;0;0
23/09/2016;35.0;81.0;-1.0;42.0;-1.0;44.0;-1.0;54.0;-1.0;41.0;-1.0;46.0;47.0;-1.0;55.59;1;1;1;0;0
24/09/2016;62.0;88.0;-1.0;48.0;-1.0;62.0;-1.0;60.0;70.0;41.0;-1.0;45.0;56.0;-1.0;68.37;1;1;1;1;0
25/09/2016;89.0;81.0;-1.0;68.0;-1.0;72.0;-1.0;72.0;99.0;66.0;-1.0;53.0;75.0;-1.0;79.96;1;1;1;1;0
26/09/2016;29.0;49.0;-1.0;27.0;-1.0;23.0;-1.0;31.0;50.0;31.0;-1.0;28.0;33.0;-1.0;35.96;0;1;0;0;0
27/09/2016;27.0;59.0;-1.0;33.0;-1.0;33.0;-1.0;41.0;54.0;34.0;-1.0;28.0;38.0;-1.0;41.83;0;1;0;0;0
28/09/2016;30.0;77.0;-1.0;24.0;-1.0;42.0;-1.0;36.0;47.0;27.0;-1.0;37.0;27.0;-1.0;45.55;0;1;0;0;0
29/09/2016;69.0;81.0;-1.0;53.0;-1.0;61.0;-1.0;60.0;81.0;62.0;-1.0;51.0;59.0;-1.0;68.84;1;1;1;1;0
30/09/2016;92.0;77.0;-1.0;72.0;-1.0;82.0;-1.0;78.0;105.0;76.0;-1.0;61.0;76.0;-1.0;81.67;1;1;1;1;0
01/10/2016;58.0;56.0;-1.0;41.0;-1.0;53.0;-1.0;47.0;68.0;48.0;-1.0;33.0;49.0;-1.0;53.11;1;1;1;0;0
02/10/2016;30.0;49.0;-1.0;30.0;-1.0;29.0;-1.0;33.0;45.0;32.0;-1.0;30.0;36.0;-1.0;37.13;0;1;0;0;0
03/10/2016;40.0;65.0;-1.0;43.0;-1.0;38.0;-1.0;47.0;50.0;46.0;-1.0;41.0;49.0;-1.0;50.4;0;1;0;0;0
04/10/2016;24.0;57.0;-1.0;33.0;-1.0;25.0;-1.0;39.0;42.0;35.0;-1.0;34.0;40.0;-1.0;39.9;0;1;0;0;0
05/10/2016;30.0;48.0;-1.0;25.0;-1.0;30.0;-1.0;32.0;43.0;30.0;-1.0;23.0;32.0;-1.0;36.11;0;1;0;0;0
06/10/2016;19.0;46.0;-1.0;20.0;-1.0;21.0;-1.0;25.0;35.0;22.0;-1.0;23.0;28.0;-1.0;29.7;0;0;0;0;0
07/10/2016;19.0;43.0;-1.0;17.0;-1.0;16.0;-1.0;22.0;32.0;20.0;-1.0;-1.0;22.0;-1.0;27.36;0;0;0;0;0
08/10/2016;19.0;39.0;-1.0;17.0;-1.0;24.0;-1.0;26.0;29.0;18.0;-1.0;16.0;25.0;-1.0;27.56;0;0;0;0;0
09/10/2016;30.0;50.0;-1.0;28.0;-1.0;28.0;-1.0;33.0;39.0;28.0;-1.0;22.0;35.0;-1.0;37.26;0;1;0;0;0
10/10/2016;27.0;56.0;-1.0;31.0;-1.0;29.0;-1.0;37.0;36.0;33.0;-1.0;23.0;36.0;-1.0;39.47;0;1;0;0;0
11/10/2016;29.0;57.0;-1.0;32.0;-1.0;30.0;-1.0;38.0;45.0;32.0;-1.0;28.0;38.0;-1.0;40.88;0;1;0;0;0
12/10/2016;16.0;51.0;-1.0;14.0;-1.0;13.0;-1.0;20.0;29.0;18.0;-1.0;19.0;24.0;-1.0;28.36;0;0;0;0;0
13/10/2016;8.0;34.0;-1.0;4.0;-1.0;1.0;-1.0;6.0;25.0;6.0;-1.0;5.0;11.0;-1.0;15.41;0;0;0;0;0
14/10/2016;11.0;29.0;-1.0;3.0;-1.0;8.0;-1.0;6.0;32.0;6.0;-1.0;3.0;8.0;-1.0;14.56;0;0;0;0;0
15/10/2016;34.0;42.0;-1.0;18.0;-1.0;27.0;-1.0;22.0;53.0;24.0;-1.0;15.0;24.0;-1.0;31.76;0;0;0;0;0
16/10/2016;40.0;46.0;-1.0;21.0;-1.0;34.0;-1.0;29.0;57.0;30.0;-1.0;17.0;28.0;-1.0;37.25;0;1;0;0;0
17/10/2016;20.0;42.0;-1.0;4.0;-1.0;18.0;-1.0;10.0;36.0;11.0;-1.0;4.0;15.0;-1.0;22.97;0;0;0;0;0
18/10/2016;21.0;59.0;-1.0;22.0;-1.0;22.0;-1.0;32.0;37.0;-1.0;-1.0;18.0;33.0;-1.0;36.77;0;1;0;0;0
19/10/2016;21.0;59.0;-1.0;26.0;-1.0;31.0;-1.0;33.0;41.0;27.0;-1.0;33.0;37.0;-1.0;37.45;0;1;0;0;0
20/10/2016;32.0;58.0;-1.0;34.0;-1.0;31.0;-1.0;40.0;49.0;40.0;-1.0;29.0;42.0;-1.0;43.09;0;1;0;0;0
21/10/2016;12.0;47.0;-1.0;16.0;-1.0;14.0;-1.0;26.0;31.0;11.0;-1.0;13.0;23.0;-1.0;27.63;0;0;0;0;0
22/10/2016;13.0;51.0;-1.0;11.0;-1.0;11.0;-1.0;16.0;25.0;13.0;-1.0;13.0;15.0;-1.0;25.41;0;0;0;0;0
23/10/2016;34.0;44.0;-1.0;23.0;-1.0;30.0;-1.0;28.0;49.0;25.0;-1.0;28.0;29.0;-1.0;34.65;0;1;0;0;0
24/10/2016;43.0;58.0;-1.0;45.0;-1.0;50.0;-1.0;51.0;56.0;40.0;-1.0;45.0;48.0;-1.0;50.33;0;1;0;0;0
25/10/2016;12.0;36.0;-1.0;9.0;-1.0;9.0;-1.0;15.0;30.0;15.0;-1.0;17.0;-1.0;-1.0;20.88;0;0;0;0;0
26/10/2016;16.0;38.0;-1.0;15.0;-1.0;15.0;-1.0;21.0;27.0;16.0;-1.0;19.0;-1.0;-1.0;24.84;0;0;0;0;0
27/10/2016;21.0;46.0;-1.0;22.0;-1.0;26.0;-1.0;27.0;28.0;26.0;-1.0;24.0;-1.0;-1.0;31.18;0;0;0;0;0
28/10/2016;18.0;33.0;-1.0;10.0;-1.0;8.0;-1.0;15.0;-1.0;19.0;-1.0;8.0;21.0;-1.0;21.75;0;0;0;0;0
29/10/2016;15.0;27.0;-1.0;13.0;-1.0;11.0;-1.0;16.0;-1.0;15.0;-1.0;11.0;19.0;-1.0;19.2;0;0;0;0;0
30/10/2016;13.0;28.0;-1.0;6.0;-1.0;15.0;-1.0;10.0;-1.0;10.0;-1.0;14.0;13.0;-1.0;16.52;0;0;0;0;0
31/10/2016;10.0;17.0;-1.0;5.0;-1.0;4.0;-1.0;6.0;-1.0;8.0;-1.0;8.0;9.0;-1.0;10.75;0;0;0;0;0
01/11/2016;28.0;36.0;-1.0;14.0;-1.0;23.0;-1.0;20.0;-1.0;16.0;-1.0;12.0;20.0;-1.0;27.08;0;0;0;0;0
02/11/2016;15.0;47.0;-1.0;11.0;-1.0;10.0;-1.0;16.0;-1.0;16.0;-1.0;13.0;21.0;-1.0;25.35;0;0;0;0;0
03/11/2016;22.0;47.0;-1.0;22.0;-1.0;23.0;-1.0;29.0;-1.0;26.0;-1.0;21.0;33.0;-1.0;32.53;0;0;0;0;0
04/11/2016;36.0;48.0;-1.0;25.0;-1.0;31.0;-1.0;27.0;-1.0;33.0;-1.0;14.0;28.0;-1.0;36.02;0;1;0;0;0
05/11/2016;40.0;51.0;-1.0;25.0;-1.0;32.0;-1.0;30.0;-1.0;35.0;-1.0;26.0;36.0;-1.0;39.76;0;1;0;0;0
06/11/2016;32.0;56.0;-1.0;32.0;-1.0;26.0;-1.0;36.0;-1.0;32.0;-1.0;31.0;46.0;-1.0;41.57;0;1;0;0;0
07/11/2016;20.0;52.0;-1.0;19.0;-1.0;18.0;-1.0;28.0;-1.0;23.0;-1.0;27.0;31.0;-1.0;32.94;0;0;0;0;0
08/11/2016;14.0;33.0;-1.0;20.0;-1.0;-1.0;-1.0;26.0;-1.0;17.0;-1.0;21.0;23.0;-1.0;24.13;0;0;0;0;0
09/11/2016;21.0;45.0;-1.0;13.0;-1.0;-1.0;-1.0;20.0;-1.0;15.0;-1.0;21.0;17.0;-1.0;27.44;0;0;0;0;0
10/11/2016;19.0;60.0;-1.0;6.0;-1.0;13.0;-1.0;8.0;-1.0;9.0;-1.0;16.0;8.0;-1.0;26.85;0;0;0;0;0
11/11/2016;38.0;59.0;-1.0;40.0;-1.0;38.0;-1.0;50.0;-1.0;39.0;-1.0;45.0;45.0;-1.0;48.51;0;1;0;0;0
12/11/2016;14.0;35.0;-1.0;11.0;-1.0;14.0;-1.0;15.0;-1.0;13.0;-1.0;11.0;15.0;-1.0;20.62;0;0;0;0;0
13/11/2016;18.0;26.0;-1.0;7.0;-1.0;5.0;-1.0;11.0;-1.0;12.0;-1.0;8.0;13.0;-1.0;17.71;0;0;0;0;0
14/11/2016;19.0;42.0;-1.0;19.0;-1.0;16.0;-1.0;29.0;-1.0;22.0;-1.0;18.0;26.0;-1.0;29.48;0;0;0;0;0
15/11/2016;13.0;34.0;-1.0;10.0;-1.0;12.0;-1.0;19.0;23.0;18.0;-1.0;12.0;20.0;-1.0;21.68;0;0;0;0;0
16/11/2016;5.0;32.0;-1.0;2.0;-1.0;-1.0;-1.0;2.0;12.0;4.0;-1.0;2.0;4.0;-1.0;12.05;0;0;0;0;0
17/11/2016;18.0;26.0;-1.0;8.0;-1.0;-1.0;-1.0;11.0;18.0;12.0;-1.0;5.0;12.0;-1.0;17.62;0;0;0;0;0
18/11/2016;43.0;52.0;-1.0;28.0;-1.0;30.0;-1.0;35.0;55.0;40.0;-1.0;29.0;29.0;-1.0;41.95;0;1;0;0;0
19/11/2016;41.0;62.0;-1.0;38.0;-1.0;40.0;-1.0;46.0;61.0;39.0;-1.0;43.0;43.0;-1.0;48.96;0;1;0;0;0
20/11/2016;73.0;73.0;-1.0;74.0;-1.0;62.0;-1.0;83.0;77.0;74.0;-1.0;77.0;73.0;-1.0;76.02;1;1;1;1;0
21/11/2016;68.0;76.0;-1.0;70.0;-1.0;63.0;-1.0;81.0;77.0;70.0;-1.0;80.0;69.0;-1.0;74.44;1;1;1;1;0
22/11/2016;25.0;56.0;-1.0;25.0;-1.0;23.0;-1.0;39.0;44.0;33.0;-1.0;39.0;40.0;-1.0;39.86;0;1;0;0;0
23/11/2016;2.0;29.0;-1.0;2.0;-1.0;0.0;-1.0;3.0;5.0;4.0;-1.0;7.0;6.0;-1.0;10.73;0;0;0;0;0
24/11/2016;7.0;40.0;-1.0;5.0;-1.0;12.0;-1.0;9.0;11.0;6.0;-1.0;1.0;9.0;-1.0;17.57;0;0;0;0;0
25/11/2016;14.0;18.0;-1.0;9.0;-1.0;15.0;-1.0;13.0;19.0;13.0;-1.0;1.0;13.0;-1.0;14.73;0;0;0;0;0
26/11/2016;6.0;27.0;-1.0;4.0;-1.0;5.0;-1.0;6.0;9.0;6.0;-1.0;2.0;7.0;-1.0;12.32;0;0;0;0;0
27/11/2016;10.0;30.0;-1.0;10.0;-1.0;7.0;-1.0;16.0;13.0;11.0;-1.0;11.0;15.0;-1.0;18.2;0;0;0;0;0
28/11/2016;21.0;-1.0;-1.0;22.0;-1.0;24.0;-1.0;31.0;30.0;25.0;-1.0;31.0;30.0;-1.0;26.48;0;0;0;0;0
29/11/2016;11.0;-1.0;-1.0;10.0;-1.0;10.0;-1.0;14.0;19.0;15.0;-1.0;15.0;16.0;-1.0;12.96;0;0;0;0;0
30/11/2016;4.0;-1.0;-1.0;2.0;-1.0;0.0;-1.0;5.0;7.0;4.0;-1.0;2.0;5.0;-1.0;4.53;0;0;0;0;0
01/12/2016;4.0;-1.0;-1.0;1.0;-1.0;0.0;-1.0;4.0;8.0;3.0;-1.0;1.0;4.0;-1.0;3.96;0;0;0;0;0
02/12/2016;7.0;-1.0;-1.0;6.0;-1.0;5.0;-1.0;10.0;15.0;9.0;-1.0;6.0;11.0;-1.0;8.8;0;0;0;0;0
03/12/2016;6.0;29.0;-1.0;5.0;-1.0;9.0;-1.0;10.0;11.0;6.0;-1.0;7.0;8.0;-1.0;14.23;0;0;0;0;0
04/12/2016;4.0;27.0;-1.0;2.0;-1.0;2.0;-1.0;5.0;7.0;5.0;-1.0;3.0;5.0;-1.0;11.23;0;0;0;0;0
05/12/2016;2.0;35.0;-1.0;1.0;-1.0;1.0;-1.0;3.0;3.0;3.0;-1.0;0.0;4.0;-1.0;12.34;0;0;0;0;0
06/12/2016;1.0;37.0;-1.0;0.0;-1.0;1.0;-1.0;3.0;4.0;3.0;-1.0;0.0;4.0;-1.0;12.73;0;0;0;0;0
07/12/2016;1.0;32.0;-1.0;0.0;-1.0;0.0;-1.0;2.0;3.0;3.0;-1.0;0.0;3.0;-1.0;10.84;0;0;0;0;0
08/12/2016;2.0;48.0;-1.0;0.0;-1.0;2.0;-1.0;3.0;3.0;3.0;-1.0;0.0;4.0;-1.0;16.34;0;0;0;0;0
09/12/2016;2.0;46.0;-1.0;0.0;-1.0;1.0;-1.0;4.0;4.0;3.0;-1.0;0.0;3.0;-1.0;15.96;0;0;0;0;0
10/12/2016;4.0;57.0;-1.0;0.0;-1.0;1.0;-1.0;5.0;6.0;3.0;-1.0;0.0;3.0;-1.0;20.18;0;0;0;0;0
11/12/2016;9.0;66.0;-1.0;1.0;-1.0;3.0;-1.0;8.0;17.0;7.0;-1.0;0.0;6.0;-1.0;25.44;0;0;0;0;0
12/12/2016;21.0;45.0;-1.0;17.0;-1.0;22.0;-1.0;26.0;28.0;22.0;-1.0;11.0;26.0;-1.0;30.03;0;0;0;0;0
13/12/2016;10.0;19.0;-1.0;5.0;-1.0;6.0;-1.0;9.0;15.0;11.0;-1.0;8.0;10.0;-1.0;12.36;0;0;0;0;0
14/12/2016;1.0;25.0;-1.0;0.0;-1.0;0.0;-1.0;3.0;4.0;4.0;-1.0;0.0;3.0;-1.0;9.04;0;0;0;0;0
15/12/2016;1.0;25.0;-1.0;0.0;-1.0;0.0;-1.0;3.0;3.0;3.0;-1.0;0.0;3.0;-1.0;9.03;0;0;0;0;0
16/12/2016;4.0;33.0;-1.0;0.0;-1.0;1.0;-1.0;3.0;7.0;3.0;-1.0;0.0;4.0;-1.0;12.44;0;0;0;0;0
17/12/2016;2.0;34.0;-1.0;0.0;-1.0;0.0;-1.0;3.0;4.0;2.0;-1.0;0.0;4.0;-1.0;12.13;0;0;0;0;0
18/12/2016;1.0;26.0;-1.0;1.0;-1.0;0.0;-1.0;3.0;4.0;3.0;-1.0;0.0;7.0;-1.0;9.61;0;0;0;0;0
19/12/2016;1.0;8.0;-1.0;1.0;-1.0;1.0;-1.0;2.0;4.0;2.0;-1.0;0.0;7.0;-1.0;3.93;0;0;0;0;0
20/12/2016;1.0;26.0;-1.0;0.0;-1.0;0.0;-1.0;2.0;3.0;2.0;-1.0;0.0;7.0;-1.0;9.37;0;0;0;0;0
21/12/2016;6.0;29.0;-1.0;1.0;-1.0;5.0;-1.0;2.0;9.0;6.0;-1.0;4.0;8.0;-1.0;11.8;0;0;0;0;0
22/12/2016;6.0;22.0;-1.0;1.0;-1.0;4.0;-1.0;2.0;8.0;5.0;-1.0;2.0;7.0;-1.0;9.61;0;0;0;0;0
23/12/2016;1.0;34.0;-1.0;0.0;-1.0;1.0;-1.0;2.0;2.0;3.0;-1.0;1.0;7.0;-1.0;11.74;0;0;0;0;0
24/12/2016;4.0;35.0;-1.0;1.0;-1.0;4.0;-1.0;6.0;7.0;4.0;-1.0;1.0;7.0;-1.0;14.07;0;0;0;0;0
25/12/2016;12.0;61.0;-1.0;6.0;-1.0;12.0;-1.0;13.0;22.0;12.0;-1.0;6.0;21.0;-1.0;27.64;0;0;0;0;0
26/12/2016;13.0;47.0;-1.0;1.0;-1.0;-1.0;-1.0;8.0;26.0;12.0;-1.0;2.0;13.0;-1.0;21.55;0;0;0;0;0
27/12/2016;30.0;63.0;-1.0;31.0;-1.0;-1.0;-1.0;45.0;39.0;41.0;-1.0;38.0;47.0;-1.0;45.89;0;1;0;0;0
28/12/2016;11.0;40.0;-1.0;7.0;-1.0;12.0;-1.0;12.0;24.0;19.0;-1.0;6.0;17.0;-1.0;20.49;0;0;0;0;0
29/12/2016;11.0;23.0;-1.0;2.0;-1.0;5.0;-1.0;5.0;22.0;13.0;-1.0;4.0;5.0;-1.0;12.22;0;0;0;0;0
30/12/2016;7.0;21.0;-1.0;1.0;-1.0;4.0;-1.0;3.0;12.0;8.0;-1.0;1.0;1.0;-1.0;9.42;0;0;0;0;0
31/12/2016;8.1;10.0;-1.0;1.4;-1.0;7.6;-1.0;3.0;12.8;9.4;-1.0;0.9;2.3;-1.0;6.59;0;0;0;0;0
01/01/2017;11.9;41.2;-1.0;2.0;-1.0;8.9;-1.0;4.0;13.6;13.4;-1.0;1.8;4.0;-1.0;17.5;0;0;0;0;0
02/01/2017;10.3;34.8;-1.0;7.4;-1.0;12.9;-1.0;12.0;17.0;15.2;-1.0;11.0;11.9;-1.0;18.27;0;0;0;0;0
03/01/2017;31.4;42.8;-1.0;28.8;-1.0;41.4;-1.0;40.0;37.4;40.2;-1.0;31.8;35.3;-1.0;37.75;0;1;0;0;0
04/01/2017;19.7;48.9;-1.0;10.7;-1.0;11.8;-1.0;18.0;29.8;23.1;-1.0;15.0;17.1;-1.0;27.64;0;0;0;0;0
05/01/2017;36.8;62.7;-1.0;36.1;-1.0;48.7;-1.0;-1.0;43.2;43.8;-1.0;43.7;-1.0;-1.0;49.46;0;1;0;0;0
06/01/2017;30.9;56.6;-1.0;31.0;-1.0;46.8;-1.0;-1.0;35.6;38.4;-1.0;34.6;-1.0;-1.0;43.45;0;1;0;0;0
07/01/2017;23.6;43.4;-1.0;16.1;-1.0;25.6;-1.0;-1.0;29.2;28.7;-1.0;14.2;21.9;-1.0;31.73;0;0;0;0;0
08/01/2017;29.3;54.5;-1.0;22.1;-1.0;24.5;-1.0;-1.0;32.8;34.3;-1.0;20.4;30.0;-1.0;40.01;0;1;0;0;0
09/01/2017;25.3;48.7;-1.0;20.0;-1.0;27.6;-1.0;-1.0;35.4;33.5;-1.0;16.7;26.9;-1.0;35.44;0;1;0;0;0
10/01/2017;11.2;43.3;-1.0;7.2;-1.0;12.5;-1.0;-1.0;17.4;16.2;-1.0;9.4;13.6;-1.0;25.13;0;0;0;0;0
11/01/2017;11.1;33.0;-1.0;4.7;-1.0;22.7;-1.0;-1.0;20.7;11.5;-1.0;3.9;7.2;-1.0;19.86;0;0;0;0;0
12/01/2017;19.4;42.4;-1.0;10.4;-1.0;20.3;-1.0;-1.0;22.2;19.0;-1.0;10.6;11.7;-1.0;28.08;0;0;0;0;0
13/01/2017;44.6;70.1;-1.0;47.3;-1.0;65.9;-1.0;-1.0;60.6;57.8;-1.0;59.2;53.0;-1.0;56.74;1;1;1;0;0
14/01/2017;41.8;65.2;-1.0;40.5;-1.0;57.2;-1.0;-1.0;54.7;46.5;-1.0;52.6;46.7;-1.0;52.47;1;1;1;0;0
15/01/2017;37.9;62.9;-1.0;34.6;-1.0;47.3;-1.0;-1.0;43.1;38.7;-1.0;36.2;43.7;-1.0;49.21;0;1;0;0;0
16/01/2017;42.1;63.2;-1.0;37.6;-1.0;46.8;-1.0;-1.0;50.5;43.4;-1.0;37.8;43.6;-1.0;51.22;0;1;0;0;0
17/01/2017;43.9;55.6;-1.0;40.1;-1.0;48.0;-1.0;-1.0;48.6;45.4;-1.0;46.1;42.6;-1.0;48.71;0;1;0;0;0
18/01/2017;17.3;49.4;-1.0;23.0;-1.0;42.3;-1.0;-1.0;30.7;30.3;-1.0;33.9;28.2;-1.0;32.58;0;0;0;0;0
19/01/2017;10.7;43.6;-1.0;8.4;-1.0;18.6;-1.0;-1.0;20.8;14.7;-1.0;11.9;8.4;-1.0;24.44;0;0;0;0;0
20/01/2017;9.3;35.8;-1.0;2.8;-1.0;10.7;-1.0;-1.0;14.8;7.6;-1.0;2.8;3.2;-1.0;19.71;0;0;0;0;0
21/01/2017;6.7;47.2;-1.0;1.3;-1.0;10.7;-1.0;-1.0;13.3;5.4;-1.0;4.2;2.6;-1.0;23.33;0;0;0;0;0
22/01/2017;6.7;32.7;-1.0;1.2;-1.0;13.2;-1.0;-1.0;12.0;6.5;-1.0;5.2;2.5;-1.0;17.18;0;0;0;0;0
23/01/2017;5.8;41.6;-1.0;4.1;-1.0;9.2;-1.0;-1.0;10.7;8.8;-1.0;4.1;5.8;-1.0;21.01;0;0;0;0;0
24/01/2017;6.9;32.0;-1.0;5.2;-1.0;-1.0;-1.0;-1.0;18.5;10.3;-1.0;4.8;6.0;-1.0;17.49;0;0;0;0;0
25/01/2017;14.5;31.8;-1.0;13.5;-1.0;-1.0;-1.0;-1.0;24.2;19.2;-1.0;15.2;18.3;-1.0;22.38;0;0;0;0;0
26/01/2017;5.4;-1.0;-1.0;1.4;-1.0;-1.0;-1.0;-1.0;12.6;6.1;-1.0;2.4;2.0;-1.0;4.64;0;0;0;0;0
27/01/2017;6.1;68.1;-1.0;0.0;-1.0;-1.0;-1.0;-1.0;13.1;3.7;-1.0;0.0;0.2;-1.0;32.12;0;0;0;0;0
28/01/2017;3.9;50.2;-1.0;0.2;-1.0;-1.0;-1.0;-1.0;10.1;6.5;-1.0;2.3;1.6;-1.0;23.27;0;0;0;0;0
29/01/2017;19.7;46.3;-1.0;5.0;-1.0;-1.0;-1.0;-1.0;27.2;11.3;-1.0;6.0;7.2;-1.0;29.19;0;0;0;0;0
30/01/2017;68.9;41.7;-1.0;27.0;-1.0;-1.0;-1.0;-1.0;61.2;33.3;-1.0;6.6;34.8;-1.0;52.08;1;1;1;0;0
31/01/2017;56.9;23.4;-1.0;15.8;-1.0;-1.0;-1.0;-1.0;48.6;21.5;-1.0;7.5;28.8;-1.0;38.21;0;1;0;0;0
01/02/2017;75.5;54.7;-1.0;26.6;-1.0;-1.0;-1.0;-1.0;71.6;41.7;-1.0;17.2;35.3;-1.0;60.62;1;1;1;0;0
02/02/2017;72.0;86.8;-1.0;57.4;-1.0;-1.0;-1.0;-1.0;78.9;65.8;-1.0;39.8;63.8;-1.0;76.93;1;1;1;1;0
03/02/2017;72.0;67.6;-1.0;41.5;-1.0;-1.0;-1.0;-1.0;80.1;60.8;-1.0;38.1;55.1;-1.0;67.5;1;1;1;0;0
04/02/2017;67.4;-1.0;-1.0;44.4;-1.0;-1.0;-1.0;-1.0;83.9;59.9;-1.0;51.7;54.2;-1.0;64.04;1;1;1;0;0
05/02/2017;52.2;67.6;-1.0;28.8;-1.0;-1.0;-1.0;-1.0;61.9;35.1;-1.0;32.1;38.5;-1.0;56.61;1;1;1;0;0
06/02/2017;42.8;61.4;-1.0;36.6;-1.0;-1.0;-1.0;-1.0;54.6;45.9;-1.0;44.7;46.8;-1.0;51.21;0;1;0;0;0
07/02/2017;5.5;60.0;-1.0;9.2;-1.0;-1.0;-1.0;-1.0;20.1;7.9;-1.0;5.0;12.6;-1.0;29.63;0;0;0;0;0
08/02/2017;42.7;71.7;-1.0;37.1;-1.0;-1.0;-1.0;-1.0;56.1;46.0;-1.0;44.9;54.2;-1.0;56.46;1;1;1;0;0
09/02/2017;20.1;31.5;-1.0;16.5;-1.0;-1.0;-1.0;-1.0;32.9;18.2;-1.0;14.6;23.1;-1.0;25.28;0;0;0;0;0
10/02/2017;25.9;36.1;-1.0;16.3;-1.0;-1.0;-1.0;-1.0;37.5;21.8;-1.0;14.2;20.7;-1.0;29.45;0;0;0;0;0
11/02/2017;47.0;55.5;-1.0;27.9;-1.0;-1.0;-1.0;-1.0;57.0;36.3;-1.0;20.4;30.7;-1.0;48.22;0;1;0;0;0
12/02/2017;43.9;41.6;-1.0;13.3;-1.0;-1.0;-1.0;-1.0;62.3;30.4;-1.0;8.3;24.1;-1.0;39.96;0;1;0;0;0
