;FR20013;FR20046;FR20062;FR20065;FR20061;FR20077;FR20037;FR20017;FR20048;indicateur
20/09/2007;27.0;17.3;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.07
21/09/2007;32.0;21.7;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.8
22/09/2007;30.0;17.5;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.68
23/09/2007;33.0;21.7;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.32
24/09/2007;34.0;19.2;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.53
25/09/2007;19.0;10.6;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.75
26/09/2007;18.0;8.8;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.35
27/09/2007;15.0;7.6;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.28
28/09/2007;24.0;13.4;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.61
29/09/2007;28.0;17.1;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.45
30/09/2007;20.0;13.4;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.65
01/10/2007;30.0;19.9;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.89
02/10/2007;37.0;26.6;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.77
03/10/2007;39.0;28.8;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.86
04/10/2007;41.0;29.9;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.35
05/10/2007;43.0;28.3;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.51
06/10/2007;37.0;29.9;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.38
07/10/2007;31.0;29.3;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.05
08/10/2007;29.0;25.3;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.11
09/10/2007;32.0;29.9;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.95
10/10/2007;34.0;26.3;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.15
11/10/2007;48.0;43.0;42.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;45.43
12/10/2007;59.0;48.1;47.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;53.43
13/10/2007;57.0;49.7;50.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;53.29
14/10/2007;54.0;48.1;58.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;51.18
15/10/2007;44.0;34.6;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;39.28
16/10/2007;37.0;31.9;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.35
17/10/2007;34.0;22.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.87
18/10/2007;23.0;13.1;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.9
19/10/2007;19.0;14.2;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.46
20/10/2007;14.0;13.7;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.76
21/10/2007;15.0;13.2;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.0
22/10/2007;21.0;18.6;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.69
23/10/2007;37.0;27.8;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.3
24/10/2007;41.0;30.1;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.43
25/10/2007;42.0;28.1;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.9
26/10/2007;49.0;32.2;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;40.44
27/10/2007;58.0;45.5;44.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;51.6
28/10/2007;63.0;55.6;57.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;59.26
29/10/2007;54.0;45.2;45.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;49.51
30/10/2007;24.0;21.3;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.49
31/10/2007;26.0;20.1;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.99
01/11/2007;45.0;35.3;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;40.05
02/11/2007;52.0;38.4;44.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;45.18
03/11/2007;59.0;44.2;48.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;51.53
04/11/2007;44.0;40.9;42.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;42.44
05/11/2007;37.0;26.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.41
06/11/2007;40.0;35.4;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;37.61
07/11/2007;28.0;26.6;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.14
08/11/2007;34.0;26.1;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.84
09/11/2007;25.0;18.4;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.52
10/11/2007;38.0;32.7;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.23
11/11/2007;32.0;24.9;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.29
12/11/2007;21.0;14.6;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.67
13/11/2007;28.0;20.9;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.25
14/11/2007;36.0;14.9;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.18
15/11/2007;20.0;18.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.92
16/11/2007;26.0;19.6;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.69
17/11/2007;46.0;38.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.72
18/11/2007;77.0;77.6;68.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;77.12
19/11/2007;42.0;27.6;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.56
20/11/2007;19.0;16.3;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.52
21/11/2007;30.0;23.5;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.55
22/11/2007;39.0;19.9;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.23
23/11/2007;30.0;14.6;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.11
24/11/2007;22.0;19.7;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.82
25/11/2007;22.0;17.4;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.59
26/11/2007;18.0;15.6;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.73
27/11/2007;18.0;16.2;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.02
28/11/2007;42.0;33.1;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;37.45
29/11/2007;59.0;45.8;48.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;52.32
30/11/2007;70.0;54.0;57.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;61.91
01/12/2007;70.0;56.6;62.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;63.28
02/12/2007;38.0;29.3;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.6
03/12/2007;22.0;13.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.32
04/12/2007;31.0;21.9;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.25
05/12/2007;52.0;39.2;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;45.36
06/12/2007;57.0;39.1;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;47.8
07/12/2007;28.0;18.5;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.08
08/12/2007;19.0;10.4;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.57
09/12/2007;15.0;8.7;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.78
10/12/2007;17.0;9.6;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.2
11/12/2007;14.0;10.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.92
12/12/2007;26.0;17.4;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.57
13/12/2007;39.0;26.9;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.89
14/12/2007;36.0;32.6;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.11
15/12/2007;39.0;31.6;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.16
16/12/2007;50.0;41.8;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;45.77
17/12/2007;73.0;64.3;72.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;68.71
18/12/2007;69.0;58.0;67.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;63.57
19/12/2007;72.0;62.7;68.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;67.36
20/12/2007;87.0;69.2;76.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;78.06
21/12/2007;107.0;66.7;88.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;86.87
22/12/2007;120.0;68.3;85.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;93.98
23/12/2007;109.0;89.6;106.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;99.43
24/12/2007;77.0;62.0;77.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;69.64
25/12/2007;75.0;61.0;72.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;68.08
26/12/2007;89.0;60.2;69.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;74.49
27/12/2007;44.0;25.1;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.39
28/12/2007;46.0;39.1;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;42.35
29/12/2007;58.0;41.6;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;49.56
30/12/2007;35.0;34.8;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.69
31/12/2007;25.0;20.7;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.7
01/01/2008;37.0;27.1;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.92
02/01/2008;65.0;45.2;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;54.8
03/01/2008;48.0;34.6;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.03
04/01/2008;64.0;38.3;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;50.81
05/01/2008;24.0;16.1;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.88
06/01/2008;31.0;20.3;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.43
07/01/2008;35.0;29.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.68
08/01/2008;45.0;38.2;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.59
09/01/2008;40.0;28.2;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.87
10/01/2008;29.0;24.3;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.52
11/01/2008;19.0;16.4;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.57
12/01/2008;37.0;14.2;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.29
13/01/2008;26.0;21.4;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.5
14/01/2008;20.0;15.8;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.71
15/01/2008;23.0;21.4;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.03
16/01/2008;18.0;15.2;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.46
17/01/2008;35.0;28.1;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.28
18/01/2008;47.0;37.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.68
19/01/2008;53.0;29.5;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.11
20/01/2008;36.0;22.5;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.15
21/01/2008;51.0;36.0;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;43.45
22/01/2008;34.0;23.6;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.67
23/01/2008;37.0;26.4;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.55
24/01/2008;65.0;63.2;52.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;63.87
25/01/2008;38.0;29.9;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.78
26/01/2008;52.0;44.5;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;48.11
27/01/2008;76.0;60.4;75.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;68.33
28/01/2008;72.0;58.5;60.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;65.15
29/01/2008;90.0;77.7;80.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;83.78
30/01/2008;74.0;57.0;57.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;65.34
31/01/2008;35.0;24.2;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.42
01/02/2008;33.0;22.3;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.58
02/02/2008;22.0;14.1;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.94
03/02/2008;21.0;22.9;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.88
04/02/2008;20.0;13.5;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.64
05/02/2008;27.0;31.5;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.04
06/02/2008;40.0;29.8;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.62
07/02/2008;31.0;20.1;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.35
08/02/2008;53.0;42.1;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;47.29
09/02/2008;63.0;77.0;53.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;69.68
10/02/2008;67.0;75.7;57.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;71.08
11/02/2008;71.0;76.2;67.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;73.48
12/02/2008;91.0;90.4;80.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;90.5
13/02/2008;100.0;115.6;89.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;107.44
14/02/2008;107.0;124.8;106.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;115.71
15/02/2008;93.0;97.1;84.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;94.84
16/02/2008;65.0;55.3;51.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;59.98
17/02/2008;79.0;75.6;72.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;77.2
18/02/2008;61.0;56.0;48.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;58.3
19/02/2008;47.0;42.6;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;44.67
20/02/2008;33.0;19.9;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.31
21/02/2008;56.0;39.9;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;47.63
22/02/2008;57.0;46.7;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;51.65
23/02/2008;55.0;48.9;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;51.69
24/02/2008;40.0;26.8;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.3
25/02/2008;44.0;26.9;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.21
26/02/2008;46.0;30.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;37.75
27/02/2008;46.0;26.6;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;36.07
28/02/2008;52.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.5
29/02/2008;61.0;37.2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;49.1
01/03/2008;33.0;16.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.26
02/03/2008;34.0;18.1;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.84
03/03/2008;28.0;16.2;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.93
04/03/2008;21.0;10.8;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.75
05/03/2008;17.0;11.5;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.21
06/03/2008;19.0;12.7;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.76
07/03/2008;33.0;21.9;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.31
08/03/2008;29.0;22.3;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.51
09/03/2008;27.0;21.5;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.19
10/03/2008;18.0;10.9;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.38
11/03/2008;24.0;11.2;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.48
12/03/2008;22.0;12.5;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.15
13/03/2008;27.0;-1.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.48
14/03/2008;41.0;-1.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;40.48
15/03/2008;29.0;27.1;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.94
16/03/2008;15.0;7.9;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.37
17/03/2008;24.0;12.8;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.28
18/03/2008;26.0;21.3;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.54
19/03/2008;23.0;16.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.38
20/03/2008;23.0;18.5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.75
21/03/2008;22.0;17.6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.8
22/03/2008;20.0;13.5;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.66
23/03/2008;22.0;17.9;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.86
24/03/2008;19.0;17.3;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.09
25/03/2008;26.0;23.6;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.61
26/03/2008;32.0;21.1;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.45
27/03/2008;22.0;11.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.38
28/03/2008;27.0;16.2;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.42
29/03/2008;27.0;17.7;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.19
30/03/2008;19.0;15.5;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.21
31/03/2008;26.0;13.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.36
01/04/2008;22.0;15.6;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.65
02/04/2008;27.0;20.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.38
03/04/2008;24.0;14.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.89
04/04/2008;28.0;21.3;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.52
05/04/2008;38.0;25.3;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.45
06/04/2008;25.0;15.9;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.33
07/04/2008;24.0;13.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.34
08/04/2008;36.0;19.3;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.51
09/04/2008;29.0;15.2;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.97
10/04/2008;33.0;15.4;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.05
11/04/2008;35.0;29.1;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.94
12/04/2008;34.0;32.7;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.29
13/04/2008;18.0;14.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.92
14/04/2008;15.0;8.3;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.6
15/04/2008;26.0;16.9;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.35
16/04/2008;27.0;16.8;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.77
17/04/2008;26.0;18.4;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.1
18/04/2008;24.0;16.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.89
19/04/2008;15.0;8.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.45
20/04/2008;17.0;11.3;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.07
21/04/2008;19.0;10.6;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.67
22/04/2008;24.0;16.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.81
23/04/2008;31.0;21.7;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.19
24/04/2008;22.0;13.6;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.65
25/04/2008;25.0;17.6;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.12
26/04/2008;27.0;18.3;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.49
27/04/2008;20.0;17.3;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.54
28/04/2008;22.0;13.6;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.71
29/04/2008;25.0;19.6;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.14
30/04/2008;19.0;12.2;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.51
01/05/2008;17.0;15.3;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.03
02/05/2008;28.0;14.8;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.28
03/05/2008;32.0;25.6;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.63
04/05/2008;31.0;25.4;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.05
05/05/2008;31.0;20.8;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.73
06/05/2008;34.0;-1.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.44
07/05/2008;33.0;-1.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.56
08/05/2008;21.0;19.5;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.15
09/05/2008;25.0;19.7;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.23
10/05/2008;29.0;25.1;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.94
11/05/2008;25.0;19.5;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.11
12/05/2008;20.0;13.4;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.59
13/05/2008;24.0;16.8;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.32
14/05/2008;31.0;-1.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.41
15/05/2008;28.0;-1.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.59
16/05/2008;39.0;12.1;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.31
17/05/2008;18.0;4.9;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.37
18/05/2008;16.0;6.9;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.38
19/05/2008;19.0;8.2;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.51
20/05/2008;26.0;16.2;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.06
21/05/2008;27.0;15.7;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.27
22/05/2008;29.0;21.1;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.94
23/05/2008;-1.0;21.4;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.35
24/05/2008;21.0;14.4;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.63
25/05/2008;24.0;12.8;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.32
26/05/2008;33.0;15.8;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.26
27/05/2008;39.0;23.8;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.17
28/05/2008;23.0;9.7;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.29
29/05/2008;35.0;20.6;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.63
30/05/2008;40.0;23.7;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.68
31/05/2008;31.0;15.6;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.16
01/06/2008;28.0;11.7;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.8
02/06/2008;26.0;11.6;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.67
03/06/2008;27.0;11.4;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.12
04/06/2008;24.0;11.9;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.86
05/06/2008;21.0;14.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.43
06/06/2008;-1.0;13.4;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.53
07/06/2008;20.0;14.1;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.99
