;FR20013;FR20046;FR20062;FR20065;FR20061;FR20077;FR20037;FR20017;FR20048;indicateur
15/10/2009;13.0;15.3;16.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.16
16/10/2009;16.0;18.2;18.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.07
17/10/2009;12.0;14.7;13.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.29
18/10/2009;10.0;14.7;13.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.32
19/10/2009;27.0;24.8;26.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.85
20/10/2009;12.0;15.7;14.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.82
21/10/2009;19.0;19.6;18.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.24
22/10/2009;24.0;25.9;26.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.95
23/10/2009;20.0;22.3;18.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.03
24/10/2009;25.0;23.7;24.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.31
25/10/2009;20.0;20.4;19.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.11
26/10/2009;19.0;20.6;20.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.75
27/10/2009;24.0;31.0;27.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.45
28/10/2009;42.0;48.0;44.0;42.0;-1.0;-1.0;-1.0;-1.0;-1.0;44.94
29/10/2009;43.0;42.3;46.0;40.0;-1.0;-1.0;-1.0;-1.0;-1.0;42.68
30/10/2009;43.0;39.5;43.0;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.24
31/10/2009;59.0;66.0;66.0;57.0;-1.0;-1.0;-1.0;-1.0;-1.0;62.5
01/11/2009;44.0;44.5;47.0;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;44.26
02/11/2009;17.0;18.4;16.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.61
03/11/2009;19.0;14.3;13.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.53
04/11/2009;12.0;11.7;12.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.85
05/11/2009;18.0;16.9;18.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.42
06/11/2009;25.0;30.6;25.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.68
07/11/2009;22.0;23.3;22.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.61
08/11/2009;19.0;18.4;23.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.8
09/11/2009;17.0;13.9;20.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.53
10/11/2009;22.0;16.2;19.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.08
11/11/2009;26.0;23.4;23.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.6
12/11/2009;46.0;33.3;38.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;39.59
13/11/2009;32.0;34.9;30.0;36.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.42
14/11/2009;16.0;21.9;21.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.98
15/11/2009;26.0;32.6;28.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.24
16/11/2009;31.0;25.6;25.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.27
17/11/2009;30.0;27.2;26.0;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.63
18/11/2009;25.0;22.9;21.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.83
19/11/2009;42.0;42.2;41.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;42.04
20/11/2009;37.0;31.3;31.0;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.17
21/11/2009;26.0;27.0;29.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.53
22/11/2009;15.0;20.4;17.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.64
23/11/2009;16.0;14.1;15.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.07
24/11/2009;27.0;23.5;22.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.15
25/11/2009;25.0;25.3;20.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.05
26/11/2009;29.0;28.0;24.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.43
27/11/2009;33.0;26.5;21.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.54
28/11/2009;14.0;14.0;16.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.04
29/11/2009;9.0;12.5;11.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.72
30/11/2009;22.0;18.7;19.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.26
01/12/2009;18.0;19.5;15.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.6
02/12/2009;24.0;20.5;19.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.15
03/12/2009;32.0;23.1;23.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.39
04/12/2009;19.0;14.8;14.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.75
05/12/2009;37.0;29.8;29.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.23
06/12/2009;19.0;21.0;20.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.0
07/12/2009;28.0;23.0;23.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.41
08/12/2009;23.0;21.7;18.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.24
09/12/2009;40.0;31.6;31.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.59
10/12/2009;42.0;34.7;35.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;38.19
11/12/2009;17.0;18.8;18.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.83
12/12/2009;16.0;19.1;20.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.56
13/12/2009;21.0;22.6;23.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.8
14/12/2009;29.0;27.4;28.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.12
15/12/2009;33.0;31.5;32.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.18
16/12/2009;33.0;33.6;34.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.27
17/12/2009;30.0;28.6;28.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.22
18/12/2009;42.0;34.6;35.0;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;38.16
19/12/2009;25.0;20.5;27.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.84
20/12/2009;32.0;-1.0;29.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.84
21/12/2009;9.0;-1.0;12.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;9.16
22/12/2009;14.0;15.7;13.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.9
23/12/2009;24.0;18.2;18.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.97
24/12/2009;20.0;21.9;20.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.91
25/12/2009;13.0;16.4;13.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.66
26/12/2009;41.0;45.7;38.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;43.1
27/12/2009;49.0;57.8;45.0;47.0;-1.0;-1.0;-1.0;-1.0;-1.0;53.17
28/12/2009;43.0;39.1;30.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;40.71
29/12/2009;18.0;16.7;16.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.36
30/12/2009;19.0;17.2;16.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.08
31/12/2009;33.0;24.9;24.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.8
01/01/2010;29.0;23.8;22.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.19
02/01/2010;25.0;18.3;18.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.51
03/01/2010;36.0;27.9;26.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.75
04/01/2010;41.0;33.8;34.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;37.26
05/01/2010;52.0;42.7;42.0;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;47.17
06/01/2010;71.0;62.9;56.0;57.0;-1.0;-1.0;-1.0;-1.0;-1.0;66.62
07/01/2010;68.0;60.9;53.0;54.0;-1.0;-1.0;-1.0;-1.0;-1.0;64.11
08/01/2010;35.0;32.3;31.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.54
09/01/2010;36.0;29.0;28.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.35
10/01/2010;35.0;30.3;28.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.51
11/01/2010;54.0;43.4;38.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;48.36
12/01/2010;40.0;34.2;30.0;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;36.91
13/01/2010;31.0;22.4;16.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.48
14/01/2010;36.0;21.7;23.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.72
15/01/2010;46.0;32.5;37.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;39.2
16/01/2010;26.0;18.9;21.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.37
17/01/2010;20.0;14.3;14.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.0
18/01/2010;28.0;16.7;18.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.15
19/01/2010;53.0;31.2;40.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.95
20/01/2010;51.0;37.9;40.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;44.28
21/01/2010;51.0;32.4;35.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.42
22/01/2010;43.0;25.3;32.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.0
23/01/2010;55.0;49.3;51.0;48.0;-1.0;-1.0;-1.0;-1.0;-1.0;52.08
24/01/2010;84.0;68.4;72.0;66.0;-1.0;-1.0;-1.0;-1.0;-1.0;76.0
25/01/2010;31.0;24.2;20.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.32
26/01/2010;29.0;26.2;30.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.6
27/01/2010;54.0;49.0;52.0;48.0;-1.0;-1.0;-1.0;-1.0;-1.0;51.47
28/01/2010;65.0;53.6;55.0;53.0;-1.0;-1.0;-1.0;-1.0;-1.0;59.14
29/01/2010;48.0;37.6;39.0;43.0;-1.0;-1.0;-1.0;-1.0;-1.0;42.73
30/01/2010;18.0;15.3;14.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.52
31/01/2010;25.0;20.5;20.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.63
01/02/2010;42.0;38.7;37.0;36.0;-1.0;-1.0;-1.0;-1.0;-1.0;40.23
02/02/2010;44.0;34.7;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;39.19
03/02/2010;45.0;35.3;35.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;40.04
04/02/2010;38.0;34.2;31.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;36.02
05/02/2010;33.0;19.0;18.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.79
06/02/2010;38.0;26.6;25.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.05
07/02/2010;26.0;21.1;20.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.37
08/02/2010;44.0;29.6;30.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;36.55
09/02/2010;46.0;34.6;36.0;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;40.16
10/02/2010;50.0;42.1;43.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;45.88
11/02/2010;67.0;62.2;63.0;55.0;-1.0;-1.0;-1.0;-1.0;-1.0;64.45
12/02/2010;45.0;37.7;37.0;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.15
13/02/2010;49.0;42.2;43.0;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;45.46
14/02/2010;47.0;40.9;43.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;43.85
15/02/2010;52.0;42.0;43.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;46.83
16/02/2010;-1.0;72.2;74.0;72.0;-1.0;-1.0;-1.0;-1.0;-1.0;72.26
17/02/2010;-1.0;62.5;56.0;68.0;-1.0;-1.0;-1.0;-1.0;-1.0;62.39
18/02/2010;-1.0;28.2;25.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.34
19/02/2010;31.0;24.1;22.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.33
20/02/2010;34.0;27.8;25.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.64
21/02/2010;23.0;20.9;18.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.79
22/02/2010;13.0;10.3;10.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.57
23/02/2010;25.0;17.6;17.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.25
24/02/2010;26.0;19.0;15.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.31
25/02/2010;18.0;15.2;12.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.51
26/02/2010;17.0;14.6;12.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.72
27/02/2010;19.0;17.2;17.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.02
28/02/2010;15.0;12.4;11.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.71
01/03/2010;29.0;22.5;19.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.48
02/03/2010;30.0;21.0;18.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.26
03/03/2010;38.0;28.4;29.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.96
04/03/2010;43.0;35.9;32.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;39.13
05/03/2010;26.0;20.3;19.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.94
06/03/2010;35.0;31.5;29.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.01
07/03/2010;38.0;33.5;31.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.51
08/03/2010;35.0;29.7;27.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.11
09/03/2010;33.0;29.4;27.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.0
10/03/2010;41.0;36.6;36.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;38.62
11/03/2010;56.0;49.3;49.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;52.42
12/03/2010;71.0;63.7;62.0;54.0;-1.0;-1.0;-1.0;-1.0;-1.0;67.09
13/03/2010;61.0;60.5;54.0;44.0;-1.0;-1.0;-1.0;-1.0;-1.0;60.42
14/03/2010;33.0;29.9;27.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.24
15/03/2010;34.0;28.4;26.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.97
16/03/2010;40.0;31.9;29.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.66
17/03/2010;30.0;27.1;-1.0;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.63
18/03/2010;16.0;11.8;-1.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.98
19/03/2010;20.0;15.0;22.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.61
20/03/2010;18.0;16.8;24.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.52
21/03/2010;24.0;19.0;-1.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.49
22/03/2010;26.0;18.6;-1.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.21
23/03/2010;40.0;31.1;-1.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.47
24/03/2010;28.0;22.9;-1.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.49
25/03/2010;21.0;20.7;-1.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.85
26/03/2010;18.0;11.1;-1.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.52
27/03/2010;16.0;13.8;-1.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.84
28/03/2010;21.0;14.6;-1.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.78
29/03/2010;21.0;18.2;-1.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.6
30/03/2010;15.0;11.1;9.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.96
31/03/2010;14.0;10.5;9.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.3
01/04/2010;22.0;13.7;11.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.66
02/04/2010;24.0;19.7;16.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.71
03/04/2010;18.0;14.9;14.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.35
04/04/2010;14.0;11.1;8.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.4
05/04/2010;19.0;13.6;11.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.12
06/04/2010;24.0;19.6;17.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.73
07/04/2010;27.0;16.4;14.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.57
08/04/2010;28.0;21.1;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.45
09/04/2010;55.0;44.7;43.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;49.72
10/04/2010;43.0;33.3;31.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;37.88
11/04/2010;27.0;22.2;17.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.33
12/04/2010;27.0;22.6;18.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.53
13/04/2010;39.0;30.5;25.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.39
14/04/2010;38.0;29.6;24.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.44
15/04/2010;45.0;36.5;31.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;40.36
16/04/2010;44.0;35.4;30.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;39.36
17/04/2010;45.0;38.8;33.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.64
18/04/2010;41.0;35.5;28.0;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;38.06
19/04/2010;38.0;31.3;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.37
20/04/2010;43.0;35.9;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;39.2
21/04/2010;41.0;31.4;29.0;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;36.01
22/04/2010;39.0;27.4;25.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.01
23/04/2010;43.0;32.2;29.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;37.32
24/04/2010;38.0;33.2;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.44
25/04/2010;34.0;28.8;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.28
26/04/2010;24.0;17.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.34
27/04/2010;26.0;19.7;-1.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.73
28/04/2010;34.0;26.6;-1.0;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.32
29/04/2010;30.0;27.2;23.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.46
30/04/2010;36.0;28.3;22.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.85
01/05/2010;33.0;25.0;19.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.67
02/05/2010;25.0;19.1;11.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.68
03/05/2010;24.0;17.8;11.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.57
04/05/2010;20.0;14.8;-1.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.4
05/05/2010;-1.0;12.1;-1.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.12
06/05/2010;-1.0;9.7;-1.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;9.76
07/05/2010;-1.0;25.7;-1.0;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.85
08/05/2010;-1.0;15.1;16.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.22
09/05/2010;-1.0;14.0;18.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.26
10/05/2010;-1.0;12.3;14.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.73
11/05/2010;-1.0;12.5;15.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.72
12/05/2010;-1.0;15.6;19.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.76
13/05/2010;-1.0;12.7;16.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.85
14/05/2010;-1.0;15.6;17.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.66
15/05/2010;-1.0;16.8;19.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.88
16/05/2010;-1.0;23.2;22.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.13
17/05/2010;-1.0;13.9;14.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.88
18/05/2010;-1.0;21.7;20.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.57
19/05/2010;-1.0;15.6;17.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.66
20/05/2010;-1.0;18.1;19.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.11
21/05/2010;-1.0;17.5;18.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.48
22/05/2010;-1.0;17.4;17.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.4
23/05/2010;-1.0;20.7;19.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.6
24/05/2010;-1.0;21.0;19.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.14
25/05/2010;-1.0;15.2;15.0;44.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.88
26/05/2010;-1.0;12.8;13.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.29
27/05/2010;-1.0;12.8;14.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.92
28/05/2010;-1.0;15.5;17.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.59
29/05/2010;-1.0;14.0;-1.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.12
30/05/2010;-1.0;8.4;10.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;8.59
31/05/2010;-1.0;6.5;10.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;6.66
01/06/2010;-1.0;9.2;14.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;9.42
02/06/2010;18.0;11.3;18.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.7
03/06/2010;18.0;13.6;19.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.85
04/06/2010;18.0;11.5;17.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.81
05/06/2010;21.0;18.6;22.0;48.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.19
06/06/2010;15.0;13.5;16.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.44
07/06/2010;22.0;14.5;17.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.25
08/06/2010;21.0;17.0;18.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.08
09/06/2010;22.0;15.6;18.0;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.98
10/06/2010;20.0;23.8;18.0;40.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.05
11/06/2010;15.0;14.2;14.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.75
12/06/2010;16.0;10.6;13.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.3
13/06/2010;12.0;11.2;11.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.58
14/06/2010;21.0;16.9;17.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.9
15/06/2010;21.0;16.6;18.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.75
16/06/2010;27.0;17.3;23.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.12
17/06/2010;17.0;11.1;13.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.03
18/06/2010;-1.0;10.7;12.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.8
19/06/2010;-1.0;15.1;19.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.22
20/06/2010;9.0;7.6;10.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;8.32
21/06/2010;14.0;11.1;14.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.56
22/06/2010;17.0;13.1;15.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.01
23/06/2010;19.0;13.9;16.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.44
24/06/2010;25.0;15.5;17.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.21
25/06/2010;26.0;19.7;20.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.85
26/06/2010;25.0;23.8;24.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.46
27/06/2010;26.0;-1.0;25.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.08
28/06/2010;27.0;-1.0;25.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.21
29/06/2010;27.0;-1.0;23.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.0
30/06/2010;27.0;-1.0;22.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.8
01/07/2010;28.0;28.2;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.04
02/07/2010;-1.0;32.6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.6
03/07/2010;25.0;29.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.94
04/07/2010;16.0;15.2;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.61
05/07/2010;15.0;14.2;15.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.62
06/07/2010;15.0;13.1;13.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.01
07/07/2010;18.0;17.6;16.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.81
