;FR20045;FR20049;FR20003;FR20017;FR20020;FR20037;FR20036;FR20004;FR20048;FR20046;FR20204;FR20061;FR20062;FR20077;indicateur
01/01/2000;9.0;39.0;3.0;4.0;1.0;3.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.77
02/01/2000;5.0;45.0;5.0;15.0;2.0;7.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.77
03/01/2000;5.0;32.0;4.0;7.0;2.0;5.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.19
04/01/2000;6.0;39.0;4.0;5.0;2.0;3.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.11
05/01/2000;5.0;43.0;4.0;4.0;1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.66
06/01/2000;10.0;31.0;4.0;5.0;3.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.45
07/01/2000;4.0;45.0;3.0;4.0;0.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.84
08/01/2000;3.0;31.0;2.0;4.0;0.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.56
09/01/2000;12.0;46.0;6.0;14.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.73
10/01/2000;20.0;44.0;10.0;26.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.92
11/01/2000;4.0;28.0;5.0;9.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.27
12/01/2000;3.0;10.0;3.0;5.0;1.0;-1.0;2.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;5.74
13/01/2000;18.0;54.0;4.0;14.0;8.0;-1.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.84
14/01/2000;11.0;37.0;3.0;5.0;2.0;-1.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.69
15/01/2000;4.0;25.0;3.0;6.0;2.0;-1.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.62
16/01/2000;13.0;31.0;7.0;18.0;10.0;-1.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.66
17/01/2000;8.0;38.0;7.0;13.0;8.0;-1.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.02
18/01/2000;13.0;36.0;6.0;19.0;10.0;-1.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.48
19/01/2000;35.0;60.0;18.0;49.0;19.0;45.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;45.22
20/01/2000;12.0;47.0;8.0;21.0;7.0;19.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.46
21/01/2000;7.0;49.0;8.0;17.0;8.0;24.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.21
22/01/2000;15.0;48.0;7.0;28.0;15.0;34.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.35
23/01/2000;36.0;56.0;13.0;39.0;24.0;44.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;43.7
24/01/2000;22.0;48.0;12.0;28.0;15.0;28.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.92
25/01/2000;11.0;46.0;7.0;15.0;8.0;12.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.46
26/01/2000;10.0;30.0;3.0;5.0;2.0;7.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.39
27/01/2000;7.0;35.0;3.0;5.0;3.0;7.0;6.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.96
28/01/2000;7.0;58.0;3.0;4.0;2.0;5.0;7.0;5.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.15
29/01/2000;11.0;59.0;2.0;5.0;0.0;19.0;11.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.08
30/01/2000;10.0;64.0;2.0;4.0;0.0;5.0;7.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.92
31/01/2000;4.0;43.0;3.0;5.0;2.0;5.0;5.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.31
01/02/2000;15.0;35.0;4.0;7.0;6.0;9.0;15.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.85
02/02/2000;24.0;42.0;6.0;8.0;5.0;17.0;16.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.5
03/02/2000;20.0;48.0;10.0;33.0;15.0;31.0;29.0;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.21
04/02/2000;11.0;39.0;6.0;9.0;4.0;16.0;9.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.51
05/02/2000;15.0;49.0;3.0;9.0;5.0;19.0;14.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.89
06/02/2000;55.0;44.0;10.0;38.0;16.0;61.0;45.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;43.09
07/02/2000;35.0;60.0;7.0;21.0;10.0;33.0;26.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;37.12
08/02/2000;21.0;48.0;7.0;19.0;9.0;25.0;17.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.38
09/02/2000;24.0;63.0;12.0;37.0;19.0;39.0;32.0;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;40.02
10/02/2000;12.0;47.0;4.0;11.0;6.0;14.0;13.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.39
11/02/2000;22.0;57.0;11.0;35.0;17.0;33.0;31.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;36.37
12/02/2000;19.0;55.0;11.0;35.0;14.0;31.0;27.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.58
13/02/2000;16.0;50.0;3.0;8.0;4.0;15.0;13.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.31
14/02/2000;17.0;38.0;4.0;8.0;3.0;13.0;11.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.92
15/02/2000;17.0;50.0;3.0;6.0;1.0;10.0;9.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.19
16/02/2000;29.0;73.0;12.0;53.0;29.0;52.0;45.0;43.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;47.29
17/02/2000;18.0;62.0;8.0;31.0;11.0;35.0;22.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.96
18/02/2000;21.0;53.0;4.0;7.0;4.0;21.0;17.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.28
19/02/2000;26.0;69.0;10.0;46.0;25.0;49.0;39.0;36.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;42.53
20/02/2000;51.0;66.0;27.0;65.0;31.0;54.0;58.0;55.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;56.57
21/02/2000;22.0;63.0;13.0;38.0;18.0;27.0;32.0;36.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;38.85
22/02/2000;13.0;60.0;11.0;26.0;10.0;15.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.78
23/02/2000;15.0;70.0;7.0;24.0;10.0;19.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;38.25
24/02/2000;17.0;56.0;4.0;7.0;3.0;11.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.56
25/02/2000;13.0;48.0;3.0;6.0;1.0;15.0;9.0;3.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.56
26/02/2000;15.0;39.0;4.0;10.0;6.0;14.0;12.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.37
27/02/2000;43.0;55.0;11.0;40.0;22.0;42.0;45.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;42.95
28/02/2000;86.0;80.0;30.0;84.0;47.0;49.0;83.0;65.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;76.42
29/02/2000;79.0;68.0;19.0;64.0;37.0;42.0;71.0;51.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;65.29
01/03/2000;38.0;69.0;12.0;49.0;25.0;47.0;47.0;46.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;49.68
02/03/2000;27.0;59.0;14.0;40.0;17.0;36.0;38.0;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;40.24
03/03/2000;25.0;64.0;5.0;15.0;7.0;21.0;20.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.39
04/03/2000;45.0;71.0;20.0;63.0;26.0;48.0;52.0;59.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;56.75
05/03/2000;55.0;74.0;26.0;72.0;31.0;59.0;62.0;63.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;62.8
06/03/2000;30.0;58.0;9.0;23.0;10.0;33.0;28.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.57
07/03/2000;38.0;79.0;8.0;31.0;14.0;32.0;36.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;48.65
08/03/2000;18.0;73.0;9.0;29.0;11.0;25.0;23.0;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;38.42
09/03/2000;21.0;73.0;6.0;33.0;13.0;33.0;25.0;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;40.38
10/03/2000;18.0;56.0;9.0;36.0;11.0;25.0;23.0;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.51
11/03/2000;27.0;63.0;11.0;34.0;15.0;32.0;29.0;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;39.66
12/03/2000;46.0;65.0;22.0;69.0;29.0;48.0;54.0;54.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;54.12
13/03/2000;18.0;65.0;13.0;37.0;17.0;24.0;27.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;36.07
14/03/2000;23.0;69.0;14.0;51.0;20.0;-1.0;41.0;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;43.27
15/03/2000;52.0;70.0;26.0;67.0;30.0;-1.0;63.0;61.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;60.19
16/03/2000;43.0;68.0;20.0;56.0;22.0;50.0;50.0;48.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;51.77
17/03/2000;38.0;59.0;18.0;52.0;15.0;42.0;43.0;45.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;46.02
18/03/2000;40.0;55.0;16.0;55.0;21.0;43.0;45.0;44.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;45.43
19/03/2000;46.0;62.0;20.0;62.0;26.0;47.0;53.0;48.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;51.27
20/03/2000;26.0;62.0;12.0;37.0;18.0;32.0;31.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;39.04
21/03/2000;37.0;68.0;7.0;27.0;14.0;32.0;-1.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.79
22/03/2000;79.0;76.0;21.0;56.0;50.0;66.0;-1.0;45.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;65.65
23/03/2000;63.0;72.0;19.0;59.0;32.0;70.0;68.0;50.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;61.1
24/03/2000;51.0;65.0;12.0;45.0;34.0;49.0;47.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;48.96
25/03/2000;-1.0;68.0;13.0;48.0;38.0;40.0;46.0;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;51.05
26/03/2000;47.0;63.0;18.0;68.0;40.0;49.0;58.0;51.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;53.46
27/03/2000;30.0;66.0;16.0;58.0;36.0;44.0;46.0;45.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;46.43
28/03/2000;25.0;60.0;11.0;45.0;26.0;33.0;35.0;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;39.01
29/03/2000;7.0;32.0;6.0;20.0;11.0;14.0;13.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.9
30/03/2000;23.0;59.0;5.0;26.0;20.0;28.0;27.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.33
31/03/2000;44.0;76.0;11.0;42.0;34.0;37.0;44.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;48.96
01/04/2000;49.0;64.0;8.0;37.0;26.0;33.0;45.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;45.6
02/04/2000;74.0;76.0;26.0;74.0;61.0;65.0;73.0;52.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;67.27
03/04/2000;63.0;74.0;25.0;-1.0;58.0;66.0;69.0;54.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;63.57
04/04/2000;46.0;70.0;16.0;-1.0;50.0;57.0;57.0;52.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;55.51
05/04/2000;27.0;57.0;12.0;43.0;32.0;39.0;38.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;38.5
06/04/2000;29.0;51.0;12.0;32.0;26.0;34.0;32.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;36.04
07/04/2000;34.0;70.0;12.0;40.0;34.0;39.0;39.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;44.74
08/04/2000;61.0;89.0;15.0;48.0;44.0;47.0;54.0;36.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;60.33
09/04/2000;52.0;85.0;19.0;60.0;43.0;49.0;61.0;45.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;59.86
10/04/2000;39.0;78.0;10.0;40.0;31.0;36.0;39.0;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;48.75
11/04/2000;50.0;77.0;7.0;33.0;27.0;44.0;44.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;49.3
12/04/2000;48.0;86.0;21.0;67.0;55.0;63.0;58.0;56.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;62.27
13/04/2000;55.0;79.0;19.0;41.0;38.0;54.0;50.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;53.73
14/04/2000;93.0;96.0;52.0;81.0;79.0;78.0;88.0;60.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;82.98
15/04/2000;77.0;86.0;44.0;68.0;62.0;70.0;78.0;52.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;71.67
16/04/2000;84.0;87.0;53.0;79.0;69.0;87.0;87.0;55.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;75.97
17/04/2000;53.0;72.0;25.0;34.0;29.0;49.0;43.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;52.09
18/04/2000;40.0;82.0;23.0;38.0;32.0;46.0;38.0;46.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;53.49
19/04/2000;32.0;83.0;30.0;59.0;41.0;61.0;51.0;59.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;56.76
20/04/2000;44.0;82.0;18.0;28.0;27.0;38.0;34.0;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;50.0
21/04/2000;49.0;84.0;20.0;34.0;30.0;52.0;48.0;49.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;58.32
22/04/2000;106.0;93.0;71.0;72.0;87.0;106.0;104.0;95.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;97.79
23/04/2000;53.0;78.0;34.0;43.0;45.0;64.0;59.0;55.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;60.95
24/04/2000;53.0;82.0;41.0;45.0;48.0;52.0;56.0;53.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;61.43
25/04/2000;58.0;75.0;26.0;33.0;45.0;52.0;52.0;46.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;58.15
26/04/2000;82.0;90.0;44.0;54.0;64.0;82.0;81.0;74.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;80.92
27/04/2000;40.0;63.0;19.0;29.0;37.0;38.0;45.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;45.89
28/04/2000;40.0;65.0;16.0;21.0;23.0;35.0;40.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;43.63
29/04/2000;40.0;67.0;25.0;31.0;28.0;39.0;38.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;46.95
30/04/2000;54.0;84.0;33.0;35.0;42.0;45.0;51.0;51.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;61.02
01/05/2000;58.0;88.0;39.0;45.0;54.0;63.0;67.0;60.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;67.72
02/05/2000;33.0;86.0;33.0;34.0;49.0;53.0;45.0;56.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;56.55
03/05/2000;47.0;73.0;20.0;29.0;43.0;27.0;48.0;44.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;53.29
04/05/2000;86.0;87.0;36.0;44.0;73.0;76.0;75.0;65.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;78.09
05/05/2000;74.0;88.0;38.0;43.0;49.0;72.0;70.0;51.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;69.89
06/05/2000;37.0;67.0;15.0;32.0;31.0;26.0;32.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;42.02
07/05/2000;55.0;69.0;30.0;52.0;44.0;47.0;53.0;49.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;56.64
08/05/2000;70.0;78.0;38.0;61.0;59.0;53.0;65.0;62.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;68.93
09/05/2000;52.0;74.0;23.0;39.0;-1.0;29.0;45.0;43.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;54.84
10/05/2000;37.0;-1.0;18.0;36.0;36.0;30.0;37.0;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;38.31
11/05/2000;56.0;-1.0;18.0;41.0;46.0;45.0;46.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;45.92
12/05/2000;45.0;74.0;29.0;54.0;44.0;54.0;54.0;52.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;56.15
13/05/2000;48.0;-1.0;34.0;57.0;55.0;51.0;50.0;61.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;53.68
14/05/2000;61.0;-1.0;39.0;66.0;48.0;66.0;59.0;74.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;65.46
15/05/2000;80.0;-1.0;40.0;65.0;68.0;72.0;77.0;66.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;72.73
16/05/2000;98.0;-1.0;53.0;83.0;89.0;94.0;91.0;88.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;91.91
17/05/2000;44.0;65.0;22.0;40.0;42.0;48.0;52.0;45.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;50.79
18/05/2000;33.0;73.0;20.0;47.0;51.0;40.0;44.0;45.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;49.45
19/05/2000;45.0;68.0;30.0;59.0;59.0;54.0;58.0;52.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;55.08
20/05/2000;60.0;75.0;44.0;71.0;58.0;62.0;68.0;66.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;66.67
21/05/2000;58.0;71.0;36.0;60.0;52.0;55.0;59.0;55.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;60.65
22/05/2000;44.0;66.0;34.0;54.0;51.0;55.0;58.0;53.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;54.34
23/05/2000;51.0;78.0;36.0;66.0;57.0;57.0;51.0;67.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;63.63
24/05/2000;64.0;95.0;26.0;61.0;47.0;61.0;65.0;60.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;71.18
25/05/2000;31.0;65.0;9.0;22.0;25.0;34.0;37.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;38.38
26/05/2000;59.0;71.0;25.0;54.0;58.0;64.0;61.0;51.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;59.9
27/05/2000;83.0;82.0;53.0;71.0;66.0;79.0;75.0;74.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;78.63
28/05/2000;60.0;65.0;31.0;48.0;48.0;50.0;54.0;47.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;56.5
29/05/2000;45.0;71.0;33.0;60.0;52.0;51.0;59.0;56.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;57.11
30/05/2000;31.0;53.0;17.0;32.0;36.0;28.0;35.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;38.59
31/05/2000;31.0;56.0;20.0;40.0;31.0;42.0;36.0;44.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;42.47
01/06/2000;68.0;89.0;40.0;59.0;52.0;56.0;58.0;64.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;71.42
02/06/2000;99.0;103.0;46.0;77.0;87.0;85.0;96.0;84.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;94.53
03/06/2000;94.0;88.0;56.0;79.0;78.0;88.0;89.0;84.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;88.04
04/06/2000;91.0;92.0;66.0;87.0;83.0;94.0;98.0;103.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;94.92
05/06/2000;51.0;73.0;31.0;54.0;56.0;61.0;59.0;58.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;60.05
06/06/2000;35.0;70.0;29.0;45.0;40.0;45.0;51.0;48.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;50.49
07/06/2000;57.0;81.0;49.0;69.0;62.0;72.0;73.0;71.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;69.56
08/06/2000;88.0;106.0;60.0;78.0;91.0;82.0;84.0;82.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;90.84
09/06/2000;108.0;111.0;67.0;98.0;107.0;107.0;107.0;97.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;105.02
10/06/2000;76.0;73.0;47.0;72.0;68.0;69.0;76.0;68.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;72.27
11/06/2000;36.0;55.0;24.0;45.0;40.0;43.0;40.0;36.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.9
12/06/2000;57.0;67.0;46.0;61.0;58.0;53.0;64.0;57.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;60.44
13/06/2000;51.0;74.0;34.0;59.0;58.0;57.0;68.0;55.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;60.33
14/06/2000;54.0;71.0;37.0;60.0;59.0;66.0;72.0;63.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;63.07
15/06/2000;50.0;70.0;41.0;66.0;57.0;64.0;71.0;67.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;62.74
16/06/2000;61.0;79.0;45.0;69.0;64.0;67.0;74.0;75.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;71.39
17/06/2000;87.0;116.0;71.0;105.0;104.0;100.0;107.0;105.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;102.72
18/06/2000;102.0;115.0;72.0;105.0;102.0;90.0;102.0;99.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;104.61
19/06/2000;121.0;106.0;72.0;99.0;108.0;113.0;118.0;98.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;108.67
20/06/2000;125.0;101.0;72.0;98.0;113.0;115.0;117.0;96.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;107.8
21/06/2000;109.0;98.0;50.0;75.0;89.0;88.0;97.0;77.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;94.1
22/06/2000;62.0;59.0;36.0;53.0;50.0;62.0;68.0;51.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;57.81
23/06/2000;43.0;61.0;24.0;56.0;48.0;52.0;60.0;52.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;52.31
24/06/2000;41.0;59.0;34.0;59.0;48.0;48.0;57.0;52.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;51.02
25/06/2000;68.0;62.0;53.0;73.0;69.0;72.0;77.0;69.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;67.19
26/06/2000;66.0;77.0;49.0;70.0;69.0;61.0;78.0;68.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;70.71
27/06/2000;82.0;91.0;52.0;77.0;73.0;76.0;85.0;78.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;83.16
28/06/2000;38.0;70.0;28.0;45.0;37.0;40.0;51.0;51.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;52.17
29/06/2000;68.0;93.0;52.0;86.0;77.0;79.0;88.0;88.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;82.97
30/06/2000;74.0;87.0;47.0;83.0;72.0;80.0;75.0;79.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;79.07
01/07/2000;80.0;81.0;39.0;69.0;68.0;75.0;82.0;70.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;76.75
02/07/2000;103.0;71.0;66.0;86.0;85.0;101.0;99.0;80.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;85.68
03/07/2000;74.0;67.0;40.0;69.0;68.0;77.0;80.0;63.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;68.71
04/07/2000;39.0;59.0;26.0;57.0;56.0;54.0;57.0;51.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;50.2
05/07/2000;57.0;63.0;28.0;56.0;50.0;56.0;53.0;49.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;55.6
06/07/2000;86.0;93.0;44.0;68.0;76.0;81.0;75.0;71.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;81.93
07/07/2000;75.0;79.0;46.0;78.0;80.0;81.0;84.0;78.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;77.6
