;FR20045;FR20049;FR20003;FR20017;FR20020;FR20037;FR20036;FR20004;FR20048;FR20046;FR20204;FR20061;FR20062;FR20077;indicateur
04/11/2017;43.7;70.9;-1.0;32.6;-1.0;-1.0;-1.0;-1.0;39.7;23.9;-1.0;22.4;23.7;-1.0;52.39
05/11/2017;59.3;71.7;-1.0;56.0;-1.0;-1.0;-1.0;-1.0;55.6;51.6;-1.0;50.9;60.1;-1.0;64.5
06/11/2017;52.8;66.5;-1.0;57.2;-1.0;-1.0;-1.0;-1.0;51.7;50.2;-1.0;52.0;55.8;-1.0;59.0
07/11/2017;27.0;53.1;-1.0;27.5;-1.0;-1.0;-1.0;-1.0;30.6;28.6;-1.0;26.0;27.8;-1.0;38.21
08/11/2017;27.8;51.8;-1.0;22.7;-1.0;-1.0;-1.0;-1.0;31.0;26.6;-1.0;17.2;26.3;-1.0;37.7
09/11/2017;28.2;43.8;-1.0;25.8;-1.0;-1.0;-1.0;-1.0;33.0;30.4;-1.0;28.9;32.5;-1.0;35.37
10/11/2017;14.7;45.0;-1.0;13.7;-1.0;-1.0;-1.0;-1.0;17.4;12.5;-1.0;10.5;14.3;-1.0;27.47
11/11/2017;23.4;60.8;-1.0;11.2;-1.0;-1.0;-1.0;-1.0;19.2;10.8;-1.0;9.7;7.7;-1.0;37.03
12/11/2017;39.4;69.6;-1.0;27.8;-1.0;-1.0;-1.0;-1.0;42.2;29.0;-1.0;50.0;30.5;-1.0;50.99
13/11/2017;47.9;-1.0;-1.0;44.8;-1.0;-1.0;-1.0;-1.0;49.6;44.9;-1.0;48.8;49.7;-1.0;48.21
14/11/2017;37.1;-1.0;-1.0;38.4;-1.0;-1.0;-1.0;-1.0;35.3;34.0;-1.0;36.5;27.2;-1.0;34.95
15/11/2017;16.9;-1.0;-1.0;15.6;-1.0;-1.0;-1.0;-1.0;19.1;19.1;-1.0;11.1;9.0;-1.0;15.19
16/11/2017;8.1;-1.0;-1.0;4.6;-1.0;-1.0;-1.0;-1.0;8.5;8.3;-1.0;3.7;4.7;-1.0;7.28
17/11/2017;7.4;-1.0;-1.0;6.6;-1.0;-1.0;-1.0;-1.0;6.4;-1.0;-1.0;5.1;6.8;-1.0;7.23
18/11/2017;20.8;56.8;-1.0;26.2;-1.0;-1.0;-1.0;-1.0;20.9;-1.0;-1.0;22.5;31.3;-1.0;37.57
19/11/2017;14.0;53.7;-1.0;7.5;-1.0;-1.0;-1.0;-1.0;17.9;-1.0;-1.0;7.4;9.5;-1.0;30.34
20/11/2017;19.3;37.0;-1.0;11.8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;6.7;14.1;-1.0;26.11
21/11/2017;4.1;50.6;-1.0;4.0;-1.0;-1.0;-1.0;-1.0;-1.0;4.5;-1.0;0.7;2.3;-1.0;23.69
22/11/2017;37.1;61.0;-1.0;34.5;-1.0;-1.0;-1.0;-1.0;-1.0;34.6;-1.0;19.9;31.7;-1.0;46.49
23/11/2017;66.6;77.0;-1.0;67.5;-1.0;-1.0;-1.0;-1.0;-1.0;67.5;-1.0;42.6;60.4;-1.0;70.16
24/11/2017;61.3;58.5;-1.0;55.4;-1.0;-1.0;-1.0;-1.0;-1.0;60.1;-1.0;29.5;49.0;-1.0;58.35
25/11/2017;50.5;69.6;-1.0;55.4;-1.0;-1.0;-1.0;-1.0;-1.0;50.8;-1.0;50.9;54.3;-1.0;59.17
26/11/2017;23.3;65.6;-1.0;50.7;-1.0;-1.0;-1.0;-1.0;-1.0;29.9;-1.0;32.5;40.8;-1.0;43.89
27/11/2017;9.2;55.2;-1.0;9.2;-1.0;-1.0;-1.0;-1.0;-1.0;7.4;-1.0;6.6;5.0;-1.0;28.27
28/11/2017;9.7;49.8;-1.0;6.2;-1.0;-1.0;-1.0;-1.0;-1.0;7.8;-1.0;-0.1;3.3;-1.0;26.04
29/11/2017;8.4;55.4;-1.0;15.9;-1.0;-1.0;-1.0;-1.0;17.5;11.5;-1.0;9.1;14.5;-1.0;29.25
30/11/2017;9.2;58.8;-1.0;25.4;-1.0;-1.0;-1.0;-1.0;18.3;14.4;-1.0;20.2;24.0;-1.0;32.38
01/12/2017;37.3;68.3;-1.0;-1.0;-1.0;42.0;-1.0;-1.0;49.3;40.8;-1.0;36.8;40.8;-1.0;51.11
02/12/2017;34.4;54.5;-1.0;-1.0;-1.0;37.6;-1.0;-1.0;38.0;32.9;-1.0;35.7;33.3;-1.0;42.9
03/12/2017;26.5;46.7;-1.0;-1.0;-1.0;30.3;-1.0;-1.0;30.6;27.4;-1.0;27.2;27.7;-1.0;35.34
04/12/2017;10.1;40.1;-1.0;-1.0;-1.0;8.5;-1.0;-1.0;20.5;9.6;-1.0;6.1;4.7;-1.0;22.32
05/12/2017;13.8;45.6;-1.0;-1.0;-1.0;10.6;-1.0;-1.0;17.5;9.8;-1.0;11.8;4.2;-1.0;26.22
06/12/2017;20.3;34.9;-1.0;13.5;-1.0;26.2;-1.0;-1.0;24.0;16.6;-1.0;16.6;14.1;-1.0;25.63
07/12/2017;42.7;48.4;-1.0;37.8;-1.0;45.9;-1.0;-1.0;46.7;42.0;-1.0;26.4;32.8;-1.0;43.78
08/12/2017;38.7;67.8;-1.0;45.7;-1.0;50.0;-1.0;-1.0;57.3;44.8;-1.0;43.5;43.0;-1.0;51.81
09/12/2017;30.9;63.3;-1.0;34.5;-1.0;45.5;-1.0;-1.0;42.5;33.1;-1.0;37.1;36.1;-1.0;45.43
10/12/2017;55.3;55.0;-1.0;52.8;-1.0;58.9;-1.0;-1.0;56.2;54.6;-1.0;41.8;-1.0;-1.0;55.04
11/12/2017;45.5;69.0;-1.0;50.6;-1.0;56.4;-1.0;-1.0;54.4;50.1;-1.0;47.3;-1.0;-1.0;57.03
12/12/2017;15.2;50.0;-1.0;22.3;-1.0;26.6;-1.0;-1.0;32.2;18.0;-1.0;20.0;-1.0;-1.0;32.26
13/12/2017;26.8;48.2;-1.0;19.5;-1.0;23.1;-1.0;-1.0;30.5;20.5;-1.0;10.6;16.4;-1.0;34.41
14/12/2017;37.2;74.4;-1.0;30.7;-1.0;42.7;-1.0;-1.0;51.3;35.9;-1.0;38.0;24.0;-1.0;51.36
15/12/2017;39.2;71.4;-1.0;47.1;-1.0;53.7;-1.0;-1.0;53.9;37.8;-1.0;42.2;40.6;-1.0;53.19
16/12/2017;34.1;59.9;-1.0;38.1;-1.0;41.4;-1.0;-1.0;51.4;38.1;-1.0;39.5;35.5;-1.0;45.4
17/12/2017;10.9;56.0;-1.0;18.5;-1.0;16.2;-1.0;-1.0;29.4;8.8;-1.0;12.5;14.2;-1.0;30.6
18/12/2017;13.8;53.2;-1.0;16.4;-1.0;19.4;-1.0;-1.0;26.0;8.3;-1.0;6.3;12.1;-1.0;30.31
19/12/2017;15.4;50.1;-1.0;17.5;-1.0;17.2;-1.0;-1.0;27.1;11.4;-1.0;-1.0;15.9;-1.0;30.31
20/12/2017;13.7;48.2;-1.0;13.2;-1.0;16.3;-1.0;-1.0;27.6;12.3;-1.0;-1.0;11.2;-1.0;28.16
21/12/2017;8.2;34.4;-1.0;7.1;-1.0;5.7;-1.0;-1.0;19.4;3.0;-1.0;-1.0;2.6;-1.0;18.68
22/12/2017;11.5;42.7;-1.0;11.4;-1.0;12.5;-1.0;-1.0;20.5;9.7;-1.0;-1.0;13.2;-1.0;25.05
23/12/2017;28.6;55.0;-1.0;35.9;-1.0;32.7;-1.0;-1.0;40.0;32.9;-1.0;-1.0;31.2;16.4;33.19
24/12/2017;30.3;44.4;-1.0;31.7;-1.0;29.6;-1.0;-1.0;41.3;29.1;-1.0;-1.0;25.1;14.4;29.35
25/12/2017;37.1;29.1;-1.0;48.7;-1.0;41.1;-1.0;-1.0;40.2;40.2;-1.0;-1.0;35.1;8.6;26.13
26/12/2017;39.9;-1.0;-1.0;55.5;-1.0;50.6;-1.0;-1.0;52.7;44.7;-1.0;-1.0;39.9;27.4;34.83
27/12/2017;49.6;-1.0;-1.0;58.6;-1.0;61.1;-1.0;-1.0;61.2;59.3;-1.0;-1.0;51.5;43.5;47.46
28/12/2017;28.9;62.8;-1.0;42.9;-1.0;40.4;-1.0;-1.0;45.7;39.3;-1.0;-1.0;34.0;26.5;38.98
29/12/2017;20.8;54.7;-1.0;-1.0;-1.0;21.8;-1.0;-1.0;27.9;12.6;-1.0;-1.0;8.9;4.0;24.89
30/12/2017;27.8;65.3;-1.0;-1.0;-1.0;39.0;-1.0;-1.0;36.4;11.2;-1.0;-1.0;12.1;7.6;31.58
31/12/2017;32.3;61.9;-1.0;-1.0;-1.0;38.7;-1.0;-1.0;43.9;27.2;-1.0;-1.0;22.9;14.8;35.14
01/01/2018;49.7;81.1;-1.0;50.4;-1.0;60.6;-1.0;-1.0;62.1;43.6;-1.0;-1.0;46.7;41.5;56.39
02/01/2018;34.1;63.3;-1.0;-1.0;-1.0;49.4;-1.0;-1.0;49.3;36.8;-1.0;-1.0;34.2;26.8;40.77
03/01/2018;40.6;72.3;-1.0;48.7;-1.0;52.8;-1.0;-1.0;55.4;47.9;-1.0;-1.0;47.3;41.0;50.93
04/01/2018;28.2;68.9;-1.0;18.1;-1.0;40.3;-1.0;-1.0;43.7;16.4;-1.0;-1.0;16.5;22.4;37.53
05/01/2018;27.7;65.3;-1.0;19.4;-1.0;33.8;-1.0;-1.0;43.7;21.0;-1.0;-1.0;18.9;8.0;32.24
06/01/2018;20.9;55.8;-1.0;28.1;-1.0;30.1;-1.0;-1.0;36.9;24.8;-1.0;-1.0;29.4;16.2;30.79
07/01/2018;14.7;32.1;-1.0;15.5;-1.0;12.2;-1.0;-1.0;26.5;14.9;-1.0;-1.0;16.1;7.7;17.98
08/01/2018;5.8;18.8;-1.0;3.9;-1.0;7.1;-1.0;-1.0;14.6;4.8;-1.0;-1.0;5.2;1.0;8.21
09/01/2018;27.0;45.5;-1.0;28.4;-1.0;32.0;-1.0;-1.0;34.2;28.8;-1.0;-1.0;24.3;4.9;25.73
10/01/2018;38.0;63.4;-1.0;36.2;-1.0;44.0;-1.0;-1.0;47.7;40.5;-1.0;-1.0;33.3;5.1;35.38
11/01/2018;15.4;69.5;-1.0;15.2;-1.0;17.5;-1.0;-1.0;32.4;15.0;-1.0;-1.0;19.0;3.9;28.5
12/01/2018;18.6;62.3;-1.0;26.0;-1.0;27.6;-1.0;-1.0;30.0;23.3;-1.0;-1.0;26.2;11.2;30.23
13/01/2018;14.4;40.1;-1.0;13.6;-1.0;25.8;-1.0;-1.0;30.3;10.4;-1.0;-1.0;10.2;4.5;18.79
14/01/2018;20.2;52.1;-1.0;15.1;-1.0;18.4;-1.0;-1.0;26.9;14.3;-1.0;-1.0;11.8;4.3;24.21
15/01/2018;25.9;65.3;-1.0;25.1;-1.0;26.0;-1.0;-1.0;36.5;24.7;-1.0;-1.0;18.0;14.5;33.61
16/01/2018;36.9;75.9;-1.0;38.6;-1.0;41.7;-1.0;-1.0;52.7;36.6;-1.0;-1.0;31.2;27.9;45.44
17/01/2018;34.2;78.2;-1.0;-1.0;-1.0;52.7;-1.0;-1.0;57.4;43.9;-1.0;-1.0;43.7;40.4;50.28
18/01/2018;40.4;70.5;-1.0;29.9;-1.0;45.5;-1.0;-1.0;47.2;33.8;-1.0;-1.0;29.4;12.2;39.92
19/01/2018;23.5;77.4;-1.0;28.4;-1.0;46.2;-1.0;-1.0;44.5;25.3;-1.0;-1.0;32.9;18.4;39.02
20/01/2018;39.7;66.9;-1.0;36.7;-1.0;49.5;-1.0;-1.0;49.1;30.5;-1.0;-1.0;30.3;23.6;42.16
21/01/2018;38.6;74.6;-1.0;-1.0;-1.0;51.7;-1.0;-1.0;51.4;40.6;-1.0;-1.0;42.4;36.0;49.05
22/01/2018;20.8;72.7;-1.0;-1.0;-1.0;31.2;-1.0;-1.0;34.5;16.3;-1.0;-1.0;19.0;25.5;37.72
23/01/2018;27.1;60.4;-1.0;-1.0;-1.0;36.9;-1.0;-1.0;37.6;30.9;-1.0;-1.0;35.8;20.2;35.87
24/01/2018;32.1;53.6;-1.0;-1.0;-1.0;40.9;-1.0;-1.0;34.3;36.6;-1.0;-1.0;33.2;19.7;34.97
25/01/2018;48.4;79.4;-1.0;59.8;-1.0;69.4;-1.0;-1.0;51.8;65.5;-1.0;-1.0;58.2;38.4;55.72
26/01/2018;30.4;71.7;-1.0;43.3;-1.0;37.7;-1.0;-1.0;48.9;44.6;-1.0;-1.0;42.7;28.9;43.6
27/01/2018;24.0;53.2;-1.0;30.5;-1.0;28.9;-1.0;-1.0;35.7;24.3;-1.0;-1.0;33.7;24.0;33.66
28/01/2018;29.0;56.9;-1.0;33.1;-1.0;38.2;-1.0;-1.0;37.8;28.6;-1.0;-1.0;38.1;24.6;36.87
29/01/2018;11.7;57.9;-1.0;-1.0;-1.0;17.3;-1.0;-1.0;12.4;10.9;-1.0;-1.0;13.3;12.6;26.03
30/01/2018;8.6;46.5;-1.0;19.0;-1.0;27.2;-1.0;-1.0;12.0;15.3;-1.0;-1.0;25.3;10.8;22.16
31/01/2018;28.7;41.2;-1.0;24.0;-1.0;35.9;-1.0;-1.0;30.3;31.0;-1.0;-1.0;24.7;12.3;27.17
01/02/2018;31.1;60.4;-1.0;37.7;-1.0;47.4;-1.0;-1.0;45.5;43.3;-1.0;-1.0;45.6;27.5;40.2
02/02/2018;25.1;62.7;-1.0;30.9;-1.0;40.0;-1.0;-1.0;40.1;35.0;-1.0;-1.0;36.9;21.8;36.53
03/02/2018;23.2;49.0;-1.0;23.4;-1.0;35.9;-1.0;-1.0;31.5;26.5;-1.0;-1.0;28.4;23.0;31.35
04/02/2018;18.0;39.7;-1.0;16.5;-1.0;26.7;-1.0;-1.0;26.2;22.7;-1.0;-1.0;20.3;15.5;23.98
05/02/2018;9.2;26.7;-1.0;10.0;-1.0;14.4;-1.0;-1.0;17.7;9.6;-1.0;-1.0;9.7;9.8;14.69
06/02/2018;8.3;27.5;-1.0;9.0;-1.0;16.8;-1.0;-1.0;15.1;7.5;-1.0;-1.0;5.9;9.8;14.31
07/02/2018;13.4;35.5;-1.0;20.2;-1.0;-1.0;-1.0;-1.0;25.3;17.9;-1.0;-1.0;20.7;17.1;21.86
08/02/2018;7.3;15.7;-1.0;10.8;-1.0;18.7;-1.0;-1.0;13.9;8.1;-1.0;-1.0;6.6;6.6;9.6
09/02/2018;-1.0;38.5;-1.0;18.2;-1.0;26.1;-1.0;-1.0;20.5;18.0;-1.0;-1.0;19.7;13.8;25.18
10/02/2018;-1.0;64.4;-1.0;41.2;-1.0;55.2;-1.0;-1.0;46.6;41.5;-1.0;-1.0;50.6;33.6;49.04
11/02/2018;-1.0;60.9;-1.0;31.4;-1.0;42.9;-1.0;-1.0;22.1;27.5;-1.0;-1.0;35.7;25.4;41.88
12/02/2018;-1.0;69.7;-1.0;40.6;-1.0;55.8;-1.0;-1.0;45.9;41.2;-1.0;-1.0;48.9;33.6;51.08
13/02/2018;-1.0;62.7;-1.0;33.5;-1.0;50.4;-1.0;-1.0;38.9;38.2;-1.0;-1.0;43.2;21.5;42.1
14/02/2018;-1.0;52.9;-1.0;14.5;-1.0;43.9;-1.0;-1.0;41.2;27.9;-1.0;-1.0;22.4;13.7;31.75
15/02/2018;-1.0;29.1;-1.0;24.4;-1.0;50.8;-1.0;-1.0;31.3;29.1;-1.0;-1.0;32.9;10.3;21.51
16/02/2018;-1.0;56.8;-1.0;15.8;-1.0;24.1;-1.0;-1.0;26.3;19.1;-1.0;-1.0;28.5;15.2;34.68
17/02/2018;-1.0;61.7;-1.0;30.3;-1.0;41.1;-1.0;-1.0;39.7;36.5;-1.0;-1.0;42.3;30.2;45.23
18/02/2018;-1.0;57.7;-1.0;54.5;-1.0;63.8;-1.0;-1.0;52.2;55.6;-1.0;-1.0;66.7;46.2;53.83
19/02/2018;-1.0;49.1;-1.0;28.5;-1.0;41.1;-1.0;-1.0;38.8;35.3;-1.0;-1.0;44.0;25.2;37.89
20/02/2018;-1.0;56.8;-1.0;40.4;-1.0;52.8;-1.0;-1.0;42.3;46.1;-1.0;-1.0;53.6;33.2;46.01
21/02/2018;-1.0;61.0;-1.0;48.0;-1.0;57.6;-1.0;-1.0;41.5;47.3;-1.0;-1.0;54.6;44.6;52.88
22/02/2018;-1.0;57.6;-1.0;43.9;-1.0;53.9;-1.0;-1.0;40.5;44.7;-1.0;-1.0;50.9;38.9;48.47
23/02/2018;-1.0;54.3;-1.0;37.2;-1.0;48.4;-1.0;-1.0;38.4;42.3;-1.0;-1.0;48.0;33.7;44.38
24/02/2018;-1.0;41.7;-1.0;32.5;-1.0;41.1;-1.0;-1.0;35.6;37.0;-1.0;-1.0;43.8;19.3;32.24
25/02/2018;-1.0;60.1;-1.0;55.4;-1.0;61.8;-1.0;-1.0;50.5;56.4;-1.0;-1.0;65.6;43.7;53.66
26/02/2018;-1.0;68.8;-1.0;59.3;-1.0;71.1;-1.0;-1.0;54.4;63.4;-1.0;-1.0;71.1;55.6;63.24
27/02/2018;-1.0;58.9;-1.0;47.8;-1.0;63.2;-1.0;-1.0;48.5;53.2;-1.0;-1.0;60.1;43.1;52.1
28/02/2018;-1.0;39.1;-1.0;22.4;-1.0;24.0;-1.0;-1.0;32.2;29.7;-1.0;-1.0;30.8;17.9;28.74
01/03/2018;-1.0;53.2;-1.0;43.7;-1.0;54.6;-1.0;-1.0;44.1;42.8;-1.0;-1.0;36.1;22.8;37.9
02/03/2018;-1.0;64.1;-1.0;-1.0;-1.0;54.8;-1.0;-1.0;36.9;24.0;-1.0;-1.0;26.3;11.9;36.43
03/03/2018;-1.0;68.9;-1.0;-1.0;-1.0;52.3;-1.0;-1.0;38.2;27.5;-1.0;-1.0;22.9;12.7;38.45
04/03/2018;-1.0;62.2;-1.0;-1.0;-1.0;47.6;-1.0;-1.0;45.2;33.6;-1.0;-1.0;36.6;24.1;42.27
05/03/2018;-1.0;55.4;-1.0;-1.0;-1.0;44.0;-1.0;-1.0;33.0;22.3;-1.0;-1.0;28.0;11.8;32.81
06/03/2018;-1.0;72.8;-1.0;-1.0;-1.0;54.9;-1.0;-1.0;50.9;28.6;-1.0;-1.0;44.3;22.6;47.14
07/03/2018;-1.0;74.8;-1.0;45.3;-1.0;64.1;-1.0;-1.0;48.5;38.9;-1.0;-1.0;47.7;32.1;52.52
08/03/2018;-1.0;73.1;-1.0;45.9;-1.0;60.4;-1.0;-1.0;48.7;48.8;-1.0;-1.0;53.2;32.9;52.9
09/03/2018;-1.0;76.7;-1.0;79.7;-1.0;80.5;-1.0;-1.0;-1.0;85.9;-1.0;-1.0;81.4;52.3;66.93
10/03/2018;-1.0;72.7;-1.0;66.3;-1.0;72.4;-1.0;-1.0;-1.0;69.6;-1.0;-1.0;70.5;46.3;61.02
11/03/2018;-1.0;78.6;-1.0;74.9;-1.0;76.8;-1.0;-1.0;-1.0;77.6;-1.0;-1.0;77.6;58.3;69.73
12/03/2018;-1.0;70.2;-1.0;50.4;-1.0;58.9;-1.0;-1.0;-1.0;61.1;-1.0;-1.0;57.6;36.3;53.82
13/03/2018;-1.0;69.3;-1.0;41.1;-1.0;48.8;-1.0;-1.0;-1.0;44.9;-1.0;-1.0;44.5;34.4;50.77
14/03/2018;-1.0;72.5;-1.0;-1.0;-1.0;52.3;-1.0;-1.0;-1.0;50.5;-1.0;-1.0;48.1;35.0;53.02
15/03/2018;-1.0;83.1;-1.0;-1.0;-1.0;63.8;-1.0;-1.0;-1.0;56.0;-1.0;-1.0;60.1;41.2;61.84
16/03/2018;-1.0;65.5;-1.0;-1.0;-1.0;42.1;-1.0;-1.0;-1.0;41.1;-1.0;-1.0;47.0;23.8;44.91
17/03/2018;-1.0;72.6;-1.0;44.6;-1.0;52.6;-1.0;-1.0;-1.0;54.1;-1.0;-1.0;56.1;37.5;55.06
18/03/2018;-1.0;60.2;-1.0;29.3;-1.0;38.2;-1.0;-1.0;-1.0;41.8;-1.0;-1.0;45.4;28.2;44.17
19/03/2018;-1.0;63.2;-1.0;40.4;-1.0;47.8;-1.0;-1.0;-1.0;57.0;-1.0;-1.0;52.8;38.7;51.11
20/03/2018;-1.0;70.2;-1.0;52.8;-1.0;61.8;-1.0;-1.0;-1.0;67.3;-1.0;-1.0;67.6;55.4;63.32
21/03/2018;-1.0;77.9;-1.0;60.9;-1.0;70.5;-1.0;-1.0;-1.0;76.8;-1.0;-1.0;77.0;61.5;70.57
22/03/2018;-1.0;76.1;-1.0;53.9;-1.0;63.2;-1.0;-1.0;-1.0;71.2;-1.0;-1.0;73.0;54.7;66.26
23/03/2018;51.9;64.4;-1.0;40.2;-1.0;50.7;-1.0;-1.0;58.0;46.1;-1.0;-1.0;55.3;37.2;51.43
24/03/2018;37.8;69.1;-1.0;33.6;-1.0;37.4;-1.0;-1.0;51.8;37.1;-1.0;-1.0;41.9;24.5;43.55
25/03/2018;65.8;83.0;-1.0;44.9;-1.0;57.8;-1.0;-1.0;72.4;48.2;-1.0;-1.0;63.3;46.2;64.63
26/03/2018;45.0;74.4;-1.0;-1.0;-1.0;43.8;-1.0;-1.0;65.8;55.0;-1.0;-1.0;57.8;31.2;50.94
27/03/2018;-1.0;63.2;-1.0;37.0;-1.0;49.8;-1.0;-1.0;57.1;43.3;-1.0;-1.0;46.3;23.4;43.67
28/03/2018;32.3;61.1;-1.0;24.7;-1.0;36.6;-1.0;-1.0;52.3;35.3;-1.0;-1.0;31.6;23.2;38.15
29/03/2018;51.6;80.2;-1.0;51.1;-1.0;58.6;-1.0;-1.0;76.8;60.4;-1.0;-1.0;65.1;49.9;60.94
30/03/2018;55.9;67.3;-1.0;31.5;-1.0;45.5;-1.0;-1.0;65.8;43.5;-1.0;-1.0;37.8;22.4;47.5
31/03/2018;-1.0;75.6;-1.0;51.1;-1.0;54.7;-1.0;-1.0;73.5;63.1;-1.0;-1.0;62.7;45.3;60.71
01/04/2018;-1.0;80.1;-1.0;66.5;-1.0;72.1;-1.0;-1.0;85.9;76.5;-1.0;-1.0;81.9;58.3;70.87
02/04/2018;-1.0;83.8;-1.0;66.0;-1.0;75.0;-1.0;-1.0;91.1;80.3;-1.0;-1.0;76.4;52.4;69.3
03/04/2018;-1.0;-1.0;-1.0;96.7;-1.0;101.8;-1.0;-1.0;99.7;113.6;-1.0;-1.0;108.0;54.8;68.22
04/04/2018;64.9;-1.0;-1.0;57.5;-1.0;73.2;-1.0;-1.0;92.1;64.0;-1.0;-1.0;68.8;51.5;59.7
05/04/2018;51.8;72.4;-1.0;50.0;-1.0;53.3;-1.0;-1.0;-1.0;60.1;-1.0;-1.0;65.6;43.0;56.57
06/04/2018;85.3;77.9;-1.0;56.8;-1.0;63.3;-1.0;-1.0;-1.0;70.0;-1.0;-1.0;71.0;49.4;70.77
07/04/2018;107.2;84.6;-1.0;81.7;-1.0;95.3;-1.0;-1.0;87.6;92.4;-1.0;-1.0;95.4;54.0;83.17
08/04/2018;78.8;77.9;-1.0;65.6;-1.0;71.3;-1.0;-1.0;87.6;68.2;-1.0;-1.0;80.1;39.4;66.73
09/04/2018;63.2;69.4;-1.0;61.5;-1.0;69.5;-1.0;-1.0;70.8;67.2;-1.0;-1.0;73.4;47.2;61.19
10/04/2018;96.5;94.8;-1.0;84.8;-1.0;90.8;-1.0;-1.0;97.2;103.0;-1.0;-1.0;96.1;73.6;89.06
11/04/2018;46.9;81.8;-1.0;48.6;-1.0;53.4;-1.0;-1.0;65.3;54.6;-1.0;-1.0;60.3;41.6;57.02
12/04/2018;-1.0;88.3;-1.0;79.6;-1.0;91.6;-1.0;-1.0;101.0;100.4;-1.0;-1.0;92.8;66.2;79.49
13/04/2018;-1.0;82.7;-1.0;82.2;-1.0;89.8;-1.0;-1.0;90.9;94.6;-1.0;-1.0;93.8;60.9;74.9
14/04/2018;63.0;69.2;-1.0;45.4;-1.0;57.4;-1.0;-1.0;81.0;56.7;-1.0;-1.0;62.6;43.4;58.85
15/04/2018;44.4;79.0;-1.0;53.3;-1.0;49.5;-1.0;-1.0;77.1;51.8;-1.0;-1.0;65.0;43.2;56.38
16/04/2018;61.8;84.0;-1.0;63.0;-1.0;55.3;-1.0;-1.0;79.4;66.5;-1.0;-1.0;74.6;45.7;64.82
17/04/2018;69.7;87.7;-1.0;66.7;-1.0;65.5;-1.0;-1.0;84.0;75.7;-1.0;-1.0;78.1;50.6;70.15
18/04/2018;72.2;107.8;-1.0;51.9;-1.0;70.6;-1.0;-1.0;88.6;58.3;-1.0;-1.0;63.8;59.3;78.08
19/04/2018;79.1;107.9;-1.0;73.3;-1.0;79.0;-1.0;-1.0;96.5;68.9;-1.0;-1.0;90.7;60.5;83.11
20/04/2018;93.6;117.0;-1.0;84.6;-1.0;73.8;-1.0;-1.0;108.6;77.6;-1.0;-1.0;111.1;66.3;93.83
21/04/2018;112.7;131.8;-1.0;82.4;-1.0;81.7;-1.0;-1.0;118.2;88.8;-1.0;-1.0;100.2;72.4;104.93
22/04/2018;105.5;106.4;-1.0;83.2;-1.0;88.0;-1.0;-1.0;111.9;88.9;-1.0;-1.0;95.5;60.1;91.09
23/04/2018;65.8;83.9;-1.0;61.2;-1.0;63.8;-1.0;-1.0;86.8;60.4;-1.0;-1.0;66.4;41.7;64.06
24/04/2018;59.7;85.9;-1.0;54.2;-1.0;60.6;-1.0;-1.0;80.5;50.2;-1.0;-1.0;62.6;48.8;64.5
25/04/2018;66.3;83.8;-1.0;55.2;-1.0;52.9;-1.0;-1.0;-1.0;50.9;-1.0;-1.0;64.3;39.8;63.25
26/04/2018;67.7;85.2;-1.0;66.6;-1.0;60.8;-1.0;-1.0;70.7;68.8;-1.0;-1.0;77.5;55.2;70.05
27/04/2018;75.2;91.4;-1.0;64.5;-1.0;63.9;-1.0;-1.0;77.2;72.4;-1.0;-1.0;73.9;50.0;72.3
28/04/2018;69.8;66.4;-1.0;63.3;-1.0;54.0;-1.0;-1.0;71.2;67.6;-1.0;-1.0;77.2;51.5;63.89
29/04/2018;87.3;87.9;-1.0;70.6;-1.0;70.6;-1.0;-1.0;81.9;77.6;-1.0;-1.0;83.8;57.3;78.01
30/04/2018;89.3;88.2;-1.0;64.7;-1.0;72.2;-1.0;-1.0;85.6;82.6;-1.0;-1.0;77.0;58.2;78.37
01/05/2018;74.3;74.3;-1.0;59.9;-1.0;55.7;-1.0;-1.0;73.0;65.4;-1.0;-1.0;75.9;52.8;67.84
02/05/2018;75.6;86.5;-1.0;62.0;-1.0;60.2;-1.0;-1.0;76.5;73.7;-1.0;-1.0;77.0;51.3;71.6
03/05/2018;79.4;94.9;-1.0;69.9;-1.0;74.8;-1.0;-1.0;74.5;76.7;-1.0;-1.0;76.9;65.2;79.47
04/05/2018;87.5;109.4;-1.0;73.4;-1.0;78.3;-1.0;-1.0;81.9;85.3;-1.0;-1.0;81.6;79.7;91.07
05/05/2018;90.9;102.9;-1.0;82.8;-1.0;84.5;-1.0;-1.0;91.5;90.1;-1.0;-1.0;89.4;78.4;90.56
06/05/2018;79.7;110.7;-1.0;75.8;-1.0;83.0;-1.0;-1.0;88.8;80.2;-1.0;-1.0;88.3;69.1;86.55
07/05/2018;82.7;115.4;-1.0;71.6;-1.0;72.0;-1.0;-1.0;92.2;82.6;-1.0;-1.0;80.8;73.1;89.39
08/05/2018;100.5;109.0;-1.0;85.0;-1.0;87.0;-1.0;-1.0;89.6;92.9;-1.0;-1.0;92.9;66.3;91.96
09/05/2018;78.5;103.9;-1.0;81.6;-1.0;84.5;-1.0;-1.0;78.9;81.3;-1.0;-1.0;87.9;66.0;83.21
10/05/2018;63.3;80.6;-1.0;64.2;-1.0;59.9;-1.0;-1.0;62.7;64.8;-1.0;-1.0;67.4;55.9;66.63
