;id_station;valeur
21/02/2011;FR20062;19.0
21/02/2011;FR20013;39.0
21/02/2011;FR20065;28.0
21/02/2011;FR20061;24.0
22/02/2011;FR20061;26.0
22/02/2011;FR20013;32.0
22/02/2011;FR20062;20.0
22/02/2011;FR20065;27.0
22/02/2011;FR20046;29.7
23/02/2011;FR20061;53.0
23/02/2011;FR20013;56.0
23/02/2011;FR20062;39.0
23/02/2011;FR20046;52.7
23/02/2011;FR20065;45.0
24/02/2011;FR20061;38.0
24/02/2011;FR20013;54.0
24/02/2011;FR20062;32.0
24/02/2011;FR20046;43.9
24/02/2011;FR20065;46.0
25/02/2011;FR20062;14.0
25/02/2011;FR20065;20.0
25/02/2011;FR20046;20.3
25/02/2011;FR20013;28.0
25/02/2011;FR20061;21.0
26/02/2011;FR20062;19.0
26/02/2011;FR20065;26.0
26/02/2011;FR20061;23.0
26/02/2011;FR20013;32.0
26/02/2011;FR20046;31.4
27/02/2011;FR20062;5.0
27/02/2011;FR20046;11.4
27/02/2011;FR20061;5.0
27/02/2011;FR20013;11.0
27/02/2011;FR20065;7.0
28/02/2011;FR20013;20.0
28/02/2011;FR20061;10.0
28/02/2011;FR20046;18.5
28/02/2011;FR20062;12.0
28/02/2011;FR20065;14.0
01/03/2011;FR20013;38.0
01/03/2011;FR20061;29.0
01/03/2011;FR20062;27.0
01/03/2011;FR20065;33.0
01/03/2011;FR20046;36.8
02/03/2011;FR20013;56.0
02/03/2011;FR20061;47.0
02/03/2011;FR20046;54.1
02/03/2011;FR20065;48.0
02/03/2011;FR20062;39.0
03/03/2011;FR20065;55.0
03/03/2011;FR20046;58.8
03/03/2011;FR20061;51.0
03/03/2011;FR20062;45.0
03/03/2011;FR20013;64.0
04/03/2011;FR20046;57.3
04/03/2011;FR20013;63.0
04/03/2011;FR20062;44.0
04/03/2011;FR20061;52.0
04/03/2011;FR20065;52.0
05/03/2011;FR20062;56.0
05/03/2011;FR20046;70.7
05/03/2011;FR20013;70.0
05/03/2011;FR20065;64.0
05/03/2011;FR20061;53.0
06/03/2011;FR20046;59.9
06/03/2011;FR20062;46.0
06/03/2011;FR20065;53.0
06/03/2011;FR20061;51.0
06/03/2011;FR20013;60.0
07/03/2011;FR20065;48.0
07/03/2011;FR20062;40.0
07/03/2011;FR20013;57.0
07/03/2011;FR20061;48.0
07/03/2011;FR20046;54.1
08/03/2011;FR20065;28.0
08/03/2011;FR20013;29.0
08/03/2011;FR20061;26.0
08/03/2011;FR20046;35.5
09/03/2011;FR20061;24.0
09/03/2011;FR20046;37.8
09/03/2011;FR20065;24.0
09/03/2011;FR20013;29.0
10/03/2011;FR20061;33.0
10/03/2011;FR20046;46.7
10/03/2011;FR20065;39.0
10/03/2011;FR20013;44.0
11/03/2011;FR20013;42.0
11/03/2011;FR20065;31.0
11/03/2011;FR20061;31.0
11/03/2011;FR20046;43.3
12/03/2011;FR20061;14.0
12/03/2011;FR20013;20.0
12/03/2011;FR20046;24.8
12/03/2011;FR20065;20.0
12/03/2011;FR20062;11.0
13/03/2011;FR20013;26.0
13/03/2011;FR20046;18.1
13/03/2011;FR20065;18.0
13/03/2011;FR20062;13.0
13/03/2011;FR20061;17.0
14/03/2011;FR20065;19.0
14/03/2011;FR20046;15.5
14/03/2011;FR20062;9.0
14/03/2011;FR20013;26.0
14/03/2011;FR20061;17.0
15/03/2011;FR20061;25.0
15/03/2011;FR20046;46.2
15/03/2011;FR20013;44.0
15/03/2011;FR20065;34.0
15/03/2011;FR20062;27.0
16/03/2011;FR20062;16.0
16/03/2011;FR20061;22.0
16/03/2011;FR20046;30.9
16/03/2011;FR20013;31.0
16/03/2011;FR20065;26.0
17/03/2011;FR20062;36.0
17/03/2011;FR20065;47.0
17/03/2011;FR20061;46.0
17/03/2011;FR20013;50.0
17/03/2011;FR20046;52.4
18/03/2011;FR20061;34.0
18/03/2011;FR20013;47.0
18/03/2011;FR20065;35.0
18/03/2011;FR20046;40.5
18/03/2011;FR20062;28.0
19/03/2011;FR20062;14.0
19/03/2011;FR20013;25.0
19/03/2011;FR20061;15.0
19/03/2011;FR20065;20.0
19/03/2011;FR20046;23.4
20/03/2011;FR20061;12.0
20/03/2011;FR20065;19.0
20/03/2011;FR20062;16.0
20/03/2011;FR20013;25.0
20/03/2011;FR20046;23.2
21/03/2011;FR20065;18.0
21/03/2011;FR20062;14.0
21/03/2011;FR20013;26.0
21/03/2011;FR20061;12.0
21/03/2011;FR20046;20.4
22/03/2011;FR20061;25.0
22/03/2011;FR20062;25.0
22/03/2011;FR20065;32.0
22/03/2011;FR20046;39.8
22/03/2011;FR20013;42.0
23/03/2011;FR20061;29.0
23/03/2011;FR20046;55.7
23/03/2011;FR20065;40.0
23/03/2011;FR20062;31.0
23/03/2011;FR20013;49.0
24/03/2011;FR20061;35.0
24/03/2011;FR20065;41.0
24/03/2011;FR20062;28.0
24/03/2011;FR20013;45.0
25/03/2011;FR20065;29.0
25/03/2011;FR20062;12.0
25/03/2011;FR20013;24.0
26/03/2011;FR20065;26.0
26/03/2011;FR20061;21.0
26/03/2011;FR20062;17.0
26/03/2011;FR20013;32.0
27/03/2011;FR20065;19.0
27/03/2011;FR20013;26.0
27/03/2011;FR20062;15.0
28/03/2011;FR20013;24.0
28/03/2011;FR20065;18.0
28/03/2011;FR20062;11.0
29/03/2011;FR20065;21.0
29/03/2011;FR20062;14.0
29/03/2011;FR20061;18.0
29/03/2011;FR20013;27.0
30/03/2011;FR20065;17.0
30/03/2011;FR20013;21.0
30/03/2011;FR20062;9.0
31/03/2011;FR20013;21.0
31/03/2011;FR20065;21.0
31/03/2011;FR20062;10.0
01/04/2011;FR20065;20.0
01/04/2011;FR20013;27.0
01/04/2011;FR20062;11.0
02/04/2011;FR20065;22.0
02/04/2011;FR20013;19.0
02/04/2011;FR20062;12.0
03/04/2011;FR20065;14.0
03/04/2011;FR20013;17.0
03/04/2011;FR20062;8.0
04/04/2011;FR20013;14.0
04/04/2011;FR20062;5.0
04/04/2011;FR20065;8.0
05/04/2011;FR20062;7.0
05/04/2011;FR20065;12.0
05/04/2011;FR20013;20.0
06/04/2011;FR20065;15.0
06/04/2011;FR20013;22.0
06/04/2011;FR20062;12.0
07/04/2011;FR20013;29.0
07/04/2011;FR20062;14.0
08/04/2011;FR20013;28.0
08/04/2011;FR20062;14.0
09/04/2011;FR20013;27.0
09/04/2011;FR20065;17.0
09/04/2011;FR20062;12.0
10/04/2011;FR20062;12.0
10/04/2011;FR20065;15.0
10/04/2011;FR20061;13.0
10/04/2011;FR20013;23.0
11/04/2011;FR20065;19.0
11/04/2011;FR20013;25.0
11/04/2011;FR20061;16.0
11/04/2011;FR20062;14.0
12/04/2011;FR20065;14.0
12/04/2011;FR20061;12.0
12/04/2011;FR20013;19.0
12/04/2011;FR20062;11.0
13/04/2011;FR20062;8.0
13/04/2011;FR20065;10.0
13/04/2011;FR20013;17.0
13/04/2011;FR20061;9.0
14/04/2011;FR20065;14.0
14/04/2011;FR20061;9.0
14/04/2011;FR20013;20.0
14/04/2011;FR20062;11.0
15/04/2011;FR20013;26.0
15/04/2011;FR20062;14.0
15/04/2011;FR20061;15.0
15/04/2011;FR20065;19.0
16/04/2011;FR20013;25.0
16/04/2011;FR20062;12.0
16/04/2011;FR20065;16.0
16/04/2011;FR20061;12.0
17/04/2011;FR20061;16.0
17/04/2011;FR20013;28.0
17/04/2011;FR20065;21.0
17/04/2011;FR20062;15.0
18/04/2011;FR20061;15.0
18/04/2011;FR20065;22.0
18/04/2011;FR20013;23.0
18/04/2011;FR20062;12.0
19/04/2011;FR20062;13.0
19/04/2011;FR20065;25.0
19/04/2011;FR20013;26.0
19/04/2011;FR20061;17.0
20/04/2011;FR20062;17.0
20/04/2011;FR20013;29.0
20/04/2011;FR20065;30.0
20/04/2011;FR20061;22.0
21/04/2011;FR20065;28.0
21/04/2011;FR20061;19.0
21/04/2011;FR20062;16.0
22/04/2011;FR20061;22.0
22/04/2011;FR20013;29.0
22/04/2011;FR20062;17.0
22/04/2011;FR20065;30.0
23/04/2011;FR20065;19.0
23/04/2011;FR20062;12.0
23/04/2011;FR20013;22.0
23/04/2011;FR20061;16.0
24/04/2011;FR20061;11.0
24/04/2011;FR20065;14.0
24/04/2011;FR20062;10.0
24/04/2011;FR20013;19.0
25/04/2011;FR20013;20.0
25/04/2011;FR20061;14.0
25/04/2011;FR20062;11.0
25/04/2011;FR20065;13.0
26/04/2011;FR20065;18.0
26/04/2011;FR20013;25.0
26/04/2011;FR20062;15.0
26/04/2011;FR20061;19.0
27/04/2011;FR20013;28.0
27/04/2011;FR20062;17.0
27/04/2011;FR20061;22.0
27/04/2011;FR20065;22.0
28/04/2011;FR20065;25.0
28/04/2011;FR20013;30.0
28/04/2011;FR20061;24.0
28/04/2011;FR20062;20.0
29/04/2011;FR20065;18.0
29/04/2011;FR20062;13.0
29/04/2011;FR20013;29.0
29/04/2011;FR20061;18.0
30/04/2011;FR20065;21.0
30/04/2011;FR20061;16.0
30/04/2011;FR20013;26.0
30/04/2011;FR20062;15.0
01/05/2011;FR20065;20.0
01/05/2011;FR20061;13.0
01/05/2011;FR20062;13.0
02/05/2011;FR20062;14.0
02/05/2011;FR20065;24.0
02/05/2011;FR20061;15.0
03/05/2011;FR20062;14.0
03/05/2011;FR20061;16.0
03/05/2011;FR20013;25.0
03/05/2011;FR20065;18.0
04/05/2011;FR20013;24.0
04/05/2011;FR20061;16.0
04/05/2011;FR20065;14.0
04/05/2011;FR20062;13.0
05/05/2011;FR20065;19.0
05/05/2011;FR20061;14.0
05/05/2011;FR20013;24.0
05/05/2011;FR20062;11.0
06/05/2011;FR20061;14.0
06/05/2011;FR20065;22.0
06/05/2011;FR20062;10.0
06/05/2011;FR20013;19.0
07/05/2011;FR20062;9.0
07/05/2011;FR20013;16.0
07/05/2011;FR20061;13.0
07/05/2011;FR20065;13.0
08/05/2011;FR20013;18.0
08/05/2011;FR20065;14.0
08/05/2011;FR20061;12.0
08/05/2011;FR20062;10.0
09/05/2011;FR20061;17.0
09/05/2011;FR20013;26.0
09/05/2011;FR20062;12.0
09/05/2011;FR20065;21.0
10/05/2011;FR20061;15.0
10/05/2011;FR20065;25.0
10/05/2011;FR20013;25.0
10/05/2011;FR20062;13.0
11/05/2011;FR20013;29.0
11/05/2011;FR20061;16.0
11/05/2011;FR20065;23.0
11/05/2011;FR20062;14.0
12/05/2011;FR20062;11.0
12/05/2011;FR20013;23.0
12/05/2011;FR20061;11.0
12/05/2011;FR20065;15.0
12/05/2011;FR20046;13.6
13/05/2011;FR20013;21.0
13/05/2011;FR20061;10.0
13/05/2011;FR20065;13.0
13/05/2011;FR20062;8.0
13/05/2011;FR20046;9.9
14/05/2011;FR20061;8.0
14/05/2011;FR20046;15.3
14/05/2011;FR20013;19.0
14/05/2011;FR20065;13.0
14/05/2011;FR20062;12.0
15/05/2011;FR20013;14.0
15/05/2011;FR20065;6.0
15/05/2011;FR20061;5.0
15/05/2011;FR20062;6.0
15/05/2011;FR20046;7.5
16/05/2011;FR20065;10.0
16/05/2011;FR20013;19.0
16/05/2011;FR20061;7.0
16/05/2011;FR20046;8.2
16/05/2011;FR20062;8.0
17/05/2011;FR20013;21.0
17/05/2011;FR20061;8.0
17/05/2011;FR20062;9.0
17/05/2011;FR20065;13.0
17/05/2011;FR20046;10.7
18/05/2011;FR20062;9.0
18/05/2011;FR20061;9.0
18/05/2011;FR20013;19.0
18/05/2011;FR20065;18.0
18/05/2011;FR20046;10.6
19/05/2011;FR20061;8.0
19/05/2011;FR20046;11.0
19/05/2011;FR20062;8.0
19/05/2011;FR20013;23.0
19/05/2011;FR20065;16.0
20/05/2011;FR20065;21.0
20/05/2011;FR20013;23.0
20/05/2011;FR20061;9.0
20/05/2011;FR20046;13.7
20/05/2011;FR20062;11.0
21/05/2011;FR20065;13.0
21/05/2011;FR20013;20.0
21/05/2011;FR20061;8.0
21/05/2011;FR20046;12.7
22/05/2011;FR20061;8.0
22/05/2011;FR20062;11.0
22/05/2011;FR20013;19.0
22/05/2011;FR20046;13.8
22/05/2011;FR20065;14.0
23/05/2011;FR20061;6.0
23/05/2011;FR20065;10.0
23/05/2011;FR20062;9.0
23/05/2011;FR20046;8.6
23/05/2011;FR20013;19.0
24/05/2011;FR20062;12.0
24/05/2011;FR20046;14.4
24/05/2011;FR20061;8.0
24/05/2011;FR20013;23.0
24/05/2011;FR20065;17.0
25/05/2011;FR20062;12.0
25/05/2011;FR20061;10.0
25/05/2011;FR20046;13.4
25/05/2011;FR20065;17.0
26/05/2011;FR20062;15.0
26/05/2011;FR20046;16.2
26/05/2011;FR20065;22.0
27/05/2011;FR20046;8.0
27/05/2011;FR20062;7.0
27/05/2011;FR20065;9.0
28/05/2011;FR20062;8.0
28/05/2011;FR20065;8.0
28/05/2011;FR20046;8.6
29/05/2011;FR20046;11.5
29/05/2011;FR20062;10.0
29/05/2011;FR20065;13.0
30/05/2011;FR20065;22.0
30/05/2011;FR20062;11.0
30/05/2011;FR20046;12.3
31/05/2011;FR20065;13.0
31/05/2011;FR20013;18.0
31/05/2011;FR20062;10.0
31/05/2011;FR20046;12.8
01/06/2011;FR20046;11.0
01/06/2011;FR20013;18.0
01/06/2011;FR20065;11.0
01/06/2011;FR20062;10.0
02/06/2011;FR20062;10.0
02/06/2011;FR20046;10.2
02/06/2011;FR20013;17.0
02/06/2011;FR20065;12.0
03/06/2011;FR20065;22.0
03/06/2011;FR20062;16.0
03/06/2011;FR20013;28.0
03/06/2011;FR20046;19.1
04/06/2011;FR20062;14.0
04/06/2011;FR20065;19.0
04/06/2011;FR20046;17.1
04/06/2011;FR20013;21.0
05/06/2011;FR20046;12.9
05/06/2011;FR20013;15.0
05/06/2011;FR20065;11.0
05/06/2011;FR20062;9.0
06/06/2011;FR20013;22.0
06/06/2011;FR20046;14.7
06/06/2011;FR20062;12.0
06/06/2011;FR20065;24.0
07/06/2011;FR20046;14.3
07/06/2011;FR20065;20.0
07/06/2011;FR20062;11.0
07/06/2011;FR20013;22.0
08/06/2011;FR20046;10.4
08/06/2011;FR20065;9.0
08/06/2011;FR20013;18.0
08/06/2011;FR20062;8.0
09/06/2011;FR20062;7.0
09/06/2011;FR20013;17.0
09/06/2011;FR20046;10.0
09/06/2011;FR20065;9.0
10/06/2011;FR20062;9.0
10/06/2011;FR20065;11.0
10/06/2011;FR20013;18.0
10/06/2011;FR20046;11.3
11/06/2011;FR20013;13.0
11/06/2011;FR20062;6.0
11/06/2011;FR20046;6.5
11/06/2011;FR20065;6.0
12/06/2011;FR20062;7.0
12/06/2011;FR20013;13.0
12/06/2011;FR20046;7.8
12/06/2011;FR20065;7.0
13/06/2011;FR20062;10.0
13/06/2011;FR20013;15.0
13/06/2011;FR20046;12.0
13/06/2011;FR20065;10.0
14/06/2011;FR20062;7.0
14/06/2011;FR20065;8.0
14/06/2011;FR20013;18.0
14/06/2011;FR20046;8.0
15/06/2011;FR20065;14.0
15/06/2011;FR20046;12.7
15/06/2011;FR20062;9.0
15/06/2011;FR20013;21.0
16/06/2011;FR20065;16.0
16/06/2011;FR20013;21.0
16/06/2011;FR20046;14.1
16/06/2011;FR20062;12.0
17/06/2011;FR20046;11.0
17/06/2011;FR20013;19.0
17/06/2011;FR20065;17.0
17/06/2011;FR20061;11.0
17/06/2011;FR20062;11.0
18/06/2011;FR20065;7.0
18/06/2011;FR20046;9.5
18/06/2011;FR20013;11.0
18/06/2011;FR20062;7.0
18/06/2011;FR20061;6.0
19/06/2011;FR20061;7.0
19/06/2011;FR20046;7.5
19/06/2011;FR20013;14.0
19/06/2011;FR20062;6.0
19/06/2011;FR20065;7.0
20/06/2011;FR20046;12.7
20/06/2011;FR20062;11.0
20/06/2011;FR20065;15.0
20/06/2011;FR20061;11.0
21/06/2011;FR20062;15.0
21/06/2011;FR20046;16.7
21/06/2011;FR20065;23.0
21/06/2011;FR20061;14.0
22/06/2011;FR20065;16.0
22/06/2011;FR20046;14.9
22/06/2011;FR20013;19.0
22/06/2011;FR20061;10.0
22/06/2011;FR20062;11.0
23/06/2011;FR20046;12.1
23/06/2011;FR20062;10.0
23/06/2011;FR20061;8.0
23/06/2011;FR20013;17.0
23/06/2011;FR20065;13.0
24/06/2011;FR20065;6.0
24/06/2011;FR20061;8.0
24/06/2011;FR20046;10.6
24/06/2011;FR20062;8.0
24/06/2011;FR20013;16.0
25/06/2011;FR20062;10.0
25/06/2011;FR20046;10.6
25/06/2011;FR20065;8.0
25/06/2011;FR20013;18.0
25/06/2011;FR20061;10.0
26/06/2011;FR20065;14.0
26/06/2011;FR20061;12.0
26/06/2011;FR20046;18.0
26/06/2011;FR20062;14.0
27/06/2011;FR20046;16.7
27/06/2011;FR20061;17.0
27/06/2011;FR20062;17.0
27/06/2011;FR20065;27.0
28/06/2011;FR20065;28.0
28/06/2011;FR20061;17.0
28/06/2011;FR20046;19.0
28/06/2011;FR20062;16.0
29/06/2011;FR20061;13.0
29/06/2011;FR20065;14.0
29/06/2011;FR20046;14.7
29/06/2011;FR20062;12.0
30/06/2011;FR20065;11.0
30/06/2011;FR20013;21.0
30/06/2011;FR20061;12.0
30/06/2011;FR20046;10.8
30/06/2011;FR20062;10.0
01/07/2011;FR20065;10.0
01/07/2011;FR20046;9.1
01/07/2011;FR20061;12.0
01/07/2011;FR20062;9.0
02/07/2011;FR20061;10.0
02/07/2011;FR20065;9.0
02/07/2011;FR20062;7.0
02/07/2011;FR20046;8.1
03/07/2011;FR20062;7.0
03/07/2011;FR20061;10.0
03/07/2011;FR20065;9.0
03/07/2011;FR20046;8.5
04/07/2011;FR20065;20.0
04/07/2011;FR20061;14.0
04/07/2011;FR20046;13.2
04/07/2011;FR20062;12.0
05/07/2011;FR20062;21.0
05/07/2011;FR20061;16.0
05/07/2011;FR20065;24.0
05/07/2011;FR20046;17.0
06/07/2011;FR20062;13.0
06/07/2011;FR20046;14.7
06/07/2011;FR20061;12.0
06/07/2011;FR20065;16.0
07/07/2011;FR20046;7.0
07/07/2011;FR20065;10.0
07/07/2011;FR20062;8.0
07/07/2011;FR20061;10.0
08/07/2011;FR20062;11.0
08/07/2011;FR20065;16.0
08/07/2011;FR20046;12.5
08/07/2011;FR20061;13.0
09/07/2011;FR20065;14.0
09/07/2011;FR20046;13.3
09/07/2011;FR20013;19.0
09/07/2011;FR20062;11.0
09/07/2011;FR20061;13.0
10/07/2011;FR20062;9.0
10/07/2011;FR20061;11.0
10/07/2011;FR20046;9.1
10/07/2011;FR20065;8.0
10/07/2011;FR20013;19.0
11/07/2011;FR20065;11.0
11/07/2011;FR20062;8.0
11/07/2011;FR20061;9.0
11/07/2011;FR20013;19.0
11/07/2011;FR20046;7.2
12/07/2011;FR20065;34.0
12/07/2011;FR20061;15.0
12/07/2011;FR20062;17.0
13/07/2011;FR20061;9.0
13/07/2011;FR20046;12.6
13/07/2011;FR20065;10.0
13/07/2011;FR20062;11.0
14/07/2011;FR20046;8.3
14/07/2011;FR20061;10.0
14/07/2011;FR20062;7.0
14/07/2011;FR20013;15.0
14/07/2011;FR20065;8.0
15/07/2011;FR20046;8.7
15/07/2011;FR20061;11.0
15/07/2011;FR20013;17.0
15/07/2011;FR20062;8.0
15/07/2011;FR20065;11.0
16/07/2011;FR20065;14.0
16/07/2011;FR20062;11.0
16/07/2011;FR20061;11.0
16/07/2011;FR20046;12.2
16/07/2011;FR20013;16.0
17/07/2011;FR20065;6.0
17/07/2011;FR20013;12.0
17/07/2011;FR20061;5.0
17/07/2011;FR20046;8.1
17/07/2011;FR20062;6.0
18/07/2011;FR20065;9.0
18/07/2011;FR20046;5.4
18/07/2011;FR20013;10.0
18/07/2011;FR20061;5.0
18/07/2011;FR20062;4.0
19/07/2011;FR20062;5.0
19/07/2011;FR20046;6.7
19/07/2011;FR20013;12.0
19/07/2011;FR20065;9.0
19/07/2011;FR20061;5.0
20/07/2011;FR20013;16.0
20/07/2011;FR20061;9.0
20/07/2011;FR20062;5.0
20/07/2011;FR20065;8.0
20/07/2011;FR20046;7.1
21/07/2011;FR20061;7.0
21/07/2011;FR20065;9.0
21/07/2011;FR20046;11.4
21/07/2011;FR20013;20.0
21/07/2011;FR20062;6.0
22/07/2011;FR20062;6.0
22/07/2011;FR20061;10.0
22/07/2011;FR20013;17.0
22/07/2011;FR20046;6.5
22/07/2011;FR20065;7.0
23/07/2011;FR20061;7.0
23/07/2011;FR20046;7.2
23/07/2011;FR20065;8.0
23/07/2011;FR20013;15.0
23/07/2011;FR20062;6.0
24/07/2011;FR20061;9.0
24/07/2011;FR20046;6.7
24/07/2011;FR20062;5.0
24/07/2011;FR20065;7.0
24/07/2011;FR20013;14.0
25/07/2011;FR20065;13.0
25/07/2011;FR20062;11.0
25/07/2011;FR20013;19.0
25/07/2011;FR20061;9.0
25/07/2011;FR20046;11.6
26/07/2011;FR20046;8.9
26/07/2011;FR20013;20.0
26/07/2011;FR20062;9.0
26/07/2011;FR20065;13.0
26/07/2011;FR20061;9.0
27/07/2011;FR20061;13.0
27/07/2011;FR20065;12.0
27/07/2011;FR20046;11.4
27/07/2011;FR20013;20.0
27/07/2011;FR20062;11.0
28/07/2011;FR20013;21.0
28/07/2011;FR20065;10.0
28/07/2011;FR20061;14.0
28/07/2011;FR20062;9.0
28/07/2011;FR20046;9.5
29/07/2011;FR20062;9.0
29/07/2011;FR20061;13.0
29/07/2011;FR20065;12.0
29/07/2011;FR20046;10.5
29/07/2011;FR20013;19.0
30/07/2011;FR20062;14.0
30/07/2011;FR20046;16.5
30/07/2011;FR20013;21.0
30/07/2011;FR20061;16.0
30/07/2011;FR20065;13.0
31/07/2011;FR20065;6.0
31/07/2011;FR20061;10.0
31/07/2011;FR20062;8.0
31/07/2011;FR20013;15.0
31/07/2011;FR20046;8.4
01/08/2011;FR20065;13.0
01/08/2011;FR20013;19.0
01/08/2011;FR20062;9.0
01/08/2011;FR20061;10.0
01/08/2011;FR20046;12.3
02/08/2011;FR20061;14.0
02/08/2011;FR20062;12.0
02/08/2011;FR20065;22.0
02/08/2011;FR20013;20.0
02/08/2011;FR20046;14.6
03/08/2011;FR20061;13.0
03/08/2011;FR20065;16.0
03/08/2011;FR20062;11.0
03/08/2011;FR20046;13.2
03/08/2011;FR20013;22.0
04/08/2011;FR20062;11.0
04/08/2011;FR20061;16.0
04/08/2011;FR20065;13.0
04/08/2011;FR20013;22.0
04/08/2011;FR20046;12.4
05/08/2011;FR20061;14.0
05/08/2011;FR20062;11.0
05/08/2011;FR20065;15.0
05/08/2011;FR20013;22.0
05/08/2011;FR20046;12.7
06/08/2011;FR20062;16.0
06/08/2011;FR20065;19.0
06/08/2011;FR20013;20.0
06/08/2011;FR20061;15.0
06/08/2011;FR20046;16.6
07/08/2011;FR20065;5.0
07/08/2011;FR20062;6.0
07/08/2011;FR20013;13.0
07/08/2011;FR20061;5.0
08/08/2011;FR20013;10.0
08/08/2011;FR20062;5.0
08/08/2011;FR20061;8.0
08/08/2011;FR20046;6.2
08/08/2011;FR20065;5.0
09/08/2011;FR20061;9.0
09/08/2011;FR20062;6.0
09/08/2011;FR20013;12.0
09/08/2011;FR20065;7.0
10/08/2011;FR20065;7.0
10/08/2011;FR20061;10.0
10/08/2011;FR20046;4.3
10/08/2011;FR20013;14.0
10/08/2011;FR20062;7.0
11/08/2011;FR20065;16.0
11/08/2011;FR20062;11.0
11/08/2011;FR20046;11.3
11/08/2011;FR20013;20.0
11/08/2011;FR20061;14.0
12/08/2011;FR20013;22.0
12/08/2011;FR20061;15.0
12/08/2011;FR20065;15.0
12/08/2011;FR20062;14.0
12/08/2011;FR20046;14.0
13/08/2011;FR20065;11.0
13/08/2011;FR20046;11.2
13/08/2011;FR20061;12.0
13/08/2011;FR20062;10.0
13/08/2011;FR20013;17.0
14/08/2011;FR20061;13.0
14/08/2011;FR20046;14.1
14/08/2011;FR20062;14.0
14/08/2011;FR20065;15.0
14/08/2011;FR20013;20.0
15/08/2011;FR20062;7.0
15/08/2011;FR20065;5.0
15/08/2011;FR20046;6.7
15/08/2011;FR20013;12.0
15/08/2011;FR20061;8.0
16/08/2011;FR20065;8.0
16/08/2011;FR20061;10.0
16/08/2011;FR20062;8.0
16/08/2011;FR20013;13.0
16/08/2011;FR20046;7.3
17/08/2011;FR20013;18.0
17/08/2011;FR20062;13.0
17/08/2011;FR20061;12.0
17/08/2011;FR20065;18.0
18/08/2011;FR20013;19.0
18/08/2011;FR20061;13.0
18/08/2011;FR20065;23.0
18/08/2011;FR20062;14.0
19/08/2011;FR20046;16.5
19/08/2011;FR20065;18.0
19/08/2011;FR20061;17.0
19/08/2011;FR20013;25.0
19/08/2011;FR20062;16.0
20/08/2011;FR20013;26.0
20/08/2011;FR20062;20.0
20/08/2011;FR20061;20.0
20/08/2011;FR20065;20.0
20/08/2011;FR20046;24.4
21/08/2011;FR20061;20.0
21/08/2011;FR20065;18.0
21/08/2011;FR20013;22.0
21/08/2011;FR20046;22.7
21/08/2011;FR20062;19.0
22/08/2011;FR20013;22.0
22/08/2011;FR20065;25.0
22/08/2011;FR20061;18.0
22/08/2011;FR20062;18.0
22/08/2011;FR20046;20.7
23/08/2011;FR20065;24.0
23/08/2011;FR20046;23.0
23/08/2011;FR20013;25.0
23/08/2011;FR20062;20.0
23/08/2011;FR20061;20.0
24/08/2011;FR20013;21.0
24/08/2011;FR20046;20.2
24/08/2011;FR20062;18.0
24/08/2011;FR20065;13.0
24/08/2011;FR20061;18.0
25/08/2011;FR20046;19.0
25/08/2011;FR20062;17.0
25/08/2011;FR20061;16.0
25/08/2011;FR20013;25.0
25/08/2011;FR20065;17.0
26/08/2011;FR20046;16.2
26/08/2011;FR20013;17.0
26/08/2011;FR20061;12.0
26/08/2011;FR20065;14.0
26/08/2011;FR20062;11.0
27/08/2011;FR20046;7.7
27/08/2011;FR20065;5.0
27/08/2011;FR20061;8.0
27/08/2011;FR20013;13.0
27/08/2011;FR20062;5.0
28/08/2011;FR20013;13.0
28/08/2011;FR20065;6.0
28/08/2011;FR20061;10.0
28/08/2011;FR20062;6.0
28/08/2011;FR20046;8.9
29/08/2011;FR20065;8.0
29/08/2011;FR20046;8.9
29/08/2011;FR20062;6.0
29/08/2011;FR20061;10.0
29/08/2011;FR20013;15.0
30/08/2011;FR20013;17.0
30/08/2011;FR20065;13.0
30/08/2011;FR20062;7.0
30/08/2011;FR20061;13.0
30/08/2011;FR20046;9.6
31/08/2011;FR20061;14.0
31/08/2011;FR20062;11.0
31/08/2011;FR20013;22.0
31/08/2011;FR20046;14.7
01/09/2011;FR20046;13.5
01/09/2011;FR20062;10.0
01/09/2011;FR20061;14.0
01/09/2011;FR20013;21.0
02/09/2011;FR20061;20.0
02/09/2011;FR20013;29.0
02/09/2011;FR20046;18.9
02/09/2011;FR20062;15.0
03/09/2011;FR20062;18.0
03/09/2011;FR20013;27.0
03/09/2011;FR20046;21.5
03/09/2011;FR20061;21.0
04/09/2011;FR20062;13.0
04/09/2011;FR20046;14.0
04/09/2011;FR20013;22.0
04/09/2011;FR20061;15.0
05/09/2011;FR20046;5.4
05/09/2011;FR20061;9.0
05/09/2011;FR20013;17.0
05/09/2011;FR20062;5.0
06/09/2011;FR20062;9.0
06/09/2011;FR20013;18.0
06/09/2011;FR20046;11.4
06/09/2011;FR20061;12.0
07/09/2011;FR20061;16.0
07/09/2011;FR20046;11.0
07/09/2011;FR20013;20.0
07/09/2011;FR20062;12.0
08/09/2011;FR20046;11.4
08/09/2011;FR20013;18.0
08/09/2011;FR20062;9.0
09/09/2011;FR20046;8.1
09/09/2011;FR20062;7.0
09/09/2011;FR20013;20.0
10/09/2011;FR20065;11.0
10/09/2011;FR20061;14.0
10/09/2011;FR20046;12.0
10/09/2011;FR20013;16.0
